league,season,date,home_team,away_team,hometeamgoals,awayteamgoals,hometeamresult,home_team_points,away_team_points,OddHome,OddDraw,OddAway
bundesliga,2021,2022-04-10,BOC,LEVK,0.0,0.0,0,1.0,1.0,4.11,4.08,1.81
bundesliga,2021,2022-04-10,EINF,FRE,1.0,2.0,-1,0.0,3.0,2.46,3.39,2.93
bundesliga,2021,2022-04-10,RBL,HOF,3.0,0.0,1,3.0,0.0,1.5,4.79,5.99
bundesliga,2021,2022-04-09,BAY,AUG,1.0,0.0,1,3.0,0.0,1.12,9.91,19.97
bundesliga,2021,2022-04-09,KOL,MAI,3.0,2.0,1,3.0,0.0,2.5,3.38,2.9
bundesliga,2021,2022-04-09,GREF,M'G,0.0,2.0,-1,0.0,3.0,4.77,4.11,1.7
bundesliga,2021,2022-04-09,WOB,BIE,4.0,0.0,1,3.0,0.0,1.67,3.88,5.3
bundesliga,2021,2022-04-09,HERT,UNI,1.0,4.0,-1,0.0,3.0,2.88,3.23,2.59
bundesliga,2021,2022-04-08,STU,DOR,0.0,2.0,-1,0.0,3.0,3.97,3.98,1.86
bundesliga,2021,2022-04-06,AUG,MAI,2.0,1.0,1,3.0,0.0,3.34,3.3,2.27
bundesliga,2021,2022-04-03,AUG,WOB,3.0,0.0,1,3.0,0.0,2.97,3.29,2.49
bundesliga,2021,2022-04-03,M'G,MAI,1.0,1.0,0,1.0,1.0,2.28,3.56,3.1
bundesliga,2021,2022-04-02,BIE,STU,1.0,1.0,0,1.0,1.0,3.15,3.33,2.35
bundesliga,2021,2022-04-02,EINF,GREF,0.0,0.0,0,1.0,1.0,1.45,4.81,6.94
bundesliga,2021,2022-04-02,FRE,BAY,1.0,4.0,-1,0.0,3.0,5.66,4.82,1.52
bundesliga,2021,2022-04-02,HOF,BOC,1.0,2.0,-1,0.0,3.0,1.51,4.56,6.23
bundesliga,2021,2022-04-02,LEVK,HERT,2.0,1.0,1,3.0,0.0,1.42,5.07,6.96
bundesliga,2021,2022-04-02,DOR,RBL,1.0,4.0,-1,0.0,3.0,2.44,3.74,2.74
bundesliga,2021,2022-04-01,UNI,KOL,1.0,0.0,1,3.0,0.0,2.33,3.25,3.32
bundesliga,2021,2022-03-20,RBL,EINF,0.0,0.0,0,1.0,1.0,1.42,4.94,7.28
bundesliga,2021,2022-03-20,WOB,LEVK,0.0,2.0,-1,0.0,3.0,3.01,3.53,2.35
bundesliga,2021,2022-03-20,KOL,DOR,1.0,1.0,0,1.0,1.0,3.44,3.87,2.02
bundesliga,2021,2022-03-19,GREF,FRE,0.0,0.0,0,1.0,1.0,4.76,4.06,1.71
bundesliga,2021,2022-03-19,HERT,HOF,3.0,0.0,1,3.0,0.0,4.36,4.22,1.74
bundesliga,2021,2022-03-19,MAI,BIE,4.0,0.0,1,3.0,0.0,1.64,3.76,6.08
bundesliga,2021,2022-03-19,STU,AUG,3.0,2.0,1,3.0,0.0,2.05,3.55,3.67
bundesliga,2021,2022-03-19,BAY,UNI,4.0,0.0,1,3.0,0.0,1.18,7.84,15.23
bundesliga,2021,2022-03-18,BOC,M'G,0.0,2.0,-1,0.0,3.0,2.9,3.58,2.41
bundesliga,2021,2022-03-16,MAI,DOR,0.0,1.0,-1,0.0,3.0,4.06,3.84,1.87
bundesliga,2021,2022-03-13,LEVK,KOL,0.0,1.0,-1,0.0,3.0,1.62,4.39,5.06
bundesliga,2021,2022-03-13,DOR,BIE,1.0,0.0,1,3.0,0.0,1.27,6.09,10.71
bundesliga,2021,2022-03-13,EINF,BOC,2.0,1.0,1,3.0,0.0,1.89,3.59,4.24
bundesliga,2021,2022-03-13,GREF,RBL,1.0,6.0,-1,0.0,3.0,8.43,5.37,1.35
bundesliga,2021,2022-03-12,FRE,WOB,3.0,2.0,1,3.0,0.0,2.1,3.52,3.52
bundesliga,2021,2022-03-12,HOF,BAY,1.0,1.0,0,1.0,1.0,4.83,4.99,1.58
bundesliga,2021,2022-03-12,UNI,STU,1.0,1.0,0,1.0,1.0,2.12,3.48,3.54
bundesliga,2021,2022-03-12,M'G,HERT,2.0,0.0,1,3.0,0.0,1.58,4.51,5.21
bundesliga,2021,2022-03-06,KOL,HOF,0.0,1.0,-1,0.0,3.0,2.7,3.52,2.57
bundesliga,2021,2022-03-05,BAY,LEVK,1.0,1.0,0,1.0,1.0,1.4,5.62,6.64
bundesliga,2021,2022-03-05,BOC,GREF,2.0,1.0,1,3.0,0.0,1.79,3.72,4.69
bundesliga,2021,2022-03-05,HERT,EINF,1.0,4.0,-1,0.0,3.0,3.3,3.54,2.19
bundesliga,2021,2022-03-05,RBL,FRE,1.0,1.0,0,1.0,1.0,1.63,4.25,5.27
bundesliga,2021,2022-03-05,WOB,UNI,1.0,0.0,1,3.0,0.0,2.23,3.3,3.44
bundesliga,2021,2022-03-05,STU,M'G,3.0,2.0,1,3.0,0.0,3.17,3.65,2.2
bundesliga,2021,2022-03-04,BIE,AUG,0.0,1.0,-1,0.0,3.0,2.57,3.23,2.93
bundesliga,2021,2022-02-27,BOC,RBL,0.0,1.0,-1,0.0,3.0,5.17,4.09,1.65
bundesliga,2021,2022-02-27,AUG,DOR,1.0,1.0,0,1.0,1.0,5.36,4.23,1.62
bundesliga,2021,2022-02-26,FRE,HERT,3.0,0.0,1,3.0,0.0,1.57,4.3,5.79
bundesliga,2021,2022-02-26,GREF,KOL,1.0,1.0,0,1.0,1.0,3.56,3.68,2.05
bundesliga,2021,2022-02-26,LEVK,BIE,3.0,0.0,1,3.0,0.0,1.37,5.18,8.62
bundesliga,2021,2022-02-26,M'G,WOB,2.0,2.0,0,1.0,1.0,2.07,3.53,3.62
bundesliga,2021,2022-02-26,UNI,MAI,3.0,1.0,1,3.0,0.0,2.66,3.22,2.81
bundesliga,2021,2022-02-26,EINF,BAY,0.0,1.0,-1,0.0,3.0,6.35,5.09,1.45
bundesliga,2021,2022-02-25,HOF,STU,2.0,1.0,1,3.0,0.0,1.53,4.59,5.88
bundesliga,2021,2022-02-20,BAY,GREF,4.0,1.0,1,3.0,0.0,1.07,13.12,30.35
bundesliga,2021,2022-02-20,DOR,M'G,6.0,0.0,1,3.0,0.0,1.63,4.42,4.97
bundesliga,2021,2022-02-20,HERT,RBL,1.0,6.0,-1,0.0,3.0,6.15,4.29,1.55
bundesliga,2021,2022-02-19,AUG,FRE,1.0,2.0,-1,0.0,3.0,3.1,3.37,2.36
bundesliga,2021,2022-02-19,BIE,UNI,1.0,0.0,1,3.0,0.0,3.06,3.24,2.46
bundesliga,2021,2022-02-19,STU,BOC,1.0,1.0,0,1.0,1.0,2.22,3.45,3.32
bundesliga,2021,2022-02-19,WOB,HOF,1.0,2.0,-1,0.0,3.0,2.73,3.5,2.57
bundesliga,2021,2022-02-19,KOL,EINF,1.0,0.0,1,3.0,0.0,2.28,3.66,3.02
bundesliga,2021,2022-02-18,MAI,LEVK,3.0,2.0,1,3.0,0.0,3.25,3.66,2.19
bundesliga,2021,2022-02-13,UNI,DOR,0.0,3.0,-1,0.0,3.0,3.9,3.9,1.88
bundesliga,2021,2022-02-13,HOF,BIE,2.0,0.0,1,3.0,0.0,1.52,4.41,6.14
bundesliga,2021,2022-02-12,BOC,BAY,4.0,2.0,1,3.0,0.0,11.91,7.28,1.22
bundesliga,2021,2022-02-12,EINF,WOB,0.0,2.0,-1,0.0,3.0,2.23,3.44,3.28
bundesliga,2021,2022-02-12,FRE,MAI,1.0,1.0,0,1.0,1.0,2.15,3.45,3.46
bundesliga,2021,2022-02-12,GREF,HERT,2.0,1.0,1,3.0,0.0,2.98,3.36,2.43
bundesliga,2021,2022-02-12,M'G,AUG,3.0,2.0,1,3.0,0.0,1.68,4.19,4.78
bundesliga,2021,2022-02-12,LEVK,STU,4.0,2.0,1,3.0,0.0,1.42,5.04,7.02
bundesliga,2021,2022-02-11,RBL,KOL,3.0,1.0,1,3.0,0.0,1.45,4.92,6.88
bundesliga,2021,2022-02-06,DOR,LEVK,2.0,5.0,-1,0.0,3.0,1.93,4.05,3.6
bundesliga,2021,2022-02-06,WOB,GREF,4.0,1.0,1,3.0,0.0,1.58,4.06,5.92
bundesliga,2021,2022-02-05,AUG,UNI,2.0,0.0,1,3.0,0.0,2.78,3.31,2.62
bundesliga,2021,2022-02-05,BIE,M'G,1.0,1.0,0,1.0,1.0,3.4,3.48,2.16
bundesliga,2021,2022-02-05,KOL,FRE,1.0,0.0,1,3.0,0.0,2.4,3.52,2.91
bundesliga,2021,2022-02-05,MAI,HOF,2.0,0.0,1,3.0,0.0,2.66,3.41,2.69
bundesliga,2021,2022-02-05,STU,EINF,2.0,3.0,-1,0.0,3.0,2.68,3.54,2.58
bundesliga,2021,2022-02-05,BAY,RBL,3.0,2.0,1,3.0,0.0,1.41,5.37,6.78
bundesliga,2021,2022-02-04,HERT,BOC,1.0,1.0,0,1.0,1.0,2.19,3.45,3.38
bundesliga,2021,2022-01-23,RBL,WOB,2.0,0.0,1,3.0,0.0,1.53,4.31,6.26
bundesliga,2021,2022-01-23,HERT,BAY,1.0,4.0,-1,0.0,3.0,11.06,6.92,1.23
bundesliga,2021,2022-01-22,FRE,STU,2.0,0.0,1,3.0,0.0,1.97,3.5,3.96
bundesliga,2021,2022-01-22,GREF,MAI,2.0,1.0,1,3.0,0.0,4.7,3.6,1.81
bundesliga,2021,2022-01-22,HOF,DOR,2.0,3.0,-1,0.0,3.0,3.03,4.06,2.13
bundesliga,2021,2022-01-22,LEVK,AUG,5.0,1.0,1,3.0,0.0,1.44,4.65,7.26
bundesliga,2021,2022-01-22,M'G,UNI,1.0,2.0,-1,0.0,3.0,2.26,3.42,3.23
bundesliga,2021,2022-01-22,BOC,KOL,2.0,2.0,0,1.0,1.0,3.26,3.44,2.24
bundesliga,2021,2022-01-21,EINF,BIE,0.0,2.0,-1,0.0,3.0,1.78,3.64,4.79
bundesliga,2021,2022-01-16,AUG,EINF,1.0,1.0,0,1.0,1.0,3.46,3.53,2.11
bundesliga,2021,2022-01-16,BIE,GREF,2.0,2.0,0,1.0,1.0,1.98,3.46,3.96
bundesliga,2021,2022-01-15,KOL,BAY,0.0,4.0,-1,0.0,3.0,7.7,5.77,1.35
bundesliga,2021,2022-01-15,MAI,BOC,1.0,0.0,1,3.0,0.0,1.69,3.71,5.46
bundesliga,2021,2022-01-15,STU,RBL,0.0,2.0,-1,0.0,3.0,5.4,4.36,1.58
bundesliga,2021,2022-01-15,UNI,HOF,2.0,1.0,1,3.0,0.0,2.85,3.49,2.45
bundesliga,2021,2022-01-15,WOB,HERT,0.0,0.0,0,1.0,1.0,1.98,3.52,3.88
bundesliga,2021,2022-01-15,M'G,LEVK,1.0,2.0,-1,0.0,3.0,2.61,3.85,2.48
bundesliga,2021,2022-01-14,DOR,FRE,5.0,1.0,1,3.0,0.0,1.46,4.96,6.29
bundesliga,2021,2022-01-09,HERT,KOL,1.0,3.0,-1,0.0,3.0,2.75,3.48,2.52
bundesliga,2021,2022-01-09,BOC,WOB,1.0,0.0,1,3.0,0.0,3.45,3.52,2.12
bundesliga,2021,2022-01-08,FRE,BIE,2.0,2.0,0,1.0,1.0,1.63,4.01,5.47
bundesliga,2021,2022-01-08,GREF,STU,0.0,0.0,0,1.0,1.0,3.65,3.64,2.01
bundesliga,2021,2022-01-08,HOF,AUG,3.0,1.0,1,3.0,0.0,1.57,4.4,5.49
bundesliga,2021,2022-01-08,LEVK,UNI,2.0,2.0,0,1.0,1.0,1.84,3.77,4.2
bundesliga,2021,2022-01-08,RBL,MAI,4.0,1.0,1,3.0,0.0,1.79,3.87,4.42
bundesliga,2021,2022-01-08,EINF,DOR,2.0,3.0,-1,0.0,3.0,3.55,3.95,1.97
bundesliga,2021,2022-01-07,BAY,M'G,1.0,2.0,-1,0.0,3.0,1.36,5.85,7.39
bundesliga,2021,2021-12-19,FRE,LEVK,2.0,1.0,1,3.0,0.0,2.69,3.61,2.53
bundesliga,2021,2021-12-19,KOL,STU,1.0,0.0,1,3.0,0.0,1.97,3.88,3.57
bundesliga,2021,2021-12-18,BOC,UNI,0.0,1.0,-1,0.0,3.0,3.02,3.31,2.43
bundesliga,2021,2021-12-18,EINF,MAI,1.0,0.0,1,3.0,0.0,2.33,3.51,3.03
bundesliga,2021,2021-12-18,GREF,AUG,0.0,0.0,0,1.0,1.0,2.93,3.47,2.41
bundesliga,2021,2021-12-18,HOF,M'G,1.0,1.0,0,1.0,1.0,2.04,3.97,3.31
bundesliga,2021,2021-12-18,RBL,BIE,0.0,2.0,-1,0.0,3.0,1.22,6.59,13.97
bundesliga,2021,2021-12-18,HERT,DOR,3.0,2.0,1,3.0,0.0,5.21,4.39,1.6
bundesliga,2021,2021-12-17,BAY,WOB,4.0,0.0,1,3.0,0.0,1.2,7.54,13.18
bundesliga,2021,2021-12-15,M'G,EINF,2.0,3.0,-1,0.0,3.0,2.02,3.71,3.58
bundesliga,2021,2021-12-15,AUG,RBL,1.0,1.0,0,1.0,1.0,6.38,4.7,1.48
bundesliga,2021,2021-12-15,DOR,GREF,3.0,0.0,1,3.0,0.0,1.12,9.8,21.42
bundesliga,2021,2021-12-15,LEVK,HOF,2.0,2.0,0,1.0,1.0,1.85,4.08,3.88
bundesliga,2021,2021-12-15,UNI,FRE,0.0,0.0,0,1.0,1.0,2.47,3.3,2.98
bundesliga,2021,2021-12-14,STU,BAY,0.0,5.0,-1,0.0,3.0,9.55,6.36,1.29
bundesliga,2021,2021-12-14,BIE,BOC,2.0,0.0,1,3.0,0.0,2.33,3.4,3.14
bundesliga,2021,2021-12-14,MAI,HERT,4.0,0.0,1,3.0,0.0,1.95,3.52,4.12
bundesliga,2021,2021-12-14,WOB,KOL,2.0,3.0,-1,0.0,3.0,2.18,3.49,3.36
bundesliga,2021,2021-12-12,GREF,UNI,1.0,0.0,1,3.0,0.0,4.68,3.97,1.72
bundesliga,2021,2021-12-12,EINF,LEVK,5.0,2.0,1,3.0,0.0,3.25,3.76,2.12
bundesliga,2021,2021-12-11,BAY,MAI,2.0,1.0,1,3.0,0.0,1.23,7.04,11.59
bundesliga,2021,2021-12-11,BOC,DOR,1.0,1.0,0,1.0,1.0,5.98,4.72,1.5
bundesliga,2021,2021-12-11,FRE,HOF,1.0,2.0,-1,0.0,3.0,2.41,3.54,2.89
bundesliga,2021,2021-12-11,HERT,BIE,2.0,0.0,1,3.0,0.0,2.05,3.3,3.95
bundesliga,2021,2021-12-11,RBL,M'G,4.0,1.0,1,3.0,0.0,1.75,4.19,4.32
bundesliga,2021,2021-12-11,WOB,STU,0.0,2.0,-1,0.0,3.0,1.85,3.68,4.32
bundesliga,2021,2021-12-10,KOL,AUG,0.0,2.0,-1,0.0,3.0,1.69,3.98,4.98
bundesliga,2021,2021-12-05,STU,HERT,2.0,2.0,0,1.0,1.0,2.27,3.36,3.28
bundesliga,2021,2021-12-05,M'G,FRE,0.0,6.0,-1,0.0,3.0,1.86,3.75,4.15
bundesliga,2021,2021-12-04,AUG,BOC,2.0,3.0,-1,0.0,3.0,2.35,3.33,3.14
bundesliga,2021,2021-12-04,BIE,KOL,1.0,1.0,0,1.0,1.0,3.39,3.48,2.17
bundesliga,2021,2021-12-04,HOF,EINF,3.0,2.0,1,3.0,0.0,1.9,3.94,3.8
bundesliga,2021,2021-12-04,LEVK,GREF,7.0,1.0,1,3.0,0.0,1.24,6.68,11.59
bundesliga,2021,2021-12-04,MAI,WOB,3.0,0.0,1,3.0,0.0,2.53,3.27,2.92
bundesliga,2021,2021-12-04,DOR,BAY,2.0,3.0,-1,0.0,3.0,3.91,4.32,1.81
bundesliga,2021,2021-12-03,UNI,RBL,2.0,1.0,1,3.0,0.0,3.52,3.53,2.11
bundesliga,2021,2021-11-28,EINF,UNI,2.0,1.0,1,3.0,0.0,2.34,3.48,2.99
bundesliga,2021,2021-11-28,RBL,LEVK,1.0,3.0,-1,0.0,3.0,1.83,3.96,4.03
bundesliga,2021,2021-11-27,BOC,FRE,2.0,1.0,1,3.0,0.0,3.26,3.28,2.3
bundesliga,2021,2021-11-27,KOL,M'G,4.0,1.0,1,3.0,0.0,2.84,3.6,2.4
bundesliga,2021,2021-11-27,GREF,HOF,3.0,6.0,-1,0.0,3.0,4.8,4.3,1.65
bundesliga,2021,2021-11-27,HERT,AUG,1.0,1.0,0,1.0,1.0,2.16,3.23,3.7
bundesliga,2021,2021-11-27,WOB,DOR,1.0,3.0,-1,0.0,3.0,2.92,3.49,2.4
bundesliga,2021,2021-11-27,BAY,BIE,1.0,0.0,1,3.0,0.0,1.09,11.5,28.43
bundesliga,2021,2021-11-26,STU,MAI,2.0,1.0,1,3.0,0.0,2.89,3.27,2.54
bundesliga,2021,2021-11-21,FRE,EINF,0.0,2.0,-1,0.0,3.0,2.02,3.6,3.63
bundesliga,2021,2021-11-21,MAI,KOL,1.0,1.0,0,1.0,1.0,2.14,3.56,3.36
bundesliga,2021,2021-11-20,BIE,WOB,2.0,2.0,0,1.0,1.0,4.02,3.47,1.97
bundesliga,2021,2021-11-20,DOR,STU,2.0,1.0,1,3.0,0.0,1.35,5.44,8.55
bundesliga,2021,2021-11-20,HOF,RBL,2.0,0.0,1,3.0,0.0,4.04,4.2,1.79
bundesliga,2021,2021-11-20,LEVK,BOC,1.0,0.0,1,3.0,0.0,1.4,5.04,7.77
bundesliga,2021,2021-11-20,M'G,GREF,4.0,0.0,1,3.0,0.0,1.31,5.56,9.98
bundesliga,2021,2021-11-20,UNI,HERT,2.0,0.0,1,3.0,0.0,2.0,3.44,3.97
bundesliga,2021,2021-11-19,AUG,BAY,2.0,1.0,1,3.0,0.0,14.62,7.65,1.19
bundesliga,2021,2021-11-07,HERT,LEVK,1.0,1.0,0,1.0,1.0,3.53,3.59,2.06
bundesliga,2021,2021-11-07,KOL,UNI,2.0,2.0,0,1.0,1.0,2.11,3.55,3.44
bundesliga,2021,2021-11-07,GREF,EINF,1.0,2.0,-1,0.0,3.0,3.72,3.76,1.96
bundesliga,2021,2021-11-06,BAY,FRE,2.0,1.0,1,3.0,0.0,1.18,7.94,14.45
bundesliga,2021,2021-11-06,BOC,HOF,2.0,0.0,1,3.0,0.0,3.66,3.79,1.97
bundesliga,2021,2021-11-06,STU,BIE,0.0,1.0,-1,0.0,3.0,1.89,3.64,4.16
bundesliga,2021,2021-11-06,WOB,AUG,1.0,0.0,1,3.0,0.0,1.54,4.24,6.25
bundesliga,2021,2021-11-06,RBL,DOR,2.0,1.0,1,3.0,0.0,1.99,3.81,3.58
bundesliga,2021,2021-11-05,MAI,M'G,1.0,1.0,0,1.0,1.0,2.68,3.52,2.59
bundesliga,2021,2021-10-31,AUG,STU,4.0,1.0,1,3.0,0.0,2.94,3.26,2.49
bundesliga,2021,2021-10-31,M'G,BOC,2.0,1.0,1,3.0,0.0,1.36,5.12,8.37
bundesliga,2021,2021-10-30,BIE,MAI,1.0,2.0,-1,0.0,3.0,3.67,3.35,2.1
bundesliga,2021,2021-10-30,DOR,KOL,2.0,0.0,1,3.0,0.0,1.48,4.87,5.94
bundesliga,2021,2021-10-30,FRE,GREF,3.0,1.0,1,3.0,0.0,1.39,4.94,7.83
bundesliga,2021,2021-10-30,LEVK,WOB,0.0,2.0,-1,0.0,3.0,1.95,3.62,3.88
bundesliga,2021,2021-10-30,UNI,BAY,2.0,5.0,-1,0.0,3.0,8.73,5.69,1.32
bundesliga,2021,2021-10-30,EINF,RBL,1.0,1.0,0,1.0,1.0,4.01,4.03,1.82
bundesliga,2021,2021-10-29,HOF,HERT,2.0,0.0,1,3.0,0.0,1.72,3.96,4.74
bundesliga,2021,2021-10-24,KOL,LEVK,2.0,2.0,0,1.0,1.0,3.2,3.89,2.09
bundesliga,2021,2021-10-24,STU,UNI,1.0,1.0,0,1.0,1.0,2.48,3.45,2.82
bundesliga,2021,2021-10-24,BOC,EINF,2.0,0.0,1,3.0,0.0,3.13,3.54,2.24
bundesliga,2021,2021-10-23,BAY,HOF,4.0,0.0,1,3.0,0.0,1.17,8.31,14.03
bundesliga,2021,2021-10-23,BIE,DOR,1.0,3.0,-1,0.0,3.0,6.35,4.5,1.5
bundesliga,2021,2021-10-23,RBL,GREF,4.0,1.0,1,3.0,0.0,1.14,8.8,19.29
bundesliga,2021,2021-10-23,WOB,FRE,0.0,2.0,-1,0.0,3.0,2.18,3.3,3.52
bundesliga,2021,2021-10-23,HERT,M'G,1.0,0.0,1,3.0,0.0,3.72,3.63,1.99
bundesliga,2021,2021-10-22,MAI,AUG,4.0,1.0,1,3.0,0.0,1.66,3.79,5.64
bundesliga,2021,2021-10-17,LEVK,BAY,1.0,5.0,-1,0.0,3.0,4.88,4.57,1.61
bundesliga,2021,2021-10-17,AUG,BIE,1.0,1.0,0,1.0,1.0,2.3,3.21,3.32
bundesliga,2021,2021-10-16,DOR,MAI,3.0,1.0,1,3.0,0.0,1.42,4.94,7.19
bundesliga,2021,2021-10-16,EINF,HERT,1.0,2.0,-1,0.0,3.0,1.75,3.86,4.67
bundesliga,2021,2021-10-16,FRE,RBL,1.0,1.0,0,1.0,1.0,3.94,3.76,1.9
bundesliga,2021,2021-10-16,GREF,BOC,0.0,1.0,-1,0.0,3.0,2.43,3.44,2.9
bundesliga,2021,2021-10-16,UNI,WOB,2.0,0.0,1,3.0,0.0,2.73,3.19,2.73
bundesliga,2021,2021-10-16,M'G,STU,1.0,1.0,0,1.0,1.0,1.52,4.65,5.75
bundesliga,2021,2021-10-15,HOF,KOL,5.0,0.0,1,3.0,0.0,2.08,3.81,3.32
bundesliga,2021,2021-10-03,MAI,UNI,1.0,2.0,-1,0.0,3.0,2.09,3.35,3.71
bundesliga,2021,2021-10-03,BAY,EINF,1.0,2.0,-1,0.0,3.0,1.17,8.35,14.57
bundesliga,2021,2021-10-03,BIE,LEVK,0.0,4.0,-1,0.0,3.0,5.05,3.95,1.69
bundesliga,2021,2021-10-02,DOR,AUG,2.0,1.0,1,3.0,0.0,1.23,6.62,12.16
bundesliga,2021,2021-10-02,HERT,FRE,1.0,2.0,-1,0.0,3.0,2.88,3.35,2.51
bundesliga,2021,2021-10-02,STU,HOF,3.0,1.0,1,3.0,0.0,2.66,3.83,2.46
bundesliga,2021,2021-10-02,WOB,M'G,1.0,3.0,-1,0.0,3.0,2.18,3.52,3.31
bundesliga,2021,2021-10-02,RBL,BOC,3.0,0.0,1,3.0,0.0,1.22,6.84,13.05
bundesliga,2021,2021-10-01,KOL,GREF,3.0,1.0,1,3.0,0.0,1.46,4.83,6.76
bundesliga,2021,2021-09-26,BOC,STU,0.0,0.0,0,1.0,1.0,3.03,3.53,2.32
bundesliga,2021,2021-09-26,FRE,AUG,3.0,0.0,1,3.0,0.0,1.9,3.55,4.25
bundesliga,2021,2021-09-25,EINF,KOL,1.0,1.0,0,1.0,1.0,2.04,3.8,3.46
bundesliga,2021,2021-09-25,HOF,WOB,3.0,1.0,1,3.0,0.0,2.84,3.48,2.48
bundesliga,2021,2021-09-25,LEVK,MAI,1.0,0.0,1,3.0,0.0,1.75,4.0,4.46
bundesliga,2021,2021-09-25,RBL,HERT,6.0,0.0,1,3.0,0.0,1.35,5.27,8.85
bundesliga,2021,2021-09-25,UNI,BIE,1.0,0.0,1,3.0,0.0,1.72,3.73,5.13
bundesliga,2021,2021-09-25,M'G,DOR,1.0,0.0,1,3.0,0.0,4.09,4.26,1.77
bundesliga,2021,2021-09-24,GREF,BAY,1.0,3.0,-1,0.0,3.0,22.54,12.09,1.1
bundesliga,2021,2021-09-19,STU,LEVK,1.0,3.0,-1,0.0,3.0,3.18,3.73,2.16
bundesliga,2021,2021-09-19,DOR,UNI,4.0,2.0,1,3.0,0.0,1.37,5.25,8.07
bundesliga,2021,2021-09-19,WOB,EINF,1.0,1.0,0,1.0,1.0,1.84,3.77,4.23
bundesliga,2021,2021-09-18,AUG,M'G,1.0,0.0,1,3.0,0.0,4.1,3.9,1.84
bundesliga,2021,2021-09-18,BAY,BOC,7.0,0.0,1,3.0,0.0,1.07,13.19,31.99
bundesliga,2021,2021-09-18,BIE,HOF,0.0,0.0,0,1.0,1.0,3.55,3.57,2.08
bundesliga,2021,2021-09-18,MAI,FRE,0.0,0.0,0,1.0,1.0,2.07,3.58,3.53
bundesliga,2021,2021-09-18,KOL,RBL,1.0,1.0,0,1.0,1.0,4.37,3.95,1.78
bundesliga,2021,2021-09-17,HERT,GREF,2.0,1.0,1,3.0,0.0,1.81,3.75,4.51
bundesliga,2021,2021-09-12,EINF,STU,1.0,1.0,0,1.0,1.0,2.05,3.76,3.44
bundesliga,2021,2021-09-12,BOC,HERT,1.0,3.0,-1,0.0,3.0,2.78,3.35,2.58
bundesliga,2021,2021-09-12,M'G,BIE,3.0,1.0,1,3.0,0.0,1.46,4.68,6.86
bundesliga,2021,2021-09-11,FRE,KOL,1.0,1.0,0,1.0,1.0,2.14,3.7,3.25
bundesliga,2021,2021-09-11,GREF,WOB,0.0,2.0,-1,0.0,3.0,5.52,4.29,1.59
bundesliga,2021,2021-09-11,HOF,MAI,0.0,2.0,-1,0.0,3.0,2.03,3.8,3.46
bundesliga,2021,2021-09-11,LEVK,DOR,3.0,4.0,-1,0.0,3.0,3.11,3.84,2.17
bundesliga,2021,2021-09-11,UNI,AUG,0.0,0.0,0,1.0,1.0,1.73,3.94,4.69
bundesliga,2021,2021-09-11,RBL,BAY,1.0,4.0,-1,0.0,3.0,2.99,3.87,2.22
bundesliga,2021,2021-08-29,UNI,M'G,2.0,1.0,1,3.0,0.0,2.58,3.3,2.82
bundesliga,2021,2021-08-29,WOB,RBL,1.0,0.0,1,3.0,0.0,3.46,3.55,2.11
bundesliga,2021,2021-08-28,AUG,LEVK,1.0,4.0,-1,0.0,3.0,4.75,3.87,1.74
bundesliga,2021,2021-08-28,BIE,EINF,1.0,1.0,0,1.0,1.0,3.41,3.63,2.11
bundesliga,2021,2021-08-28,KOL,BOC,2.0,1.0,1,3.0,0.0,1.88,3.73,4.11
bundesliga,2021,2021-08-28,MAI,GREF,3.0,0.0,1,3.0,0.0,1.71,3.97,4.9
bundesliga,2021,2021-08-28,STU,FRE,2.0,3.0,-1,0.0,3.0,2.23,3.53,3.22
bundesliga,2021,2021-08-28,BAY,HERT,5.0,0.0,1,3.0,0.0,1.18,7.96,14.67
bundesliga,2021,2021-08-27,DOR,HOF,3.0,2.0,1,3.0,0.0,1.44,5.23,6.51
bundesliga,2021,2021-08-22,HOF,UNI,2.0,2.0,0,1.0,1.0,2.06,3.58,3.58
bundesliga,2021,2021-08-22,BAY,KOL,3.0,2.0,1,3.0,0.0,1.13,9.35,19.76
bundesliga,2021,2021-08-21,BOC,MAI,2.0,0.0,1,3.0,0.0,2.66,3.51,2.6
bundesliga,2021,2021-08-21,EINF,AUG,0.0,0.0,0,1.0,1.0,1.61,4.38,5.1
bundesliga,2021,2021-08-21,FRE,DOR,2.0,1.0,1,3.0,0.0,5.5,4.59,1.55
bundesliga,2021,2021-08-21,GREF,BIE,1.0,1.0,0,1.0,1.0,2.57,3.39,2.77
bundesliga,2021,2021-08-21,HERT,WOB,1.0,2.0,-1,0.0,3.0,3.06,3.44,2.33
bundesliga,2021,2021-08-21,LEVK,M'G,4.0,0.0,1,3.0,0.0,2.32,3.62,2.95
bundesliga,2021,2021-08-20,RBL,STU,4.0,0.0,1,3.0,0.0,1.42,4.98,7.24
bundesliga,2021,2021-08-15,MAI,RBL,1.0,0.0,1,3.0,0.0,8.07,5.44,1.35
bundesliga,2021,2021-08-15,KOL,HERT,3.0,1.0,1,3.0,0.0,2.57,3.34,2.8
bundesliga,2021,2021-08-14,AUG,HOF,0.0,4.0,-1,0.0,3.0,3.19,3.68,2.17
bundesliga,2021,2021-08-14,BIE,FRE,0.0,0.0,0,1.0,1.0,2.92,3.27,2.52
