league,season,date,home_team,away_team,hometeamgoals,awayteamgoals,hometeamresult,home_team_points,away_team_points,OddHome,OddDraw,OddAway
la_liga,2007,2008-04-05,MALL,RMA,1.0,1.0,0,1.0,1.0,3.4,3.4,2.1
la_liga,2007,2008-04-05,OSA,REC,0.0,1.0,-1,0.0,3.0,1.85,3.5,4.2
la_liga,2007,2008-03-30,ALM,LEVA,2.0,1.0,1,3.0,0.0,1.57,3.75,6.0
la_liga,2007,2008-03-30,ESP,SAN,0.0,3.0,-1,0.0,3.0,2.1,3.3,3.5
la_liga,2007,2008-03-30,GET,OSA,0.0,2.0,-1,0.0,3.0,2.2,3.2,3.4
la_liga,2007,2008-03-30,LAC,MUR,3.0,1.0,1,3.0,0.0,1.8,3.4,4.75
la_liga,2007,2008-03-30,RMA,SEV,3.0,1.0,1,3.0,0.0,1.85,3.4,4.33
la_liga,2007,2008-03-30,REC,ATHB,1.0,1.0,0,1.0,1.0,2.37,3.3,2.9
la_liga,2007,2008-03-30,VLC,MALL,0.0,3.0,-1,0.0,3.0,1.9,3.4,4.0
la_liga,2007,2008-03-30,VLLD,ZAR,2.0,1.0,1,3.0,0.0,2.35,3.3,3.0
la_liga,2007,2008-03-29,BET,BARC,3.0,2.0,1,3.0,0.0,4.75,3.6,1.72
la_liga,2007,2008-03-29,VIL,ATHM,3.0,0.0,1,3.0,0.0,2.0,3.4,3.75
la_liga,2007,2008-03-23,ATHB,GET,1.0,0.0,1,3.0,0.0,2.2,3.3,3.25
la_liga,2007,2008-03-23,BARC,VLLD,4.0,1.0,1,3.0,0.0,1.22,6.0,12.0
la_liga,2007,2008-03-23,LEVA,VIL,1.0,2.0,-1,0.0,3.0,4.75,3.6,1.72
la_liga,2007,2008-03-23,MUR,ESP,4.0,0.0,1,3.0,0.0,3.1,3.25,2.3
la_liga,2007,2008-03-23,OSA,BET,0.0,1.0,-1,0.0,3.0,2.05,3.3,3.6
la_liga,2007,2008-03-23,RMA,VLC,2.0,3.0,-1,0.0,3.0,1.5,3.8,7.25
la_liga,2007,2008-03-23,SAN,REC,2.0,0.0,1,3.0,0.0,1.9,3.4,4.0
la_liga,2007,2008-03-23,ZAR,ALM,1.0,1.0,0,1.0,1.0,1.8,3.6,4.33
la_liga,2007,2008-03-22,MALL,LAC,1.0,0.0,1,3.0,0.0,2.2,3.3,3.25
la_liga,2007,2008-03-22,SEV,ATHM,1.0,2.0,-1,0.0,3.0,1.85,3.6,4.0
la_liga,2007,2008-03-16,ALM,BARC,2.0,2.0,0,1.0,1.0,4.75,3.5,1.75
la_liga,2007,2008-03-16,ATHM,LEVA,3.0,0.0,1,3.0,0.0,1.28,5.25,11.0
la_liga,2007,2008-03-16,ESP,MALL,2.0,1.0,1,3.0,0.0,2.1,3.25,3.6
la_liga,2007,2008-03-16,GET,SAN,2.0,1.0,1,3.0,0.0,2.2,3.2,3.4
la_liga,2007,2008-03-16,VLLD,OSA,0.0,0.0,0,1.0,1.0,2.1,3.3,3.5
la_liga,2007,2008-03-16,VIL,ZAR,2.0,0.0,1,3.0,0.0,1.72,3.6,4.75
la_liga,2007,2008-03-15,BET,ATHB,1.0,2.0,-1,0.0,3.0,2.25,3.25,3.2
la_liga,2007,2008-03-15,LAC,RMA,1.0,0.0,1,3.0,0.0,3.75,3.3,2.0
la_liga,2007,2008-03-15,REC,MUR,4.0,2.0,1,3.0,0.0,1.9,3.4,4.0
la_liga,2007,2008-03-15,VLC,SEV,1.0,2.0,-1,0.0,3.0,2.5,3.3,2.75
la_liga,2007,2008-03-09,ATHB,VLLD,2.0,0.0,1,3.0,0.0,2.1,3.3,3.5
la_liga,2007,2008-03-09,BARC,VIL,1.0,2.0,-1,0.0,3.0,1.5,4.2,6.0
la_liga,2007,2008-03-09,MALL,REC,7.0,1.0,1,3.0,0.0,2.0,3.3,3.75
la_liga,2007,2008-03-09,MUR,GET,0.0,3.0,-1,0.0,3.0,2.75,3.25,2.5
la_liga,2007,2008-03-09,OSA,ALM,2.0,1.0,1,3.0,0.0,2.1,3.3,3.5
la_liga,2007,2008-03-09,SAN,BET,3.0,0.0,1,3.0,0.0,2.0,3.3,3.75
la_liga,2007,2008-03-09,SEV,LEVA,2.0,1.0,1,3.0,0.0,1.22,6.0,13.0
la_liga,2007,2008-03-09,VLC,LAC,2.0,2.0,0,1.0,1.0,1.8,3.5,4.5
la_liga,2007,2008-03-08,RMA,ESP,2.0,1.0,1,3.0,0.0,1.5,3.75,7.5
la_liga,2007,2008-03-08,ZAR,ATHM,2.0,1.0,1,3.0,0.0,2.6,3.25,2.65
la_liga,2007,2008-03-02,ALM,ATHB,1.0,1.0,0,1.0,1.0,2.2,3.25,3.25
la_liga,2007,2008-03-02,BET,MUR,4.0,0.0,1,3.0,0.0,1.83,3.4,4.5
la_liga,2007,2008-03-02,GET,MALL,3.0,3.0,0,1.0,1.0,2.05,3.4,3.5
la_liga,2007,2008-03-02,LEVA,ZAR,2.0,1.0,1,3.0,0.0,3.2,3.3,2.2
la_liga,2007,2008-03-02,VLLD,SAN,0.0,1.0,-1,0.0,3.0,2.3,3.25,3.1
la_liga,2007,2008-03-02,VIL,OSA,0.0,0.0,0,1.0,1.0,1.7,3.6,5.0
la_liga,2007,2008-03-01,ATHM,BARC,4.0,2.0,1,3.0,0.0,3.75,3.4,2.0
la_liga,2007,2008-03-01,ESP,VLC,2.0,0.0,1,3.0,0.0,2.4,3.3,2.87
la_liga,2007,2008-03-01,LAC,SEV,2.0,1.0,1,3.0,0.0,2.9,3.4,2.35
la_liga,2007,2008-03-01,REC,RMA,2.0,3.0,-1,0.0,3.0,4.33,3.4,1.83
la_liga,2007,2008-02-24,ATHB,VIL,1.0,2.0,-1,0.0,3.0,2.5,3.25,2.8
la_liga,2007,2008-02-24,BARC,LEVA,5.0,1.0,1,3.0,0.0,1.12,8.0,21.0
la_liga,2007,2008-02-24,LAC,ESP,2.0,0.0,1,3.0,0.0,2.4,3.3,2.87
la_liga,2007,2008-02-24,MALL,BET,1.0,1.0,0,1.0,1.0,2.0,3.3,3.75
la_liga,2007,2008-02-24,MUR,VLLD,0.0,1.0,-1,0.0,3.0,2.37,3.25,3.0
la_liga,2007,2008-02-24,OSA,ATHM,3.0,1.0,1,3.0,0.0,2.4,3.1,3.1
la_liga,2007,2008-02-24,RMA,GET,0.0,1.0,-1,0.0,3.0,1.33,4.5,11.0
la_liga,2007,2008-02-24,SAN,ALM,1.0,0.0,1,3.0,0.0,2.1,3.25,3.5
la_liga,2007,2008-02-23,SEV,ZAR,5.0,0.0,1,3.0,0.0,1.7,3.5,5.25
la_liga,2007,2008-02-23,VLC,REC,1.0,1.0,0,1.0,1.0,1.75,3.4,5.25
la_liga,2007,2008-02-17,ALM,MUR,1.0,0.0,1,3.0,0.0,1.9,3.4,4.0
la_liga,2007,2008-02-17,ATHM,ATHB,1.0,2.0,-1,0.0,3.0,1.61,3.75,5.5
la_liga,2007,2008-02-17,GET,VLC,0.0,0.0,0,1.0,1.0,2.4,3.4,2.8
la_liga,2007,2008-02-17,LEVA,OSA,2.0,1.0,1,3.0,0.0,2.87,3.4,2.37
la_liga,2007,2008-02-17,REC,LAC,3.0,2.0,1,3.0,0.0,2.3,3.25,3.1
la_liga,2007,2008-02-17,VLLD,MALL,1.0,1.0,0,1.0,1.0,2.25,3.25,3.2
la_liga,2007,2008-02-17,VIL,SAN,0.0,0.0,0,1.0,1.0,1.83,3.5,4.33
la_liga,2007,2008-02-16,BET,RMA,2.0,1.0,1,3.0,0.0,4.75,3.5,1.8
la_liga,2007,2008-02-16,ESP,SEV,2.0,4.0,-1,0.0,3.0,2.5,3.3,2.75
la_liga,2007,2008-02-16,ZAR,BARC,1.0,2.0,-1,0.0,3.0,3.75,3.3,2.0
la_liga,2007,2008-02-10,ATHB,LEVA,1.0,0.0,1,3.0,0.0,1.72,3.5,5.0
la_liga,2007,2008-02-10,ESP,REC,1.0,2.0,-1,0.0,3.0,1.61,3.6,6.0
la_liga,2007,2008-02-10,MALL,ALM,0.0,0.0,0,1.0,1.0,2.0,3.3,3.8
la_liga,2007,2008-02-10,OSA,ZAR,1.0,0.0,1,3.0,0.0,2.37,3.25,3.0
la_liga,2007,2008-02-10,RMA,VLLD,7.0,0.0,1,3.0,0.0,1.3,5.0,10.0
la_liga,2007,2008-02-10,SAN,ATHM,0.0,2.0,-1,0.0,3.0,2.5,3.25,2.8
la_liga,2007,2008-02-10,VLC,BET,3.0,1.0,1,3.0,0.0,1.72,3.5,5.0
la_liga,2007,2008-02-09,LAC,GET,1.0,1.0,0,1.0,1.0,2.37,3.25,3.0
la_liga,2007,2008-02-09,MUR,VIL,0.0,1.0,-1,0.0,3.0,3.1,3.3,2.3
la_liga,2007,2008-02-09,SEV,BARC,1.0,1.0,0,1.0,1.0,2.8,3.25,2.5
la_liga,2007,2008-02-03,ATHM,MUR,1.0,1.0,0,1.0,1.0,1.5,4.0,7.0
la_liga,2007,2008-02-03,BARC,OSA,1.0,0.0,1,3.0,0.0,1.22,5.5,15.0
la_liga,2007,2008-02-03,GET,ESP,0.0,1.0,-1,0.0,3.0,2.1,3.3,3.5
la_liga,2007,2008-02-03,LEVA,SAN,1.0,1.0,0,1.0,1.0,3.25,3.3,2.2
la_liga,2007,2008-02-03,REC,SEV,1.0,2.0,-1,0.0,3.0,3.25,3.3,2.2
la_liga,2007,2008-02-03,VLLD,VLC,0.0,2.0,-1,0.0,3.0,2.25,3.3,3.2
la_liga,2007,2008-02-03,VIL,MALL,1.0,1.0,0,1.0,1.0,1.75,3.3,5.5
la_liga,2007,2008-02-03,ZAR,ATHB,1.0,0.0,1,3.0,0.0,1.83,3.4,4.5
la_liga,2007,2008-02-02,ALM,RMA,2.0,0.0,1,3.0,0.0,5.0,3.75,1.66
la_liga,2007,2008-02-02,BET,LAC,0.0,1.0,-1,0.0,3.0,2.05,3.25,3.75
la_liga,2007,2008-01-27,ATHB,BARC,1.0,1.0,0,1.0,1.0,5.5,3.5,1.66
la_liga,2007,2008-01-27,ESP,BET,1.0,2.0,-1,0.0,3.0,1.9,3.2,4.5
la_liga,2007,2008-01-27,LAC,VLLD,3.0,1.0,1,3.0,0.0,2.5,3.3,2.75
la_liga,2007,2008-01-27,MALL,ATHM,1.0,0.0,1,3.0,0.0,2.62,3.2,2.7
la_liga,2007,2008-01-27,MUR,LEVA,2.0,3.0,-1,0.0,3.0,1.72,3.5,5.0
la_liga,2007,2008-01-27,RMA,VIL,3.0,2.0,1,3.0,0.0,1.5,4.0,7.0
la_liga,2007,2008-01-27,REC,GET,1.0,3.0,-1,0.0,3.0,2.4,3.3,2.87
la_liga,2007,2008-01-27,SAN,ZAR,2.0,2.0,0,1.0,1.0,2.25,3.3,3.1
la_liga,2007,2008-01-27,VLC,ALM,0.0,1.0,-1,0.0,3.0,1.61,3.6,6.0
la_liga,2007,2008-01-26,SEV,OSA,2.0,1.0,1,3.0,0.0,1.57,3.75,6.0
la_liga,2007,2008-01-20,ALM,LAC,1.0,0.0,1,3.0,0.0,2.1,3.3,3.5
la_liga,2007,2008-01-20,ATHM,RMA,0.0,2.0,-1,0.0,3.0,2.75,3.3,2.5
la_liga,2007,2008-01-20,BARC,SAN,1.0,0.0,1,3.0,0.0,1.28,5.25,11.0
la_liga,2007,2008-01-20,BET,REC,1.0,1.0,0,1.0,1.0,2.1,3.3,3.5
la_liga,2007,2008-01-20,LEVA,MALL,2.0,2.0,0,1.0,1.0,3.2,3.25,2.25
la_liga,2007,2008-01-20,OSA,ATHB,2.0,0.0,1,3.0,0.0,2.15,3.25,3.4
la_liga,2007,2008-01-20,VLLD,ESP,2.0,1.0,1,3.0,0.0,2.4,3.25,2.9
la_liga,2007,2008-01-20,ZAR,MUR,3.0,1.0,1,3.0,0.0,1.72,3.5,5.0
la_liga,2007,2008-01-19,GET,SEV,3.0,2.0,1,3.0,0.0,2.62,3.3,2.6
la_liga,2007,2008-01-19,VIL,VLC,3.0,0.0,1,3.0,0.0,2.0,3.3,3.75
la_liga,2007,2008-01-13,ALM,ESP,1.0,0.0,1,3.0,0.0,3.2,3.25,2.25
la_liga,2007,2008-01-13,ATHM,VLC,1.0,0.0,1,3.0,0.0,2.0,3.3,3.75
la_liga,2007,2008-01-13,BET,GET,3.0,2.0,1,3.0,0.0,2.35,3.25,3.0
la_liga,2007,2008-01-13,LEVA,RMA,0.0,2.0,-1,0.0,3.0,9.0,5.0,1.33
la_liga,2007,2008-01-13,OSA,SAN,0.0,2.0,-1,0.0,3.0,2.25,3.25,3.2
la_liga,2007,2008-01-13,VLLD,REC,3.0,1.0,1,3.0,0.0,2.0,3.3,3.75
la_liga,2007,2008-01-13,VIL,LAC,4.0,3.0,1,3.0,0.0,1.57,3.75,6.0
la_liga,2007,2008-01-13,ZAR,MALL,2.0,2.0,0,1.0,1.0,1.95,3.4,3.8
la_liga,2007,2008-01-12,ATHB,SEV,2.0,0.0,1,3.0,0.0,3.0,3.25,2.35
la_liga,2007,2008-01-12,BARC,MUR,4.0,0.0,1,3.0,0.0,1.18,6.0,19.0
la_liga,2007,2008-01-06,GET,VLLD,0.0,3.0,-1,0.0,3.0,1.95,3.4,3.9
la_liga,2007,2008-01-06,LAC,ATHM,0.0,3.0,-1,0.0,3.0,2.87,3.3,2.4
la_liga,2007,2008-01-06,MUR,OSA,2.0,0.0,1,3.0,0.0,2.4,3.3,2.87
la_liga,2007,2008-01-06,RMA,ZAR,2.0,0.0,1,3.0,0.0,1.33,4.75,10.0
la_liga,2007,2008-01-06,REC,ALM,1.0,1.0,0,1.0,1.0,2.15,3.3,3.4
la_liga,2007,2008-01-06,SAN,ATHB,1.0,0.0,1,3.0,0.0,2.05,3.25,3.75
la_liga,2007,2008-01-06,SEV,BET,3.0,0.0,1,3.0,0.0,1.61,3.4,6.5
la_liga,2007,2008-01-06,VLC,LEVA,0.0,0.0,0,1.0,1.0,1.33,4.75,9.5
la_liga,2007,2008-01-05,ESP,VIL,3.0,0.0,1,3.0,0.0,2.3,3.3,3.1
la_liga,2007,2008-01-05,MALL,BARC,0.0,2.0,-1,0.0,3.0,4.75,3.5,1.75
la_liga,2007,2007-12-23,ATHB,MUR,1.0,1.0,0,1.0,1.0,1.95,3.3,4.0
la_liga,2007,2007-12-23,ATHM,ESP,1.0,2.0,-1,0.0,3.0,1.95,3.3,4.0
la_liga,2007,2007-12-23,BARC,RMA,0.0,1.0,-1,0.0,3.0,2.0,3.4,3.7
la_liga,2007,2007-12-23,LEVA,LAC,0.0,1.0,-1,0.0,3.0,2.8,3.25,2.5
la_liga,2007,2007-12-23,OSA,MALL,3.0,1.0,1,3.0,0.0,2.2,3.3,3.25
la_liga,2007,2007-12-23,VLLD,BET,0.0,0.0,0,1.0,1.0,2.2,3.3,3.25
la_liga,2007,2007-12-23,VIL,REC,1.0,1.0,0,1.0,1.0,1.53,3.8,6.5
la_liga,2007,2007-12-22,ALM,GET,0.0,2.0,-1,0.0,3.0,2.4,3.3,2.9
la_liga,2007,2007-12-22,SEV,SAN,4.0,1.0,1,3.0,0.0,1.61,3.6,5.75
la_liga,2007,2007-12-22,ZAR,VLC,2.0,2.0,0,1.0,1.0,2.1,3.3,3.5
la_liga,2007,2007-12-16,BET,ALM,3.0,1.0,1,3.0,0.0,2.05,3.3,3.6
la_liga,2007,2007-12-16,GET,VIL,1.0,3.0,-1,0.0,3.0,2.5,3.3,2.75
la_liga,2007,2007-12-16,LAC,ZAR,1.0,1.0,0,1.0,1.0,2.4,3.3,2.9
la_liga,2007,2007-12-16,MALL,ATHB,0.0,0.0,0,1.0,1.0,2.05,3.3,3.6
la_liga,2007,2007-12-16,MUR,SAN,2.0,1.0,1,3.0,0.0,2.5,3.25,2.8
la_liga,2007,2007-12-16,RMA,OSA,2.0,0.0,1,3.0,0.0,1.28,5.25,11.0
la_liga,2007,2007-12-16,REC,ATHM,0.0,0.0,0,1.0,1.0,2.9,3.3,2.4
la_liga,2007,2007-12-16,VLLD,SEV,0.0,0.0,0,1.0,1.0,2.9,3.3,2.4
la_liga,2007,2007-12-15,ESP,LEVA,1.0,0.0,1,3.0,0.0,1.36,4.5,9.0
la_liga,2007,2007-12-15,VLC,BARC,0.0,3.0,-1,0.0,3.0,3.5,3.3,2.1
la_liga,2007,2007-12-09,ALM,VLLD,1.0,0.0,1,3.0,0.0,2.4,3.3,3.0
la_liga,2007,2007-12-09,ATHM,GET,1.0,0.0,1,3.0,0.0,1.72,3.6,4.75
la_liga,2007,2007-12-09,BARC,LAC,2.0,1.0,1,3.0,0.0,1.2,6.0,15.0
la_liga,2007,2007-12-09,LEVA,REC,0.0,2.0,-1,0.0,3.0,2.4,3.3,2.87
la_liga,2007,2007-12-09,SAN,MALL,3.0,1.0,1,3.0,0.0,2.3,3.3,3.1
la_liga,2007,2007-12-09,SEV,MUR,3.0,1.0,1,3.0,0.0,1.44,4.2,7.5
la_liga,2007,2007-12-09,VIL,BET,0.0,1.0,-1,0.0,3.0,1.53,4.0,6.0
la_liga,2007,2007-12-09,ZAR,ESP,3.0,3.0,0,1.0,1.0,2.3,3.3,3.1
la_liga,2007,2007-12-08,ATHB,RMA,0.0,1.0,-1,0.0,3.0,4.0,3.4,1.9
la_liga,2007,2007-12-08,OSA,VLC,0.0,0.0,0,1.0,1.0,2.8,3.25,2.5
la_liga,2007,2007-12-05,OSA,SEV,1.0,1.0,0,1.0,1.0,2.9,3.3,2.37
la_liga,2007,2007-12-02,BET,ATHM,0.0,2.0,-1,0.0,3.0,3.25,3.3,2.2
la_liga,2007,2007-12-02,GET,LEVA,2.0,1.0,1,3.0,0.0,1.53,3.75,7.0
la_liga,2007,2007-12-02,LAC,OSA,1.0,2.0,-1,0.0,3.0,2.2,3.25,3.3
la_liga,2007,2007-12-02,MALL,MUR,1.0,1.0,0,1.0,1.0,1.66,3.5,5.5
la_liga,2007,2007-12-02,REC,ZAR,2.0,1.0,1,3.0,0.0,2.5,3.25,2.8
la_liga,2007,2007-12-02,VLC,ATHB,0.0,3.0,-1,0.0,3.0,1.61,3.6,6.0
la_liga,2007,2007-12-02,VLLD,VIL,2.0,0.0,1,3.0,0.0,3.1,3.3,2.3
la_liga,2007,2007-12-01,ALM,SEV,1.0,0.0,1,3.0,0.0,3.75,3.25,2.05
la_liga,2007,2007-12-01,ESP,BARC,1.0,1.0,0,1.0,1.0,3.8,3.3,2.0
la_liga,2007,2007-12-01,RMA,SAN,3.0,1.0,1,3.0,0.0,1.33,4.75,10.0
la_liga,2007,2007-11-25,ATHB,LAC,2.0,2.0,0,1.0,1.0,2.15,3.3,3.4
la_liga,2007,2007-11-25,ATHM,VLLD,4.0,3.0,1,3.0,0.0,1.53,3.8,6.5
la_liga,2007,2007-11-25,LEVA,BET,4.0,3.0,1,3.0,0.0,2.65,3.2,2.65
la_liga,2007,2007-11-25,OSA,ESP,1.0,2.0,-1,0.0,3.0,2.45,3.25,2.87
la_liga,2007,2007-11-25,SAN,VLC,1.0,0.0,1,3.0,0.0,3.0,3.2,2.4
la_liga,2007,2007-11-25,VIL,ALM,1.0,1.0,0,1.0,1.0,1.4,4.5,8.0
la_liga,2007,2007-11-25,ZAR,GET,1.0,1.0,0,1.0,1.0,1.95,3.3,4.0
la_liga,2007,2007-11-24,BARC,REC,3.0,0.0,1,3.0,0.0,1.16,7.0,15.0
la_liga,2007,2007-11-24,MUR,RMA,1.0,1.0,0,1.0,1.0,6.0,3.6,1.61
la_liga,2007,2007-11-24,SEV,MALL,1.0,2.0,-1,0.0,3.0,1.61,3.5,6.25
la_liga,2007,2007-11-11,ALM,ATHM,0.0,0.0,0,1.0,1.0,3.75,3.3,2.0
la_liga,2007,2007-11-11,BET,ZAR,2.0,1.0,1,3.0,0.0,2.62,3.3,2.62
la_liga,2007,2007-11-11,ESP,ATHB,2.0,1.0,1,3.0,0.0,1.75,3.4,5.0
la_liga,2007,2007-11-11,LAC,SAN,0.0,1.0,-1,0.0,3.0,2.3,3.3,3.1
la_liga,2007,2007-11-11,RMA,MALL,4.0,3.0,1,3.0,0.0,1.33,5.0,9.0
la_liga,2007,2007-11-11,REC,OSA,1.0,0.0,1,3.0,0.0,2.37,3.3,3.0
la_liga,2007,2007-11-11,VLLD,LEVA,1.0,0.0,1,3.0,0.0,1.72,3.5,5.0
la_liga,2007,2007-11-11,VIL,SEV,3.0,2.0,1,3.0,0.0,2.3,3.3,3.1
la_liga,2007,2007-11-10,GET,BARC,2.0,0.0,1,3.0,0.0,6.0,3.75,1.57
la_liga,2007,2007-11-10,VLC,MUR,3.0,0.0,1,3.0,0.0,1.44,4.2,7.5
la_liga,2007,2007-11-04,ATHB,REC,2.0,0.0,1,3.0,0.0,2.0,3.3,3.8
la_liga,2007,2007-11-04,ATHM,VIL,3.0,4.0,-1,0.0,3.0,2.05,3.3,3.6
la_liga,2007,2007-11-04,BARC,BET,3.0,0.0,1,3.0,0.0,1.2,6.0,15.0
la_liga,2007,2007-11-04,LEVA,ALM,3.0,0.0,1,3.0,0.0,2.62,3.25,2.62
la_liga,2007,2007-11-04,MUR,LAC,0.0,2.0,-1,0.0,3.0,2.25,3.2,3.25
la_liga,2007,2007-11-04,OSA,GET,0.0,2.0,-1,0.0,3.0,1.95,3.3,4.0
la_liga,2007,2007-11-04,SAN,ESP,1.0,1.0,0,1.0,1.0,2.4,3.25,2.9
la_liga,2007,2007-11-04,ZAR,VLLD,2.0,3.0,-1,0.0,3.0,1.57,3.6,6.5
la_liga,2007,2007-11-03,MALL,VLC,0.0,2.0,-1,0.0,3.0,2.6,3.25,2.7
la_liga,2007,2007-11-03,SEV,RMA,2.0,0.0,1,3.0,0.0,2.8,3.25,2.5
la_liga,2007,2007-11-01,ESP,MUR,0.0,0.0,0,1.0,1.0,1.57,3.8,6.0
la_liga,2007,2007-11-01,VLLD,BARC,1.0,1.0,0,1.0,1.0,7.0,4.33,1.44
la_liga,2007,2007-10-31,ALM,ZAR,0.0,1.0,-1,0.0,3.0,2.7,3.3,2.6
la_liga,2007,2007-10-31,ATHM,SEV,4.0,3.0,1,3.0,0.0,2.3,3.3,3.1
la_liga,2007,2007-10-31,BET,OSA,0.0,3.0,-1,0.0,3.0,2.05,3.3,3.6
la_liga,2007,2007-10-31,GET,ATHB,2.0,0.0,1,3.0,0.0,2.15,3.2,3.5
la_liga,2007,2007-10-31,LAC,MALL,1.0,1.0,0,1.0,1.0,2.37,3.25,3.0
la_liga,2007,2007-10-31,REC,SAN,0.0,0.0,0,1.0,1.0,2.3,3.2,3.1
la_liga,2007,2007-10-31,VLC,RMA,1.0,5.0,-1,0.0,3.0,2.6,3.3,2.7
la_liga,2007,2007-10-31,VIL,LEVA,3.0,0.0,1,3.0,0.0,1.25,5.25,13.0
la_liga,2007,2007-10-28,BARC,ALM,2.0,0.0,1,3.0,0.0,1.18,6.5,15.0
la_liga,2007,2007-10-28,LEVA,ATHM,0.0,1.0,-1,0.0,3.0,5.0,3.8,1.66
la_liga,2007,2007-10-28,MUR,REC,1.0,0.0,1,3.0,0.0,2.3,3.25,3.1
la_liga,2007,2007-10-28,OSA,VLLD,2.0,2.0,0,1.0,1.0,1.8,3.6,4.2
la_liga,2007,2007-10-28,SAN,GET,2.0,0.0,1,3.0,0.0,2.1,3.25,3.6
la_liga,2007,2007-10-28,SEV,VLC,3.0,0.0,1,3.0,0.0,2.3,3.25,3.1
la_liga,2007,2007-10-28,ZAR,VIL,4.0,1.0,1,3.0,0.0,2.4,3.3,2.87
la_liga,2007,2007-10-27,ATHB,BET,0.0,0.0,0,1.0,1.0,2.1,3.25,3.6
la_liga,2007,2007-10-27,MALL,ESP,2.0,2.0,0,1.0,1.0,2.3,3.25,3.1
la_liga,2007,2007-10-27,RMA,LAC,3.0,1.0,1,3.0,0.0,1.3,5.0,11.0
la_liga,2007,2007-10-21,ALM,OSA,2.0,0.0,1,3.0,0.0,2.37,3.25,3.0
la_liga,2007,2007-10-21,ATHM,ZAR,4.0,0.0,1,3.0,0.0,1.9,3.4,4.0
la_liga,2007,2007-10-21,BET,SAN,1.0,1.0,0,1.0,1.0,2.0,3.3,3.75
la_liga,2007,2007-10-21,GET,MUR,2.0,0.0,1,3.0,0.0,2.0,3.3,3.75
la_liga,2007,2007-10-21,REC,MALL,0.0,2.0,-1,0.0,3.0,2.37,3.25,3.0
la_liga,2007,2007-10-21,VLLD,ATHB,1.0,2.0,-1,0.0,3.0,2.25,3.25,3.2
la_liga,2007,2007-10-20,ESP,RMA,2.0,1.0,1,3.0,0.0,3.6,3.3,2.05
la_liga,2007,2007-10-20,LAC,VLC,2.0,4.0,-1,0.0,3.0,3.1,3.25,2.3
la_liga,2007,2007-10-20,LEVA,SEV,0.0,2.0,-1,0.0,3.0,5.75,3.7,1.61
la_liga,2007,2007-10-20,VIL,BARC,3.0,1.0,1,3.0,0.0,4.2,3.5,1.85
la_liga,2007,2007-10-07,ATHB,ALM,1.0,1.0,0,1.0,1.0,2.0,3.3,3.8
la_liga,2007,2007-10-07,BARC,ATHM,3.0,0.0,1,3.0,0.0,1.44,4.2,7.5
la_liga,2007,2007-10-07,MALL,GET,4.0,2.0,1,3.0,0.0,2.1,3.2,3.6
la_liga,2007,2007-10-07,MUR,BET,0.0,0.0,0,1.0,1.0,2.4,3.25,2.9
la_liga,2007,2007-10-07,OSA,VIL,3.0,2.0,1,3.0,0.0,2.8,3.25,2.5
la_liga,2007,2007-10-07,RMA,REC,2.0,0.0,1,3.0,0.0,1.25,5.5,12.0
la_liga,2007,2007-10-07,SAN,VLLD,2.0,0.0,1,3.0,0.0,2.1,3.3,3.5
la_liga,2007,2007-10-07,SEV,LAC,0.0,1.0,-1,0.0,3.0,1.44,4.2,7.5
la_liga,2007,2007-10-07,ZAR,LEVA,3.0,0.0,1,3.0,0.0,1.44,4.2,7.5
la_liga,2007,2007-10-06,VLC,ESP,1.0,2.0,-1,0.0,3.0,1.57,3.75,6.25
la_liga,2007,2007-09-30,ALM,SAN,0.0,1.0,-1,0.0,3.0,2.1,3.25,3.5
la_liga,2007,2007-09-30,ATHM,OSA,2.0,0.0,1,3.0,0.0,1.66,3.75,5.0
la_liga,2007,2007-09-30,BET,MALL,3.0,0.0,1,3.0,0.0,2.2,3.3,3.2
la_liga,2007,2007-09-30,ESP,LAC,1.0,0.0,1,3.0,0.0,1.83,3.4,4.5
la_liga,2007,2007-09-30,GET,RMA,0.0,1.0,-1,0.0,3.0,5.0,3.6,1.72
la_liga,2007,2007-09-30,REC,VLC,0.0,1.0,-1,0.0,3.0,3.0,3.25,2.4
la_liga,2007,2007-09-30,VLLD,MUR,1.0,4.0,-1,0.0,3.0,1.72,3.5,5.0
la_liga,2007,2007-09-30,VIL,ATHB,1.0,0.0,1,3.0,0.0,1.61,3.6,6.0
la_liga,2007,2007-09-29,LEVA,BARC,1.0,4.0,-1,0.0,3.0,8.0,4.5,1.4
la_liga,2007,2007-09-29,ZAR,SEV,2.0,0.0,1,3.0,0.0,2.8,3.25,2.5
la_liga,2007,2007-09-27,RMA,BET,2.0,0.0,1,3.0,0.0,1.25,5.5,12.0
la_liga,2007,2007-09-26,ATHB,ATHM,0.0,2.0,-1,0.0,3.0,2.87,3.2,2.5
la_liga,2007,2007-09-26,BARC,ZAR,4.0,1.0,1,3.0,0.0,1.33,4.75,10.0
la_liga,2007,2007-09-26,LAC,REC,0.0,2.0,-1,0.0,3.0,2.0,3.3,3.8
la_liga,2007,2007-09-26,MALL,VLLD,4.0,2.0,1,3.0,0.0,2.05,3.3,3.6
la_liga,2007,2007-09-26,MUR,ALM,0.0,1.0,-1,0.0,3.0,2.1,3.25,3.6
la_liga,2007,2007-09-26,OSA,LEVA,4.0,1.0,1,3.0,0.0,1.72,3.5,5.25
