league,season,team_id,games_played,wins,losses,ties,win_pct,points_for,points_against,point_diff,rank
NBA,1960,NYK,79,21,58,0,0.266,8979,9486,-507,8
NBA,1961,BOS,80,60,20,0,0.75,9687,8948,739,1
NBA,1961,LAL,80,54,26,0,0.675,9482,9306,176,2
NBA,1961,PHA,80,49,31,0,0.612,10035,9813,222,3
NBA,1961,CIN,80,43,37,0,0.538,9845,9704,141,4
NBA,1961,SYN,80,41,39,0,0.512,9658,9473,185,5
NBA,1961,DET,80,37,43,0,0.462,9234,9369,-135,6
NBA,1961,SLH,80,29,51,0,0.362,9508,9770,-262,7
NBA,1961,NYK,80,29,51,0,0.362,9187,9574,-387,8
NBA,1961,CHP,80,18,62,0,0.225,8874,9553,-679,9
NBA,1962,BOS,80,58,22,0,0.725,9504,8930,574,1
NBA,1962,LAL,80,53,27,0,0.662,9242,8992,250,2
NBA,1962,SYN,80,48,32,0,0.6,9730,9427,303,3
NBA,1962,SLH,80,48,32,0,0.6,8766,8624,142,4
NBA,1962,CIN,80,42,38,0,0.525,9527,9426,101,5
NBA,1962,DET,80,34,46,0,0.425,9112,9408,-296,6
NBA,1962,SFW,80,31,49,0,0.388,9480,9647,-167,7
NBA,1962,CHZ,80,25,55,0,0.312,8795,9122,-327,8
NBA,1962,NYK,80,21,59,0,0.262,8837,9417,-580,9
NBA,1963,BOS,80,59,21,0,0.738,9042,8410,632,1
NBA,1963,CIN,80,55,25,0,0.688,9178,8772,406,2
NBA,1963,SFW,80,48,32,0,0.6,8616,8205,411,3
NBA,1963,SLH,80,46,34,0,0.575,8797,8669,128,4
NBA,1963,LAL,80,42,38,0,0.525,8774,8694,80,5
NBA,1963,PHI,80,34,46,0,0.425,8972,9323,-351,6
NBA,1963,BAL,80,31,49,0,0.388,8948,9091,-143,7
NBA,1963,DET,80,23,57,0,0.288,8620,9238,-618,8
NBA,1963,NYK,80,22,58,0,0.275,8976,9521,-545,9
NBA,1964,BOS,80,62,18,0,0.775,9024,8353,671,1
NBA,1964,LAL,80,49,31,0,0.612,8948,8795,153,2
NBA,1964,CIN,80,48,32,0,0.6,9135,8951,184,3
NBA,1964,SLH,80,45,35,0,0.562,8705,8464,241,4
NBA,1964,PHI,80,40,40,0,0.5,9003,9015,-12,5
NBA,1964,BAL,80,37,43,0,0.462,9087,9264,-177,6
NBA,1964,DET,80,31,49,0,0.388,8681,8954,-273,7
NBA,1964,NYK,80,31,49,0,0.388,8593,8886,-293,8
NBA,1964,SFW,80,17,63,0,0.212,8465,8959,-494,9
NBA,1965,PHI,80,55,25,0,0.688,9387,9013,374,1
NBA,1965,BOS,80,54,26,0,0.675,9014,8623,391,2
NBA,1965,LAL,80,45,35,0,0.562,9557,9309,248,3
NBA,1965,CIN,80,45,35,0,0.562,9424,9331,93,4
NBA,1965,BAL,80,38,42,0,0.475,9465,9560,-95,5
NBA,1965,SLH,80,36,44,0,0.45,8913,8958,-45,6
NBA,1965,SFW,80,35,45,0,0.438,9243,9455,-212,7
NBA,1965,NYK,80,30,50,0,0.375,9335,9543,-208,8
NBA,1965,DET,80,22,58,0,0.275,8827,9373,-546,9
NBA,1966,PHI,81,68,13,0,0.84,10143,9378,765,1
NBA,1966,BOS,81,60,21,0,0.741,9664,9012,652,2
NBA,1966,SFW,81,44,37,0,0.543,9911,9679,232,3
NBA,1966,CIN,81,39,42,0,0.481,9487,9508,-21,4
NBA,1966,SLH,81,39,42,0,0.481,9204,9334,-130,5
NBA,1966,LAL,81,36,45,0,0.444,9764,9736,28,6
NBA,1966,NYK,81,36,45,0,0.444,9425,9672,-247,7
NBA,1966,CHI,81,33,48,0,0.407,9167,9470,-303,8
NBA,1966,DET,81,30,51,0,0.37,9015,9463,-448,9
NBA,1966,BAL,81,20,61,0,0.247,9353,9881,-528,10
NBA,1967,PHI,82,62,20,0,0.756,10051,9346,705,1
NBA,1967,SLH,82,56,26,0,0.683,9266,9042,224,2
NBA,1967,BOS,82,54,28,0,0.659,9523,9186,337,3
NBA,1967,LAL,82,52,30,0,0.634,9937,9477,460,4
NBA,1967,NYK,82,43,39,0,0.524,9523,9374,149,5
NBA,1967,SFW,82,43,39,0,0.524,9598,9647,-49,6
NBA,1967,DET,82,40,42,0,0.488,9725,9889,-164,7
NBA,1967,CIN,82,39,43,0,0.476,9562,9631,-69,8
NBA,1967,BAL,82,36,46,0,0.439,9627,9659,-32,9
NBA,1967,CHI,82,29,53,0,0.354,8982,9310,-328,10
NBA,1967,SEA,82,23,59,0,0.28,9732,10261,-529,11
NBA,1967,SDR,82,15,67,0,0.183,9215,9919,-704,12
NBA,1968,BAL,82,57,25,0,0.695,9542,9193,349,1
NBA,1968,PHI,82,55,27,0,0.671,9746,9332,414,2
NBA,1968,LAL,82,55,27,0,0.671,9204,8864,340,3
NBA,1968,NYK,82,54,28,0,0.659,9087,8616,471,4
NBA,1968,BOS,82,48,34,0,0.585,9102,8645,457,5
NBA,1968,ATL,82,48,34,0,0.585,9123,8942,181,6
NBA,1968,CIN,82,41,41,0,0.5,9392,9476,-84,7
NBA,1968,SFW,82,41,41,0,0.5,8947,9081,-134,8
NBA,1968,SDR,82,37,45,0,0.451,9456,9472,-16,9
NBA,1968,CHI,82,33,49,0,0.402,8587,8772,-185,10
NBA,1968,DET,82,32,50,0,0.39,9359,9618,-259,11
NBA,1968,SEA,82,30,52,0,0.366,9191,9589,-398,12
NBA,1968,MIL,82,27,55,0,0.329,9040,9460,-420,13
NBA,1968,PHX,82,16,66,0,0.195,9162,9878,-716,14
NBA,1969,NYK,82,60,22,0,0.732,9427,8682,745,1
NBA,1969,MIL,82,56,26,0,0.683,9741,9363,378,2
NBA,1969,BAL,82,50,32,0,0.61,9900,9726,174,3
NBA,1969,ATL,82,48,34,0,0.585,9646,9612,34,4
NBA,1969,LAL,82,46,36,0,0.561,9327,9164,163,5
NBA,1969,PHI,82,42,40,0,0.512,9998,9718,280,6
NBA,1969,PHX,82,39,43,0,0.476,9786,9927,-141,7
NBA,1969,CHI,82,39,43,0,0.476,9423,9567,-144,8
NBA,1969,SEA,82,36,46,0,0.439,9589,9796,-207,9
NBA,1969,CIN,82,36,46,0,0.439,9616,9858,-242,10
NBA,1969,BOS,82,34,48,0,0.415,9422,9574,-152,11
NBA,1969,DET,82,31,51,0,0.378,9246,9518,-272,12
NBA,1969,SFW,82,30,52,0,0.366,9114,9476,-362,13
NBA,1969,SDR,82,27,55,0,0.329,9732,9986,-254,14
NBA,1970,MIL,82,66,16,0,0.805,9710,8705,1005,1
NBA,1970,NYK,82,52,30,0,0.634,9026,8614,412,2
NBA,1970,CHI,82,51,31,0,0.622,9070,8640,430,3
NBA,1970,LAL,82,48,34,0,0.585,9411,9159,252,4
NBA,1970,PHX,82,48,34,0,0.585,9333,9177,156,5
NBA,1970,PHI,82,47,35,0,0.573,9415,9288,127,6
NBA,1970,DET,82,45,37,0,0.549,9029,9090,-61,7
NBA,1970,BOS,82,44,38,0,0.537,9608,9438,170,8
NBA,1970,BAL,82,42,40,0,0.512,9254,9206,48,9
NBA,1970,SFW,82,41,41,0,0.5,8783,8901,-118,10
NBA,1970,SDR,82,40,42,0,0.488,9282,9302,-20,11
NBA,1970,SEA,82,38,44,0,0.463,9429,9591,-162,12
NBA,1970,ATL,82,36,46,0,0.439,9348,9495,-147,13
NBA,1970,CIN,82,33,49,0,0.402,9511,9774,-263,14
NBA,1970,POR,82,29,53,0,0.354,9467,9837,-370,15
NBA,1970,BUF,82,22,60,0,0.268,8653,9196,-543,16
NBA,1970,CLE,82,15,67,0,0.183,8373,9289,-916,17
NBA,1971,LAL,82,69,13,0,0.841,9920,8913,1007,1
NBA,1971,MIL,82,63,19,0,0.768,9400,8485,915,2
NBA,1971,CHI,82,57,25,0,0.695,9117,8440,677,3
NBA,1971,BOS,82,56,26,0,0.683,9477,9085,392,4
NBA,1971,GSW,82,51,31,0,0.622,8871,8808,63,5
NBA,1971,PHX,82,49,33,0,0.598,9534,9083,451,6
NBA,1971,NYK,82,48,34,0,0.585,8785,8584,201,7
NBA,1971,SEA,82,47,35,0,0.573,8957,8919,38,8
NBA,1971,BAL,82,38,44,0,0.463,8784,8880,-96,9
NBA,1971,ATL,82,36,46,0,0.439,8982,9127,-145,10
NBA,1971,HOU,82,34,48,0,0.415,8993,9121,-128,11
NBA,1971,PHI,82,30,52,0,0.366,9203,9504,-301,12
NBA,1971,CIN,82,30,52,0,0.366,8836,9167,-331,13
NBA,1971,DET,82,26,56,0,0.317,8945,9506,-561,14
NBA,1971,CLE,82,23,59,0,0.28,8674,9300,-626,15
NBA,1971,BUF,82,22,60,0,0.268,8367,9125,-758,16
NBA,1971,POR,82,18,64,0,0.22,8759,9557,-798,17
NBA,1972,BOS,82,68,14,0,0.829,9238,8566,672,1
NBA,1972,LAL,82,60,22,0,0.732,9159,8459,700,2
NBA,1972,MIL,82,60,22,0,0.732,8789,8115,674,3
NBA,1972,NYK,82,57,25,0,0.695,8610,8053,557,4
NBA,1972,BAL,82,52,30,0,0.634,8606,8331,275,5
NBA,1972,CHI,82,51,31,0,0.622,8534,8248,286,6
NBA,1972,GSW,82,47,35,0,0.573,8923,8669,254,7
NBA,1972,ATL,82,46,36,0,0.561,9219,9212,7,8
NBA,1972,DET,82,40,42,0,0.488,9042,9024,18,9
NBA,1972,PHX,82,38,44,0,0.463,9155,9260,-105,10
NBA,1972,KCO,82,36,46,0,0.439,8822,9061,-239,11
NBA,1972,HOU,82,33,49,0,0.402,9250,9392,-142,12
NBA,1972,CLE,82,32,50,0,0.39,8418,8637,-219,13
NBA,1972,SEA,82,26,56,0,0.317,8500,8984,-484,14
