league,season,team_std,team_full
la_liga,2019,LEVA,Levante
la_liga,2019,MALL,Mallorca
la_liga,2019,OSA,Osasuna
la_liga,2019,RMA,Real Madrid
la_liga,2019,RSO,Sociedad
la_liga,2019,SEV,Sevilla
la_liga,2019,VIL,Villarreal
la_liga,2019,VLC,Valencia
la_liga,2019,VLLD,Valladolid
la_liga,2020,ALA,Alaves
la_liga,2020,ATHB,Ath Bilbao
la_liga,2020,ATHM,Ath Madrid
la_liga,2020,BARC,Barcelona
la_liga,2020,BET,Betis
la_liga,2020,CAD,Cadiz
la_liga,2020,CEL,Celta
la_liga,2020,EIB,Eibar
la_liga,2020,ELC,Elche
la_liga,2020,GET,Getafe
la_liga,2020,GRA,Granada
la_liga,2020,HUE,Huesca
la_liga,2020,LEVA,Levante
la_liga,2020,OSA,Osasuna
la_liga,2020,RMA,Real Madrid
la_liga,2020,RSO,Sociedad
la_liga,2020,SEV,Sevilla
la_liga,2020,VIL,Villarreal
la_liga,2020,VLC,Valencia
la_liga,2020,VLLD,Valladolid
la_liga,2021,ALA,Alaves
la_liga,2021,ATHB,Ath Bilbao
la_liga,2021,ATHM,Ath Madrid
la_liga,2021,BARC,Barcelona
la_liga,2021,BET,Betis
la_liga,2021,CAD,Cadiz
la_liga,2021,CEL,Celta
la_liga,2021,ELC,Elche
la_liga,2021,ESP,Espanol
la_liga,2021,GET,Getafe
la_liga,2021,GRA,Granada
la_liga,2021,LEVA,Levante
la_liga,2021,MALL,Mallorca
la_liga,2021,OSA,Osasuna
la_liga,2021,RAYO,Vallecano
la_liga,2021,RMA,Real Madrid
la_liga,2021,RSO,Sociedad
la_liga,2021,SEV,Sevilla
la_liga,2021,VIL,Villarreal
la_liga,2021,VLC,Valencia
la_liga,2022,ALM,Almeria
la_liga,2022,ATHB,Ath Bilbao
la_liga,2022,ATHM,Ath Madrid
la_liga,2022,BARC,Barcelona
la_liga,2022,BET,Betis
la_liga,2022,CAD,Cadiz
la_liga,2022,CEL,Celta
la_liga,2022,ELC,Elche
la_liga,2022,ESP,Espanol
la_liga,2022,GET,Getafe
la_liga,2022,GIR,Girona
la_liga,2022,MALL,Mallorca
la_liga,2022,OSA,Osasuna
la_liga,2022,RAYO,Vallecano
la_liga,2022,RMA,Real Madrid
la_liga,2022,RSO,Sociedad
la_liga,2022,SEV,Sevilla
la_liga,2022,VIL,Villarreal
la_liga,2022,VLC,Valencia
la_liga,2022,VLLD,Valladolid
la_liga,2023,ALA,Alaves
la_liga,2023,ALM,Almeria
la_liga,2023,ATHB,Ath Bilbao
la_liga,2023,ATHM,Ath Madrid
la_liga,2023,BARC,Barcelona
la_liga,2023,BET,Betis
la_liga,2023,CAD,Cadiz
la_liga,2023,CEL,Celta
la_liga,2023,GET,Getafe
la_liga,2023,GIR,Girona
la_liga,2023,GRA,Granada
la_liga,2023,LASP,Las Palmas
la_liga,2023,MALL,Mallorca
la_liga,2023,OSA,Osasuna
la_liga,2023,RAYO,Vallecano
la_liga,2023,RMA,Real Madrid
la_liga,2023,RSO,Sociedad
la_liga,2023,SEV,Sevilla
la_liga,2023,VIL,Villarreal
la_liga,2023,VLC,Valencia
la_liga,2024,ALA,Alaves
la_liga,2024,ATHB,Ath Bilbao
la_liga,2024,ATHM,Ath Madrid
la_liga,2024,BARC,Barcelona
la_liga,2024,BET,Betis
la_liga,2024,CEL,Celta
la_liga,2024,ESP,Espanol
la_liga,2024,GET,Getafe
la_liga,2024,GIR,Girona
la_liga,2024,LASP,Las Palmas
la_liga,2024,LEG,Leganes
la_liga,2024,MALL,Mallorca
la_liga,2024,OSA,Osasuna
la_liga,2024,RAYO,Vallecano
la_liga,2024,RMA,Real Madrid
la_liga,2024,RSO,Sociedad
la_liga,2024,SEV,Sevilla
la_liga,2024,VIL,Villarreal
la_liga,2024,VLC,Valencia
la_liga,2024,VLLD,Valladolid
premier_league,2001,ARS,Arsenal
premier_league,2001,AVL,Aston Villa
premier_league,2001,BLBN,Blackburn
premier_league,2001,BOLN,Bolton
premier_league,2001,CHA,Charlton
premier_league,2001,CHE,Chelsea
premier_league,2001,DER,Derby
premier_league,2001,EVE,Everton
premier_league,2001,FUL,Fulham
premier_league,2001,IPS,Ipswich
premier_league,2001,LEE,Leeds
premier_league,2001,LEIC,Leicester
premier_league,2001,LIVP,Liverpool
premier_league,2001,MANU,Man United
premier_league,2001,MID,Middlesbrough
premier_league,2001,NEW,Newcastle
premier_league,2001,SOU,Southampton
premier_league,2001,SUN,Sunderland
premier_league,2001,TOT,Tottenham
premier_league,2001,WHU,West Ham
premier_league,2002,ARS,Arsenal
premier_league,2002,AVL,Aston Villa
premier_league,2002,BIR,Birmingham
premier_league,2002,BLBN,Blackburn
premier_league,2002,BOLN,Bolton
premier_league,2002,CHA,Charlton
premier_league,2002,CHE,Chelsea
premier_league,2002,EVE,Everton
premier_league,2002,FUL,Fulham
premier_league,2002,LEE,Leeds
premier_league,2002,LIVP,Liverpool
premier_league,2002,MANC,Man City
premier_league,2002,MANU,Man United
premier_league,2002,MID,Middlesbrough
premier_league,2002,NEW,Newcastle
premier_league,2002,SOU,Southampton
premier_league,2002,SUN,Sunderland
premier_league,2002,TOT,Tottenham
premier_league,2002,WBA,West Brom
premier_league,2002,WHU,West Ham
premier_league,2005,ARS,Arsenal
premier_league,2005,AVL,Aston Villa
premier_league,2005,BIR,Birmingham
premier_league,2005,BLBN,Blackburn
premier_league,2005,BOLN,Bolton
premier_league,2005,CHA,Charlton
premier_league,2005,CHE,Chelsea
premier_league,2005,EVE,Everton
premier_league,2005,FUL,Fulham
premier_league,2005,LIVP,Liverpool
premier_league,2005,MANC,Man City
premier_league,2005,MANU,Man United
premier_league,2005,MID,Middlesbrough
premier_league,2005,NEW,Newcastle
premier_league,2005,POR,Portsmouth
premier_league,2005,SUN,Sunderland
premier_league,2005,TOT,Tottenham
premier_league,2005,WBA,West Brom
premier_league,2005,WHU,West Ham
premier_league,2005,WIG,Wigan
premier_league,2006,ARS,Arsenal
premier_league,2006,AVL,Aston Villa
premier_league,2006,BLBN,Blackburn
premier_league,2006,BOLN,Bolton
premier_league,2006,CHA,Charlton
premier_league,2006,CHE,Chelsea
premier_league,2006,EVE,Everton
premier_league,2006,FUL,Fulham
premier_league,2006,LIVP,Liverpool
premier_league,2006,MANC,Man City
premier_league,2006,MANU,Man United
premier_league,2006,MID,Middlesbrough
premier_league,2006,NEW,Newcastle
premier_league,2006,POR,Portsmouth
premier_league,2006,REA,Reading
premier_league,2006,SHU,Sheffield United
premier_league,2006,TOT,Tottenham
premier_league,2006,WAT,Watford
premier_league,2006,WHU,West Ham
premier_league,2006,WIG,Wigan
premier_league,2007,ARS,Arsenal
premier_league,2007,AVL,Aston Villa
premier_league,2007,BIR,Birmingham
premier_league,2007,BLBN,Blackburn
premier_league,2007,BOLN,Bolton
premier_league,2007,CHE,Chelsea
premier_league,2007,DER,Derby
premier_league,2007,EVE,Everton
premier_league,2007,FUL,Fulham
premier_league,2007,LIVP,Liverpool
premier_league,2007,MANC,Man City
premier_league,2007,MANU,Man United
premier_league,2007,MID,Middlesbrough
premier_league,2007,NEW,Newcastle
premier_league,2007,POR,Portsmouth
premier_league,2007,REA,Reading
premier_league,2007,SUN,Sunderland
premier_league,2007,TOT,Tottenham
premier_league,2007,WHU,West Ham
premier_league,2007,WIG,Wigan
premier_league,2008,ARS,Arsenal
premier_league,2008,AVL,Aston Villa
premier_league,2008,BLBN,Blackburn
premier_league,2008,BOLN,Bolton
premier_league,2008,CHE,Chelsea
premier_league,2008,EVE,Everton
premier_league,2008,FUL,Fulham
premier_league,2008,HUL,Hull
premier_league,2008,LIVP,Liverpool
premier_league,2008,MANC,Man City
premier_league,2008,MANU,Man United
premier_league,2008,MID,Middlesbrough
premier_league,2008,NEW,Newcastle
premier_league,2008,POR,Portsmouth
premier_league,2008,STO,Stoke
premier_league,2008,SUN,Sunderland
premier_league,2008,TOT,Tottenham
premier_league,2008,WBA,West Brom
premier_league,2008,WHU,West Ham
premier_league,2008,WIG,Wigan
premier_league,2009,ARS,Arsenal
premier_league,2009,AVL,Aston Villa
premier_league,2009,BIR,Birmingham
premier_league,2009,BLBN,Blackburn
premier_league,2009,BOLN,Bolton
premier_league,2009,BUR,Burnley
premier_league,2009,CHE,Chelsea
premier_league,2009,EVE,Everton
premier_league,2009,FUL,Fulham
premier_league,2009,HUL,Hull
premier_league,2009,LIVP,Liverpool
premier_league,2009,MANC,Man City
premier_league,2009,MANU,Man United
premier_league,2009,POR,Portsmouth
premier_league,2009,STO,Stoke
premier_league,2009,SUN,Sunderland
premier_league,2009,TOT,Tottenham
premier_league,2009,WHU,West Ham
premier_league,2009,WIG,Wigan
premier_league,2009,WOLV,Wolves
premier_league,2010,ARS,Arsenal
premier_league,2010,AVL,Aston Villa
premier_league,2010,BIR,Birmingham
premier_league,2010,BLBN,Blackburn
premier_league,2010,BLPL,Blackpool
premier_league,2010,BOLN,Bolton
premier_league,2010,CHE,Chelsea
premier_league,2010,EVE,Everton
premier_league,2010,FUL,Fulham
premier_league,2010,LIVP,Liverpool
premier_league,2010,MANC,Man City
premier_league,2010,MANU,Man United
premier_league,2010,NEW,Newcastle
premier_league,2010,STO,Stoke
premier_league,2010,SUN,Sunderland
premier_league,2010,TOT,Tottenham
premier_league,2010,WBA,West Brom
premier_league,2010,WHU,West Ham
premier_league,2010,WIG,Wigan
premier_league,2010,WOLV,Wolves
premier_league,2011,ARS,Arsenal
premier_league,2011,AVL,Aston Villa
premier_league,2011,BLBN,Blackburn
premier_league,2011,BOLN,Bolton
premier_league,2011,CHE,Chelsea
premier_league,2011,EVE,Everton
premier_league,2011,FUL,Fulham
premier_league,2011,LIVP,Liverpool
premier_league,2011,MANC,Man City
premier_league,2011,MANU,Man United
premier_league,2011,NEW,Newcastle
premier_league,2011,NOR,Norwich
premier_league,2011,QPR,QPR
premier_league,2011,STO,Stoke
premier_league,2011,SUN,Sunderland
premier_league,2011,SWA,Swansea
premier_league,2011,TOT,Tottenham
premier_league,2011,WBA,West Brom
premier_league,2011,WIG,Wigan
premier_league,2011,WOLV,Wolves
premier_league,2012,ARS,Arsenal
premier_league,2012,AVL,Aston Villa
premier_league,2012,CHE,Chelsea
premier_league,2012,EVE,Everton
premier_league,2012,FUL,Fulham
premier_league,2012,LIVP,Liverpool
premier_league,2012,MANC,Man City
premier_league,2012,MANU,Man United
premier_league,2012,NEW,Newcastle
premier_league,2012,NOR,Norwich
premier_league,2012,QPR,QPR
premier_league,2012,REA,Reading
premier_league,2012,SOU,Southampton
premier_league,2012,STO,Stoke
premier_league,2012,SUN,Sunderland
premier_league,2012,SWA,Swansea
premier_league,2012,TOT,Tottenham
premier_league,2012,WBA,West Brom
premier_league,2012,WHU,West Ham
premier_league,2012,WIG,Wigan
premier_league,2013,ARS,Arsenal
premier_league,2013,AVL,Aston Villa
premier_league,2013,CARD,Cardiff
premier_league,2013,CHE,Chelsea
premier_league,2013,CRY,Crystal Palace
premier_league,2013,EVE,Everton
premier_league,2013,FUL,Fulham
premier_league,2013,HUL,Hull
premier_league,2013,LIVP,Liverpool
premier_league,2013,MANC,Man City
premier_league,2013,MANU,Man United
premier_league,2013,NEW,Newcastle
premier_league,2013,NOR,Norwich
premier_league,2013,SOU,Southampton
premier_league,2013,STO,Stoke
premier_league,2013,SUN,Sunderland
premier_league,2013,SWA,Swansea
premier_league,2013,TOT,Tottenham
premier_league,2013,WBA,West Brom
premier_league,2013,WHU,West Ham
premier_league,2014,ARS,Arsenal
premier_league,2014,AVL,Aston Villa
premier_league,2014,BUR,Burnley
premier_league,2014,CHE,Chelsea
premier_league,2014,CRY,Crystal Palace
premier_league,2014,EVE,Everton
premier_league,2014,HUL,Hull
premier_league,2014,LEIC,Leicester
premier_league,2014,LIVP,Liverpool
premier_league,2014,MANC,Man City
premier_league,2014,MANU,Man United
premier_league,2014,NEW,Newcastle
premier_league,2014,QPR,QPR
premier_league,2014,SOU,Southampton
premier_league,2014,STO,Stoke
premier_league,2014,SUN,Sunderland
premier_league,2014,SWA,Swansea
premier_league,2014,TOT,Tottenham
premier_league,2014,WBA,West Brom
premier_league,2014,WHU,West Ham
premier_league,2015,ARS,Arsenal
premier_league,2015,AVL,Aston Villa
premier_league,2015,BOU,Bournemouth
premier_league,2015,CHE,Chelsea
premier_league,2015,CRY,Crystal Palace
premier_league,2015,EVE,Everton
premier_league,2015,LEIC,Leicester
premier_league,2015,LIVP,Liverpool
premier_league,2015,MANC,Man City
premier_league,2015,MANU,Man United
premier_league,2015,NEW,Newcastle
premier_league,2015,NOR,Norwich
premier_league,2015,SOU,Southampton
premier_league,2015,STO,Stoke
premier_league,2015,SUN,Sunderland
premier_league,2015,SWA,Swansea
premier_league,2015,TOT,Tottenham
premier_league,2015,WAT,Watford
premier_league,2015,WBA,West Brom
premier_league,2015,WHU,West Ham
premier_league,2016,ARS,Arsenal
premier_league,2016,BOU,Bournemouth
premier_league,2016,BUR,Burnley
premier_league,2016,CHE,Chelsea
premier_league,2016,CRY,Crystal Palace
premier_league,2016,EVE,Everton
premier_league,2016,HUL,Hull
premier_league,2016,LEIC,Leicester
premier_league,2016,LIVP,Liverpool
premier_league,2016,MANC,Man City
premier_league,2016,MANU,Man United
premier_league,2016,MID,Middlesbrough
premier_league,2016,SOU,Southampton
premier_league,2016,STO,Stoke
premier_league,2016,SUN,Sunderland
premier_league,2016,SWA,Swansea
premier_league,2016,TOT,Tottenham
premier_league,2016,WAT,Watford
premier_league,2016,WBA,West Brom
premier_league,2016,WHU,West Ham
premier_league,2017,ARS,Arsenal
premier_league,2017,BHA,Brighton
premier_league,2017,BOU,Bournemouth
premier_league,2017,BUR,Burnley
premier_league,2017,CHE,Chelsea
premier_league,2017,CRY,Crystal Palace
premier_league,2017,EVE,Everton
premier_league,2017,HUD,Huddersfield
premier_league,2017,LEIC,Leicester
premier_league,2017,LIVP,Liverpool
premier_league,2017,MANC,Man City
premier_league,2017,MANU,Man United
premier_league,2017,NEW,Newcastle
premier_league,2017,SOU,Southampton
premier_league,2017,STO,Stoke
premier_league,2017,SWA,Swansea
premier_league,2017,TOT,Tottenham
premier_league,2017,WAT,Watford
premier_league,2017,WBA,West Brom
premier_league,2017,WHU,West Ham
premier_league,2018,ARS,Arsenal
premier_league,2018,BHA,Brighton
premier_league,2018,BOU,Bournemouth
premier_league,2018,BUR,Burnley
premier_league,2018,CARD,Cardiff
premier_league,2018,CHE,Chelsea
premier_league,2018,CRY,Crystal Palace
premier_league,2018,EVE,Everton
premier_league,2018,FUL,Fulham
premier_league,2018,HUD,Huddersfield
premier_league,2018,LEIC,Leicester
premier_league,2018,LIVP,Liverpool
premier_league,2018,MANC,Man City
premier_league,2018,MANU,Man United
premier_league,2018,NEW,Newcastle
premier_league,2018,SOU,Southampton
premier_league,2018,TOT,Tottenham
premier_league,2018,WAT,Watford
premier_league,2018,WHU,West Ham
premier_league,2018,WOLV,Wolves
premier_league,2019,ARS,Arsenal
premier_league,2019,AVL,Aston Villa
premier_league,2019,BHA,Brighton
premier_league,2019,BOU,Bournemouth
premier_league,2019,BUR,Burnley
premier_league,2019,CHE,Chelsea
premier_league,2019,CRY,Crystal Palace
premier_league,2019,EVE,Everton
premier_league,2019,LEIC,Leicester
premier_league,2019,LIVP,Liverpool
premier_league,2019,MANC,Man City
premier_league,2019,MANU,Man United
premier_league,2019,NEW,Newcastle
premier_league,2019,NOR,Norwich
premier_league,2019,SHU,Sheffield United
premier_league,2019,SOU,Southampton
premier_league,2019,TOT,Tottenham
premier_league,2019,WAT,Watford
premier_league,2019,WHU,West Ham
premier_league,2019,WOLV,Wolves
premier_league,2020,ARS,Arsenal
premier_league,2020,AVL,Aston Villa
premier_league,2020,BHA,Brighton
premier_league,2020,BUR,Burnley
premier_league,2020,CHE,Chelsea
premier_league,2020,CRY,Crystal Palace
premier_league,2020,EVE,Everton
premier_league,2020,FUL,Fulham
premier_league,2020,LEE,Leeds
premier_league,2020,LEIC,Leicester
premier_league,2020,LIVP,Liverpool
premier_league,2020,MANC,Man City
premier_league,2020,MANU,Man United
premier_league,2020,NEW,Newcastle
premier_league,2020,SHU,Sheffield United
premier_league,2020,SOU,Southampton
premier_league,2020,TOT,Tottenham
premier_league,2020,WBA,West Brom
premier_league,2020,WHU,West Ham
premier_league,2020,WOLV,Wolves
premier_league,2021,ARS,Arsenal
premier_league,2021,AVL,Aston Villa
premier_league,2021,BHA,Brighton
premier_league,2021,BRNT,Brentford
premier_league,2021,BUR,Burnley
premier_league,2021,CHE,Chelsea
premier_league,2021,CRY,Crystal Palace
premier_league,2021,EVE,Everton
premier_league,2021,LEE,Leeds
premier_league,2021,LEIC,Leicester
premier_league,2021,LIVP,Liverpool
premier_league,2021,MANC,Man City
premier_league,2021,MANU,Man United
premier_league,2021,NEW,Newcastle
premier_league,2021,NOR,Norwich
premier_league,2021,SOU,Southampton
premier_league,2021,TOT,Tottenham
premier_league,2021,WAT,Watford
premier_league,2021,WHU,West Ham
premier_league,2021,WOLV,Wolves
premier_league,2022,ARS,Arsenal
premier_league,2022,AVL,Aston Villa
premier_league,2022,BHA,Brighton
premier_league,2022,BOU,Bournemouth
premier_league,2022,BRNT,Brentford
premier_league,2022,CHE,Chelsea
premier_league,2022,CRY,Crystal Palace
premier_league,2022,EVE,Everton
premier_league,2022,FUL,Fulham
premier_league,2022,LEE,Leeds
premier_league,2022,LEIC,Leicester
premier_league,2022,LIVP,Liverpool
premier_league,2022,MANC,Man City
premier_league,2022,MANU,Man United
premier_league,2022,NEW,Newcastle
premier_league,2022,NOTF,Nott'm Forest
premier_league,2022,SOU,Southampton
premier_league,2022,TOT,Tottenham
premier_league,2022,WHU,West Ham
premier_league,2022,WOLV,Wolves
premier_league,2023,ARS,Arsenal
premier_league,2023,AVL,Aston Villa
premier_league,2023,BHA,Brighton
premier_league,2023,BOU,Bournemouth
premier_league,2023,BRNT,Brentford
premier_league,2023,BUR,Burnley
premier_league,2023,CHE,Chelsea
premier_league,2023,CRY,Crystal Palace
premier_league,2023,EVE,Everton
premier_league,2023,FUL,Fulham
premier_league,2023,LIVP,Liverpool
premier_league,2023,LUT,Luton
premier_league,2023,MANC,Man City
premier_league,2023,MANU,Man United
premier_league,2023,NEW,Newcastle
premier_league,2023,NOTF,Nott'm Forest
premier_league,2023,SHU,Sheffield United
premier_league,2023,TOT,Tottenham
premier_league,2023,WHU,West Ham
premier_league,2023,WOLV,Wolves
premier_league,2024,ARS,Arsenal
premier_league,2024,AVL,Aston Villa
premier_league,2024,BHA,Brighton
premier_league,2024,BOU,Bournemouth
premier_league,2024,BRNT,Brentford
premier_league,2024,CHE,Chelsea
premier_league,2024,CRY,Crystal Palace
premier_league,2024,EVE,Everton
premier_league,2024,FUL,Fulham
premier_league,2024,IPS,Ipswich
premier_league,2024,LEIC,Leicester
premier_league,2024,LIVP,Liverpool
premier_league,2024,MANC,Man City
premier_league,2024,MANU,Man United
premier_league,2024,NEW,Newcastle
premier_league,2024,NOTF,Nott'm Forest
premier_league,2024,SOU,Southampton
premier_league,2024,TOT,Tottenham
premier_league,2024,WHU,West Ham
premier_league,2024,WOLV,Wolves
serie_a,2000,ATA,Atalanta
serie_a,2000,BARI,Bari
serie_a,2000,BOLG,Bologna
serie_a,2000,BRES,Brescia
serie_a,2000,FIO,Fiorentina
serie_a,2000,INT,Inter
serie_a,2000,JUV,Juventus
serie_a,2000,LAZ,Lazio
serie_a,2000,LEC,Lecce
serie_a,2000,MIL,Milan
serie_a,2000,NAP,Napoli
serie_a,2000,PAR,Parma
serie_a,2000,PER,Perugia
serie_a,2000,REG,Reggina
serie_a,2000,ROM,Roma
serie_a,2000,UDI,Udinese
serie_a,2000,VER,Verona
serie_a,2000,VIC,Vicenza
serie_a,2001,ATA,Atalanta
serie_a,2001,BOLG,Bologna
serie_a,2001,BRES,Brescia
serie_a,2001,CHI,Chievo
serie_a,2001,FIO,Fiorentina
serie_a,2001,INT,Inter
serie_a,2001,JUV,Juventus
serie_a,2001,LAZ,Lazio
serie_a,2001,LEC,Lecce
serie_a,2001,MIL,Milan
serie_a,2001,PAR,Parma
serie_a,2001,PER,Perugia
serie_a,2001,PIA,Piacenza
serie_a,2001,ROM,Roma
serie_a,2001,TOR,Torino
serie_a,2001,UDI,Udinese
serie_a,2001,VEN,Venezia
serie_a,2001,VER,Verona
serie_a,2002,ATA,Atalanta
serie_a,2002,BOLG,Bologna
serie_a,2002,BRES,Brescia
serie_a,2002,CHI,Chievo
serie_a,2002,COM,Como
serie_a,2002,EMP,Empoli
serie_a,2002,INT,Inter
serie_a,2002,JUV,Juventus
serie_a,2002,LAZ,Lazio
serie_a,2002,MIL,Milan
serie_a,2002,MOD,Modena
serie_a,2002,PAR,Parma
serie_a,2002,PER,Perugia
serie_a,2002,PIA,Piacenza
serie_a,2002,REG,Reggina
serie_a,2002,ROM,Roma
serie_a,2002,TOR,Torino
serie_a,2002,UDI,Udinese
serie_a,2005,ASC,Ascoli
serie_a,2005,CAG,Cagliari
serie_a,2005,CHI,Chievo
serie_a,2005,EMP,Empoli
serie_a,2005,FIO,Fiorentina
serie_a,2005,INT,Inter
serie_a,2005,JUV,Juventus
serie_a,2005,LAZ,Lazio
serie_a,2005,LEC,Lecce
serie_a,2005,LIVO,Livorno
serie_a,2005,MES,Messina
serie_a,2005,MIL,Milan
serie_a,2005,PAL,Palermo
serie_a,2005,PAR,Parma
serie_a,2005,REG,Reggina
serie_a,2005,ROM,Roma
serie_a,2005,SAM,Sampdoria
serie_a,2005,SIE,Siena
serie_a,2005,TRE,Treviso
serie_a,2005,UDI,Udinese
serie_a,2006,ASC,Ascoli
serie_a,2006,ATA,Atalanta
serie_a,2006,CAG,Cagliari
serie_a,2006,CAT,Catania
serie_a,2006,CHI,Chievo
serie_a,2006,EMP,Empoli
serie_a,2006,FIO,Fiorentina
serie_a,2006,INT,Inter
serie_a,2006,LAZ,Lazio
serie_a,2006,LIVO,Livorno
serie_a,2006,MES,Messina
serie_a,2006,MIL,Milan
serie_a,2006,PAL,Palermo
serie_a,2006,PAR,Parma
serie_a,2006,REG,Reggina
serie_a,2006,ROM,Roma
serie_a,2006,SAM,Sampdoria
serie_a,2006,SIE,Siena
serie_a,2006,TOR,Torino
serie_a,2006,UDI,Udinese
serie_a,2007,ATA,Atalanta
serie_a,2007,CAG,Cagliari
serie_a,2007,CAT,Catania
serie_a,2007,EMP,Empoli
serie_a,2007,FIO,Fiorentina
serie_a,2007,GEN,Genoa
serie_a,2007,INT,Inter
serie_a,2007,JUV,Juventus
serie_a,2007,LAZ,Lazio
serie_a,2007,LIVO,Livorno
serie_a,2007,MIL,Milan
serie_a,2007,NAP,Napoli
serie_a,2007,PAL,Palermo
serie_a,2007,PAR,Parma
serie_a,2007,REG,Reggina
serie_a,2007,ROM,Roma
serie_a,2007,SAM,Sampdoria
serie_a,2007,SIE,Siena
serie_a,2007,TOR,Torino
serie_a,2007,UDI,Udinese
serie_a,2008,ATA,Atalanta
serie_a,2008,BOLG,Bologna
serie_a,2008,CAG,Cagliari
serie_a,2008,CAT,Catania
serie_a,2008,CHI,Chievo
serie_a,2008,FIO,Fiorentina
serie_a,2008,GEN,Genoa
serie_a,2008,INT,Inter
serie_a,2008,JUV,Juventus
serie_a,2008,LAZ,Lazio
serie_a,2008,LEC,Lecce
serie_a,2008,MIL,Milan
serie_a,2008,NAP,Napoli
serie_a,2008,PAL,Palermo
serie_a,2008,REG,Reggina
serie_a,2008,ROM,Roma
serie_a,2008,SAM,Sampdoria
serie_a,2008,SIE,Siena
serie_a,2008,TOR,Torino
serie_a,2008,UDI,Udinese
serie_a,2009,ATA,Atalanta
serie_a,2009,BARI,Bari
serie_a,2009,BOLG,Bologna
serie_a,2009,CAG,Cagliari
serie_a,2009,CAT,Catania
serie_a,2009,CHI,Chievo
serie_a,2009,FIO,Fiorentina
serie_a,2009,GEN,Genoa
serie_a,2009,INT,Inter
serie_a,2009,JUV,Juventus
serie_a,2009,LAZ,Lazio
serie_a,2009,LIVO,Livorno
serie_a,2009,MIL,Milan
serie_a,2009,NAP,Napoli
serie_a,2009,PAL,Palermo
serie_a,2009,PAR,Parma
serie_a,2009,ROM,Roma
serie_a,2009,SAM,Sampdoria
serie_a,2009,SIE,Siena
serie_a,2009,UDI,Udinese
serie_a,2010,BARI,Bari
serie_a,2010,BOLG,Bologna
serie_a,2010,BRES,Brescia
serie_a,2010,CAG,Cagliari
serie_a,2010,CAT,Catania
serie_a,2010,CES,Cesena
serie_a,2010,CHI,Chievo
serie_a,2010,FIO,Fiorentina
serie_a,2010,GEN,Genoa
serie_a,2010,INT,Inter
serie_a,2010,JUV,Juventus
serie_a,2010,LAZ,Lazio
serie_a,2010,LEC,Lecce
serie_a,2010,MIL,Milan
serie_a,2010,NAP,Napoli
serie_a,2010,PAL,Palermo
serie_a,2010,PAR,Parma
serie_a,2010,ROM,Roma
serie_a,2010,SAM,Sampdoria
serie_a,2010,UDI,Udinese
serie_a,2011,ATA,Atalanta
serie_a,2011,BOLG,Bologna
serie_a,2011,CAG,Cagliari
serie_a,2011,CAT,Catania
serie_a,2011,CES,Cesena
serie_a,2011,CHI,Chievo
serie_a,2011,FIO,Fiorentina
serie_a,2011,GEN,Genoa
serie_a,2011,INT,Inter
serie_a,2011,JUV,Juventus
serie_a,2011,LAZ,Lazio
serie_a,2011,LEC,Lecce
serie_a,2011,MIL,Milan
serie_a,2011,NAP,Napoli
serie_a,2011,NOV,Novara
serie_a,2011,PAL,Palermo
serie_a,2011,PAR,Parma
serie_a,2011,ROM,Roma
serie_a,2011,SIE,Siena
serie_a,2011,UDI,Udinese
serie_a,2012,ATA,Atalanta
serie_a,2012,BOLG,Bologna
serie_a,2012,CAG,Cagliari
serie_a,2012,CAT,Catania
serie_a,2012,CHI,Chievo
serie_a,2012,FIO,Fiorentina
serie_a,2012,GEN,Genoa
serie_a,2012,INT,Inter
serie_a,2012,JUV,Juventus
serie_a,2012,LAZ,Lazio
serie_a,2012,MIL,Milan
serie_a,2012,NAP,Napoli
serie_a,2012,PAL,Palermo
serie_a,2012,PAR,Parma
serie_a,2012,PES,Pescara
serie_a,2012,ROM,Roma
serie_a,2012,SAM,Sampdoria
serie_a,2012,SIE,Siena
serie_a,2012,TOR,Torino
serie_a,2012,UDI,Udinese
serie_a,2013,ATA,Atalanta
serie_a,2013,BOLG,Bologna
serie_a,2013,CAG,Cagliari
serie_a,2013,CAT,Catania
serie_a,2013,CHI,Chievo
serie_a,2013,FIO,Fiorentina
serie_a,2013,GEN,Genoa
serie_a,2013,INT,Inter
serie_a,2013,JUV,Juventus
serie_a,2013,LAZ,Lazio
serie_a,2013,LIVO,Livorno
serie_a,2013,MIL,Milan
serie_a,2013,NAP,Napoli
serie_a,2013,PAR,Parma
serie_a,2013,ROM,Roma
serie_a,2013,SAM,Sampdoria
serie_a,2013,SAS,Sassuolo
serie_a,2013,TOR,Torino
serie_a,2013,UDI,Udinese
serie_a,2013,VER,Verona
serie_a,2014,ATA,Atalanta
serie_a,2014,CAG,Cagliari
serie_a,2014,CES,Cesena
serie_a,2014,CHI,Chievo
serie_a,2014,EMP,Empoli
serie_a,2014,FIO,Fiorentina
serie_a,2014,GEN,Genoa
serie_a,2014,INT,Inter
serie_a,2014,JUV,Juventus
serie_a,2014,LAZ,Lazio
serie_a,2014,MIL,Milan
serie_a,2014,NAP,Napoli
serie_a,2014,PAL,Palermo
serie_a,2014,PAR,Parma
serie_a,2014,ROM,Roma
serie_a,2014,SAM,Sampdoria
serie_a,2014,SAS,Sassuolo
serie_a,2014,TOR,Torino
serie_a,2014,UDI,Udinese
serie_a,2014,VER,Verona
serie_a,2015,ATA,Atalanta
