league,season,team,first_half_pts,second_half_pts
Bundesliga,2006,LEVK,76.47058823529412,76.47058823529412
Bundesliga,2006,M'G,0.0,0.0
Bundesliga,2006,MAI,11.764705882352942,11.764705882352942
Bundesliga,2006,NUR,70.58823529411765,70.58823529411765
Bundesliga,2006,SCH,94.11764705882354,94.11764705882354
Bundesliga,2006,STU,100.0,100.0
Bundesliga,2006,WERB,88.23529411764706,88.23529411764706
Bundesliga,2006,WOB,17.647058823529413,17.647058823529413
Bundesliga,2007,BAY,100.0,100.0
Bundesliga,2007,BIE,17.647058823529413,17.647058823529413
Bundesliga,2007,BOC,35.294117647058826,35.294117647058826
Bundesliga,2007,COT,23.529411764705884,23.529411764705884
Bundesliga,2007,DOR,29.411764705882355,29.411764705882355
Bundesliga,2007,DUI,0.0,0.0
Bundesliga,2007,EINF,52.94117647058824,52.94117647058824
Bundesliga,2007,HAM,82.3529411764706,82.3529411764706
Bundesliga,2007,HAN,58.82352941176471,58.82352941176471
Bundesliga,2007,HANR,5.882352941176471,5.882352941176471
Bundesliga,2007,HERT,47.05882352941177,47.05882352941177
Bundesliga,2007,KAR,41.1764705882353,41.1764705882353
Bundesliga,2007,LEVK,64.70588235294117,64.70588235294117
Bundesliga,2007,NUR,11.764705882352942,11.764705882352942
Bundesliga,2007,SCH,88.23529411764706,88.23529411764706
Bundesliga,2007,STU,70.58823529411765,70.58823529411765
Bundesliga,2007,WERB,94.11764705882354,94.11764705882354
Bundesliga,2007,WOB,76.47058823529412,76.47058823529412
Bundesliga,2008,BAY,94.11764705882354,94.11764705882354
Bundesliga,2008,BIE,0.0,0.0
Bundesliga,2008,BOC,23.529411764705884,23.529411764705884
Bundesliga,2008,COT,11.764705882352942,11.764705882352942
Bundesliga,2008,DOR,70.58823529411765,70.58823529411765
Bundesliga,2008,EINF,29.411764705882355,29.411764705882355
Bundesliga,2008,HAM,76.47058823529412,76.47058823529412
Bundesliga,2008,HAN,41.1764705882353,41.1764705882353
Bundesliga,2008,HERT,82.3529411764706,82.3529411764706
Bundesliga,2008,HOF,64.70588235294117,64.70588235294117
Bundesliga,2008,KAR,5.882352941176471,5.882352941176471
Bundesliga,2008,KOL,35.294117647058826,35.294117647058826
Bundesliga,2008,LEVK,52.94117647058824,52.94117647058824
Bundesliga,2008,M'G,17.647058823529413,17.647058823529413
Bundesliga,2008,SCH,58.82352941176471,58.82352941176471
Bundesliga,2008,STU,88.23529411764706,88.23529411764706
Bundesliga,2008,WERB,47.05882352941177,47.05882352941177
Bundesliga,2008,WOB,100.0,100.0
Bundesliga,2009,BAY,100.0,100.0
Bundesliga,2009,BOC,5.882352941176471,5.882352941176471
Bundesliga,2009,DOR,76.47058823529412,76.47058823529412
Bundesliga,2009,EINF,47.05882352941177,47.05882352941177
Bundesliga,2009,FRE,23.529411764705884,23.529411764705884
Bundesliga,2009,HAM,64.70588235294117,64.70588235294117
Bundesliga,2009,HAN,17.647058823529413,17.647058823529413
Bundesliga,2009,HERT,0.0,0.0
Bundesliga,2009,HOF,41.1764705882353,41.1764705882353
Bundesliga,2009,KOL,29.411764705882355,29.411764705882355
Bundesliga,2009,LEVK,82.3529411764706,82.3529411764706
Bundesliga,2009,M'G,35.294117647058826,35.294117647058826
Bundesliga,2009,MAI,52.94117647058824,52.94117647058824
Bundesliga,2009,NUR,11.764705882352942,11.764705882352942
Bundesliga,2009,SCH,94.11764705882354,94.11764705882354
Bundesliga,2009,STU,70.58823529411765,70.58823529411765
Bundesliga,2009,WERB,88.23529411764706,88.23529411764706
Bundesliga,2009,WOB,58.82352941176471,58.82352941176471
Bundesliga,2010,BAY,88.23529411764706,88.23529411764706
Bundesliga,2010,DOR,100.0,100.0
