league,season,n_teams,spearman_r,spearman_p
MLB,1987,23,0.7325062034739455,7.057114293339671e-05
MLB,1988,25,0.7933101314771848,2.240740996443905e-06
MLB,1989,27,0.8521072897004718,1.70769822231332e-08
MLB,1990,27,0.7515361936507898,6.230735994171241e-06
MLB,1991,27,0.8011669064187339,5.150571945085541e-07
MLB,1992,27,0.6914339651775798,6.497672639339373e-05
MLB,1993,27,0.7869688895842955,1.1226801516695418e-06
MLB,1994,27,0.8128350531854879,2.588121481325328e-07
MLB,1995,29,0.8502905244849112,5.256574496979314e-09
MLB,1996,29,0.8622096160531065,1.8468517308640066e-09
MLB,1997,29,0.9416582505759464,2.738455560284652e-14
MLB,1998,29,0.6904475609964307,3.395060520064785e-05
MLB,1999,29,0.7877737964042006,3.9363724247899387e-07
MLB,2000,29,0.7365818363526889,5.220953107006505e-06
MLB,2001,29,0.6595747627901849,9.942090958557874e-05
MLB,2002,29,0.629021230263315,0.000257168193451
MLB,2003,29,0.6955715205450248,2.8048954129621133e-05
MLB,2004,30,0.5721044583152767,0.0009559435880472
MLB,2005,30,0.7803488372267413,3.669965312126801e-07
MLB,2006,30,0.5961323496534765,0.0005083373677011
MLB,2007,30,0.8063507067580454,7.480393287503963e-08
MLB,2008,30,0.8654231429693717,6.745147909323685e-10
MLB,2009,30,0.7425731701880737,2.6209566672555448e-06
MLB,2010,30,0.74737783606206,2.080404975542929e-06
MLB,2011,30,0.6523313858844779,9.3728170418581e-05
MLB,2012,30,0.7730899480013792,5.510038718204168e-07
MLB,2013,30,0.7543546225993746,1.473969846183023e-06
MLB,2014,30,0.6333411664229277,0.000172207344062
MLB,2015,30,0.7643711425923765,8.807474329684316e-07
MLB,2016,30,0.6457638731537665,0.0001162124177619
