season,team,points,wins,draws,losses,gf,ga,gd,rank,simulated_rank_1,simulated_rank_2,simulated_rank_3,simulated_rank_4,simulated_rank_5,simulated_rank_6,simulated_rank_7,simulated_rank_8,simulated_rank_9,simulated_rank_10
2022,TOR,53,14,11,13,42,41,1,10,14,20,18,19,16,11,11,6,16,8
2022,MON,52,14,10,14,48,52,-4,11,7,2,7,17,8,15,8,20,7,13
2022,UDI,46,11,13,14,47,48,-1,12,18,12,12,10,14,4,12,11,18,9
2022,SAS,45,12,9,17,47,61,-14,13,2,11,15,6,4,12,10,4,10,11
2022,EMP,43,10,13,15,37,49,-12,14,12,16,6,13,18,17,14,14,2,3
2022,SAL,42,9,15,14,48,62,-14,15,6,8,13,5,3,13,17,2,17,16
2022,LEC,36,8,12,18,33,46,-13,16,15,5,3,20,19,7,19,16,3,6
2022,VER,31,7,10,21,31,59,-28,17,3,4,5,11,20,9,18,9,19,2
2022,SPE,31,6,13,19,31,62,-31,18,20,14,4,4,1,10,5,13,15,20
2022,CRE,27,5,12,21,36,69,-33,19,1,3,8,12,12,14,15,8,8,1
2022,SAM,19,3,10,25,24,71,-47,20,8,19,20,1,5,6,9,7,5,12
2023,INT,94,29,7,2,89,22,67,1,4,7,8,3,6,19,14,8,3,15
2023,MIL,75,22,9,7,76,49,27,2,7,10,16,1,2,8,15,13,16,4
2023,JUV,71,19,14,5,54,31,23,3,2,13,11,8,5,13,20,4,6,20
2023,ATA,69,21,6,11,72,42,30,4,12,4,9,14,14,2,4,7,8,1
2023,BOLG,68,18,14,6,54,32,22,5,3,17,17,7,18,7,16,16,5,5
2023,ROM,63,18,9,11,65,46,19,6,5,12,6,11,7,11,7,15,12,11
2023,LAZ,61,18,7,13,49,39,10,7,1,3,5,16,11,18,10,12,17,7
2023,FIO,60,17,9,12,61,46,15,8,15,9,19,9,13,4,3,10,1,16
2023,NAP,53,13,14,11,55,48,7,9,18,11,1,6,20,5,6,3,2,6
2023,TOR,53,13,14,11,36,36,0,10,14,2,7,20,9,16,2,2,10,12
2023,GEN,49,12,13,13,45,45,0,11,11,18,13,5,4,10,17,5,18,9
2023,MON,45,11,12,15,39,51,-12,12,17,1,3,13,1,17,1,9,14,18
2023,VER,38,9,11,18,38,51,-13,13,10,16,2,18,10,12,9,17,11,8
2023,LEC,38,8,14,16,32,54,-22,14,6,20,18,17,19,20,12,19,19,3
2023,UDI,37,6,19,13,37,53,-16,15,8,5,20,10,16,15,8,20,15,13
2023,EMP,36,9,9,20,29,54,-25,16,13,14,15,2,12,6,11,18,20,2
2023,CAG,36,8,12,18,42,68,-26,17,19,19,10,12,8,1,5,1,7,14
2023,FRO,35,8,11,19,44,69,-25,18,20,15,12,15,3,9,19,11,9,10
2023,SAS,30,7,9,22,43,75,-32,19,9,8,4,19,15,14,18,14,13,17
2023,SAL,17,2,11,25,32,81,-49,20,16,6,14,4,17,3,13,6,4,19
2024,NAP,82,24,10,4,59,27,32,1,11,12,9,3,19,18,2,1,10,1
2024,INT,81,24,9,5,79,35,44,2,15,11,18,18,1,6,12,17,18,3
2024,ATA,74,22,8,8,78,37,41,3,9,15,11,13,18,4,15,9,7,17
2024,JUV,70,18,16,4,58,35,23,4,20,4,2,6,3,12,11,3,8,13
2024,ROM,69,20,9,9,56,35,21,5,5,8,14,19,5,14,18,4,13,8
2024,FIO,65,19,8,11,60,41,19,6,10,9,16,8,11,16,13,7,6,9
2024,LAZ,65,18,11,9,61,49,12,7,16,19,20,20,15,20,16,19,12,10
2024,MIL,63,18,9,11,61,43,18,8,17,6,15,5,4,5,17,20,19,19
2024,BOLG,62,16,14,8,57,47,10,9,3,16,19,4,6,7,4,18,15,7
2024,COM,49,13,10,15,49,52,-3,10,18,1,17,12,9,11,19,2,2,12
2024,TOR,44,10,14,14,39,45,-6,11,1,17,3,17,13,13,1,6,4,6
2024,UDI,44,12,8,18,41,56,-15,12,4,20,13,14,14,3,14,13,14,15
2024,GEN,43,10,13,15,37,49,-12,13,19,3,12,15,2,17,8,10,3,2
2024,VER,37,10,7,21,34,66,-32,14,8,10,6,1,7,19,9,16,11,18
2024,PAR,36,7,15,16,44,58,-14,15,6,7,8,16,8,2,3,8,17,11
2024,CAG,36,9,9,20,40,56,-16,16,14,13,7,7,17,8,6,11,5,14
2024,LEC,34,8,10,20,27,58,-31,17,2,5,5,9,16,15,5,12,16,5
2024,EMP,31,6,13,19,33,59,-26,18,7,2,4,11,20,1,10,14,1,4
2024,VEN,29,5,14,19,32,56,-24,19,12,14,10,2,10,10,7,15,20,16
2024,MON,18,3,9,26,28,69,-41,20,13,18,1,10,12,9,20,5,9,20
