season,team,points,wins,draws,losses,gf,ga,gd,rank,simulated_rank_1,simulated_rank_2,simulated_rank_3,simulated_rank_4,simulated_rank_5,simulated_rank_6,simulated_rank_7,simulated_rank_8,simulated_rank_9,simulated_rank_10
2024,MAI,52,14,10,10,55,43,12,6,15,7,1,9,17,14,18,6,9,4
2024,RBL,51,13,12,9,53,48,5,7,7,4,3,13,6,2,15,7,17,5
2024,WERB,51,14,9,11,54,57,-3,8,12,17,5,18,18,4,16,2,7,17
2024,STU,50,14,8,12,64,53,11,9,9,15,12,16,7,9,1,9,1,2
2024,M'G,45,13,6,15,55,57,-2,10,10,9,7,8,5,13,10,3,3,12
2024,WOB,43,11,10,13,56,54,2,11,16,5,17,11,8,17,9,13,15,8
2024,AUG,43,11,10,13,35,51,-16,12,4,8,15,1,14,16,12,8,8,1
2024,UNI,41,10,11,13,36,50,-14,13,13,12,9,10,10,5,3,10,14,13
2024,STP,32,8,8,18,28,41,-13,14,8,14,18,12,2,18,6,16,10,14
2024,HOF,32,7,11,16,46,68,-22,15,17,11,8,5,4,10,2,18,12,18
2024,HEI,29,8,5,21,37,64,-27,16,3,16,14,4,1,1,17,4,11,15
2024,HOLK,25,6,7,21,49,80,-31,17,11,3,6,14,16,12,7,15,16,6
2024,BOC,23,5,8,21,32,68,-36,18,14,1,2,15,9,6,13,11,6,11
