league,season,total_matches,total_upsets_seed_1,upset_frequency_seed_1,total_upsets_seed_2,upset_frequency_seed_2,total_upsets_seed_3,upset_frequency_seed_3,total_upsets_seed_4,upset_frequency_seed_4,total_upsets_seed_5,upset_frequency_seed_5,total_upsets_seed_6,upset_frequency_seed_6,total_upsets_seed_7,upset_frequency_seed_7,total_upsets_seed_8,upset_frequency_seed_8,total_upsets_seed_9,upset_frequency_seed_9,total_upsets_seed_10,upset_frequency_seed_10,total_upsets_avg,upset_frequency_avg
premier_league,2015,380,149.5,0.39342105263157895,156.0,0.4105263157894737,166.0,0.4368421052631579,149.5,0.39342105263157895,160.0,0.42105263157894735,172.0,0.45263157894736844,170.0,0.4473684210526316,167.5,0.4407894736842105,157.0,0.4131578947368421,159.5,0.41973684210526313,160.7,0.42289473684210527
premier_league,2016,380,161.0,0.4236842105263158,160.0,0.42105263157894735,158.0,0.41578947368421054,156.0,0.4105263157894737,159.0,0.41842105263157897,155.0,0.40789473684210525,163.5,0.43026315789473685,158.5,0.41710526315789476,160.5,0.42236842105263156,158.0,0.41578947368421054,158.95,0.4182894736842105
premier_league,2017,380,140.5,0.36973684210526314,157.5,0.4144736842105263,163.5,0.43026315789473685,173.0,0.45526315789473687,161.0,0.4236842105263158,162.0,0.4263157894736842,153.5,0.4039473684210526,159.0,0.41842105263157897,152.0,0.4,148.5,0.3907894736842105,157.05,0.4132894736842105
premier_league,2018,380,159.0,0.41842105263157897,154.5,0.40657894736842104,160.5,0.42236842105263156,162.0,0.4263157894736842,166.5,0.4381578947368421,172.5,0.45394736842105265,159.5,0.41973684210526313,159.0,0.41842105263157897,155.5,0.40921052631578947,159.5,0.41973684210526313,160.85,0.42328947368421044
premier_league,2019,380,151.0,0.3973684210526316,156.0,0.4105263157894737,161.5,0.425,168.5,0.44342105263157894,158.5,0.41710526315789476,169.5,0.44605263157894737,168.5,0.44342105263157894,158.0,0.41578947368421054,164.5,0.4328947368421053,162.5,0.4276315789473684,161.85,0.425921052631579
premier_league,2020,380,154.5,0.40657894736842104,167.0,0.4394736842105263,157.5,0.4144736842105263,161.5,0.425,162.0,0.4263157894736842,160.0,0.42105263157894735,159.5,0.41973684210526313,155.0,0.40789473684210525,165.0,0.4342105263157895,166.0,0.4368421052631579,160.8,0.42315789473684207
premier_league,2021,380,168.5,0.44342105263157894,153.0,0.4026315789473684,155.0,0.40789473684210525,158.0,0.41578947368421054,152.5,0.40131578947368424,161.0,0.4236842105263158,158.0,0.41578947368421054,165.5,0.4355263157894737,167.5,0.4407894736842105,155.5,0.40921052631578947,159.45,0.4196052631578947
premier_league,2022,380,162.5,0.4276315789473684,147.5,0.3881578947368421,167.0,0.4394736842105263,167.0,0.4394736842105263,156.0,0.4105263157894737,166.5,0.4381578947368421,159.0,0.41842105263157897,160.0,0.42105263157894735,174.0,0.45789473684210524,155.5,0.40921052631578947,161.5,0.425
premier_league,2023,380,159.0,0.41842105263157897,160.5,0.42236842105263156,156.5,0.4118421052631579,163.5,0.43026315789473685,160.0,0.42105263157894735,153.5,0.4039473684210526,164.0,0.43157894736842106,160.0,0.42105263157894735,161.0,0.4236842105263158,166.5,0.4381578947368421,160.45,0.42223684210526313
premier_league,2024,380,169.0,0.44473684210526315,166.5,0.4381578947368421,168.5,0.44342105263157894,164.5,0.4328947368421053,159.0,0.41842105263157897,161.5,0.425,166.5,0.4381578947368421,170.5,0.4486842105263158,143.0,0.3763157894736842,163.0,0.42894736842105263,163.2,0.42947368421052623
