league,num_data_points,std_win_pct_actual,std_win_pct_skill,std_win_pct_luck_results_avg,std_win_pct_luck_goals_avg,q_results,q_goals
Bundesliga,378,0.1418484630791528,0.3051839689465369,0.0738657523731655,0.0742768503225622,0.29389259399042617,0.2926354681452197
La Liga,460,0.1413844616843316,0.3034884893334419,0.0702242280183342,0.0698764647074597,0.3050627355635495,0.30609724431504637
Premier League,440,0.1535240158963132,0.3034884893334419,0.0710755792483574,0.0708793568183471,0.35474981410358003,0.35529412875740385
Serie A,454,0.1505727255913851,0.3036906502916904,0.0685115683436673,0.0701487747883393,0.3489305110301184,0.34436629674960284
