league,season,date,home_team,away_team,actual_home_team_result,skilled_league_home_team_result
Premier League,2002,2002-11-04,NEW,MID,1,1
Premier League,2002,2002-11-09,ARS,NEW,1,1
Premier League,2002,2002-11-09,AVL,FUL,1,-1
Premier League,2002,2002-11-09,BOLN,WBA,0,1
Premier League,2002,2002-11-09,CHE,BIR,1,1
Premier League,2002,2002-11-09,EVE,CHA,1,1
Premier League,2002,2002-11-09,MANC,MANU,1,-1
Premier League,2002,2002-11-09,MID,LIVP,1,-1
Premier League,2002,2002-11-09,SOU,BLBN,0,-1
Premier League,2002,2002-11-10,SUN,TOT,1,-1
Premier League,2002,2002-11-10,WHU,LEE,-1,-1
Premier League,2002,2002-11-16,ARS,TOT,1,1
Premier League,2002,2002-11-16,CHE,MID,1,1
Premier League,2002,2002-11-16,MANC,CHA,-1,1
Premier League,2002,2002-11-16,NEW,SOU,1,1
Premier League,2002,2002-11-16,WBA,AVL,0,-1
Premier League,2002,2002-11-17,BIR,FUL,0,1
Premier League,2002,2002-11-17,BLBN,EVE,-1,1
Premier League,2002,2002-11-17,LEE,BOLN,-1,1
Premier League,2002,2002-11-17,LIVP,SUN,0,1
Premier League,2002,2002-11-17,WHU,MANU,0,-1
Premier League,2002,2002-11-23,AVL,WHU,1,1
Premier League,2002,2002-11-23,BOLN,CHE,0,-1
Premier League,2002,2002-11-23,EVE,WBA,1,1
Premier League,2002,2002-11-23,FUL,LIVP,1,-1
Premier League,2002,2002-11-23,MANU,NEW,1,1
Premier League,2002,2002-11-23,MID,MANC,1,-1
Premier League,2002,2002-11-23,SOU,ARS,1,-1
Premier League,2002,2002-11-23,SUN,BIR,-1,-1
Premier League,2002,2002-11-24,CHA,BLBN,1,-1
Premier League,2002,2002-11-24,TOT,LEE,1,1
Premier League,2002,2002-11-30,ARS,AVL,1,1
Premier League,2002,2002-11-30,BIR,TOT,0,-1
Premier League,2002,2002-11-30,BLBN,FUL,1,1
Premier League,2002,2002-11-30,CHE,SUN,1,1
Premier League,2002,2002-11-30,MANC,BOLN,1,1
Premier League,2002,2002-11-30,WBA,MID,1,-1
Premier League,2002,2002-12-01,LEE,CHA,-1,-1
Premier League,2002,2002-12-01,LIVP,MANU,-1,-1
Premier League,2002,2002-12-01,NEW,EVE,1,1
Premier League,2002,2002-12-02,WHU,SOU,-1,-1
Premier League,2002,2002-12-07,AVL,NEW,-1,-1
Premier League,2002,2002-12-07,BOLN,BLBN,0,-1
Premier League,2002,2002-12-07,CHA,LIVP,1,-1
Premier League,2002,2002-12-07,EVE,CHE,-1,-1
Premier League,2002,2002-12-07,FUL,LEE,1,1
Premier League,2002,2002-12-07,MANU,ARS,1,1
Premier League,2002,2002-12-07,MID,WHU,0,1
Premier League,2002,2002-12-07,SOU,BIR,1,1
Premier League,2002,2002-12-08,TOT,WBA,1,1
Premier League,2002,2002-12-09,SUN,MANC,-1,-1
Premier League,2002,2002-12-14,AVL,WBA,1,1
Premier League,2002,2002-12-14,CHA,MANC,0,-1
Premier League,2002,2002-12-14,EVE,BLBN,1,-1
Premier League,2002,2002-12-14,MANU,WHU,1,1
Premier League,2002,2002-12-14,MID,CHE,0,-1
Premier League,2002,2002-12-14,SOU,NEW,0,-1
Premier League,2002,2002-12-15,FUL,BIR,-1,-1
Premier League,2002,2002-12-15,SUN,LIVP,1,-1
Premier League,2002,2002-12-15,TOT,ARS,0,-1
Premier League,2002,2002-12-16,BOLN,LEE,-1,-1
Premier League,2002,2002-12-21,ARS,MID,1,1
Premier League,2002,2002-12-21,BIR,CHA,0,-1
Premier League,2002,2002-12-21,CHE,AVL,1,1
Premier League,2002,2002-12-21,LEE,SOU,0,-1
Premier League,2002,2002-12-21,NEW,FUL,1,1
Premier League,2002,2002-12-21,WBA,SUN,0,1
Premier League,2002,2002-12-21,WHU,BOLN,0,-1
Premier League,2002,2002-12-22,BLBN,MANU,1,-1
Premier League,2002,2002-12-22,LIVP,EVE,0,1
Premier League,2002,2002-12-23,MANC,TOT,-1,1
Premier League,2002,2002-12-26,BIR,EVE,0,-1
Premier League,2002,2002-12-26,BOLN,NEW,1,-1
Premier League,2002,2002-12-26,CHE,SOU,0,1
Premier League,2002,2002-12-26,LIVP,BLBN,0,1
Premier League,2002,2002-12-26,MANC,AVL,1,1
Premier League,2002,2002-12-26,MID,MANU,1,-1
Premier League,2002,2002-12-26,SUN,LEE,-1,-1
Premier League,2002,2002-12-26,TOT,CHA,0,1
Premier League,2002,2002-12-26,WBA,ARS,-1,-1
Premier League,2002,2002-12-26,WHU,FUL,0,-1
Premier League,2002,2002-12-28,AVL,MID,1,-1
Premier League,2002,2002-12-28,BLBN,WHU,0,1
Premier League,2002,2002-12-28,CHA,WBA,1,1
Premier League,2002,2002-12-28,EVE,BOLN,0,1
Premier League,2002,2002-12-28,FUL,MANC,-1,-1
Premier League,2002,2002-12-28,LEE,CHE,1,-1
Premier League,2002,2002-12-28,MANU,BIR,1,1
Premier League,2002,2002-12-28,SOU,SUN,1,1
Premier League,2002,2002-12-29,ARS,LIVP,0,1
Premier League,2002,2002-12-29,NEW,TOT,1,1
Premier League,2002,2003-01-01,ARS,CHE,1,1
Premier League,2002,2003-01-01,AVL,BOLN,1,1
Premier League,2002,2003-01-01,BLBN,MID,1,1
Premier League,2002,2003-01-01,EVE,MANC,0,1
Premier League,2002,2003-01-01,LEE,BIR,1,-1
Premier League,2002,2003-01-01,MANU,SUN,1,1
Premier League,2002,2003-01-01,NEW,LIVP,1,1
Premier League,2002,2003-01-01,SOU,TOT,1,1
Premier League,2002,2003-01-11,BOLN,FUL,0,-1
Premier League,2002,2003-01-11,CHE,CHA,1,1
Premier League,2002,2003-01-11,LIVP,AVL,0,1
Premier League,2002,2003-01-11,MANC,LEE,1,1
Premier League,2002,2003-01-11,MID,SOU,0,-1
Premier League,2002,2003-01-11,SUN,BLBN,0,-1
Premier League,2002,2003-01-11,WBA,MANU,-1,-1
Premier League,2002,2003-01-11,WHU,NEW,0,-1
Premier League,2002,2003-01-12,BIR,ARS,-1,-1
Premier League,2002,2003-01-12,TOT,EVE,1,-1
Premier League,2002,2003-01-18,AVL,TOT,-1,-1
Premier League,2002,2003-01-18,BLBN,BIR,0,1
Premier League,2002,2003-01-18,CHA,BOLN,0,1
Premier League,2002,2003-01-18,EVE,SUN,1,1
Premier League,2002,2003-01-18,LEE,WBA,0,1
Premier League,2002,2003-01-18,MANU,CHE,1,1
Premier League,2002,2003-01-18,NEW,MANC,1,1
Premier League,2002,2003-01-18,SOU,LIVP,-1,-1
Premier League,2002,2003-01-19,ARS,WHU,1,1
Premier League,2002,2003-01-19,FUL,MID,1,-1
Premier League,2002,2003-01-22,CHA,WHU,1,1
Premier League,2002,2003-01-22,NEW,BOLN,1,1
Premier League,2002,2003-01-28,BOLN,EVE,-1,-1
Premier League,2002,2003-01-28,CHE,LEE,1,1
Premier League,2002,2003-01-28,MID,AVL,-1,1
Premier League,2002,2003-01-28,SUN,SOU,-1,-1
Premier League,2002,2003-01-29,LIVP,ARS,0,-1
Premier League,2002,2003-01-29,MANC,FUL,1,1
Premier League,2002,2003-01-29,TOT,NEW,-1,-1
Premier League,2002,2003-01-29,WBA,CHA,-1,-1
Premier League,2002,2003-01-29,WHU,BLBN,1,-1
Premier League,2002,2003-02-01,ARS,FUL,1,1
Premier League,2002,2003-02-01,BOLN,BIR,1,-1
Premier League,2002,2003-02-01,CHE,TOT,0,1
Premier League,2002,2003-02-01,EVE,LEE,1,1
Premier League,2002,2003-02-01,MANC,WBA,-1,1
Premier League,2002,2003-02-01,SOU,MANU,-1,-1
Premier League,2002,2003-02-01,SUN,CHA,-1,-1
Premier League,2002,2003-02-02,AVL,BLBN,1,-1
Premier League,2002,2003-02-02,WHU,LIVP,-1,-1
Premier League,2002,2003-02-04,BIR,MANU,-1,-1
Premier League,2002,2003-02-08,BIR,CHE,-1,-1
Premier League,2002,2003-02-08,BLBN,SOU,1,1
Premier League,2002,2003-02-08,CHA,EVE,1,-1
Premier League,2002,2003-02-08,FUL,AVL,1,1
Premier League,2002,2003-02-08,LEE,WHU,1,1
Premier League,2002,2003-02-08,LIVP,MID,0,1
Premier League,2002,2003-02-08,TOT,SUN,1,1
Premier League,2002,2003-02-08,WBA,BOLN,0,-1
Premier League,2002,2003-02-09,MANU,MANC,0,1
Premier League,2002,2003-02-09,NEW,ARS,0,-1
Premier League,2002,2003-02-19,FUL,WBA,1,1
Premier League,2002,2003-02-22,BOLN,MANU,0,-1
Premier League,2002,2003-02-22,CHA,AVL,1,1
Premier League,2002,2003-02-22,CHE,BLBN,-1,1
Premier League,2002,2003-02-22,EVE,SOU,1,1
Premier League,2002,2003-02-22,LEE,NEW,-1,-1
Premier League,2002,2003-02-22,MANC,ARS,-1,-1
Premier League,2002,2003-02-22,SUN,MID,-1,-1
Premier League,2002,2003-02-23,BIR,LIVP,1,-1
Premier League,2002,2003-02-23,WBA,WHU,-1,-1
Premier League,2002,2003-02-24,TOT,FUL,0,1
Premier League,2002,2003-03-01,BLBN,MANC,1,1
Premier League,2002,2003-03-01,FUL,SUN,1,1
Premier League,2002,2003-03-01,MID,EVE,0,-1
Premier League,2002,2003-03-01,NEW,CHE,1,1
Premier League,2002,2003-03-01,SOU,WBA,1,1
Premier League,2002,2003-03-01,WHU,TOT,1,-1
Premier League,2002,2003-03-02,ARS,CHA,1,1
Premier League,2002,2003-03-03,AVL,BIR,-1,-1
Premier League,2002,2003-03-05,MANU,LEE,1,1
Premier League,2002,2003-03-05,MID,NEW,1,-1
Premier League,2002,2003-03-08,LIVP,BOLN,1,1
Premier League,2002,2003-03-15,AVL,MANU,-1,-1
Premier League,2002,2003-03-15,BLBN,ARS,1,-1
Premier League,2002,2003-03-15,CHA,NEW,-1,-1
Premier League,2002,2003-03-15,EVE,WHU,0,1
Premier League,2002,2003-03-15,FUL,SOU,0,-1
Premier League,2002,2003-03-15,LEE,MID,-1,-1
Premier League,2002,2003-03-15,SUN,BOLN,-1,-1
Premier League,2002,2003-03-16,MANC,BIR,1,1
Premier League,2002,2003-03-16,TOT,LIVP,-1,-1
Premier League,2002,2003-03-16,WBA,CHE,-1,-1
Premier League,2002,2003-03-22,BIR,WBA,1,1
Premier League,2002,2003-03-22,CHE,MANC,1,1
Premier League,2002,2003-03-22,MANU,FUL,1,1
Premier League,2002,2003-03-22,MID,CHA,0,1
Premier League,2002,2003-03-22,NEW,BLBN,1,1
Premier League,2002,2003-03-22,SOU,AVL,0,1
Premier League,2002,2003-03-22,WHU,SUN,1,1
Premier League,2002,2003-03-23,ARS,EVE,1,1
Premier League,2002,2003-03-23,LIVP,LEE,1,1
Premier League,2002,2003-03-24,BOLN,TOT,1,-1
Premier League,2002,2003-04-05,AVL,ARS,0,-1
Premier League,2002,2003-04-05,BOLN,MANC,1,-1
Premier League,2002,2003-04-05,CHA,LEE,-1,1
Premier League,2002,2003-04-05,MANU,LIVP,1,1
Premier League,2002,2003-04-05,MID,WBA,1,1
Premier League,2002,2003-04-05,SOU,WHU,0,1
Premier League,2002,2003-04-05,SUN,CHE,-1,-1
Premier League,2002,2003-04-05,TOT,BIR,1,1
Premier League,2002,2003-04-06,EVE,NEW,1,-1
Premier League,2002,2003-04-07,FUL,BLBN,-1,-1
Premier League,2002,2003-04-12,BIR,SUN,1,1
Premier League,2002,2003-04-12,BLBN,CHA,1,1
Premier League,2002,2003-04-12,CHE,BOLN,1,1
Premier League,2002,2003-04-12,LEE,TOT,0,-1
Premier League,2002,2003-04-12,LIVP,FUL,1,1
Premier League,2002,2003-04-12,MANC,MID,0,1
Premier League,2002,2003-04-12,NEW,MANU,-1,-1
Premier League,2002,2003-04-12,WBA,EVE,-1,-1
Premier League,2002,2003-04-12,WHU,AVL,0,-1
Premier League,2002,2003-04-16,ARS,MANU,0,-1
Premier League,2002,2003-04-18,TOT,MANC,-1,-1
Premier League,2002,2003-04-19,AVL,CHE,1,-1
Premier League,2002,2003-04-19,BOLN,WHU,1,1
Premier League,2002,2003-04-19,CHA,BIR,-1,1
Premier League,2002,2003-04-19,EVE,LIVP,-1,-1
Premier League,2002,2003-04-19,FUL,NEW,1,-1
Premier League,2002,2003-04-19,MANU,BLBN,1,1
Premier League,2002,2003-04-19,MID,ARS,-1,-1
Premier League,2002,2003-04-19,SOU,LEE,1,1
Premier League,2002,2003-04-19,SUN,WBA,-1,-1
Premier League,2002,2003-04-21,BIR,SOU,1,-1
Premier League,2002,2003-04-21,BLBN,BOLN,0,1
Premier League,2002,2003-04-21,CHE,EVE,1,1
Premier League,2002,2003-04-21,LIVP,CHA,1,1
Premier League,2002,2003-04-21,MANC,SUN,1,1
Premier League,2002,2003-04-21,NEW,AVL,0,1
Premier League,2002,2003-04-21,WBA,TOT,-1,-1
Premier League,2002,2003-04-21,WHU,MID,1,-1
Premier League,2002,2003-04-22,LEE,FUL,1,-1
Premier League,2002,2003-04-26,BIR,MID,1,-1
Premier League,2002,2003-04-26,BOLN,ARS,0,-1
Premier League,2002,2003-04-26,CHA,SOU,1,-1
Premier League,2002,2003-04-26,CHE,FUL,0,1
Premier League,2002,2003-04-26,EVE,AVL,1,1
Premier League,2002,2003-04-26,LEE,BLBN,-1,-1
Premier League,2002,2003-04-26,SUN,NEW,-1,-1
Premier League,2002,2003-04-26,WBA,LIVP,-1,-1
Premier League,2002,2003-04-27,MANC,WHU,-1,1
Premier League,2002,2003-04-27,TOT,MANU,-1,-1
Premier League,2002,2003-05-03,AVL,SUN,1,1
Premier League,2002,2003-05-03,BLBN,WBA,0,1
Premier League,2002,2003-05-03,FUL,EVE,1,-1
Premier League,2002,2003-05-03,LIVP,MANC,-1,1
Premier League,2002,2003-05-03,MANU,CHA,1,1
Premier League,2002,2003-05-03,MID,TOT,1,-1
Premier League,2002,2003-05-03,NEW,BIR,1,1
Premier League,2002,2003-05-03,SOU,BOLN,0,1
Premier League,2002,2003-05-03,WHU,CHE,1,-1
Premier League,2002,2003-05-04,ARS,LEE,-1,1
Premier League,2002,2003-05-07,ARS,SOU,1,1
Premier League,2002,2003-05-11,BIR,WHU,0,1
Premier League,2002,2003-05-11,BOLN,MID,1,-1
Premier League,2002,2003-05-11,CHA,FUL,-1,1
Premier League,2002,2003-05-11,CHE,LIVP,1,1
Premier League,2002,2003-05-11,EVE,MANU,-1,-1
Premier League,2002,2003-05-11,LEE,AVL,1,1
Premier League,2002,2003-05-11,MANC,SOU,-1,-1
Premier League,2002,2003-05-11,SUN,ARS,-1,-1
Premier League,2002,2003-05-11,TOT,BLBN,-1,-1
Premier League,2002,2003-05-11,WBA,NEW,0,-1
Premier League,2005,2005-08-13,AVL,BOLN,0,-1
Premier League,2005,2005-08-13,EVE,MANU,-1,-1
Premier League,2005,2005-08-13,FUL,BIR,0,1
Premier League,2005,2005-08-13,MANC,WBA,0,1
Premier League,2005,2005-08-13,MID,LIVP,0,-1
Premier League,2005,2005-08-13,POR,TOT,-1,-1
Premier League,2005,2005-08-13,SUN,CHA,-1,-1
Premier League,2005,2005-08-13,WHU,BLBN,1,-1
Premier League,2005,2005-08-14,ARS,NEW,1,1
Premier League,2005,2005-08-14,WIG,CHE,-1,-1
Premier League,2005,2005-08-20,BIR,MANC,-1,-1
Premier League,2005,2005-08-20,BLBN,FUL,1,1
Premier League,2005,2005-08-20,CHA,WIG,1,-1
Premier League,2005,2005-08-20,LIVP,SUN,1,1
Premier League,2005,2005-08-20,MANU,AVL,1,1
Premier League,2005,2005-08-20,NEW,WHU,0,1
Premier League,2005,2005-08-20,TOT,MID,1,1
Premier League,2005,2005-08-20,WBA,POR,1,-1
Premier League,2005,2005-08-21,BOLN,EVE,-1,1
Premier League,2005,2005-08-21,CHE,ARS,1,1
Premier League,2005,2005-08-23,BIR,MID,-1,-1
Premier League,2005,2005-08-23,POR,AVL,0,-1
Premier League,2005,2005-08-23,SUN,MANC,-1,-1
Premier League,2005,2005-08-24,ARS,FUL,1,1
Premier League,2005,2005-08-24,BLBN,TOT,0,-1
Premier League,2005,2005-08-24,BOLN,NEW,1,-1
Premier League,2005,2005-08-24,CHE,WBA,1,1
Premier League,2005,2005-08-27,AVL,BLBN,1,-1
Premier League,2005,2005-08-27,FUL,EVE,1,-1
Premier League,2005,2005-08-27,MANC,POR,1,1
Premier League,2005,2005-08-27,TOT,CHE,-1,-1
Premier League,2005,2005-08-27,WBA,BIR,-1,-1
Premier League,2005,2005-08-27,WHU,BOLN,-1,-1
Premier League,2005,2005-08-27,WIG,SUN,1,1
Premier League,2005,2005-08-28,MID,CHA,-1,-1
Premier League,2005,2005-08-28,NEW,MANU,-1,-1
Premier League,2005,2005-09-10,BIR,CHA,-1,-1
Premier League,2005,2005-09-10,CHE,SUN,1,1
Premier League,2005,2005-09-10,EVE,POR,-1,1
Premier League,2005,2005-09-10,MANU,MANC,0,1
Premier League,2005,2005-09-10,MID,ARS,1,-1
Premier League,2005,2005-09-10,NEW,FUL,0,1
Premier League,2005,2005-09-10,TOT,LIVP,0,-1
Premier League,2005,2005-09-10,WBA,WIG,-1,-1
Premier League,2005,2005-09-11,BOLN,BLBN,0,-1
Premier League,2005,2005-09-12,WHU,AVL,1,1
Premier League,2005,2005-09-17,AVL,TOT,0,-1
Premier League,2005,2005-09-17,CHA,CHE,-1,-1
Premier League,2005,2005-09-17,FUL,WHU,-1,-1
Premier League,2005,2005-09-17,POR,BIR,0,1
Premier League,2005,2005-09-17,SUN,WBA,0,-1
Premier League,2005,2005-09-18,BLBN,NEW,-1,1
Premier League,2005,2005-09-18,LIVP,MANU,0,-1
Premier League,2005,2005-09-18,MANC,BOLN,-1,-1
Premier League,2005,2005-09-18,WIG,MID,0,1
Premier League,2005,2005-09-19,ARS,EVE,1,1
Premier League,2005,2005-09-24,BIR,LIVP,0,-1
Premier League,2005,2005-09-24,BOLN,POR,1,1
Premier League,2005,2005-09-24,CHE,AVL,1,1
Premier League,2005,2005-09-24,EVE,WIG,-1,-1
Premier League,2005,2005-09-24,MANU,BLBN,-1,1
Premier League,2005,2005-09-24,NEW,MANC,1,1
Premier League,2005,2005-09-24,WBA,CHA,-1,-1
Premier League,2005,2005-09-24,WHU,ARS,0,-1
Premier League,2005,2005-09-25,MID,SUN,-1,1
Premier League,2005,2005-09-26,TOT,FUL,1,1
Premier League,2005,2005-10-01,BLBN,WBA,1,1
Premier League,2005,2005-10-01,CHA,TOT,-1,-1
Premier League,2005,2005-10-01,FUL,MANU,-1,-1
Premier League,2005,2005-10-01,POR,NEW,0,-1
Premier League,2005,2005-10-01,SUN,WHU,0,-1
Premier League,2005,2005-10-02,ARS,BIR,1,1
Premier League,2005,2005-10-02,AVL,MID,-1,-1
Premier League,2005,2005-10-02,LIVP,CHE,-1,-1
Premier League,2005,2005-10-02,MANC,EVE,1,-1
Premier League,2005,2005-10-02,WIG,BOLN,1,-1
Premier League,2005,2005-10-15,CHE,BOLN,1,1
Premier League,2005,2005-10-15,LIVP,BLBN,1,1
Premier League,2005,2005-10-15,MID,POR,0,1
Premier League,2005,2005-10-15,SUN,MANU,-1,-1
Premier League,2005,2005-10-15,TOT,EVE,1,1
Premier League,2005,2005-10-15,WBA,ARS,1,-1
Premier League,2005,2005-10-15,WIG,NEW,1,-1
Premier League,2005,2005-10-16,BIR,AVL,-1,-1
Premier League,2005,2005-10-16,MANC,WHU,1,-1
Premier League,2005,2005-10-17,CHA,FUL,0,-1
Premier League,2005,2005-10-22,ARS,MANC,1,1
Premier League,2005,2005-10-22,AVL,WIG,-1,-1
Premier League,2005,2005-10-22,BLBN,BIR,1,1
Premier League,2005,2005-10-22,FUL,LIVP,1,-1
Premier League,2005,2005-10-22,MANU,TOT,0,1
Premier League,2005,2005-10-22,POR,CHA,-1,-1
Premier League,2005,2005-10-23,BOLN,WBA,1,1
Premier League,2005,2005-10-23,EVE,CHE,0,-1
Premier League,2005,2005-10-23,NEW,SUN,1,1
Premier League,2005,2005-10-23,WHU,MID,1,1
Premier League,2005,2005-10-29,BIR,EVE,-1,-1
Premier League,2005,2005-10-29,CHA,BOLN,-1,-1
Premier League,2005,2005-10-29,CHE,BLBN,1,1
Premier League,2005,2005-10-29,LIVP,WHU,1,1
Premier League,2005,2005-10-29,MID,MANU,1,-1
Premier League,2005,2005-10-29,SUN,POR,-1,-1
Premier League,2005,2005-10-29,TOT,ARS,0,-1
Premier League,2005,2005-10-29,WIG,FUL,1,1
Premier League,2005,2005-10-30,WBA,NEW,-1,-1
Premier League,2005,2005-10-31,MANC,AVL,1,1
Premier League,2005,2005-11-05,ARS,SUN,1,1
Premier League,2005,2005-11-05,AVL,LIVP,-1,-1
Premier League,2005,2005-11-05,BLBN,CHA,1,1
Premier League,2005,2005-11-05,FUL,MANC,1,1
Premier League,2005,2005-11-05,NEW,BIR,1,1
Premier League,2005,2005-11-05,POR,WIG,-1,-1
Premier League,2005,2005-11-05,WHU,WBA,1,1
Premier League,2005,2005-11-06,EVE,MID,1,1
Premier League,2005,2005-11-06,MANU,CHE,1,-1
Premier League,2005,2005-11-07,BOLN,TOT,1,-1
Premier League,2005,2005-11-19,CHA,MANU,-1,-1
Premier League,2005,2005-11-19,CHE,NEW,1,1
Premier League,2005,2005-11-19,LIVP,POR,1,1
Premier League,2005,2005-11-19,MANC,BLBN,0,-1
Premier League,2005,2005-11-19,SUN,AVL,-1,-1
Premier League,2005,2005-11-19,WBA,EVE,1,-1
Premier League,2005,2005-11-19,WIG,ARS,-1,-1
Premier League,2005,2005-11-20,MID,FUL,1,-1
Premier League,2005,2005-11-20,TOT,WHU,0,1
Premier League,2005,2005-11-26,ARS,BLBN,1,1
Premier League,2005,2005-11-26,AVL,CHA,1,-1
Premier League,2005,2005-11-26,MANC,LIVP,-1,-1
Premier League,2005,2005-11-26,POR,CHE,-1,-1
Premier League,2005,2005-11-26,SUN,BIR,-1,-1
Premier League,2005,2005-11-26,WIG,TOT,-1,-1
Premier League,2005,2005-11-27,EVE,NEW,1,-1
Premier League,2005,2005-11-27,FUL,BOLN,1,-1
Premier League,2005,2005-11-27,MID,WBA,0,1
Premier League,2005,2005-11-27,WHU,MANU,-1,-1
Premier League,2005,2005-11-30,SUN,LIVP,-1,-1
Premier League,2005,2005-12-03,BLBN,EVE,-1,1
Premier League,2005,2005-12-03,BOLN,ARS,1,-1
Premier League,2005,2005-12-03,CHE,MID,1,1
Premier League,2005,2005-12-03,LIVP,WIG,1,1
Premier League,2005,2005-12-03,MANU,POR,1,1
Premier League,2005,2005-12-03,NEW,AVL,0,1
Premier League,2005,2005-12-03,TOT,SUN,1,1
Premier League,2005,2005-12-03,WBA,FUL,0,-1
Premier League,2005,2005-12-04,CHA,MANC,-1,1
Premier League,2005,2005-12-05,BIR,WHU,-1,-1
Premier League,2005,2005-12-10,BIR,FUL,1,-1
Premier League,2005,2005-12-10,BLBN,WHU,1,1
Premier League,2005,2005-12-10,BOLN,AVL,0,1
Premier League,2005,2005-12-10,CHA,SUN,1,1
Premier League,2005,2005-12-10,CHE,WIG,1,1
Premier League,2005,2005-12-10,LIVP,MID,1,1
Premier League,2005,2005-12-10,NEW,ARS,1,-1
Premier League,2005,2005-12-10,WBA,MANC,1,-1
Premier League,2005,2005-12-11,MANU,EVE,0,1
Premier League,2005,2005-12-12,TOT,POR,1,1
Premier League,2005,2005-12-14,EVE,WHU,-1,-1
Premier League,2005,2005-12-14,MANU,WIG,1,1
Premier League,2005,2005-12-17,AVL,MANU,-1,-1
Premier League,2005,2005-12-17,EVE,BOLN,-1,-1
Premier League,2005,2005-12-17,FUL,BLBN,1,-1
Premier League,2005,2005-12-17,MANC,BIR,1,1
Premier League,2005,2005-12-17,POR,WBA,1,1
Premier League,2005,2005-12-17,WHU,NEW,-1,-1
Premier League,2005,2005-12-17,WIG,CHA,1,1
Premier League,2005,2005-12-18,ARS,CHE,-1,-1
Premier League,2005,2005-12-18,MID,TOT,0,-1
Premier League,2005,2005-12-26,AVL,EVE,1,-1
Premier League,2005,2005-12-26,CHA,ARS,-1,-1
Premier League,2005,2005-12-26,CHE,FUL,1,1
Premier League,2005,2005-12-26,LIVP,NEW,1,1
Premier League,2005,2005-12-26,MANU,WBA,1,1
Premier League,2005,2005-12-26,MID,BLBN,-1,-1
Premier League,2005,2005-12-26,POR,WHU,0,-1
Premier League,2005,2005-12-26,SUN,BOLN,0,-1
Premier League,2005,2005-12-26,TOT,BIR,1,1
Premier League,2005,2005-12-26,WIG,MANC,1,1
Premier League,2005,2005-12-28,ARS,POR,1,1
Premier League,2005,2005-12-28,BIR,MANU,0,-1
Premier League,2005,2005-12-28,EVE,LIVP,-1,-1
Premier League,2005,2005-12-28,FUL,AVL,0,1
Premier League,2005,2005-12-28,MANC,CHE,-1,-1
Premier League,2005,2005-12-28,WBA,TOT,1,-1
Premier League,2005,2005-12-28,WHU,WIG,-1,1
Premier League,2005,2005-12-31,AVL,ARS,0,-1
Premier League,2005,2005-12-31,CHA,WHU,1,-1
Premier League,2005,2005-12-31,CHE,BIR,1,1
Premier League,2005,2005-12-31,LIVP,WBA,1,1
Premier League,2005,2005-12-31,MANU,BOLN,1,1
Premier League,2005,2005-12-31,MID,MANC,0,1
Premier League,2005,2005-12-31,POR,FUL,1,-1
Premier League,2005,2005-12-31,SUN,EVE,-1,-1
Premier League,2005,2005-12-31,TOT,NEW,1,1
Premier League,2005,2005-12-31,WIG,BLBN,-1,-1
Premier League,2005,2006-01-02,BIR,WIG,1,-1
Premier League,2005,2006-01-02,BLBN,POR,1,1
Premier League,2005,2006-01-02,BOLN,LIVP,0,-1
Premier League,2005,2006-01-02,EVE,CHA,1,1
Premier League,2005,2006-01-02,FUL,SUN,1,1
Premier League,2005,2006-01-02,NEW,MID,0,1
Premier League,2005,2006-01-02,WBA,AVL,-1,-1
Premier League,2005,2006-01-02,WHU,CHE,-1,-1
Premier League,2005,2006-01-03,ARS,MANU,0,-1
Premier League,2005,2006-01-04,MANC,TOT,-1,-1
Premier League,2005,2006-01-14,ARS,MID,1,1
Premier League,2005,2006-01-14,AVL,WHU,-1,-1
Premier League,2005,2006-01-14,BLBN,BOLN,0,1
Premier League,2005,2006-01-14,CHA,BIR,1,1
Premier League,2005,2006-01-14,FUL,NEW,1,-1
Premier League,2005,2006-01-14,LIVP,TOT,1,1
Premier League,2005,2006-01-14,MANC,MANU,1,-1
Premier League,2005,2006-01-14,POR,EVE,-1,-1
Premier League,2005,2006-01-15,SUN,CHE,-1,-1
Premier League,2005,2006-01-15,WIG,WBA,-1,1
Premier League,2005,2006-01-21,BIR,POR,1,-1
Premier League,2005,2006-01-21,BOLN,MANC,1,1
Premier League,2005,2006-01-21,EVE,ARS,1,-1
Premier League,2005,2006-01-21,MID,WIG,-1,-1
Premier League,2005,2006-01-21,NEW,BLBN,-1,-1
Premier League,2005,2006-01-21,TOT,AVL,0,1
Premier League,2005,2006-01-21,WBA,SUN,-1,1
Premier League,2005,2006-01-22,CHE,CHA,0,1
Premier League,2005,2006-01-22,MANU,LIVP,1,1
Premier League,2005,2006-01-23,WHU,FUL,1,1
Premier League,2005,2006-01-31,CHA,WBA,0,1
Premier League,2005,2006-01-31,FUL,TOT,1,-1
Premier League,2005,2006-01-31,SUN,MID,-1,-1
Premier League,2005,2006-01-31,WIG,EVE,0,1
Premier League,2005,2006-02-01,ARS,WHU,-1,1
Premier League,2005,2006-02-01,AVL,CHE,0,-1
Premier League,2005,2006-02-01,BLBN,MANU,1,-1
Premier League,2005,2006-02-01,LIVP,BIR,0,1
Premier League,2005,2006-02-01,MANC,NEW,1,-1
Premier League,2005,2006-02-01,POR,BOLN,0,-1
Premier League,2005,2006-02-04,BIR,ARS,-1,-1
Premier League,2005,2006-02-04,BOLN,WIG,0,1
Premier League,2005,2006-02-04,EVE,MANC,1,1
