league,season,total_matches,total_upsets,upset_frequency,accuracy
Bundesliga,2004,306,106.5,0.3480392156862745,0.3660130718954248
Bundesliga,2005,306,115.0,0.3758169934640523,0.38235294117647056
Bundesliga,2006,306,124.5,0.4068627450980392,0.35294117647058826
Bundesliga,2007,306,125.0,0.4084967320261438,0.3366013071895425
Bundesliga,2008,306,124.0,0.40522875816993464,0.33986928104575165
Bundesliga,2009,306,136.0,0.4444444444444444,0.3006535947712418
Bundesliga,2010,306,119.5,0.39052287581699346,0.3660130718954248
Bundesliga,2011,306,119.5,0.39052287581699346,0.35294117647058826
Bundesliga,2012,306,129.0,0.4215686274509804,0.3464052287581699
Bundesliga,2013,306,129.0,0.4215686274509804,0.369281045751634
Bundesliga,2014,306,127.0,0.4150326797385621,0.3431372549019608
Bundesliga,2015,306,116.5,0.380718954248366,0.38235294117647056
Bundesliga,2016,306,121.0,0.3954248366013072,0.3627450980392157
Bundesliga,2017,306,114.5,0.3741830065359477,0.3758169934640523
Bundesliga,2018,306,129.5,0.42320261437908496,0.33986928104575165
Bundesliga,2019,306,137.0,0.4477124183006536,0.27124183006535946
Bundesliga,2020,306,126.5,0.4133986928104575,0.3300653594771242
Bundesliga,2021,306,127.5,0.4166666666666667,0.3464052287581699
Bundesliga,2022,306,128.5,0.4199346405228758,0.35947712418300654
Bundesliga,2023,306,137.5,0.4493464052287582,0.3366013071895425
Bundesliga,2024,306,122.0,0.39869281045751637,0.369281045751634
La Liga,2000,380,138.5,0.36447368421052634,0.37105263157894736
La Liga,2001,380,148.5,0.3907894736842105,0.35
La Liga,2002,380,143.5,0.37763157894736843,0.3473684210526316
La Liga,2003,380,136.5,0.3592105263157895,0.3684210526315789
La Liga,2005,380,151.5,0.3986842105263158,0.3526315789473684
La Liga,2007,380,140.5,0.36973684210526314,0.3763157894736842
La Liga,2008,380,138.5,0.36447368421052634,0.3815789473684211
La Liga,2009,380,145.5,0.3828947368421053,0.36578947368421055
La Liga,2010,380,138.5,0.36447368421052634,0.3815789473684211
La Liga,2011,380,155.0,0.40789473684210525,0.3736842105263158
La Liga,2012,380,145.0,0.3815789473684211,0.4236842105263158
La Liga,2013,380,158.0,0.41578947368421054,0.32105263157894737
La Liga,2014,380,132.5,0.34868421052631576,0.35789473684210527
La Liga,2015,380,152.0,0.4,0.3684210526315789
La Liga,2016,380,161.5,0.425,0.3631578947368421
La Liga,2017,380,146.0,0.38421052631578945,0.35526315789473684
La Liga,2018,380,144.0,0.37894736842105264,0.3736842105263158
La Liga,2019,380,142.5,0.375,0.35526315789473684
La Liga,2020,380,147.5,0.3881578947368421,0.3394736842105263
La Liga,2021,380,164.5,0.4328947368421053,0.3368421052631579
La Liga,2022,380,147.5,0.3881578947368421,0.3605263157894737
La Liga,2023,380,151.5,0.3986842105263158,0.3736842105263158
La Liga,2024,380,152.5,0.40131578947368424,0.3394736842105263
Premier League,2001,380,161.5,0.425,0.35789473684210527
Premier League,2002,380,148.0,0.3894736842105263,0.37894736842105264
Premier League,2005,380,142.5,0.375,0.3736842105263158
Premier League,2006,380,153.0,0.4026315789473684,0.3394736842105263
Premier League,2007,380,137.0,0.3605263157894737,0.4052631578947368
Premier League,2008,380,140.5,0.36973684210526314,0.3894736842105263
Premier League,2009,380,144.0,0.37894736842105264,0.4368421052631579
Premier League,2010,380,143.5,0.37763157894736843,0.3763157894736842
Premier League,2011,380,150.5,0.3960526315789474,0.3631578947368421
Premier League,2012,380,155.0,0.40789473684210525,0.3236842105263158
Premier League,2013,380,139.0,0.36578947368421055,0.3815789473684211
Premier League,2014,380,161.5,0.425,0.3131578947368421
Premier League,2015,380,166.5,0.4381578947368421,0.3026315789473684
Premier League,2016,380,152.0,0.4,0.3394736842105263
Premier League,2017,380,151.5,0.3986842105263158,0.33421052631578946
Premier League,2018,380,153.5,0.4039473684210526,0.3394736842105263
Premier League,2019,380,156.0,0.4105263157894737,0.33421052631578946
Premier League,2020,380,145.5,0.3828947368421053,0.3526315789473684
Premier League,2021,380,154.0,0.4052631578947368,0.35526315789473684
Premier League,2022,380,131.5,0.3460526315789474,0.38421052631578945
Premier League,2023,380,144.0,0.37894736842105264,0.38421052631578945
Premier League,2024,380,154.5,0.40657894736842104,0.3684210526315789
Serie A,2000,306,129.0,0.4215686274509804,0.3431372549019608
Serie A,2001,306,107.5,0.35130718954248363,0.41830065359477125
Serie A,2002,306,118.0,0.38562091503267976,0.3758169934640523
Serie A,2005,380,147.0,0.3868421052631579,0.3605263157894737
Serie A,2006,380,158.0,0.41578947368421054,0.34210526315789475
Serie A,2007,380,155.0,0.40789473684210525,0.33157894736842103
Serie A,2008,380,158.5,0.41710526315789476,0.35526315789473684
Serie A,2009,380,147.0,0.3868421052631579,0.35526315789473684
Serie A,2010,380,142.5,0.375,0.3684210526315789
Serie A,2011,380,158.5,0.41710526315789476,0.31842105263157894
Serie A,2012,380,149.0,0.39210526315789473,0.39473684210526316
Serie A,2013,380,146.0,0.38421052631578945,0.3763157894736842
Serie A,2014,380,171.0,0.45,0.3078947368421053
Serie A,2015,380,151.5,0.3986842105263158,0.35526315789473684
Serie A,2016,380,134.0,0.3526315789473684,0.4131578947368421
Serie A,2017,380,145.5,0.3828947368421053,0.3684210526315789
Serie A,2018,380,139.0,0.36578947368421055,0.3894736842105263
Serie A,2019,380,143.5,0.37763157894736843,0.35526315789473684
Serie A,2020,380,144.5,0.38026315789473686,0.3447368421052632
Serie A,2021,380,152.0,0.4,0.37894736842105264
Serie A,2022,380,142.0,0.3736842105263158,0.3894736842105263
Serie A,2023,380,161.0,0.4236842105263158,0.33157894736842103
Serie A,2024,380,139.0,0.36578947368421055,0.3631578947368421
