league,season,total_matches,total_upsets,upset_frequency,accuracy
Bundesliga,2004,306,118.5,0.3872549019607843,0.38562091503267976
Bundesliga,2005,306,118.0,0.38562091503267976,0.3758169934640523
Bundesliga,2006,306,121.5,0.39705882352941174,0.3333333333333333
Bundesliga,2007,306,114.0,0.37254901960784315,0.39869281045751637
Bundesliga,2008,306,107.0,0.34967320261437906,0.38562091503267976
Bundesliga,2009,306,129.0,0.4215686274509804,0.30392156862745096
Bundesliga,2010,306,140.5,0.4591503267973856,0.30718954248366015
Bundesliga,2011,306,132.5,0.43300653594771243,0.3660130718954248
Bundesliga,2012,306,122.0,0.39869281045751637,0.3366013071895425
Bundesliga,2013,306,116.0,0.3790849673202614,0.35294117647058826
Bundesliga,2014,306,119.0,0.3888888888888889,0.38235294117647056
Bundesliga,2015,306,144.5,0.4722222222222222,0.31699346405228757
Bundesliga,2016,306,124.0,0.40522875816993464,0.37254901960784315
Bundesliga,2017,306,114.5,0.3741830065359477,0.3888888888888889
Bundesliga,2018,306,119.5,0.39052287581699346,0.3790849673202614
Bundesliga,2019,306,129.0,0.4215686274509804,0.35294117647058826
Bundesliga,2020,306,129.5,0.42320261437908496,0.3562091503267974
Bundesliga,2021,306,105.5,0.34477124183006536,0.3888888888888889
Bundesliga,2022,306,123.5,0.4035947712418301,0.3300653594771242
Bundesliga,2023,306,132.5,0.43300653594771243,0.38562091503267976
Bundesliga,2024,306,143.0,0.4673202614379085,0.3137254901960784
La Liga,2000,380,144.5,0.38026315789473686,0.3763157894736842
La Liga,2001,380,136.5,0.3592105263157895,0.38421052631578945
La Liga,2002,380,148.5,0.3907894736842105,0.35789473684210527
La Liga,2003,380,151.5,0.3986842105263158,0.3631578947368421
La Liga,2005,380,149.5,0.39342105263157895,0.3473684210526316
La Liga,2007,380,153.5,0.4039473684210526,0.3605263157894737
La Liga,2008,380,159.5,0.41973684210526313,0.3131578947368421
La Liga,2009,380,139.5,0.3671052631578947,0.3736842105263158
La Liga,2010,380,143.5,0.37763157894736843,0.36578947368421055
La Liga,2011,380,147.0,0.3868421052631579,0.41842105263157897
La Liga,2012,380,144.0,0.37894736842105264,0.35526315789473684
La Liga,2013,380,158.0,0.41578947368421054,0.3763157894736842
La Liga,2014,380,136.5,0.3592105263157895,0.3868421052631579
La Liga,2015,380,134.0,0.3526315789473684,0.41578947368421054
La Liga,2016,380,155.5,0.40921052631578947,0.3368421052631579
La Liga,2017,380,141.0,0.37105263157894736,0.33157894736842103
La Liga,2018,380,153.0,0.4026315789473684,0.3526315789473684
La Liga,2019,380,150.5,0.3960526315789474,0.3236842105263158
La Liga,2020,380,143.5,0.37763157894736843,0.43157894736842106
La Liga,2021,380,154.5,0.40657894736842104,0.3394736842105263
La Liga,2022,380,138.5,0.36447368421052634,0.3684210526315789
