league,season,total_matches,total_upsets,upset_frequency,accuracy
Premier League,2017,380,148.5,0.3907894736842105,0.37105263157894736
Premier League,2018,380,143.5,0.37763157894736843,0.35789473684210527
Premier League,2019,380,155.0,0.40789473684210525,0.32894736842105265
Premier League,2020,380,154.5,0.40657894736842104,0.35
Premier League,2021,380,156.0,0.4105263157894737,0.35789473684210527
Premier League,2022,380,139.5,0.3671052631578947,0.3763157894736842
Premier League,2023,380,164.0,0.43157894736842106,0.3526315789473684
Premier League,2024,380,134.5,0.3539473684210526,0.4236842105263158
Serie A,2000,306,123.0,0.4019607843137255,0.3758169934640523
Serie A,2001,306,132.5,0.43300653594771243,0.30718954248366015
Serie A,2002,306,123.0,0.4019607843137255,0.3758169934640523
Serie A,2005,380,150.0,0.39473684210526316,0.3605263157894737
Serie A,2006,380,151.0,0.3973684210526316,0.37105263157894736
Serie A,2007,380,157.0,0.4131578947368421,0.3447368421052632
Serie A,2008,380,140.5,0.36973684210526314,0.4052631578947368
Serie A,2009,380,139.0,0.36578947368421055,0.3473684210526316
Serie A,2010,380,139.5,0.3671052631578947,0.35
Serie A,2011,380,140.5,0.36973684210526314,0.35526315789473684
Serie A,2012,380,134.0,0.3526315789473684,0.36578947368421055
Serie A,2013,380,150.0,0.39473684210526316,0.37105263157894736
Serie A,2014,380,153.0,0.4026315789473684,0.35789473684210527
Serie A,2015,380,155.5,0.40921052631578947,0.31842105263157894
Serie A,2016,380,165.0,0.4342105263157895,0.3526315789473684
Serie A,2017,380,153.5,0.4039473684210526,0.3631578947368421
Serie A,2018,380,151.0,0.3973684210526316,0.3394736842105263
Serie A,2019,380,144.5,0.38026315789473686,0.35789473684210527
Serie A,2020,380,148.5,0.3907894736842105,0.35
Serie A,2021,380,155.0,0.40789473684210525,0.3157894736842105
Serie A,2022,380,143.0,0.3763157894736842,0.3473684210526316
Serie A,2023,380,146.0,0.38421052631578945,0.3815789473684211
Serie A,2024,380,152.0,0.4,0.36578947368421055
