league,season,total_matches,total_upsets,upset_frequency,accuracy
Bundesliga,2004,306,113.5,0.3709150326797386,0.3562091503267974
Bundesliga,2005,306,120.0,0.39215686274509803,0.3464052287581699
Bundesliga,2006,306,120.5,0.3937908496732026,0.3366013071895425
Bundesliga,2007,306,123.0,0.4019607843137255,0.3660130718954248
Bundesliga,2008,306,115.0,0.3758169934640523,0.3888888888888889
Bundesliga,2009,306,143.0,0.4673202614379085,0.2777777777777778
Bundesliga,2010,306,117.5,0.3839869281045752,0.3758169934640523
Bundesliga,2011,306,115.5,0.37745098039215685,0.3790849673202614
Bundesliga,2012,306,110.0,0.35947712418300654,0.3627450980392157
Bundesliga,2013,306,118.0,0.38562091503267976,0.4084967320261438
Bundesliga,2014,306,116.0,0.3790849673202614,0.35947712418300654
Bundesliga,2015,306,104.5,0.3415032679738562,0.4150326797385621
Bundesliga,2016,306,119.0,0.3888888888888889,0.3660130718954248
Bundesliga,2017,306,120.5,0.3937908496732026,0.35294117647058826
Bundesliga,2018,306,111.5,0.36437908496732024,0.3888888888888889
Bundesliga,2019,306,129.0,0.4215686274509804,0.33986928104575165
Bundesliga,2020,306,125.5,0.41013071895424835,0.34967320261437906
Bundesliga,2021,306,121.5,0.39705882352941174,0.39215686274509803
Bundesliga,2022,306,117.5,0.3839869281045752,0.3660130718954248
Bundesliga,2023,306,124.5,0.4068627450980392,0.3627450980392157
Bundesliga,2024,306,119.0,0.3888888888888889,0.35947712418300654
La Liga,2000,380,134.5,0.3539473684210526,0.4052631578947368
La Liga,2001,380,144.5,0.38026315789473686,0.3631578947368421
La Liga,2002,380,153.5,0.4039473684210526,0.3236842105263158
La Liga,2003,380,163.5,0.43026315789473685,0.32105263157894737
La Liga,2005,380,156.5,0.4118421052631579,0.3026315789473684
La Liga,2007,380,166.5,0.4381578947368421,0.3368421052631579
La Liga,2008,380,136.5,0.3592105263157895,0.3973684210526316
La Liga,2009,380,150.5,0.3960526315789474,0.3605263157894737
La Liga,2010,380,143.5,0.37763157894736843,0.36578947368421055
La Liga,2011,380,138.0,0.3631578947368421,0.36578947368421055
La Liga,2012,380,145.0,0.3815789473684211,0.35789473684210527
La Liga,2013,380,155.0,0.40789473684210525,0.3157894736842105
La Liga,2014,380,143.5,0.37763157894736843,0.3605263157894737
La Liga,2015,380,144.0,0.37894736842105264,0.3605263157894737
La Liga,2016,380,148.5,0.3907894736842105,0.3605263157894737
La Liga,2017,380,147.0,0.3868421052631579,0.35526315789473684
La Liga,2018,380,142.0,0.3736842105263158,0.37894736842105264
La Liga,2019,380,139.5,0.3671052631578947,0.37105263157894736
La Liga,2020,380,142.5,0.375,0.37894736842105264
La Liga,2021,380,153.5,0.4039473684210526,0.33157894736842103
La Liga,2022,380,142.5,0.375,0.3526315789473684
La Liga,2023,380,152.5,0.40131578947368424,0.3447368421052632
La Liga,2024,380,135.5,0.35657894736842105,0.3605263157894737
Premier League,2001,380,153.5,0.4039473684210526,0.3105263157894737
Premier League,2002,380,143.0,0.3763157894736842,0.38421052631578945
Premier League,2005,380,143.5,0.37763157894736843,0.39210526315789473
Premier League,2006,380,145.0,0.3815789473684211,0.3763157894736842
Premier League,2007,380,141.0,0.37105263157894736,0.35789473684210527
Premier League,2008,380,157.5,0.4144736842105263,0.35526315789473684
Premier League,2009,380,144.0,0.37894736842105264,0.41578947368421054
Premier League,2010,380,155.5,0.40921052631578947,0.3447368421052632
Premier League,2011,380,156.5,0.4118421052631579,0.32894736842105265
Premier League,2012,380,155.0,0.40789473684210525,0.3368421052631579
Premier League,2013,380,142.0,0.3736842105263158,0.3973684210526316
Premier League,2014,380,139.5,0.3671052631578947,0.32894736842105265
Premier League,2015,380,153.5,0.4039473684210526,0.35526315789473684
Premier League,2016,380,139.0,0.36578947368421055,0.3815789473684211
