league,season,total_matches,total_upsets,upset_frequency,accuracy
Bundesliga,2004,306,118.5,0.3872549019607843,0.3562091503267974
Bundesliga,2005,306,125.0,0.4084967320261438,0.3235294117647059
Bundesliga,2006,306,122.5,0.40032679738562094,0.3790849673202614
Bundesliga,2007,306,122.0,0.39869281045751637,0.34967320261437906
Bundesliga,2008,306,129.0,0.4215686274509804,0.3660130718954248
Bundesliga,2009,306,131.0,0.42810457516339867,0.35947712418300654
Bundesliga,2010,306,111.5,0.36437908496732024,0.4477124183006536
Bundesliga,2011,306,110.5,0.3611111111111111,0.35294117647058826
Bundesliga,2012,306,126.0,0.4117647058823529,0.30718954248366015
Bundesliga,2013,306,139.0,0.4542483660130719,0.3235294117647059
Bundesliga,2014,306,111.0,0.3627450980392157,0.4084967320261438
Bundesliga,2015,306,121.5,0.39705882352941174,0.369281045751634
Bundesliga,2016,306,119.0,0.3888888888888889,0.4117647058823529
Bundesliga,2017,306,123.5,0.4035947712418301,0.3790849673202614
Bundesliga,2018,306,114.5,0.3741830065359477,0.3660130718954248
Bundesliga,2019,306,127.0,0.4150326797385621,0.369281045751634
Bundesliga,2020,306,125.5,0.41013071895424835,0.3627450980392157
Bundesliga,2021,306,122.5,0.40032679738562094,0.3660130718954248
Bundesliga,2022,306,130.5,0.4264705882352941,0.32679738562091504
Bundesliga,2023,306,120.5,0.3937908496732026,0.37254901960784315
Bundesliga,2024,306,115.0,0.3758169934640523,0.3562091503267974
La Liga,2000,380,130.5,0.34342105263157896,0.37105263157894736
La Liga,2001,380,145.5,0.3828947368421053,0.35789473684210527
La Liga,2002,380,151.5,0.3986842105263158,0.3684210526315789
La Liga,2003,380,137.5,0.3618421052631579,0.4
La Liga,2005,380,164.5,0.4328947368421053,0.33421052631578946
La Liga,2007,380,141.5,0.37236842105263157,0.3684210526315789
La Liga,2008,380,146.5,0.38552631578947366,0.3815789473684211
La Liga,2009,380,143.5,0.37763157894736843,0.39210526315789473
La Liga,2010,380,151.5,0.3986842105263158,0.38421052631578945
La Liga,2011,380,145.0,0.3815789473684211,0.39210526315789473
La Liga,2012,380,156.0,0.4105263157894737,0.39473684210526316
La Liga,2013,380,151.0,0.3973684210526316,0.3368421052631579
La Liga,2014,380,145.5,0.3828947368421053,0.35789473684210527
La Liga,2015,380,138.0,0.3631578947368421,0.36578947368421055
La Liga,2016,380,151.5,0.3986842105263158,0.37105263157894736
La Liga,2017,380,145.0,0.3815789473684211,0.3605263157894737
La Liga,2018,380,151.0,0.3973684210526316,0.35526315789473684
La Liga,2019,380,148.5,0.3907894736842105,0.3394736842105263
La Liga,2020,380,149.5,0.39342105263157895,0.32105263157894737
La Liga,2021,380,168.5,0.44342105263157894,0.3368421052631579
La Liga,2022,380,143.5,0.37763157894736843,0.3157894736842105
La Liga,2023,380,154.5,0.40657894736842104,0.3026315789473684
La Liga,2024,380,155.5,0.40921052631578947,0.3684210526315789
Premier League,2001,380,153.5,0.4039473684210526,0.38421052631578945
Premier League,2002,380,151.0,0.3973684210526316,0.3684210526315789
Premier League,2005,380,145.5,0.3828947368421053,0.39210526315789473
Premier League,2006,380,135.0,0.35526315789473684,0.3394736842105263
Premier League,2007,380,149.0,0.39210526315789473,0.38421052631578945
Premier League,2008,380,137.5,0.3618421052631579,0.39210526315789473
Premier League,2009,380,162.0,0.4263157894736842,0.3078947368421053
Premier League,2010,380,156.5,0.4118421052631579,0.34210526315789475
Premier League,2011,380,159.5,0.41973684210526313,0.3526315789473684
Premier League,2012,380,162.0,0.4263157894736842,0.37105263157894736
Premier League,2013,380,163.0,0.42894736842105263,0.3263157894736842
Premier League,2014,380,153.5,0.4039473684210526,0.33421052631578946
Premier League,2015,380,140.5,0.36973684210526314,0.3447368421052632
Premier League,2016,380,145.0,0.3815789473684211,0.39210526315789473
Premier League,2017,380,155.5,0.40921052631578947,0.3368421052631579
Premier League,2018,380,153.5,0.4039473684210526,0.32894736842105265
Premier League,2019,380,153.0,0.4026315789473684,0.3763157894736842
Premier League,2020,380,149.5,0.39342105263157895,0.35526315789473684
Premier League,2021,380,148.0,0.3894736842105263,0.3447368421052632
Premier League,2022,380,143.5,0.37763157894736843,0.3631578947368421
Premier League,2023,380,159.0,0.41842105263157897,0.3368421052631579
Premier League,2024,380,157.5,0.4144736842105263,0.3394736842105263
Serie A,2000,306,120.0,0.39215686274509803,0.3758169934640523
Serie A,2001,306,116.5,0.380718954248366,0.38562091503267976
Serie A,2002,306,120.0,0.39215686274509803,0.4117647058823529
Serie A,2005,380,154.0,0.4052631578947368,0.3736842105263158
Serie A,2006,380,142.0,0.3736842105263158,0.3447368421052632
Serie A,2007,380,157.0,0.4131578947368421,0.3605263157894737
Serie A,2008,380,149.5,0.39342105263157895,0.3631578947368421
Serie A,2009,380,155.0,0.40789473684210525,0.3263157894736842
Serie A,2010,380,148.5,0.3907894736842105,0.3447368421052632
Serie A,2011,380,148.5,0.3907894736842105,0.3447368421052632
Serie A,2012,380,160.0,0.42105263157894735,0.3473684210526316
Serie A,2013,380,150.0,0.39473684210526316,0.33421052631578946
Serie A,2014,380,147.0,0.3868421052631579,0.32105263157894737
Serie A,2015,380,160.5,0.42236842105263156,0.31842105263157894
Serie A,2016,380,152.0,0.4,0.3394736842105263
Serie A,2017,380,149.5,0.39342105263157895,0.33421052631578946
Serie A,2018,380,158.0,0.41578947368421054,0.32105263157894737
Serie A,2019,380,150.5,0.3960526315789474,0.37894736842105264
Serie A,2020,380,159.5,0.41973684210526313,0.3763157894736842
Serie A,2021,380,146.0,0.38421052631578945,0.39473684210526316
Serie A,2022,380,154.0,0.4052631578947368,0.3368421052631579
Serie A,2023,380,158.0,0.41578947368421054,0.3526315789473684
Serie A,2024,380,160.0,0.42105263157894735,0.35
