league,season,total_matches,total_upsets,upset_frequency,accuracy
Premier League,2016,380,148.0,0.3894736842105263,0.3763157894736842
Premier League,2017,380,153.5,0.4039473684210526,0.30526315789473685
Premier League,2018,380,152.5,0.40131578947368424,0.3684210526315789
Premier League,2019,380,156.0,0.4105263157894737,0.37105263157894736
Premier League,2020,380,168.5,0.44342105263157894,0.3078947368421053
Premier League,2021,380,150.0,0.39473684210526316,0.3684210526315789
Premier League,2022,380,157.5,0.4144736842105263,0.3394736842105263
Premier League,2023,380,154.0,0.4052631578947368,0.3684210526315789
Premier League,2024,380,149.5,0.39342105263157895,0.3868421052631579
Serie A,2000,306,110.0,0.35947712418300654,0.3758169934640523
Serie A,2001,306,119.5,0.39052287581699346,0.38562091503267976
Serie A,2002,306,124.0,0.40522875816993464,0.35294117647058826
Serie A,2005,380,151.0,0.3973684210526316,0.3736842105263158
Serie A,2006,380,163.0,0.42894736842105263,0.33421052631578946
Serie A,2007,380,149.0,0.39210526315789473,0.33157894736842103
Serie A,2008,380,149.5,0.39342105263157895,0.35789473684210527
Serie A,2009,380,137.0,0.3605263157894737,0.3815789473684211
Serie A,2010,380,144.5,0.38026315789473686,0.3394736842105263
Serie A,2011,380,138.5,0.36447368421052634,0.39210526315789473
Serie A,2012,380,150.0,0.39473684210526316,0.36578947368421055
Serie A,2013,380,150.0,0.39473684210526316,0.3736842105263158
Serie A,2014,380,160.0,0.42105263157894735,0.3026315789473684
Serie A,2015,380,146.5,0.38552631578947366,0.32894736842105265
Serie A,2016,380,143.0,0.3763157894736842,0.4
Serie A,2017,380,160.5,0.42236842105263156,0.3631578947368421
Serie A,2018,380,155.0,0.40789473684210525,0.3
Serie A,2019,380,158.5,0.41710526315789476,0.3105263157894737
Serie A,2020,380,153.5,0.4039473684210526,0.34210526315789475
Serie A,2021,380,154.0,0.4052631578947368,0.33421052631578946
Serie A,2022,380,151.0,0.3973684210526316,0.3
Serie A,2023,380,153.0,0.4026315789473684,0.3526315789473684
Serie A,2024,380,147.0,0.3868421052631579,0.36578947368421055
