league,season,total_matches,total_upsets,upset_frequency,accuracy
Bundesliga,2004,306,113.5,0.3709150326797386,0.39869281045751637
Bundesliga,2005,306,107.0,0.34967320261437906,0.39869281045751637
Bundesliga,2006,306,131.5,0.4297385620915033,0.3300653594771242
Bundesliga,2007,306,112.0,0.3660130718954248,0.3562091503267974
Bundesliga,2008,306,116.0,0.3790849673202614,0.3333333333333333
Bundesliga,2009,306,122.0,0.39869281045751637,0.37254901960784315
Bundesliga,2010,306,115.5,0.37745098039215685,0.39215686274509803
Bundesliga,2011,306,120.5,0.3937908496732026,0.3758169934640523
Bundesliga,2012,306,123.0,0.4019607843137255,0.35947712418300654
Bundesliga,2013,306,115.0,0.3758169934640523,0.39215686274509803
Bundesliga,2014,306,113.0,0.369281045751634,0.43790849673202614
Bundesliga,2015,306,119.5,0.39052287581699346,0.34967320261437906
Bundesliga,2016,306,126.0,0.4117647058823529,0.35294117647058826
Bundesliga,2017,306,113.5,0.3709150326797386,0.3627450980392157
Bundesliga,2018,306,124.5,0.4068627450980392,0.39215686274509803
Bundesliga,2019,306,129.0,0.4215686274509804,0.3464052287581699
Bundesliga,2020,306,118.5,0.3872549019607843,0.39215686274509803
Bundesliga,2021,306,134.5,0.4395424836601307,0.3300653594771242
Bundesliga,2022,306,119.5,0.39052287581699346,0.38235294117647056
Bundesliga,2023,306,131.5,0.4297385620915033,0.35294117647058826
Bundesliga,2024,306,129.0,0.4215686274509804,0.369281045751634
La Liga,2000,380,130.5,0.34342105263157896,0.43157894736842106
La Liga,2001,380,142.5,0.375,0.33157894736842103
La Liga,2002,380,162.5,0.4276315789473684,0.3394736842105263
La Liga,2003,380,138.5,0.36447368421052634,0.3605263157894737
La Liga,2005,380,139.5,0.3671052631578947,0.3868421052631579
La Liga,2007,380,141.5,0.37236842105263157,0.3684210526315789
La Liga,2008,380,144.5,0.38026315789473686,0.4
La Liga,2009,380,139.5,0.3671052631578947,0.4236842105263158
La Liga,2010,380,151.5,0.3986842105263158,0.3815789473684211
La Liga,2011,380,154.0,0.4052631578947368,0.3263157894736842
La Liga,2012,380,145.0,0.3815789473684211,0.33421052631578946
La Liga,2013,380,155.0,0.40789473684210525,0.3736842105263158
La Liga,2014,380,146.5,0.38552631578947366,0.3684210526315789
La Liga,2015,380,147.0,0.3868421052631579,0.35789473684210527
La Liga,2016,380,157.5,0.4144736842105263,0.3631578947368421
La Liga,2017,380,151.0,0.3973684210526316,0.3736842105263158
La Liga,2018,380,157.0,0.4131578947368421,0.3368421052631579
La Liga,2019,380,153.5,0.4039473684210526,0.3894736842105263
La Liga,2020,380,139.5,0.3671052631578947,0.3763157894736842
La Liga,2021,380,143.5,0.37763157894736843,0.3447368421052632
La Liga,2022,380,130.5,0.34342105263157896,0.35789473684210527
La Liga,2023,380,151.5,0.3986842105263158,0.3473684210526316
La Liga,2024,380,138.5,0.36447368421052634,0.39210526315789473
Premier League,2001,380,160.5,0.42236842105263156,0.3157894736842105
Premier League,2002,380,142.0,0.3736842105263158,0.3763157894736842
Premier League,2005,380,141.5,0.37236842105263157,0.3815789473684211
Premier League,2006,380,152.0,0.4,0.3263157894736842
Premier League,2007,380,151.0,0.3973684210526316,0.3447368421052632
Premier League,2008,380,143.5,0.37763157894736843,0.3763157894736842
Premier League,2009,380,153.0,0.4026315789473684,0.34210526315789475
Premier League,2010,380,147.5,0.3881578947368421,0.3894736842105263
Premier League,2011,380,160.5,0.42236842105263156,0.3631578947368421
Premier League,2012,380,153.0,0.4026315789473684,0.3157894736842105
Premier League,2013,380,153.0,0.4026315789473684,0.34210526315789475
Premier League,2014,380,145.5,0.3828947368421053,0.3736842105263158
Premier League,2015,380,166.5,0.4381578947368421,0.33157894736842103
