league,total_matches,total_upsets,upset_frequency,accuracy
Bundesliga,6426,2603.5,0.40515094926859635,0.35776532835356367
La Liga,8740,3370.5,0.3856407322654462,0.3651029748283753
Premier League,8360,3214.0,0.38444976076555026,0.3659090909090909
Serie A,8518,3403.0,0.39950692650857006,0.3553651091805588
