league,season,total_matches,total_upsets_seed_1,upset_frequency_seed_1,total_upsets_seed_2,upset_frequency_seed_2,total_upsets_seed_3,upset_frequency_seed_3,total_upsets_seed_4,upset_frequency_seed_4,total_upsets_seed_5,upset_frequency_seed_5,total_upsets_seed_6,upset_frequency_seed_6,total_upsets_seed_7,upset_frequency_seed_7,total_upsets_seed_8,upset_frequency_seed_8,total_upsets_seed_9,upset_frequency_seed_9,total_upsets_seed_10,upset_frequency_seed_10,total_upsets_avg,upset_frequency_avg
Premier League,2008,380,150.5,0.3960526315789474,147.5,0.3881578947368421,147.5,0.3881578947368421,143.5,0.37763157894736843,137.5,0.3618421052631579,157.5,0.4144736842105263,140.5,0.36973684210526314,150.5,0.3960526315789474,155.5,0.40921052631578947,138.5,0.36447368421052634,146.9,0.386578947368421
Premier League,2009,380,139.0,0.36578947368421055,136.0,0.35789473684210527,131.0,0.3447368421052632,153.0,0.4026315789473684,162.0,0.4263157894736842,144.0,0.37894736842105264,144.0,0.37894736842105264,140.0,0.3684210526315789,136.0,0.35789473684210527,134.0,0.3526315789473684,141.9,0.373421052631579
Premier League,2010,380,148.5,0.3907894736842105,144.5,0.38026315789473686,158.5,0.41710526315789476,147.5,0.3881578947368421,156.5,0.4118421052631579,155.5,0.40921052631578947,143.5,0.37763157894736843,138.5,0.36447368421052634,147.5,0.3881578947368421,137.5,0.3618421052631579,147.8,0.38894736842105265
Premier League,2011,380,157.5,0.4144736842105263,147.5,0.3881578947368421,141.5,0.37236842105263157,160.5,0.42236842105263156,159.5,0.41973684210526313,156.5,0.4118421052631579,150.5,0.3960526315789474,160.5,0.42236842105263156,141.5,0.37236842105263157,144.5,0.38026315789473686,152.0,0.4
Premier League,2012,380,154.0,0.4052631578947368,150.0,0.39473684210526316,170.0,0.4473684210526316,153.0,0.4026315789473684,162.0,0.4263157894736842,155.0,0.40789473684210525,155.0,0.40789473684210525,152.0,0.4,159.0,0.41842105263157897,158.0,0.41578947368421054,156.8,0.41263157894736846
Premier League,2013,380,152.0,0.4,142.0,0.3736842105263158,162.0,0.4263157894736842,153.0,0.4026315789473684,163.0,0.42894736842105263,142.0,0.3736842105263158,139.0,0.36578947368421055,140.0,0.3684210526315789,138.0,0.3631578947368421,162.0,0.4263157894736842,149.3,0.3928947368421053
Premier League,2014,380,147.5,0.3881578947368421,152.5,0.40131578947368424,147.5,0.3881578947368421,145.5,0.3828947368421053,153.5,0.4039473684210526,139.5,0.3671052631578947,161.5,0.425,138.5,0.36447368421052634,158.5,0.41710526315789476,160.5,0.42236842105263156,150.5,0.3960526315789473
Premier League,2015,380,144.5,0.38026315789473686,158.5,0.41710526315789476,139.5,0.3671052631578947,166.5,0.4381578947368421,140.5,0.36973684210526314,153.5,0.4039473684210526,166.5,0.4381578947368421,164.5,0.4328947368421053,163.5,0.43026315789473685,149.5,0.39342105263157895,154.7,0.40710526315789475
Premier League,2016,380,146.0,0.38421052631578945,158.0,0.41578947368421054,146.0,0.38421052631578945,148.0,0.3894736842105263,145.0,0.3815789473684211,139.0,0.36578947368421055,152.0,0.4,152.0,0.4,136.0,0.35789473684210527,132.0,0.3473684210526316,145.4,0.38263157894736843
Premier League,2017,380,139.5,0.3671052631578947,149.5,0.39342105263157895,155.5,0.40921052631578947,153.5,0.4039473684210526,155.5,0.40921052631578947,148.5,0.3907894736842105,151.5,0.3986842105263158,158.5,0.41710526315789476,156.5,0.4118421052631579,155.5,0.40921052631578947,152.4,0.4010526315789473
Premier League,2018,380,131.5,0.3460526315789474,151.5,0.3986842105263158,149.5,0.39342105263157895,152.5,0.40131578947368424,153.5,0.4039473684210526,143.5,0.37763157894736843,153.5,0.4039473684210526,145.5,0.3828947368421053,153.5,0.4039473684210526,152.5,0.40131578947368424,148.7,0.3913157894736842
Premier League,2019,380,156.0,0.4105263157894737,152.0,0.4,149.0,0.39210526315789473,156.0,0.4105263157894737,153.0,0.4026315789473684,155.0,0.40789473684210525,156.0,0.4105263157894737,156.0,0.4105263157894737,159.0,0.41842105263157897,143.0,0.3763157894736842,153.5,0.40394736842105267
Premier League,2020,380,142.5,0.375,149.5,0.39342105263157895,165.5,0.4355263157894737,168.5,0.44342105263157894,149.5,0.39342105263157895,154.5,0.40657894736842104,145.5,0.3828947368421053,159.5,0.41973684210526313,151.5,0.3986842105263158,154.5,0.40657894736842104,154.1,0.4055263157894736
Premier League,2021,380,164.0,0.43157894736842106,163.0,0.42894736842105263,154.0,0.4052631578947368,150.0,0.39473684210526316,148.0,0.3894736842105263,156.0,0.4105263157894737,154.0,0.4052631578947368,152.0,0.4,160.0,0.42105263157894735,156.0,0.4105263157894737,155.7,0.40973684210526323
Premier League,2022,380,142.5,0.375,134.5,0.3539473684210526,142.5,0.375,157.5,0.4144736842105263,143.5,0.37763157894736843,139.5,0.3671052631578947,131.5,0.3460526315789474,156.5,0.4118421052631579,157.5,0.4144736842105263,148.5,0.3907894736842105,145.4,0.38263157894736843
Premier League,2023,380,129.0,0.3394736842105263,153.0,0.4026315789473684,173.0,0.45526315789473687,154.0,0.4052631578947368,159.0,0.41842105263157897,164.0,0.43157894736842106,144.0,0.37894736842105264,161.0,0.4236842105263158,148.0,0.3894736842105263,136.0,0.35789473684210527,152.1,0.4002631578947368
Premier League,2024,380,146.5,0.38552631578947366,146.5,0.38552631578947366,140.5,0.36973684210526314,149.5,0.39342105263157895,157.5,0.4144736842105263,134.5,0.3539473684210526,154.5,0.40657894736842104,146.5,0.38552631578947366,150.5,0.3960526315789474,151.5,0.3986842105263158,147.8,0.3889473684210526
Serie A,2000,306,122.0,0.39869281045751637,126.0,0.4117647058823529,123.0,0.4019607843137255,110.0,0.35947712418300654,120.0,0.39215686274509803,123.0,0.4019607843137255,129.0,0.4215686274509804,117.0,0.38235294117647056,115.0,0.3758169934640523,120.0,0.39215686274509803,120.5,0.39379084967320266
Serie A,2001,306,116.5,0.380718954248366,127.5,0.4166666666666667,117.5,0.3839869281045752,119.5,0.39052287581699346,116.5,0.380718954248366,132.5,0.43300653594771243,107.5,0.35130718954248363,109.5,0.35784313725490197,114.5,0.3741830065359477,120.5,0.3937908496732026,118.2,0.3862745098039216
Serie A,2002,306,118.0,0.38562091503267976,126.0,0.4117647058823529,122.0,0.39869281045751637,124.0,0.40522875816993464,120.0,0.39215686274509803,123.0,0.4019607843137255,118.0,0.38562091503267976,124.0,0.40522875816993464,120.0,0.39215686274509803,118.0,0.38562091503267976,121.3,0.39640522875816997
Serie A,2005,380,161.0,0.4236842105263158,136.0,0.35789473684210527,152.0,0.4,151.0,0.3973684210526316,154.0,0.4052631578947368,150.0,0.39473684210526316,147.0,0.3868421052631579,153.0,0.4026315789473684,159.0,0.41842105263157897,140.0,0.3684210526315789,150.3,0.39552631578947367
Serie A,2006,380,150.0,0.39473684210526316,139.0,0.36578947368421055,139.0,0.36578947368421055,163.0,0.42894736842105263,142.0,0.3736842105263158,151.0,0.3973684210526316,158.0,0.41578947368421054,152.0,0.4,147.0,0.3868421052631579,142.0,0.3736842105263158,148.3,0.39026315789473687
Serie A,2007,380,150.0,0.39473684210526316,141.0,0.37105263157894736,155.0,0.40789473684210525,149.0,0.39210526315789473,157.0,0.4131578947368421,157.0,0.4131578947368421,155.0,0.40789473684210525,156.0,0.4105263157894737,145.0,0.3815789473684211,144.0,0.37894736842105264,150.9,0.39710526315789474
Serie A,2008,380,151.5,0.3986842105263158,135.5,0.35657894736842105,153.5,0.4039473684210526,149.5,0.39342105263157895,149.5,0.39342105263157895,140.5,0.36973684210526314,158.5,0.41710526315789476,138.5,0.36447368421052634,150.5,0.3960526315789474,145.5,0.3828947368421053,147.3,0.38763157894736844
Serie A,2009,380,144.0,0.37894736842105264,146.0,0.38421052631578945,136.0,0.35789473684210527,137.0,0.3605263157894737,155.0,0.40789473684210525,139.0,0.36578947368421055,147.0,0.3868421052631579,141.0,0.37105263157894736,141.0,0.37105263157894736,129.0,0.3394736842105263,141.5,0.37236842105263157
Serie A,2010,380,152.5,0.40131578947368424,132.5,0.34868421052631576,143.5,0.37763157894736843,144.5,0.38026315789473686,148.5,0.3907894736842105,139.5,0.3671052631578947,142.5,0.375,142.5,0.375,147.5,0.3881578947368421,147.5,0.3881578947368421,144.1,0.3792105263157895
Serie A,2011,380,148.5,0.3907894736842105,135.5,0.35657894736842105,143.5,0.37763157894736843,138.5,0.36447368421052634,148.5,0.3907894736842105,140.5,0.36973684210526314,158.5,0.41710526315789476,161.5,0.425,147.5,0.3881578947368421,161.5,0.425,148.4,0.39052631578947367
Serie A,2012,380,162.0,0.4263157894736842,154.0,0.4052631578947368,152.0,0.4,150.0,0.39473684210526316,160.0,0.42105263157894735,134.0,0.3526315789473684,149.0,0.39210526315789473,145.0,0.3815789473684211,130.0,0.34210526315789475,152.0,0.4,148.8,0.391578947368421
