league,spearman_r_seed_1,spearman_p_seed_1,spearman_r_seed_2,spearman_p_seed_2,spearman_r_seed_3,spearman_p_seed_3,spearman_r_seed_4,spearman_p_seed_4,spearman_r_seed_5,spearman_p_seed_5,spearman_r_seed_6,spearman_p_seed_6,spearman_r_seed_7,spearman_p_seed_7,spearman_r_seed_8,spearman_p_seed_8,spearman_r_seed_9,spearman_p_seed_9,spearman_r_seed_10,spearman_p_seed_10,spearman_r_avg,spearman_p_avg
bundesliga,-0.06738653307704397,0.5099162740115316,-0.02784021860611258,0.49134760582717574,-0.010275792676477357,0.5850333155241774,-0.02014446847207788,0.4146538233429413,-0.01626318490509516,0.5377820677663301,-0.10409245131758416,0.47311433880999504,-0.04175953344532147,0.4775818345352345,0.03356281363691345,0.5408258926469776,0.05374919285168057,0.48335986287895655,-0.03790564240233231,0.4239101882469878,-0.02383558184134509,0.49375252035903083
la_liga,0.0043104129834592095,0.3995046005803914,-0.05759240210635233,0.587440717726996,-0.012727469167555083,0.5281716622215897,-0.01857198843032582,0.6004458002955608,0.011029225237856563,0.521894533930362,0.09620085798282514,0.5641880950558825,-0.03774655196972252,0.5390750952756252,-0.02349428740451695,0.44408581354942855,0.08803703664349877,0.5114085447393709,0.045647258541170584,0.510806725384341,0.009509209231033756,0.5207021588759548
premier_league,0.09880318649355345,0.4971700319889323,-0.044576950458569145,0.6095822000061469,-0.06772980325041483,0.558519147174099,-0.001372449333267737,0.5386875948268995,-0.021112508497111885,0.51884387237643,-0.06693491536859662,0.590085073699665,0.040467938014438355,0.46577235964213065,0.008153613084905005,0.5437461408562848,-0.00020561315205601014,0.5092325163194849,0.049490524444725154,0.6258742719790997,-0.0005016978022394259,0.5457513208869174
serie_a,0.03498143833995186,0.4601792343187311,-0.06883546808225714,0.5340147837577799,-0.06634037750512502,0.5866205124098128,-0.10424417304518495,0.39125323487549124,-0.046036856534237926,0.5249037021574461,0.0047588747719992325,0.5343522339926298,-0.0010125601372984892,0.47584375332101125,0.02967618425036363,0.48564576108932617,-0.04158401275407614,0.4833871393394685,-0.0019797452207599426,0.6301532498892791,-0.026061669591662485,0.5106353605150976
