season,date,home_team,away_team,hometeamgoals,awayteamgoals,hometeamresult,home_team_points,away_team_points
2022/2023,2023-05-13,Salernitana,Atalanta,1,0,win,3,0
2022/2023,2023-05-13,Spezia,Milan,2,0,win,3,0
2022/2023,2023-05-13,Inter,Sassuolo,4,2,win,3,0
2022/2023,2023-05-12,Lazio,Lecce,2,2,draw,1,1
2022/2023,2023-05-08,Empoli,Salernitana,2,1,win,3,0
2022/2023,2023-05-08,Udinese,Sampdoria,2,0,win,3,0
2022/2023,2023-05-08,Sassuolo,Bologna,1,1,draw,1,1
2022/2023,2023-05-07,Atalanta,Juventus,0,2,loss,0,3
2022/2023,2023-05-07,Torino,Monza,1,1,draw,1,1
2022/2023,2023-05-07,Napoli,Fiorentina,1,0,win,3,0
2022/2023,2023-05-07,Lecce,Verona,0,1,loss,0,3
2022/2023,2023-05-06,Milan,Lazio,2,0,win,3,0
2022/2023,2023-05-06,Roma,Inter,0,2,loss,0,3
2022/2023,2023-05-06,Cremonese,Spezia,2,0,win,3,0
2022/2023,2023-05-04,Empoli,Bologna,3,1,win,3,0
2022/2023,2023-05-04,Udinese,Napoli,1,1,draw,1,1
2022/2023,2023-05-03,Atalanta,Spezia,3,2,win,3,0
2022/2023,2023-05-03,Juventus,Lecce,2,1,win,3,0
2022/2023,2023-05-03,Salernitana,Fiorentina,3,3,draw,1,1
2022/2023,2023-05-03,Sampdoria,Torino,0,2,loss,0,3
2022/2023,2023-05-03,Lazio,Sassuolo,2,0,win,3,0
2022/2023,2023-05-03,Milan,Cremonese,1,1,draw,1,1
2022/2023,2023-05-03,Monza,Roma,1,1,draw,1,1
2022/2023,2023-05-03,Verona,Inter,0,6,loss,0,3
2022/2023,2023-04-30,Inter,Lazio,3,1,win,3,0
2022/2023,2023-04-30,Cremonese,Verona,1,1,draw,1,1
2022/2023,2023-04-30,Napoli,Salernitana,1,1,draw,1,1
2022/2023,2023-04-30,Sassuolo,Empoli,2,1,win,3,0
2022/2023,2023-04-30,Fiorentina,Sampdoria,5,0,win,3,0
2022/2023,2023-04-30,Bologna,Juventus,1,1,draw,1,1
2022/2023,2023-04-29,Roma,Milan,1,1,draw,1,1
2022/2023,2023-04-29,Torino,Atalanta,1,2,loss,0,3
2022/2023,2023-04-28,Lecce,Udinese,1,0,win,3,0
2022/2023,2023-04-28,Spezia,Monza,0,2,loss,0,3
2022/2023,2023-04-24,Atalanta,Roma,3,1,win,3,0
2022/2023,2023-04-23,Empoli,Inter,0,3,loss,0,3
2022/2023,2023-04-23,Monza,Fiorentina,3,2,win,3,0
2022/2023,2023-04-23,Udinese,Cremonese,3,0,win,3,0
2022/2023,2023-04-23,Milan,Lecce,2,0,win,3,0
2022/2023,2023-04-23,Juventus,Napoli,0,1,loss,0,3
2022/2023,2023-04-22,Salernitana,Sassuolo,3,0,win,3,0
2022/2023,2023-04-22,Lazio,Torino,0,1,loss,0,3
2022/2023,2023-04-22,Sampdoria,Spezia,1,1,draw,1,1
2022/2023,2023-04-21,Verona,Bologna,2,1,win,3,0
2022/2023,2023-04-17,Fiorentina,Atalanta,1,1,draw,1,1
2022/2023,2023-04-16,Lecce,Sampdoria,1,1,draw,1,1
2022/2023,2023-04-16,Torino,Salernitana,1,1,draw,1,1
2022/2023,2023-04-16,Sassuolo,Juventus,1,0,win,3,0
2022/2023,2023-04-16,Roma,Udinese,3,0,win,3,0
2022/2023,2023-04-15,Bologna,Milan,1,1,draw,1,1
2022/2023,2023-04-15,Napoli,Verona,0,0,draw,1,1
2022/2023,2023-04-15,Inter,Monza,0,1,loss,0,3
2022/2023,2023-04-14,Cremonese,Empoli,1,0,win,3,0
2022/2023,2023-04-14,Spezia,Lazio,0,3,loss,0,3
2022/2023,2023-04-08,Udinese,Monza,2,2,draw,1,1
2022/2023,2023-04-08,Fiorentina,Spezia,1,1,draw,1,1
2022/2023,2023-04-08,Atalanta,Bologna,0,2,loss,0,3
2022/2023,2023-04-08,Sampdoria,Cremonese,2,3,loss,0,3
2022/2023,2023-04-08,Torino,Roma,0,1,loss,0,3
2022/2023,2023-04-08,Verona,Sassuolo,2,1,win,3,0
2022/2023,2023-04-08,Lazio,Juventus,2,1,win,3,0
2022/2023,2023-04-07,Salernitana,Inter,1,1,draw,1,1
2022/2023,2023-04-07,Lecce,Napoli,1,2,loss,0,3
2022/2023,2023-04-07,Milan,Empoli,0,0,draw,1,1
2022/2023,2023-04-03,Empoli,Lecce,1,0,win,3,0
2022/2023,2023-04-03,Sassuolo,Torino,1,1,draw,1,1
2022/2023,2023-04-02,Bologna,Udinese,3,0,win,3,0
2022/2023,2023-04-02,Monza,Lazio,0,2,loss,0,3
2022/2023,2023-04-02,Spezia,Salernitana,1,1,draw,1,1
2022/2023,2023-04-02,Roma,Sampdoria,3,0,win,3,0
2022/2023,2023-04-02,Napoli,Milan,0,4,loss,0,3
2022/2023,2023-04-01,Cremonese,Atalanta,1,3,loss,0,3
2022/2023,2023-04-01,Inter,Fiorentina,0,1,loss,0,3
2022/2023,2023-04-01,Juventus,Verona,1,0,win,3,0
2022/2023,2023-03-19,Sampdoria,Verona,3,1,win,3,0
2022/2023,2023-03-19,Fiorentina,Lecce,1,0,win,3,0
2022/2023,2023-03-19,Torino,Napoli,0,4,loss,0,3
2022/2023,2023-03-19,Lazio,Roma,1,0,win,3,0
2022/2023,2023-03-19,Inter,Juventus,0,1,loss,0,3
2022/2023,2023-03-18,Monza,Cremonese,1,1,draw,1,1
2022/2023,2023-03-18,Salernitana,Bologna,2,2,draw,1,1
2022/2023,2023-03-18,Udinese,Milan,3,1,win,3,0
2022/2023,2023-03-17,Sassuolo,Spezia,1,0,win,3,0
2022/2023,2023-03-17,Atalanta,Empoli,2,1,win,3,0
2022/2023,2023-03-13,Milan,Salernitana,1,1,draw,1,1
2022/2023,2023-03-12,Lecce,Torino,0,2,loss,0,3
2022/2023,2023-03-12,Cremonese,Fiorentina,0,2,loss,0,3
2022/2023,2023-03-12,Verona,Monza,1,1,draw,1,1
2022/2023,2023-03-12,Roma,Sassuolo,3,4,loss,0,3
2022/2023,2023-03-12,Juventus,Sampdoria,4,2,win,3,0
2022/2023,2023-03-11,Empoli,Udinese,0,1,loss,0,3
2022/2023,2023-03-11,Napoli,Atalanta,2,0,win,3,0
2022/2023,2023-03-11,Bologna,Lazio,0,0,draw,1,1
2022/2023,2023-03-10,Spezia,Inter,2,1,win,3,0
2022/2023,2023-03-06,Sassuolo,Cremonese,3,2,win,3,0
2022/2023,2023-03-06,Torino,Bologna,1,0,win,3,0
2022/2023,2023-03-05,Spezia,Verona,0,0,draw,1,1
2022/2023,2023-03-05,Sampdoria,Salernitana,0,0,draw,1,1
2022/2023,2023-03-05,Inter,Lecce,2,0,win,3,0
2022/2023,2023-03-05,Roma,Juventus,1,0,win,3,0
2022/2023,2023-03-04,Monza,Empoli,2,1,win,3,0
2022/2023,2023-03-04,Atalanta,Udinese,0,0,draw,1,1
2022/2023,2023-03-04,Fiorentina,Milan,2,1,win,3,0
2022/2023,2023-03-03,Napoli,Lazio,0,1,loss,0,3
2022/2023,2023-02-28,Cremonese,Roma,2,1,win,3,0
2022/2023,2023-02-28,Juventus,Torino,4,2,win,3,0
2022/2023,2023-02-27,Verona,Fiorentina,0,3,loss,0,3
2022/2023,2023-02-27,Lazio,Sampdoria,1,0,win,3,0
2022/2023,2023-02-26,Bologna,Inter,1,0,win,3,0
2022/2023,2023-02-26,Salernitana,Monza,3,0,win,3,0
2022/2023,2023-02-26,Udinese,Spezia,2,2,draw,1,1
2022/2023,2023-02-26,Milan,Atalanta,2,0,win,3,0
2022/2023,2023-02-25,Empoli,Napoli,0,2,loss,0,3
2022/2023,2023-02-25,Lecce,Sassuolo,0,1,loss,0,3
2022/2023,2023-02-20,Torino,Cremonese,2,2,draw,1,1
2022/2023,2023-02-19,Atalanta,Lecce,1,2,loss,0,3
2022/2023,2023-02-19,Fiorentina,Empoli,1,1,draw,1,1
2022/2023,2023-02-19,Salernitana,Lazio,0,2,loss,0,3
2022/2023,2023-02-19,Spezia,Juventus,0,2,loss,0,3
2022/2023,2023-02-19,Roma,Verona,1,0,win,3,0
2022/2023,2023-02-18,Sampdoria,Bologna,1,2,loss,0,3
2022/2023,2023-02-18,Monza,Milan,0,1,loss,0,3
2022/2023,2023-02-18,Inter,Udinese,3,1,win,3,0
2022/2023,2023-02-17,Sassuolo,Napoli,0,2,loss,0,3
2022/2023,2023-02-13,Verona,Salernitana,1,0,win,3,0
2022/2023,2023-02-13,Sampdoria,Inter,0,0,draw,1,1
2022/2023,2023-02-12,Udinese,Sassuolo,2,2,draw,1,1
2022/2023,2023-02-12,Bologna,Monza,0,1,loss,0,3
2022/2023,2023-02-12,Juventus,Fiorentina,1,0,win,3,0
2022/2023,2023-02-12,Napoli,Cremonese,3,0,win,3,0
2022/2023,2023-02-11,Empoli,Spezia,2,2,draw,1,1
2022/2023,2023-02-11,Lecce,Roma,1,1,draw,1,1
2022/2023,2023-02-11,Lazio,Atalanta,0,2,loss,0,3
2022/2023,2023-02-10,Milan,Torino,1,0,win,3,0
2022/2023,2023-02-07,Salernitana,Juventus,0,3,loss,0,3
2022/2023,2023-02-06,Verona,Lazio,1,1,draw,1,1
2022/2023,2023-02-06,Monza,Sampdoria,2,2,draw,1,1
2022/2023,2023-02-05,Spezia,Napoli,0,3,loss,0,3
2022/2023,2023-02-05,Torino,Udinese,1,0,win,3,0
2022/2023,2023-02-05,Fiorentina,Bologna,1,2,loss,0,3
2022/2023,2023-02-05,Inter,Milan,1,0,win,3,0
2022/2023,2023-02-04,Cremonese,Lecce,0,2,loss,0,3
2022/2023,2023-02-04,Roma,Empoli,2,0,win,3,0
2022/2023,2023-02-04,Sassuolo,Atalanta,1,0,win,3,0
2022/2023,2023-01-30,Udinese,Verona,1,1,draw,1,1
2022/2023,2023-01-29,Milan,Sassuolo,2,5,loss,0,3
2022/2023,2023-01-29,Juventus,Monza,0,2,loss,0,3
2022/2023,2023-01-29,Lazio,Fiorentina,1,1,draw,1,1
2022/2023,2023-01-29,Napoli,Roma,2,1,win,3,0
2022/2023,2023-01-28,Empoli,Torino,2,2,draw,1,1
2022/2023,2023-01-28,Cremonese,Inter,1,2,loss,0,3
2022/2023,2023-01-28,Atalanta,Sampdoria,2,0,win,3,0
2022/2023,2023-01-27,Bologna,Spezia,2,0,win,3,0
2022/2023,2023-01-27,Lecce,Salernitana,1,2,loss,0,3
2022/2023,2023-01-24,Lazio,Milan,4,0,win,3,0
2022/2023,2023-01-23,Bologna,Cremonese,1,1,draw,1,1
2022/2023,2023-01-23,Inter,Empoli,0,1,loss,0,3
2022/2023,2023-01-22,Sampdoria,Udinese,0,1,loss,0,3
2022/2023,2023-01-22,Monza,Sassuolo,1,1,draw,1,1
2022/2023,2023-01-22,Spezia,Roma,0,2,loss,0,3
2022/2023,2023-01-22,Juventus,Atalanta,3,3,draw,1,1
2022/2023,2023-01-21,Verona,Lecce,2,0,win,3,0
2022/2023,2023-01-21,Salernitana,Napoli,0,2,loss,0,3
2022/2023,2023-01-21,Fiorentina,Torino,0,1,loss,0,3
2022/2023,2023-01-16,Empoli,Sampdoria,1,0,win,3,0
2022/2023,2023-01-15,Sassuolo,Lazio,0,2,loss,0,3
2022/2023,2023-01-15,Torino,Spezia,0,1,loss,0,3
2022/2023,2023-01-15,Udinese,Bologna,1,2,loss,0,3
2022/2023,2023-01-15,Atalanta,Salernitana,8,2,win,3,0
2022/2023,2023-01-15,Roma,Fiorentina,2,0,win,3,0
2022/2023,2023-01-14,Cremonese,Monza,2,3,loss,0,3
2022/2023,2023-01-14,Lecce,Milan,2,2,draw,1,1
2022/2023,2023-01-14,Inter,Verona,1,0,win,3,0
2022/2023,2023-01-13,Napoli,Juventus,5,1,win,3,0
2022/2023,2023-01-09,Verona,Cremonese,2,0,win,3,0
2022/2023,2023-01-09,Bologna,Atalanta,1,2,loss,0,3
2022/2023,2023-01-08,Salernitana,Torino,1,1,draw,1,1
2022/2023,2023-01-08,Lazio,Empoli,2,2,draw,1,1
2022/2023,2023-01-08,Spezia,Lecce,0,0,draw,1,1
2022/2023,2023-01-08,Sampdoria,Napoli,0,2,loss,0,3
2022/2023,2023-01-08,Milan,Roma,2,2,draw,1,1
2022/2023,2023-01-07,Fiorentina,Sassuolo,2,1,win,3,0
2022/2023,2023-01-07,Juventus,Udinese,1,0,win,3,0
2022/2023,2023-01-07,Monza,Inter,2,2,draw,1,1
2022/2023,2023-01-04,Salernitana,Milan,1,2,loss,0,3
2022/2023,2023-01-04,Sassuolo,Sampdoria,1,2,loss,0,3
2022/2023,2023-01-04,Spezia,Atalanta,2,2,draw,1,1
2022/2023,2023-01-04,Torino,Verona,1,1,draw,1,1
2022/2023,2023-01-04,Lecce,Lazio,2,1,win,3,0
2022/2023,2023-01-04,Roma,Bologna,1,0,win,3,0
2022/2023,2023-01-04,Cremonese,Juventus,0,1,loss,0,3
2022/2023,2023-01-04,Fiorentina,Monza,1,1,draw,1,1
2022/2023,2023-01-04,Inter,Napoli,1,0,win,3,0
2022/2023,2023-01-04,Udinese,Empoli,1,1,draw,1,1
2022/2023,2022-11-13,Atalanta,Inter,2,3,loss,0,3
2022/2023,2022-11-13,Monza,Salernitana,3,0,win,3,0
2022/2023,2022-11-13,Roma,Torino,1,1,draw,1,1
2022/2023,2022-11-13,Verona,Spezia,1,2,loss,0,3
2022/2023,2022-11-13,Milan,Fiorentina,2,1,win,3,0
2022/2023,2022-11-13,Juventus,Lazio,3,0,win,3,0
2022/2023,2022-11-12,Napoli,Udinese,3,2,win,3,0
2022/2023,2022-11-12,Sampdoria,Lecce,0,2,loss,0,3
2022/2023,2022-11-12,Bologna,Sassuolo,3,0,win,3,0
2022/2023,2022-11-11,Empoli,Cremonese,2,0,win,3,0
2022/2023,2022-11-10,Verona,Juventus,0,1,loss,0,3
2022/2023,2022-11-10,Lazio,Monza,1,0,win,3,0
2022/2023,2022-11-09,Lecce,Atalanta,2,1,win,3,0
2022/2023,2022-11-09,Sassuolo,Roma,1,1,draw,1,1
2022/2023,2022-11-09,Fiorentina,Salernitana,2,1,win,3,0
2022/2023,2022-11-09,Inter,Bologna,6,1,win,3,0
2022/2023,2022-11-09,Torino,Sampdoria,2,0,win,3,0
2022/2023,2022-11-08,Napoli,Empoli,2,0,win,3,0
2022/2023,2022-11-08,Spezia,Udinese,1,1,draw,1,1
2022/2023,2022-11-08,Cremonese,Milan,0,0,draw,1,1
2022/2023,2022-11-06,Bologna,Torino,2,1,win,3,0
2022/2023,2022-11-06,Monza,Verona,2,0,win,3,0
2022/2023,2022-11-06,Sampdoria,Fiorentina,0,2,loss,0,3
2022/2023,2022-11-06,Roma,Lazio,0,1,loss,0,3
2022/2023,2022-11-06,Juventus,Inter,2,0,win,3,0
2022/2023,2022-11-05,Empoli,Sassuolo,1,0,win,3,0
2022/2023,2022-11-05,Salernitana,Cremonese,2,2,draw,1,1
2022/2023,2022-11-05,Atalanta,Napoli,1,2,loss,0,3
2022/2023,2022-11-05,Milan,Spezia,2,1,win,3,0
2022/2023,2022-11-04,Udinese,Lecce,1,1,draw,1,1
2022/2023,2022-10-31,Verona,Roma,1,3,loss,0,3
2022/2023,2022-10-31,Monza,Bologna,1,2,loss,0,3
2022/2023,2022-10-30,Empoli,Atalanta,0,2,loss,0,3
2022/2023,2022-10-30,Cremonese,Udinese,0,0,draw,1,1
2022/2023,2022-10-30,Spezia,Fiorentina,1,2,loss,0,3
2022/2023,2022-10-30,Lazio,Salernitana,1,3,loss,0,3
2022/2023,2022-10-30,Torino,Milan,2,1,win,3,0
2022/2023,2022-10-29,Napoli,Sassuolo,4,0,win,3,0
2022/2023,2022-10-29,Lecce,Juventus,0,1,loss,0,3
2022/2023,2022-10-29,Inter,Sampdoria,3,0,win,3,0
2022/2023,2022-10-24,Cremonese,Sampdoria,0,1,loss,0,3
2022/2023,2022-10-24,Sassuolo,Verona,2,1,win,3,0
2022/2023,2022-10-23,Udinese,Torino,1,2,loss,0,3
2022/2023,2022-10-23,Bologna,Lecce,2,0,win,3,0
2022/2023,2022-10-23,Atalanta,Lazio,0,2,loss,0,3
2022/2023,2022-10-23,Roma,Napoli,0,1,loss,0,3
2022/2023,2022-10-22,Salernitana,Spezia,1,0,win,3,0
2022/2023,2022-10-22,Milan,Monza,4,1,win,3,0
2022/2023,2022-10-22,Fiorentina,Inter,3,4,loss,0,3
2022/2023,2022-10-21,Juventus,Empoli,4,0,win,3,0
2022/2023,2022-10-17,Sampdoria,Roma,0,1,loss,0,3
2022/2023,2022-10-17,Lecce,Fiorentina,1,1,draw,1,1
2022/2023,2022-10-16,Inter,Salernitana,2,0,win,3,0
2022/2023,2022-10-16,Lazio,Udinese,0,0,draw,1,1
2022/2023,2022-10-16,Spezia,Cremonese,2,2,draw,1,1
2022/2023,2022-10-16,Napoli,Bologna,3,2,win,3,0
2022/2023,2022-10-16,Verona,Milan,1,2,loss,0,3
2022/2023,2022-10-15,Empoli,Monza,1,0,win,3,0
2022/2023,2022-10-15,Torino,Juventus,0,1,loss,0,3
2022/2023,2022-10-15,Atalanta,Sassuolo,2,1,win,3,0
2022/2023,2022-10-10,Fiorentina,Lazio,0,4,loss,0,3
2022/2023,2022-10-09,Torino,Empoli,1,1,draw,1,1
2022/2023,2022-10-09,Monza,Spezia,2,0,win,3,0
2022/2023,2022-10-09,Salernitana,Verona,2,1,win,3,0
2022/2023,2022-10-09,Udinese,Atalanta,2,2,draw,1,1
2022/2023,2022-10-09,Cremonese,Napoli,1,4,loss,0,3
2022/2023,2022-10-09,Roma,Lecce,2,1,win,3,0
2022/2023,2022-10-08,Sassuolo,Inter,1,2,loss,0,3
2022/2023,2022-10-08,Milan,Juventus,2,0,win,3,0
2022/2023,2022-10-08,Bologna,Sampdoria,1,1,draw,1,1
2022/2023,2022-10-03,Verona,Udinese,1,2,loss,0,3
2022/2023,2022-10-02,Lazio,Spezia,4,0,win,3,0
2022/2023,2022-10-02,Lecce,Cremonese,1,1,draw,1,1
2022/2023,2022-10-02,Sampdoria,Monza,0,3,loss,0,3
2022/2023,2022-10-02,Sassuolo,Salernitana,5,0,win,3,0
2022/2023,2022-10-02,Atalanta,Fiorentina,1,0,win,3,0
2022/2023,2022-10-02,Juventus,Bologna,3,0,win,3,0
2022/2023,2022-10-01,Napoli,Torino,3,1,win,3,0
2022/2023,2022-10-01,Inter,Roma,1,2,loss,0,3
2022/2023,2022-10-01,Empoli,Milan,1,3,loss,0,3
2022/2023,2022-09-18,Udinese,Inter,3,1,win,3,0
2022/2023,2022-09-18,Cremonese,Lazio,0,4,loss,0,3
2022/2023,2022-09-18,Fiorentina,Verona,2,0,win,3,0
2022/2023,2022-09-18,Monza,Juventus,1,0,win,3,0
2022/2023,2022-09-18,Roma,Atalanta,0,1,loss,0,3
2022/2023,2022-09-18,Milan,Napoli,1,2,loss,0,3
2022/2023,2022-09-17,Bologna,Empoli,0,1,loss,0,3
2022/2023,2022-09-17,Spezia,Sampdoria,2,1,win,3,0
2022/2023,2022-09-17,Torino,Sassuolo,0,1,loss,0,3
2022/2023,2022-09-16,Salernitana,Lecce,1,2,loss,0,3
2022/2023,2022-09-12,Empoli,Roma,1,2,loss,0,3
2022/2023,2022-09-11,Atalanta,Cremonese,1,1,draw,1,1
2022/2023,2022-09-11,Bologna,Fiorentina,2,1,win,3,0
2022/2023,2022-09-11,Lecce,Monza,1,1,draw,1,1
2022/2023,2022-09-11,Sassuolo,Udinese,1,3,loss,0,3
2022/2023,2022-09-11,Lazio,Verona,2,0,win,3,0
2022/2023,2022-09-11,Juventus,Salernitana,2,2,draw,1,1
2022/2023,2022-09-10,Napoli,Spezia,1,0,win,3,0
2022/2023,2022-09-10,Inter,Torino,1,0,win,3,0
2022/2023,2022-09-10,Sampdoria,Milan,1,2,loss,0,3
2022/2023,2022-09-05,Monza,Atalanta,0,2,loss,0,3
2022/2023,2022-09-05,Salernitana,Empoli,2,2,draw,1,1
2022/2023,2022-09-05,Torino,Lecce,1,0,win,3,0
2022/2023,2022-09-04,Cremonese,Sassuolo,0,0,draw,1,1
2022/2023,2022-09-04,Spezia,Bologna,2,2,draw,1,1
2022/2023,2022-09-04,Verona,Sampdoria,2,1,win,3,0
2022/2023,2022-09-04,Udinese,Roma,4,0,win,3,0
2022/2023,2022-09-03,Fiorentina,Juventus,1,1,draw,1,1
2022/2023,2022-09-03,Milan,Inter,3,2,win,3,0
2022/2023,2022-09-03,Lazio,Napoli,1,2,loss,0,3
2022/2023,2022-09-01,Atalanta,Torino,3,1,win,3,0
2022/2023,2022-09-01,Bologna,Salernitana,1,1,draw,1,1
2022/2023,2022-08-31,Empoli,Verona,1,1,draw,1,1
2022/2023,2022-08-31,Sampdoria,Lazio,1,1,draw,1,1
2022/2023,2022-08-31,Udinese,Fiorentina,1,0,win,3,0
2022/2023,2022-08-31,Juventus,Spezia,2,0,win,3,0
2022/2023,2022-08-31,Napoli,Lecce,1,1,draw,1,1
2022/2023,2022-08-30,Sassuolo,Milan,0,0,draw,1,1
2022/2023,2022-08-30,Inter,Cremonese,3,1,win,3,0
2022/2023,2022-08-30,Roma,Monza,3,0,win,3,0
2022/2023,2022-08-28,Salernitana,Sampdoria,4,0,win,3,0
2022/2023,2022-08-28,Verona,Atalanta,0,1,loss,0,3
2022/2023,2022-08-28,Fiorentina,Napoli,0,0,draw,1,1
2022/2023,2022-08-28,Lecce,Empoli,1,1,draw,1,1
2022/2023,2022-08-27,Cremonese,Torino,1,2,loss,0,3
2022/2023,2022-08-27,Juventus,Roma,1,1,draw,1,1
2022/2023,2022-08-27,Milan,Bologna,2,0,win,3,0
2022/2023,2022-08-27,Spezia,Sassuolo,2,2,draw,1,1
2022/2023,2022-08-26,Monza,Udinese,1,2,loss,0,3
2022/2023,2022-08-26,Lazio,Inter,3,1,win,3,0
2022/2023,2022-08-22,Roma,Cremonese,1,0,win,3,0
2022/2023,2022-08-22,Sampdoria,Juventus,0,0,draw,1,1
2022/2023,2022-08-21,Empoli,Fiorentina,0,0,draw,1,1
2022/2023,2022-08-21,Napoli,Monza,4,0,win,3,0
2022/2023,2022-08-21,Atalanta,Milan,1,1,draw,1,1
2022/2023,2022-08-21,Bologna,Verona,1,1,draw,1,1
2022/2023,2022-08-20,Torino,Lazio,0,0,draw,1,1
2022/2023,2022-08-20,Udinese,Salernitana,0,0,draw,1,1
2022/2023,2022-08-20,Inter,Spezia,3,0,win,3,0
2022/2023,2022-08-20,Sassuolo,Lecce,1,0,win,3,0
2022/2023,2022-08-15,Verona,Napoli,2,5,loss,0,3
2022/2023,2022-08-15,Juventus,Sassuolo,3,0,win,3,0
2022/2023,2022-08-14,Fiorentina,Cremonese,3,2,win,3,0
2022/2023,2022-08-14,Lazio,Bologna,2,1,win,3,0
2022/2023,2022-08-14,Salernitana,Roma,0,1,loss,0,3
2022/2023,2022-08-14,Spezia,Empoli,1,0,win,3,0
2022/2023,2022-08-13,Milan,Udinese,4,2,win,3,0
2022/2023,2022-08-13,Sampdoria,Atalanta,0,2,loss,0,3
2022/2023,2022-08-13,Lecce,Inter,1,2,loss,0,3
2022/2023,2022-08-13,Monza,Torino,1,2,loss,0,3
2021/2022,2022-05-22,Spezia,Napoli,0,3,loss,0,3
2021/2022,2022-05-22,Inter,Sampdoria,3,0,win,3,0
2021/2022,2022-05-22,Sassuolo,Milan,0,3,loss,0,3
2021/2022,2022-05-22,Salernitana,Udinese,0,4,loss,0,3
2021/2022,2022-05-22,Venezia,Cagliari,0,0,draw,1,1
2021/2022,2022-05-21,Genoa,Bologna,0,1,loss,0,3
2021/2022,2022-05-21,Atalanta,Empoli,0,1,loss,0,3
2021/2022,2022-05-21,Fiorentina,Juventus,2,0,win,3,0
2021/2022,2022-05-21,Lazio,Verona,3,3,draw,1,1
2021/2022,2022-05-20,Torino,Roma,0,3,loss,0,3
2021/2022,2022-05-16,Sampdoria,Fiorentina,4,1,win,3,0
2021/2022,2022-05-16,Juventus,Lazio,2,2,draw,1,1
2021/2022,2022-05-15,Bologna,Sassuolo,1,3,loss,0,3
2021/2022,2022-05-15,Napoli,Genoa,3,0,win,3,0
2021/2022,2022-05-15,Milan,Atalanta,2,0,win,3,0
2021/2022,2022-05-15,Cagliari,Inter,1,3,loss,0,3
2021/2022,2022-05-14,Empoli,Salernitana,1,1,draw,1,1
2021/2022,2022-05-14,Udinese,Spezia,2,3,loss,0,3
2021/2022,2022-05-14,Verona,Torino,0,1,loss,0,3
2021/2022,2022-05-14,Roma,Venezia,1,1,draw,1,1
2021/2022,2022-05-09,Fiorentina,Roma,2,0,win,3,0
2021/2022,2022-05-08,Spezia,Atalanta,1,3,loss,0,3
2021/2022,2022-05-08,Venezia,Bologna,4,3,win,3,0
2021/2022,2022-05-08,Salernitana,Cagliari,1,1,draw,1,1
2021/2022,2022-05-08,Verona,Milan,1,3,loss,0,3
2021/2022,2022-05-07,Torino,Napoli,0,1,loss,0,3
2021/2022,2022-05-07,Sassuolo,Udinese,1,1,draw,1,1
2021/2022,2022-05-07,Lazio,Sampdoria,2,0,win,3,0
2021/2022,2022-05-06,Inter,Empoli,4,2,win,3,0
2021/2022,2022-05-06,Genoa,Juventus,2,1,win,3,0
2021/2022,2022-05-05,Salernitana,Venezia,2,1,win,3,0
2021/2022,2022-05-02,Atalanta,Salernitana,1,1,draw,1,1
2021/2022,2022-05-01,Juventus,Venezia,2,1,win,3,0
2021/2022,2022-05-01,Empoli,Torino,1,3,loss,0,3
2021/2022,2022-05-01,Milan,Fiorentina,1,0,win,3,0
2021/2022,2022-05-01,Udinese,Inter,1,2,loss,0,3
2021/2022,2022-05-01,Roma,Bologna,0,0,draw,1,1
2021/2022,2022-04-30,Cagliari,Verona,1,2,loss,0,3
2021/2022,2022-04-30,Napoli,Sassuolo,6,1,win,3,0
2021/2022,2022-04-30,Sampdoria,Genoa,1,0,win,3,0
2021/2022,2022-04-30,Spezia,Lazio,3,4,loss,0,3
2021/2022,2022-04-27,Fiorentina,Udinese,0,4,loss,0,3
2021/2022,2022-04-27,Atalanta,Torino,4,4,draw,1,1
2021/2022,2022-04-27,Bologna,Inter,2,1,win,3,0
2021/2022,2022-04-25,Sassuolo,Juventus,1,2,loss,0,3
2021/2022,2022-04-24,Salernitana,Fiorentina,2,1,win,3,0
2021/2022,2022-04-24,Bologna,Udinese,2,2,draw,1,1
2021/2022,2022-04-24,Empoli,Napoli,3,2,win,3,0
2021/2022,2022-04-24,Genoa,Cagliari,1,0,win,3,0
2021/2022,2022-04-24,Lazio,Milan,1,2,loss,0,3
2021/2022,2022-04-23,Torino,Spezia,2,1,win,3,0
2021/2022,2022-04-23,Venezia,Atalanta,1,3,loss,0,3
2021/2022,2022-04-23,Inter,Roma,3,1,win,3,0
2021/2022,2022-04-23,Verona,Sampdoria,1,1,draw,1,1
2021/2022,2022-04-20,Udinese,Salernitana,0,1,loss,0,3
2021/2022,2022-04-18,Napoli,Roma,1,1,draw,1,1
2021/2022,2022-04-18,Atalanta,Verona,1,2,loss,0,3
2021/2022,2022-04-16,Cagliari,Sassuolo,1,0,win,3,0
2021/2022,2022-04-16,Sampdoria,Salernitana,1,2,loss,0,3
2021/2022,2022-04-16,Udinese,Empoli,4,1,win,3,0
2021/2022,2022-04-16,Fiorentina,Venezia,1,0,win,3,0
2021/2022,2022-04-16,Juventus,Bologna,1,1,draw,1,1
2021/2022,2022-04-16,Lazio,Torino,1,1,draw,1,1
2021/2022,2022-04-15,Spezia,Inter,1,3,loss,0,3
2021/2022,2022-04-15,Milan,Genoa,2,0,win,3,0
2021/2022,2022-04-11,Bologna,Sampdoria,2,0,win,3,0
2021/2022,2022-04-10,Genoa,Lazio,1,4,loss,0,3
