team,season,first_half_points,second_half_points,league
ESP,2007,42.10526315789473,42.10526315789473,La Liga
GET,2007,36.8421052631579,36.8421052631579,La Liga
LAC,2007,63.1578947368421,63.1578947368421,La Liga
LEVA,2007,0.0,0.0,La Liga
MALL,2007,68.42105263157895,68.42105263157895,La Liga
MUR,2007,5.263157894736842,5.263157894736842,La Liga
OSA,2007,15.789473684210526,15.789473684210526,La Liga
REC,2007,21.052631578947366,21.052631578947366,La Liga
RMA,2007,100.0,100.0,La Liga
SAN,2007,73.6842105263158,73.6842105263158,La Liga
SEV,2007,84.21052631578947,84.21052631578947,La Liga
VIL,2007,94.73684210526315,94.73684210526315,La Liga
VLC,2007,52.63157894736842,52.63157894736842,La Liga
VLLD,2007,26.31578947368421,26.31578947368421,La Liga
ZAR,2007,10.526315789473683,10.526315789473683,La Liga
ALM,2008,42.10526315789473,42.10526315789473,La Liga
ATHB,2008,36.8421052631579,36.8421052631579,La Liga
ATHM,2008,84.21052631578947,84.21052631578947,La Liga
BARC,2008,100.0,100.0,La Liga
BET,2008,10.526315789473683,10.526315789473683,La Liga
ESP,2008,52.63157894736842,52.63157894736842,La Liga
GET,2008,15.789473684210526,15.789473684210526,La Liga
LAC,2008,68.42105263157895,68.42105263157895,La Liga
MALL,2008,57.89473684210527,57.89473684210527,La Liga
MLG,2008,63.1578947368421,63.1578947368421,La Liga
NUM,2008,5.263157894736842,5.263157894736842,La Liga
OSA,2008,31.57894736842105,31.57894736842105,La Liga
REC,2008,0.0,0.0,La Liga
RMA,2008,94.73684210526315,94.73684210526315,La Liga
SAN,2008,47.368421052631575,47.368421052631575,La Liga
SEV,2008,89.47368421052632,89.47368421052632,La Liga
SPG,2008,21.052631578947366,21.052631578947366,La Liga
VIL,2008,78.94736842105262,78.94736842105262,La Liga
VLC,2008,73.6842105263158,73.6842105263158,La Liga
VLLD,2008,26.31578947368421,26.31578947368421,La Liga
ALM,2009,36.8421052631579,36.8421052631579,La Liga
ATHB,2009,63.1578947368421,63.1578947368421,La Liga
ATHM,2009,57.89473684210527,57.89473684210527,La Liga
BARC,2009,100.0,100.0,La Liga
ESP,2009,47.368421052631575,47.368421052631575,La Liga
GET,2009,73.6842105263158,73.6842105263158,La Liga
LAC,2009,52.63157894736842,52.63157894736842,La Liga
MALL,2009,78.94736842105262,78.94736842105262,La Liga
MLG,2009,15.789473684210526,15.789473684210526,La Liga
OSA,2009,42.10526315789473,42.10526315789473,La Liga
RMA,2009,94.73684210526315,94.73684210526315,La Liga
SAN,2009,21.052631578947366,21.052631578947366,La Liga
SEV,2009,84.21052631578947,84.21052631578947,La Liga
SPG,2009,26.31578947368421,26.31578947368421,La Liga
TEN,2009,5.263157894736842,5.263157894736842,La Liga
VIL,2009,68.42105263157895,68.42105263157895,La Liga
VLC,2009,89.47368421052632,89.47368421052632,La Liga
VLLD,2009,10.526315789473683,10.526315789473683,La Liga
XER,2009,0.0,0.0,La Liga
ZAR,2009,31.57894736842105,31.57894736842105,La Liga
ALM,2010,0.0,0.0,La Liga
ATHB,2010,73.6842105263158,73.6842105263158,La Liga
ATHM,2010,78.94736842105262,78.94736842105262,La Liga
BARC,2010,100.0,100.0,La Liga
ESP,2010,63.1578947368421,63.1578947368421,La Liga
GET,2010,21.052631578947366,21.052631578947366,La Liga
HERC,2010,5.263157894736842,5.263157894736842,La Liga
LAC,2010,10.526315789473683,10.526315789473683,La Liga
LEVA,2010,36.8421052631579,36.8421052631579,La Liga
MALL,2010,15.789473684210526,15.789473684210526,La Liga
MLG,2010,47.368421052631575,47.368421052631575,La Liga
OSA,2010,57.89473684210527,57.89473684210527,La Liga
RMA,2010,94.73684210526315,94.73684210526315,La Liga
RSO,2010,26.31578947368421,26.31578947368421,La Liga
SAN,2010,42.10526315789473,42.10526315789473,La Liga
SEV,2010,68.42105263157895,68.42105263157895,La Liga
SPG,2010,52.63157894736842,52.63157894736842,La Liga
VIL,2010,84.21052631578947,84.21052631578947,La Liga
VLC,2010,89.47368421052632,89.47368421052632,La Liga
ZAR,2010,31.57894736842105,31.57894736842105,La Liga
ATHB,2011,52.63157894736842,52.63157894736842,La Liga
ATHM,2011,78.94736842105262,78.94736842105262,La Liga
BARC,2011,94.73684210526315,94.73684210526315,La Liga
BET,2011,42.10526315789473,42.10526315789473,La Liga
ESP,2011,31.57894736842105,31.57894736842105,La Liga
GET,2011,36.8421052631579,36.8421052631579,La Liga
GRA,2011,15.789473684210526,15.789473684210526,La Liga
LEVA,2011,73.6842105263158,73.6842105263158,La Liga
MALL,2011,63.1578947368421,63.1578947368421,La Liga
MLG,2011,84.21052631578947,84.21052631578947,La Liga
OSA,2011,68.42105263157895,68.42105263157895,La Liga
RAYO,2011,26.31578947368421,26.31578947368421,La Liga
RMA,2011,100.0,100.0,La Liga
RSO,2011,47.368421052631575,47.368421052631575,La Liga
SAN,2011,0.0,0.0,La Liga
SEV,2011,57.89473684210527,57.89473684210527,La Liga
SPG,2011,5.263157894736842,5.263157894736842,La Liga
VIL,2011,10.526315789473683,10.526315789473683,La Liga
VLC,2011,89.47368421052632,89.47368421052632,La Liga
ZAR,2011,21.052631578947366,21.052631578947366,La Liga
ATHB,2012,42.10526315789473,42.10526315789473,La Liga
ATHM,2012,89.47368421052632,89.47368421052632,La Liga
BARC,2012,100.0,100.0,La Liga
BET,2012,68.42105263157895,68.42105263157895,La Liga
CEL,2012,15.789473684210526,15.789473684210526,La Liga
ESP,2012,36.8421052631579,36.8421052631579,La Liga
GET,2012,52.63157894736842,52.63157894736842,La Liga
GRA,2012,26.31578947368421,26.31578947368421,La Liga
LAC,2012,5.263157894736842,5.263157894736842,La Liga
LEVA,2012,47.368421052631575,47.368421052631575,La Liga
MALL,2012,10.526315789473683,10.526315789473683,La Liga
MLG,2012,73.6842105263158,73.6842105263158,La Liga
OSA,2012,21.052631578947366,21.052631578947366,La Liga
RAYO,2012,63.1578947368421,63.1578947368421,La Liga
RMA,2012,94.73684210526315,94.73684210526315,La Liga
RSO,2012,84.21052631578947,84.21052631578947,La Liga
SEV,2012,57.89473684210527,57.89473684210527,La Liga
VLC,2012,78.94736842105262,78.94736842105262,La Liga
VLLD,2012,31.57894736842105,31.57894736842105,La Liga
ZAR,2012,0.0,0.0,La Liga
ALM,2013,15.789473684210526,15.789473684210526,La Liga
ATHB,2013,84.21052631578947,84.21052631578947,La Liga
ATHM,2013,100.0,100.0,La Liga
BARC,2013,94.73684210526315,94.73684210526315,La Liga
BET,2013,0.0,0.0,La Liga
CEL,2013,57.89473684210527,57.89473684210527,La Liga
ELC,2013,21.052631578947366,21.052631578947366,La Liga
ESP,2013,36.8421052631579,36.8421052631579,La Liga
GET,2013,31.57894736842105,31.57894736842105,La Liga
GRA,2013,26.31578947368421,26.31578947368421,La Liga
LEVA,2013,52.63157894736842,52.63157894736842,La Liga
MLG,2013,47.368421052631575,47.368421052631575,La Liga
OSA,2013,10.526315789473683,10.526315789473683,La Liga
RAYO,2013,42.10526315789473,42.10526315789473,La Liga
RMA,2013,89.47368421052632,89.47368421052632,La Liga
RSO,2013,68.42105263157895,68.42105263157895,La Liga
SEV,2013,78.94736842105262,78.94736842105262,La Liga
VIL,2013,73.6842105263158,73.6842105263158,La Liga
VLC,2013,63.1578947368421,63.1578947368421,La Liga
VLLD,2013,5.263157894736842,5.263157894736842,La Liga
ALM,2014,5.263157894736842,5.263157894736842,La Liga
ATHB,2014,68.42105263157895,68.42105263157895,La Liga
ATHM,2014,89.47368421052632,89.47368421052632,La Liga
BARC,2014,100.0,100.0,La Liga
CEL,2014,63.1578947368421,63.1578947368421,La Liga
COR,2014,0.0,0.0,La Liga
EIB,2014,21.052631578947366,21.052631578947366,La Liga
ELC,2014,36.8421052631579,36.8421052631579,La Liga
ESP,2014,52.63157894736842,52.63157894736842,La Liga
GET,2014,31.57894736842105,31.57894736842105,La Liga
GRA,2014,10.526315789473683,10.526315789473683,La Liga
LAC,2014,15.789473684210526,15.789473684210526,La Liga
LEVA,2014,26.31578947368421,26.31578947368421,La Liga
MLG,2014,57.89473684210527,57.89473684210527,La Liga
RAYO,2014,47.368421052631575,47.368421052631575,La Liga
RMA,2014,94.73684210526315,94.73684210526315,La Liga
RSO,2014,42.10526315789473,42.10526315789473,La Liga
SEV,2014,78.94736842105262,78.94736842105262,La Liga
VIL,2014,73.6842105263158,73.6842105263158,La Liga
VLC,2014,84.21052631578947,84.21052631578947,La Liga
ATHB,2015,78.94736842105262,78.94736842105262,La Liga
ATHM,2015,89.47368421052632,89.47368421052632,La Liga
BARC,2015,100.0,100.0,La Liga
BET,2015,52.63157894736842,52.63157894736842,La Liga
CEL,2015,73.6842105263158,73.6842105263158,La Liga
EIB,2015,36.8421052631579,36.8421052631579,La Liga
ESP,2015,31.57894736842105,31.57894736842105,La Liga
GET,2015,5.263157894736842,5.263157894736842,La Liga
GRA,2015,15.789473684210526,15.789473684210526,La Liga
LAC,2015,26.31578947368421,26.31578947368421,La Liga
LASP,2015,42.10526315789473,42.10526315789473,La Liga
LEVA,2015,0.0,0.0,La Liga
MLG,2015,63.1578947368421,63.1578947368421,La Liga
RAYO,2015,10.526315789473683,10.526315789473683,La Liga
RMA,2015,94.73684210526315,94.73684210526315,La Liga
RSO,2015,57.89473684210527,57.89473684210527,La Liga
SEV,2015,68.42105263157895,68.42105263157895,La Liga
SPG,2015,21.052631578947366,21.052631578947366,La Liga
VIL,2015,84.21052631578947,84.21052631578947,La Liga
VLC,2015,47.368421052631575,47.368421052631575,La Liga
ALA,2016,57.89473684210527,57.89473684210527,La Liga
ATHB,2016,68.42105263157895,68.42105263157895,La Liga
ATHM,2016,89.47368421052632,89.47368421052632,La Liga
BARC,2016,94.73684210526315,94.73684210526315,La Liga
BET,2016,26.31578947368421,26.31578947368421,La Liga
CEL,2016,36.8421052631579,36.8421052631579,La Liga
EIB,2016,52.63157894736842,52.63157894736842,La Liga
ESP,2016,63.1578947368421,63.1578947368421,La Liga
GRA,2016,0.0,0.0,La Liga
LAC,2016,21.052631578947366,21.052631578947366,La Liga
LASP,2016,31.57894736842105,31.57894736842105,La Liga
LEG,2016,15.789473684210526,15.789473684210526,La Liga
MLG,2016,47.368421052631575,47.368421052631575,La Liga
OSA,2016,5.263157894736842,5.263157894736842,La Liga
RMA,2016,100.0,100.0,La Liga
RSO,2016,73.6842105263158,73.6842105263158,La Liga
SEV,2016,84.21052631578947,84.21052631578947,La Liga
SPG,2016,10.526315789473683,10.526315789473683,La Liga
VIL,2016,78.94736842105262,78.94736842105262,La Liga
VLC,2016,47.368421052631575,36.8421052631579,La Liga
ALA,2017,31.57894736842105,31.57894736842105,La Liga
ATHB,2017,21.052631578947366,21.052631578947366,La Liga
ATHM,2017,94.73684210526315,94.73684210526315,La Liga
BARC,2017,100.0,100.0,La Liga
BET,2017,73.6842105263158,73.6842105263158,La Liga
CEL,2017,42.10526315789473,42.10526315789473,La Liga
EIB,2017,57.89473684210527,57.89473684210527,La Liga
ESP,2017,36.8421052631579,36.8421052631579,La Liga
GET,2017,63.1578947368421,63.1578947368421,La Liga
GIR,2017,52.63157894736842,52.63157894736842,La Liga
LAC,2017,10.526315789473683,10.526315789473683,La Liga
LASP,2017,5.263157894736842,5.263157894736842,La Liga
LEG,2017,15.789473684210526,15.789473684210526,La Liga
LEVA,2017,26.31578947368421,26.31578947368421,La Liga
MLG,2017,0.0,0.0,La Liga
RMA,2017,89.47368421052632,89.47368421052632,La Liga
RSO,2017,47.368421052631575,47.368421052631575,La Liga
SEV,2017,68.42105263157895,68.42105263157895,La Liga
VIL,2017,78.94736842105262,78.94736842105262,La Liga
VLC,2017,84.21052631578947,84.21052631578947,La Liga
ALA,2018,47.368421052631575,47.368421052631575,La Liga
ATHB,2018,63.1578947368421,63.1578947368421,La Liga
ATHM,2018,94.73684210526315,94.73684210526315,La Liga
BARC,2018,100.0,100.0,La Liga
BET,2018,52.63157894736842,52.63157894736842,La Liga
CEL,2018,21.052631578947366,21.052631578947366,La Liga
EIB,2018,42.10526315789473,42.10526315789473,La Liga
ESP,2018,68.42105263157895,68.42105263157895,La Liga
GET,2018,73.6842105263158,73.6842105263158,La Liga
GIR,2018,10.526315789473683,10.526315789473683,La Liga
HUE,2018,5.263157894736842,5.263157894736842,La Liga
LEG,2018,36.8421052631579,36.8421052631579,La Liga
LEVA,2018,26.31578947368421,26.31578947368421,La Liga
RAYO,2018,0.0,0.0,La Liga
RMA,2018,89.47368421052632,89.47368421052632,La Liga
RSO,2018,57.89473684210527,57.89473684210527,La Liga
SEV,2018,78.94736842105262,78.94736842105262,La Liga
VIL,2018,31.57894736842105,31.57894736842105,La Liga
VLC,2018,84.21052631578947,84.21052631578947,La Liga
VLLD,2018,15.789473684210526,15.789473684210526,La Liga
ALA,2019,21.052631578947366,21.052631578947366,La Liga
ATHB,2019,47.368421052631575,47.368421052631575,La Liga
ATHM,2019,89.47368421052632,89.47368421052632,La Liga
BARC,2019,94.73684210526315,94.73684210526315,La Liga
BET,2019,26.31578947368421,26.31578947368421,La Liga
CEL,2019,15.789473684210526,15.789473684210526,La Liga
EIB,2019,31.57894736842105,31.57894736842105,La Liga
ESP,2019,0.0,0.0,La Liga
GET,2019,63.1578947368421,63.1578947368421,La Liga
GRA,2019,68.42105263157895,68.42105263157895,La Liga
LEG,2019,10.526315789473683,10.526315789473683,La Liga
LEVA,2019,42.10526315789473,42.10526315789473,La Liga
MALL,2019,5.263157894736842,5.263157894736842,La Liga
OSA,2019,52.63157894736842,52.63157894736842,La Liga
RMA,2019,100.0,100.0,La Liga
RSO,2019,73.6842105263158,73.6842105263158,La Liga
SEV,2019,84.21052631578947,84.21052631578947,La Liga
VIL,2019,78.94736842105262,78.94736842105262,La Liga
VLC,2019,57.89473684210527,57.89473684210527,La Liga
VLLD,2019,36.8421052631579,36.8421052631579,La Liga
ALA,2020,21.052631578947366,21.052631578947366,La Liga
ATHB,2020,63.1578947368421,52.63157894736842,La Liga
ATHM,2020,100.0,100.0,La Liga
BARC,2020,89.47368421052632,89.47368421052632,La Liga
BET,2020,73.6842105263158,73.6842105263158,La Liga
CAD,2020,42.10526315789473,42.10526315789473,La Liga
CEL,2020,63.1578947368421,63.1578947368421,La Liga
EIB,2020,0.0,0.0,La Liga
ELC,2020,15.789473684210526,15.789473684210526,La Liga
GET,2020,26.31578947368421,26.31578947368421,La Liga
GRA,2020,52.63157894736842,52.63157894736842,La Liga
HUE,2020,10.526315789473683,10.526315789473683,La Liga
LEVA,2020,36.8421052631579,26.31578947368421,La Liga
OSA,2020,47.368421052631575,47.368421052631575,La Liga
RMA,2020,94.73684210526315,94.73684210526315,La Liga
RSO,2020,78.94736842105262,78.94736842105262,La Liga
SEV,2020,84.21052631578947,84.21052631578947,La Liga
VIL,2020,68.42105263157895,68.42105263157895,La Liga
VLC,2020,36.8421052631579,36.8421052631579,La Liga
VLLD,2020,5.263157894736842,5.263157894736842,La Liga
ALA,2021,0.0,0.0,La Liga
ATHB,2021,57.89473684210527,68.42105263157895,La Liga
ATHM,2021,89.47368421052632,89.47368421052632,La Liga
BARC,2021,94.73684210526315,94.73684210526315,La Liga
BET,2021,78.94736842105262,78.94736842105262,La Liga
CAD,2021,21.052631578947366,21.052631578947366,La Liga
CEL,2021,47.368421052631575,47.368421052631575,La Liga
ELC,2021,36.8421052631579,36.8421052631579,La Liga
ESP,2021,31.57894736842105,31.57894736842105,La Liga
GET,2021,26.31578947368421,26.31578947368421,La Liga
GRA,2021,10.526315789473683,10.526315789473683,La Liga
LEVA,2021,5.263157894736842,5.263157894736842,La Liga
MALL,2021,15.789473684210526,15.789473684210526,La Liga
OSA,2021,52.63157894736842,52.63157894736842,La Liga
RAYO,2021,42.10526315789473,42.10526315789473,La Liga
RMA,2021,100.0,100.0,La Liga
RSO,2021,73.6842105263158,73.6842105263158,La Liga
SEV,2021,84.21052631578947,84.21052631578947,La Liga
VIL,2021,68.42105263157895,68.42105263157895,La Liga
VLC,2021,57.89473684210527,57.89473684210527,La Liga
ALM,2022,15.789473684210526,15.789473684210526,La Liga
ATHB,2022,63.1578947368421,63.1578947368421,La Liga
ATHM,2022,89.47368421052632,89.47368421052632,La Liga
BARC,2022,100.0,100.0,La Liga
BET,2022,73.6842105263158,73.6842105263158,La Liga
CAD,2022,21.052631578947366,21.052631578947366,La Liga
CEL,2022,36.8421052631579,36.8421052631579,La Liga
ELC,2022,0.0,0.0,La Liga
ESP,2022,5.263157894736842,5.263157894736842,La Liga
GET,2022,26.31578947368421,26.31578947368421,La Liga
GIR,2022,52.63157894736842,52.63157894736842,La Liga
MALL,2022,57.89473684210527,57.89473684210527,La Liga
OSA,2022,68.42105263157895,68.42105263157895,La Liga
RAYO,2022,42.10526315789473,42.10526315789473,La Liga
RMA,2022,94.73684210526315,94.73684210526315,La Liga
RSO,2022,84.21052631578947,84.21052631578947,La Liga
SEV,2022,47.368421052631575,47.368421052631575,La Liga
VIL,2022,78.94736842105262,78.94736842105262,La Liga
VLC,2022,31.57894736842105,31.57894736842105,La Liga
VLLD,2022,10.526315789473683,10.526315789473683,La Liga
ALA,2023,52.63157894736842,52.63157894736842,La Liga
ALM,2023,5.263157894736842,5.263157894736842,La Liga
ATHB,2023,78.94736842105262,78.94736842105262,La Liga
ATHM,2023,84.21052631578947,84.21052631578947,La Liga
BARC,2023,94.73684210526315,94.73684210526315,La Liga
BET,2023,68.42105263157895,68.42105263157895,La Liga
CAD,2023,10.526315789473683,10.526315789473683,La Liga
CEL,2023,31.57894736842105,31.57894736842105,La Liga
GET,2023,42.10526315789473,42.10526315789473,La Liga
GIR,2023,89.47368421052632,89.47368421052632,La Liga
GRA,2023,0.0,0.0,La Liga
LASP,2023,21.052631578947366,21.052631578947366,La Liga
MALL,2023,26.31578947368421,26.31578947368421,La Liga
OSA,2023,47.368421052631575,47.368421052631575,La Liga
RAYO,2023,15.789473684210526,15.789473684210526,La Liga
RMA,2023,100.0,100.0,La Liga
RSO,2023,73.6842105263158,73.6842105263158,La Liga
SEV,2023,36.8421052631579,36.8421052631579,La Liga
VIL,2023,63.1578947368421,63.1578947368421,La Liga
VLC,2023,57.89473684210527,57.89473684210527,La Liga
ALA,2024,31.57894736842105,31.57894736842105,La Liga
ATHB,2024,84.21052631578947,84.21052631578947,La Liga
ATHM,2024,89.47368421052632,89.47368421052632,La Liga
BARC,2024,100.0,100.0,La Liga
BET,2024,73.6842105263158,73.6842105263158,La Liga
CEL,2024,68.42105263157895,68.42105263157895,La Liga
ESP,2024,26.31578947368421,26.31578947368421,La Liga
GET,2024,36.8421052631579,36.8421052631579,La Liga
GIR,2024,15.789473684210526,15.789473684210526,La Liga
LASP,2024,5.263157894736842,5.263157894736842,La Liga
LEG,2024,10.526315789473683,10.526315789473683,La Liga
MALL,2024,52.63157894736842,52.63157894736842,La Liga
OSA,2024,63.1578947368421,63.1578947368421,La Liga
RAYO,2024,57.89473684210527,57.89473684210527,La Liga
RMA,2024,94.73684210526315,94.73684210526315,La Liga
RSO,2024,42.10526315789473,42.10526315789473,La Liga
SEV,2024,21.052631578947366,21.052631578947366,La Liga
VIL,2024,78.94736842105262,78.94736842105262,La Liga
VLC,2024,47.368421052631575,47.368421052631575,La Liga
VLLD,2024,0.0,0.0,La Liga
ARS,2001,100.0,100.0,Premier League
AVL,2001,63.1578947368421,63.1578947368421,Premier League
BLBN,2001,52.63157894736842,52.63157894736842,Premier League
BOLN,2001,21.052631578947366,21.052631578947366,Premier League
CHA,2001,31.57894736842105,31.57894736842105,Premier League
CHE,2001,68.42105263157895,78.94736842105262,Premier League
DER,2001,5.263157894736842,5.263157894736842,Premier League
EVE,2001,26.31578947368421,26.31578947368421,Premier League
FUL,2001,42.10526315789473,31.57894736842105,Premier League
IPS,2001,15.789473684210526,5.263157894736842,Premier League
LEE,2001,78.94736842105262,78.94736842105262,Premier League
LEIC,2001,0.0,0.0,Premier League
LIVP,2001,94.73684210526315,94.73684210526315,Premier League
MANU,2001,89.47368421052632,89.47368421052632,Premier League
MID,2001,36.8421052631579,47.368421052631575,Premier League
NEW,2001,84.21052631578947,84.21052631578947,Premier League
SOU,2001,47.368421052631575,47.368421052631575,Premier League
SUN,2001,10.526315789473683,21.052631578947366,Premier League
TOT,2001,57.89473684210527,57.89473684210527,Premier League
WHU,2001,68.42105263157895,68.42105263157895,Premier League
ARS,2002,94.73684210526315,94.73684210526315,Premier League
AVL,2002,26.31578947368421,15.789473684210526,Premier League
BIR,2002,42.10526315789473,31.57894736842105,Premier League
BLBN,2002,73.6842105263158,73.6842105263158,Premier League
BOLN,2002,15.789473684210526,15.789473684210526,Premier League
CHA,2002,36.8421052631579,47.368421052631575,Premier League
CHE,2002,84.21052631578947,84.21052631578947,Premier League
EVE,2002,63.1578947368421,73.6842105263158,Premier League
FUL,2002,31.57894736842105,31.57894736842105,Premier League
LEE,2002,31.57894736842105,21.052631578947366,Premier League
LIVP,2002,84.21052631578947,73.6842105263158,Premier League
MANC,2002,57.89473684210527,57.89473684210527,Premier League
MANU,2002,100.0,100.0,Premier League
MID,2002,42.10526315789473,52.63157894736842,Premier League
NEW,2002,89.47368421052632,89.47368421052632,Premier League
SOU,2002,57.89473684210527,68.42105263157895,Premier League
SUN,2002,0.0,0.0,Premier League
TOT,2002,52.63157894736842,52.63157894736842,Premier League
WBA,2002,5.263157894736842,5.263157894736842,Premier League
WHU,2002,10.526315789473683,10.526315789473683,Premier League
ARS,2005,89.47368421052632,78.94736842105262,Premier League
AVL,2005,15.789473684210526,26.31578947368421,Premier League
BIR,2005,10.526315789473683,10.526315789473683,Premier League
BLBN,2005,73.6842105263158,73.6842105263158,Premier League
BOLN,2005,63.1578947368421,63.1578947368421,Premier League
CHA,2005,42.10526315789473,31.57894736842105,Premier League
CHE,2005,100.0,100.0,Premier League
EVE,2005,36.8421052631579,57.89473684210527,Premier League
FUL,2005,36.8421052631579,47.368421052631575,Premier League
LIVP,2005,89.47368421052632,89.47368421052632,Premier League
MANC,2005,36.8421052631579,15.789473684210526,Premier League
MANU,2005,94.73684210526315,94.73684210526315,Premier League
MID,2005,31.57894736842105,31.57894736842105,Premier League
NEW,2005,63.1578947368421,73.6842105263158,Premier League
POR,2005,21.052631578947366,10.526315789473683,Premier League
SUN,2005,0.0,0.0,Premier League
TOT,2005,78.94736842105262,78.94736842105262,Premier League
WBA,2005,5.263157894736842,5.263157894736842,Premier League
WHU,2005,52.63157894736842,63.1578947368421,Premier League
WIG,2005,52.63157894736842,52.63157894736842,Premier League
ARS,2006,84.21052631578947,84.21052631578947,Premier League
AVL,2006,47.368421052631575,47.368421052631575,Premier League
BLBN,2006,47.368421052631575,57.89473684210527,Premier League
BOLN,2006,68.42105263157895,68.42105263157895,Premier League
CHA,2006,5.263157894736842,5.263157894736842,Premier League
CHE,2006,94.73684210526315,94.73684210526315,Premier League
EVE,2006,73.6842105263158,73.6842105263158,Premier League
FUL,2006,21.052631578947366,21.052631578947366,Premier League
LIVP,2006,89.47368421052632,89.47368421052632,Premier League
MANC,2006,31.57894736842105,31.57894736842105,Premier League
MANU,2006,100.0,100.0,Premier League
MID,2006,42.10526315789473,42.10526315789473,Premier League
NEW,2006,36.8421052631579,36.8421052631579,Premier League
POR,2006,57.89473684210527,57.89473684210527,Premier League
REA,2006,63.1578947368421,63.1578947368421,Premier League
SHU,2006,10.526315789473683,10.526315789473683,Premier League
TOT,2006,78.94736842105262,78.94736842105262,Premier League
WAT,2006,0.0,0.0,Premier League
WHU,2006,26.31578947368421,26.31578947368421,Premier League
WIG,2006,15.789473684210526,15.789473684210526,Premier League
ARS,2007,89.47368421052632,89.47368421052632,Premier League
AVL,2007,68.42105263157895,78.94736842105262,Premier League
BIR,2007,5.263157894736842,5.263157894736842,Premier League
BLBN,2007,63.1578947368421,73.6842105263158,Premier League
BOLN,2007,26.31578947368421,15.789473684210526,Premier League
CHE,2007,94.73684210526315,94.73684210526315,Premier League
DER,2007,0.0,0.0,Premier League
EVE,2007,78.94736842105262,78.94736842105262,Premier League
FUL,2007,10.526315789473683,21.052631578947366,Premier League
LIVP,2007,84.21052631578947,84.21052631578947,Premier League
MANC,2007,57.89473684210527,57.89473684210527,Premier League
MANU,2007,100.0,100.0,Premier League
MID,2007,42.10526315789473,31.57894736842105,Premier League
NEW,2007,52.63157894736842,31.57894736842105,Premier League
POR,2007,52.63157894736842,73.6842105263158,Premier League
REA,2007,10.526315789473683,10.526315789473683,Premier League
SUN,2007,26.31578947368421,26.31578947368421,Premier League
TOT,2007,47.368421052631575,47.368421052631575,Premier League
WHU,2007,57.89473684210527,47.368421052631575,Premier League
WIG,2007,31.57894736842105,31.57894736842105,Premier League
ARS,2008,84.21052631578947,84.21052631578947,Premier League
AVL,2008,68.42105263157895,78.94736842105262,Premier League
BLBN,2008,31.57894736842105,21.052631578947366,Premier League
BOLN,2008,36.8421052631579,36.8421052631579,Premier League
CHE,2008,89.47368421052632,89.47368421052632,Premier League
EVE,2008,78.94736842105262,78.94736842105262,Premier League
FUL,2008,73.6842105263158,63.1578947368421,Premier League
HUL,2008,15.789473684210526,15.789473684210526,Premier League
LIVP,2008,94.73684210526315,94.73684210526315,Premier League
MANC,2008,52.63157894736842,52.63157894736842,Premier League
MANU,2008,100.0,100.0,Premier League
MID,2008,5.263157894736842,5.263157894736842,Premier League
NEW,2008,10.526315789473683,10.526315789473683,Premier League
POR,2008,31.57894736842105,31.57894736842105,Premier League
STO,2008,42.10526315789473,42.10526315789473,Premier League
SUN,2008,21.052631578947366,21.052631578947366,Premier League
TOT,2008,57.89473684210527,68.42105263157895,Premier League
WBA,2008,0.0,0.0,Premier League
WHU,2008,57.89473684210527,57.89473684210527,Premier League
WIG,2008,52.63157894736842,42.10526315789473,Premier League
ARS,2009,89.47368421052632,89.47368421052632,Premier League
AVL,2009,73.6842105263158,73.6842105263158,Premier League
BIR,2009,57.89473684210527,57.89473684210527,Premier League
BLBN,2009,52.63157894736842,52.63157894736842,Premier League
BOLN,2009,31.57894736842105,31.57894736842105,Premier League
BUR,2009,10.526315789473683,10.526315789473683,Premier League
CHE,2009,100.0,100.0,Premier League
EVE,2009,68.42105263157895,57.89473684210527,Premier League
FUL,2009,42.10526315789473,42.10526315789473,Premier League
HUL,2009,5.263157894736842,5.263157894736842,Premier League
LIVP,2009,68.42105263157895,68.42105263157895,Premier League
MANC,2009,78.94736842105262,78.94736842105262,Premier League
MANU,2009,94.73684210526315,94.73684210526315,Premier League
POR,2009,0.0,0.0,Premier League
STO,2009,42.10526315789473,52.63157894736842,Premier League
SUN,2009,36.8421052631579,36.8421052631579,Premier League
TOT,2009,84.21052631578947,84.21052631578947,Premier League
WHU,2009,15.789473684210526,15.789473684210526,Premier League
WIG,2009,21.052631578947366,21.052631578947366,Premier League
WOLV,2009,26.31578947368421,26.31578947368421,Premier League
ARS,2010,78.94736842105262,89.47368421052632,Premier League
AVL,2010,52.63157894736842,63.1578947368421,Premier League
BIR,2010,10.526315789473683,10.526315789473683,Premier League
BLBN,2010,26.31578947368421,26.31578947368421,Premier League
BLPL,2010,5.263157894736842,5.263157894736842,Premier League
BOLN,2010,31.57894736842105,31.57894736842105,Premier League
CHE,2010,100.0,89.47368421052632,Premier League
EVE,2010,68.42105263157895,68.42105263157895,Premier League
FUL,2010,68.42105263157895,57.89473684210527,Premier League
LIVP,2010,73.6842105263158,73.6842105263158,Premier League
MANC,2010,89.47368421052632,89.47368421052632,Premier League
MANU,2010,100.0,100.0,Premier League
NEW,2010,36.8421052631579,47.368421052631575,Premier League
STO,2010,42.10526315789473,31.57894736842105,Premier League
SUN,2010,47.368421052631575,57.89473684210527,Premier League
TOT,2010,78.94736842105262,78.94736842105262,Premier League
WBA,2010,47.368421052631575,47.368421052631575,Premier League
