season,date,team1,team2,result,score1,score2,home_flag
1980,1980-05-25,CHN,LAN,W,2,1,HOME
1980,1980-05-25,CIN,MON,L,4,7,HOME
1980,1980-05-25,NYN,ATL,W,3,0,HOME
1980,1980-05-25,PHI,HOU,W,6,2,HOME
1980,1980-05-25,PIT,SFN,L,2,5,HOME
1980,1980-05-25,SLN,SDN,L,5,11,HOME
1980,1980-05-26,BAL,CLE,W,7,3,HOME
1980,1980-05-26,BOS,TOR,L,1,3,HOME
1980,1980-05-26,CAL,TEX,L,5,6,HOME
1980,1980-05-26,MIL,SEA,W,11,1,HOME
1980,1980-05-26,MIN,CHA,L,3,6,HOME
1980,1980-05-26,NYA,DET,W,13,5,HOME
1980,1980-05-26,OAK,KCA,W,4,1,HOME
1980,1980-05-26,ATL,SFN,W,2,1,HOME
1980,1980-05-26,CHN,MON,L,0,4,HOME
1980,1980-05-26,CIN,LAN,L,0,4,HOME
1980,1980-05-26,CIN,LAN,W,5,4,HOME
1980,1980-05-26,HOU,SDN,W,4,1,HOME
1980,1980-05-26,PHI,PIT,W,7,6,HOME
1980,1980-05-26,SLN,NYN,W,8,5,HOME
1980,1980-05-27,BAL,CLE,L,6,7,HOME
1980,1980-05-27,BOS,TOR,W,5,4,HOME
1980,1980-05-27,CAL,TEX,W,2,0,HOME
1980,1980-05-27,MIL,SEA,W,4,1,HOME
1980,1980-05-27,MIN,CHA,L,0,2,HOME
1980,1980-05-27,NYA,DET,W,9,6,HOME
1980,1980-05-27,OAK,KCA,L,2,4,HOME
1980,1980-05-27,ATL,SFN,W,6,3,HOME
1980,1980-05-27,CHN,MON,W,4,2,HOME
1980,1980-05-27,CIN,LAN,W,6,1,HOME
1980,1980-05-27,HOU,SDN,W,4,3,HOME
1980,1980-05-27,PHI,PIT,L,2,3,HOME
1980,1980-05-27,SLN,NYN,L,5,9,HOME
1980,1980-05-28,BAL,CLE,L,6,10,HOME
1980,1980-05-28,BOS,TOR,L,1,4,HOME
1980,1980-05-28,CAL,TEX,W,7,6,HOME
1980,1980-05-28,MIL,SEA,W,7,0,HOME
1980,1980-05-28,MIN,CHA,W,6,4,HOME
1980,1980-05-28,NYA,DET,L,3,6,HOME
1980,1980-05-28,OAK,KCA,W,6,3,HOME
1980,1980-05-28,ATL,SFN,W,3,2,HOME
1980,1980-05-28,CHN,MON,W,8,4,HOME
1980,1980-05-28,HOU,SDN,W,1,0,HOME
1980,1980-05-28,PHI,PIT,W,6,3,HOME
1980,1980-05-28,SLN,NYN,L,5,6,HOME
1980,1980-05-29,CLE,MIL,W,5,0,HOME
1980,1980-05-29,MIN,CHA,W,5,2,HOME
1980,1980-05-29,LAN,ATL,W,3,0,HOME
1980,1980-05-29,PHI,PIT,L,4,5,HOME
1980,1980-05-29,SDN,CIN,L,3,5,HOME
1980,1980-05-30,BOS,MIL,W,5,3,HOME
1980,1980-05-30,CLE,SEA,L,3,4,HOME
1980,1980-05-30,DET,CAL,W,12,1,HOME
1980,1980-05-30,KCA,CHA,W,9,2,HOME
1980,1980-05-30,MIN,BAL,L,2,3,HOME
1980,1980-05-30,NYA,TOR,W,6,0,HOME
1980,1980-05-30,TEX,OAK,L,3,6,HOME
1980,1980-05-30,CHN,PHI,W,10,7,HOME
1980,1980-05-30,LAN,ATL,W,8,4,HOME
1980,1980-05-30,PIT,NYN,L,1,5,HOME
1980,1980-05-30,SDN,CIN,L,3,5,HOME
1980,1980-05-30,SFN,HOU,W,3,2,HOME
1980,1980-05-30,SLN,MON,L,4,10,HOME
1980,1980-05-31,BOS,MIL,L,8,19,HOME
1980,1980-05-31,CLE,SEA,W,5,2,HOME
1980,1980-05-31,DET,CAL,L,1,6,HOME
1980,1980-05-31,KCA,CHA,W,6,4,HOME
1980,1980-05-31,MIN,BAL,L,1,11,HOME
1980,1980-05-31,NYA,TOR,W,8,6,HOME
1980,1980-05-31,TEX,OAK,L,3,4,HOME
1980,1980-05-31,CHN,PHI,L,0,7,HOME
1980,1980-05-31,LAN,ATL,L,5,6,HOME
1980,1980-05-31,PIT,NYN,W,5,0,HOME
1980,1980-05-31,SDN,CIN,W,7,5,HOME
1980,1980-05-31,SFN,HOU,L,0,5,HOME
1980,1980-05-31,SLN,MON,W,8,6,HOME
1980,1980-06-01,BOS,MIL,L,5,8,HOME
1980,1980-06-01,CLE,SEA,L,7,8,HOME
1980,1980-06-01,KCA,CHA,L,1,6,HOME
1980,1980-06-01,NYA,TOR,W,11,7,HOME
1980,1980-06-01,TEX,OAK,W,7,3,HOME
1980,1980-06-01,CHN,PHI,W,5,4,HOME
1980,1980-06-01,LAN,ATL,L,5,9,HOME
1980,1980-06-01,PIT,NYN,W,13,3,HOME
1980,1980-06-01,SDN,CIN,L,6,7,HOME
1980,1980-06-01,SFN,HOU,W,6,2,HOME
1980,1980-06-01,SLN,MON,L,6,7,HOME
1980,1980-06-02,BAL,MIL,W,9,8,HOME
1980,1980-06-02,CHA,TEX,T,1,1,HOME
1980,1980-06-02,CLE,OAK,W,10,5,HOME
1980,1980-06-02,DET,SEA,T,3,3,HOME
1980,1980-06-02,KCA,NYA,L,3,5,HOME
1980,1980-06-02,MIN,BOS,L,2,6,HOME
1980,1980-06-02,TOR,CAL,L,3,6,HOME
1980,1980-06-02,LAN,CIN,W,3,2,HOME
1980,1980-06-02,MON,CHN,W,8,7,HOME
1980,1980-06-02,PIT,PHI,W,9,3,HOME
1980,1980-06-02,SDN,HOU,W,3,0,HOME
1980,1980-06-02,SFN,ATL,L,2,4,HOME
1980,1980-06-03,BAL,MIL,L,0,3,HOME
1980,1980-06-03,CHA,TEX,W,5,4,HOME
1980,1980-06-03,CLE,OAK,W,6,4,HOME
1980,1980-06-03,DET,SEA,W,4,2,HOME
1980,1980-06-03,KCA,NYA,W,6,5,HOME
1980,1980-06-03,MIN,BOS,W,9,4,HOME
1980,1980-06-03,TOR,CAL,W,7,6,HOME
1980,1980-06-03,LAN,CIN,W,5,1,HOME
1980,1980-06-03,MON,CHN,L,2,5,HOME
1980,1980-06-03,NYN,SLN,L,1,8,HOME
1980,1980-06-03,PIT,PHI,W,4,3,HOME
1980,1980-06-03,SDN,HOU,L,2,3,HOME
1980,1980-06-03,SFN,ATL,W,3,2,HOME
1980,1980-06-04,BAL,MIL,L,2,3,HOME
1980,1980-06-04,CHA,TEX,L,3,4,HOME
1980,1980-06-04,CHA,TEX,W,5,1,HOME
1980,1980-06-04,CLE,OAK,W,5,3,HOME
1980,1980-06-04,DET,SEA,W,8,2,HOME
1980,1980-06-04,KCA,NYA,W,9,3,HOME
1980,1980-06-04,TOR,CAL,W,8,2,HOME
1980,1980-06-04,LAN,CIN,L,4,5,HOME
1980,1980-06-04,MON,CHN,W,8,1,HOME
1980,1980-06-04,NYN,SLN,L,0,1,HOME
1980,1980-06-04,PIT,PHI,L,3,4,HOME
1980,1980-06-04,SDN,HOU,L,3,4,HOME
1980,1980-06-04,SFN,ATL,L,2,7,HOME
1980,1980-06-05,TEX,KCA,L,0,8,HOME
1980,1980-06-05,MON,CHN,W,2,0,HOME
1980,1980-06-05,NYN,SLN,W,2,1,HOME
1980,1980-06-06,CAL,BAL,L,1,6,HOME
1980,1980-06-06,CHA,CLE,W,8,7,HOME
1980,1980-06-06,MIL,DET,W,8,4,HOME
1980,1980-06-06,MIN,TOR,W,5,0,HOME
1980,1980-06-06,OAK,BOS,L,8,14,HOME
1980,1980-06-06,SEA,NYA,L,0,3,HOME
1980,1980-06-06,TEX,KCA,L,2,4,HOME
1980,1980-06-06,ATL,LAN,L,0,5,HOME
1980,1980-06-06,CIN,SDN,W,4,2,HOME
1980,1980-06-06,HOU,SFN,W,2,0,HOME
1980,1980-06-06,MON,SLN,W,7,2,HOME
1980,1980-06-06,NYN,PIT,W,9,4,HOME
1980,1980-06-06,PHI,CHN,W,6,5,HOME
1980,1980-06-07,CAL,BAL,L,5,6,HOME
1980,1980-06-07,MIL,DET,W,5,3,HOME
1980,1980-06-07,MIN,TOR,W,3,2,HOME
1980,1980-06-07,OAK,BOS,W,4,1,HOME
1980,1980-06-07,SEA,NYA,L,0,1,HOME
1980,1980-06-07,TEX,KCA,L,2,7,HOME
1980,1980-06-07,ATL,LAN,W,6,1,HOME
1980,1980-06-07,CIN,SDN,L,1,6,HOME
1980,1980-06-07,HOU,SFN,W,3,0,HOME
1980,1980-06-07,MON,SLN,W,2,1,HOME
1980,1980-06-07,NYN,PIT,W,6,5,HOME
1980,1980-06-07,PHI,CHN,W,5,2,HOME
1980,1980-06-08,CAL,BAL,L,8,13,HOME
1980,1980-06-08,CHA,CLE,L,2,7,HOME
1980,1980-06-08,MIL,DET,L,5,9,HOME
1980,1980-06-08,MIN,TOR,W,5,1,HOME
1980,1980-06-08,MIN,TOR,L,4,6,HOME
1980,1980-06-08,OAK,BOS,L,1,6,HOME
1980,1980-06-08,SEA,NYA,W,5,0,HOME
1980,1980-06-08,TEX,KCA,L,4,5,HOME
1980,1980-06-08,ATL,LAN,L,1,3,HOME
1980,1980-06-08,CIN,SDN,W,1,0,HOME
1980,1980-06-08,HOU,SFN,W,5,4,HOME
1980,1980-06-08,MON,SLN,W,6,4,HOME
1980,1980-06-08,MON,SLN,W,9,4,HOME
1980,1980-06-08,NYN,PIT,W,6,4,HOME
1980,1980-06-08,NYN,PIT,L,0,3,HOME
1980,1980-06-08,PHI,CHN,L,0,2,HOME
1980,1980-06-09,CAL,NYA,L,7,8,HOME
1980,1980-06-09,OAK,BAL,L,2,3,HOME
1980,1980-06-09,SEA,BOS,W,8,7,HOME
1980,1980-06-09,ATL,SLN,L,5,8,HOME
1980,1980-06-09,CIN,SDN,T,6,6,HOME
1980,1980-06-09,HOU,CHN,W,6,2,HOME
1980,1980-06-09,PHI,SFN,L,1,3,HOME
1980,1980-06-10,CAL,NYA,W,5,4,HOME
1980,1980-06-10,CHA,TOR,L,0,1,HOME
1980,1980-06-10,CLE,KCA,L,4,8,HOME
1980,1980-06-10,DET,MIN,W,8,3,HOME
1980,1980-06-10,MIL,TEX,L,1,3,HOME
1980,1980-06-10,OAK,BAL,W,7,4,HOME
1980,1980-06-10,SEA,BOS,L,4,5,HOME
1980,1980-06-10,ATL,SLN,W,5,2,HOME
1980,1980-06-10,CIN,PIT,L,3,5,HOME
1980,1980-06-10,HOU,CHN,W,5,2,HOME
1980,1980-06-10,MON,SDN,W,8,4,HOME
1980,1980-06-10,NYN,LAN,W,5,4,HOME
1980,1980-06-10,PHI,SFN,W,4,3,HOME
1980,1980-06-11,CAL,NYA,L,7,9,HOME
1980,1980-06-11,CHA,TOR,W,7,4,HOME
1980,1980-06-11,CLE,KCA,L,0,5,HOME
1980,1980-06-11,CLE,KCA,W,8,5,HOME
1980,1980-06-11,DET,MIN,L,5,9,HOME
1980,1980-06-11,MIL,TEX,W,7,1,HOME
1980,1980-06-11,OAK,BAL,W,6,2,HOME
1980,1980-06-11,SEA,BOS,L,5,7,HOME
1980,1980-06-11,ATL,SLN,L,3,4,HOME
1980,1980-06-11,CIN,PIT,W,3,2,HOME
1980,1980-06-11,HOU,CHN,W,3,0,HOME
1980,1980-06-11,MON,SDN,W,7,6,HOME
1980,1980-06-11,NYN,LAN,W,6,2,HOME
1980,1980-06-11,PHI,SFN,L,4,7,HOME
1980,1980-06-12,CAL,BOS,L,2,13,HOME
1980,1980-06-12,DET,MIN,W,8,4,HOME
1980,1980-06-12,MIL,TEX,W,8,1,HOME
1980,1980-06-12,SEA,BAL,L,1,4,HOME
1980,1980-06-12,CIN,PIT,L,6,10,HOME
1980,1980-06-12,MON,SDN,W,9,1,HOME
1980,1980-06-12,NYN,LAN,W,6,5,HOME
1980,1980-06-13,CAL,BOS,L,0,3,HOME
1980,1980-06-13,CLE,MIN,W,6,2,HOME
1980,1980-06-13,DET,CHA,W,8,4,HOME
1980,1980-06-13,MIL,KCA,L,3,4,HOME
1980,1980-06-13,OAK,NYA,W,4,3,HOME
1980,1980-06-13,OAK,NYA,L,4,6,HOME
1980,1980-06-13,SEA,BAL,W,7,6,HOME
1980,1980-06-13,TOR,TEX,L,3,6,HOME
1980,1980-06-13,CHN,ATL,L,6,7,HOME
1980,1980-06-13,MON,LAN,W,4,3,HOME
1980,1980-06-13,NYN,SFN,L,1,3,HOME
1980,1980-06-13,PHI,SDN,W,9,6,HOME
1980,1980-06-13,PIT,HOU,W,5,3,HOME
1980,1980-06-13,SLN,CIN,L,2,5,HOME
1980,1980-06-14,CAL,BOS,L,3,7,HOME
1980,1980-06-14,CLE,MIN,W,3,2,HOME
1980,1980-06-14,DET,CHA,W,3,0,HOME
1980,1980-06-14,MIL,KCA,W,5,2,HOME
1980,1980-06-14,OAK,NYA,L,1,2,HOME
1980,1980-06-14,SEA,BAL,W,9,8,HOME
1980,1980-06-14,TOR,TEX,W,7,6,HOME
1980,1980-06-14,CHN,ATL,W,10,5,HOME
1980,1980-06-14,MON,LAN,L,0,8,HOME
1980,1980-06-14,NYN,SFN,W,7,6,HOME
1980,1980-06-14,PHI,SDN,W,3,1,HOME
1980,1980-06-14,PIT,HOU,L,3,7,HOME
1980,1980-06-14,SLN,CIN,W,4,3,HOME
1980,1980-06-15,CAL,BOS,L,5,6,HOME
1980,1980-06-15,CLE,MIN,W,14,5,HOME
1980,1980-06-15,MIL,KCA,L,2,7,HOME
1980,1980-06-15,OAK,NYA,L,2,8,HOME
1980,1980-06-15,SEA,BAL,L,3,9,HOME
1980,1980-06-15,TOR,TEX,W,5,3,HOME
1980,1980-06-15,CHN,ATL,W,4,1,HOME
1980,1980-06-15,MON,LAN,L,0,1,HOME
1980,1980-06-15,NYN,SFN,L,0,3,HOME
1980,1980-06-15,PHI,SDN,W,8,5,HOME
1980,1980-06-15,PIT,HOU,W,4,1,HOME
1980,1980-06-15,SLN,CIN,W,10,9,HOME
1980,1980-06-16,BAL,CAL,W,5,2,HOME
1980,1980-06-16,BOS,OAK,L,8,11,HOME
1980,1980-06-16,CLE,CHA,W,5,3,HOME
1980,1980-06-16,DET,MIL,W,6,5,HOME
1980,1980-06-16,DET,MIL,L,3,5,HOME
1980,1980-06-16,KCA,TEX,L,3,6,HOME
1980,1980-06-16,NYA,SEA,W,6,3,HOME
1980,1980-06-16,TOR,MIN,L,0,4,HOME
1980,1980-06-16,CHN,HOU,L,1,2,HOME
1980,1980-06-16,LAN,PHI,L,2,3,HOME
1980,1980-06-16,PIT,CIN,W,5,3,HOME
1980,1980-06-16,SDN,NYN,W,3,2,HOME
1980,1980-06-16,SFN,MON,W,5,1,HOME
1980,1980-06-16,SLN,ATL,L,3,6,HOME
1980,1980-06-17,BAL,CAL,W,5,3,HOME
1980,1980-06-17,BOS,OAK,W,6,2,HOME
1980,1980-06-17,CLE,CHA,L,3,5,HOME
1980,1980-06-17,DET,MIL,W,3,0,HOME
1980,1980-06-17,KCA,TEX,W,3,2,HOME
1980,1980-06-17,NYA,SEA,W,8,2,HOME
1980,1980-06-17,TOR,MIN,L,6,8,HOME
1980,1980-06-17,CHN,HOU,L,1,7,HOME
1980,1980-06-17,LAN,PHI,L,5,6,HOME
1980,1980-06-17,PIT,CIN,L,3,4,HOME
1980,1980-06-17,SDN,NYN,W,2,1,HOME
1980,1980-06-17,SFN,MON,L,1,2,HOME
1980,1980-06-17,SLN,ATL,W,3,2,HOME
1980,1980-06-18,BAL,OAK,W,3,2,HOME
1980,1980-06-18,BOS,SEA,W,6,2,HOME
1980,1980-06-18,KCA,CLE,W,10,2,HOME
1980,1980-06-18,NYA,CAL,W,5,0,HOME
1980,1980-06-18,TEX,MIL,W,8,1,HOME
1980,1980-06-18,TOR,CHA,W,5,4,HOME
1980,1980-06-18,TOR,CHA,W,3,1,HOME
1980,1980-06-18,ATL,PIT,W,3,2,HOME
1980,1980-06-18,ATL,PIT,W,5,4,HOME
1980,1980-06-18,CHN,CIN,W,7,0,HOME
1980,1980-06-18,HOU,SLN,W,3,0,HOME
1980,1980-06-18,LAN,MON,W,8,7,HOME
1980,1980-06-18,SDN,PHI,L,1,5,HOME
1980,1980-06-18,SFN,NYN,W,8,5,HOME
1980,1980-06-19,BAL,OAK,W,4,3,HOME
1980,1980-06-19,BOS,SEA,W,2,0,HOME
1980,1980-06-19,KCA,CLE,L,4,5,HOME
1980,1980-06-19,MIN,DET,W,5,1,HOME
1980,1980-06-19,NYA,CAL,W,7,5,HOME
1980,1980-06-19,TEX,MIL,L,4,10,HOME
1980,1980-06-19,ATL,PIT,W,4,3,HOME
1980,1980-06-19,CHN,CIN,W,5,2,HOME
1980,1980-06-19,HOU,SLN,W,2,0,HOME
1980,1980-06-19,LAN,MON,W,5,3,HOME
1980,1980-06-19,SDN,PHI,W,4,3,HOME
1980,1980-06-19,SFN,NYN,W,4,3,HOME
1980,1980-06-20,BAL,SEA,L,1,3,HOME
1980,1980-06-20,BOS,CAL,L,2,20,HOME
1980,1980-06-20,CHA,DET,L,3,5,HOME
1980,1980-06-20,KCA,MIL,L,5,10,HOME
1980,1980-06-20,MIN,CLE,L,3,4,HOME
1980,1980-06-20,NYA,OAK,W,15,7,HOME
1980,1980-06-20,TEX,TOR,W,5,2,HOME
1980,1980-06-20,ATL,CHN,L,2,4,HOME
1980,1980-06-20,CIN,SLN,L,5,7,HOME
1980,1980-06-20,HOU,PIT,W,6,4,HOME
1980,1980-06-20,LAN,NYN,W,4,3,HOME
1980,1980-06-20,SDN,MON,W,4,2,HOME
1980,1980-06-20,SFN,PHI,W,5,1,HOME
1980,1980-06-21,BAL,SEA,W,9,0,HOME
1980,1980-06-21,BOS,CAL,L,2,4,HOME
1980,1980-06-21,CHA,DET,L,1,4,HOME
1980,1980-06-21,KCA,MIL,L,1,5,HOME
1980,1980-06-21,MIN,CLE,W,3,2,HOME
1980,1980-06-21,NYA,OAK,W,5,3,HOME
1980,1980-06-21,TEX,TOR,W,2,1,HOME
1980,1980-06-21,ATL,CHN,W,8,0,HOME
1980,1980-06-21,CIN,SLN,W,8,5,HOME
1980,1980-06-21,HOU,PIT,W,4,2,HOME
1980,1980-06-21,LAN,NYN,W,5,0,HOME
1980,1980-06-21,SDN,MON,L,4,7,HOME
1980,1980-06-21,SFN,PHI,W,9,3,HOME
1980,1980-06-22,BAL,SEA,L,5,7,HOME
1980,1980-06-22,BOS,CAL,W,6,3,HOME
1980,1980-06-22,CHA,DET,L,1,7,HOME
1980,1980-06-22,CHA,DET,L,4,6,HOME
1980,1980-06-22,KCA,MIL,W,7,4,HOME
1980,1980-06-22,MIN,CLE,L,6,11,HOME
1980,1980-06-22,NYA,OAK,L,2,5,HOME
1980,1980-06-22,TEX,TOR,L,5,6,HOME
1980,1980-06-22,ATL,CHN,L,2,3,HOME
1980,1980-06-22,CIN,SLN,L,2,12,HOME
1980,1980-06-22,HOU,PIT,L,1,2,HOME
1980,1980-06-22,LAN,NYN,L,6,9,HOME
1980,1980-06-22,SDN,MON,L,0,2,HOME
1980,1980-06-22,SFN,PHI,L,3,4,HOME
1980,1980-06-23,CLE,DET,L,4,5,HOME
1980,1980-06-23,MIN,KCA,W,4,1,HOME
1980,1980-06-23,NYA,BOS,L,2,7,HOME
1980,1980-06-23,OAK,MIL,L,0,8,HOME
1980,1980-06-23,HOU,LAN,L,0,3,HOME
1980,1980-06-23,SLN,PIT,W,6,1,HOME
1980,1980-06-24,BAL,TOR,W,1,0,HOME
1980,1980-06-24,CAL,CHA,L,1,2,HOME
1980,1980-06-24,CLE,DET,L,4,9,HOME
1980,1980-06-24,MIN,KCA,W,2,1,HOME
1980,1980-06-24,MIN,KCA,L,2,4,HOME
1980,1980-06-24,NYA,BOS,W,10,5,HOME
1980,1980-06-24,OAK,MIL,L,3,5,HOME
1980,1980-06-24,TEX,SEA,W,5,4,HOME
1980,1980-06-24,CHN,NYN,L,5,6,HOME
1980,1980-06-24,CIN,ATL,W,8,2,HOME
1980,1980-06-24,HOU,LAN,W,5,4,HOME
1980,1980-06-24,PHI,MON,L,6,7,HOME
1980,1980-06-24,SDN,SFN,W,5,3,HOME
1980,1980-06-24,SLN,PIT,W,3,2,HOME
1980,1980-06-25,BAL,TOR,W,6,3,HOME
1980,1980-06-25,CAL,CHA,L,2,5,HOME
1980,1980-06-25,CLE,DET,L,3,13,HOME
1980,1980-06-25,MIN,KCA,L,1,4,HOME
1980,1980-06-25,NYA,BOS,L,3,4,HOME
1980,1980-06-25,OAK,MIL,L,2,5,HOME
1980,1980-06-25,TEX,SEA,W,6,1,HOME
1980,1980-06-25,CHN,NYN,L,1,9,HOME
1980,1980-06-25,CHN,NYN,W,4,1,HOME
1980,1980-06-25,CIN,ATL,W,15,3,HOME
1980,1980-06-25,HOU,LAN,L,2,9,HOME
1980,1980-06-25,PHI,MON,W,2,1,HOME
1980,1980-06-25,SDN,SFN,W,7,3,HOME
1980,1980-06-25,SLN,PIT,W,4,1,HOME
1980,1980-06-26,BAL,TOR,W,4,1,HOME
1980,1980-06-26,CAL,CHA,L,2,5,HOME
1980,1980-06-26,TEX,SEA,L,4,8,HOME
1980,1980-06-26,CHN,NYN,L,3,4,HOME
1980,1980-06-26,PHI,MON,L,0,1,HOME
1980,1980-06-26,SDN,SFN,L,1,2,HOME
1980,1980-06-27,BOS,BAL,W,3,2,HOME
1980,1980-06-27,CAL,MIL,W,6,5,HOME
1980,1980-06-27,NYA,CLE,L,0,2,HOME
1980,1980-06-27,OAK,CHA,W,3,1,HOME
1980,1980-06-27,SEA,KCA,L,1,2,HOME
1980,1980-06-27,TEX,MIN,W,5,0,HOME
1980,1980-06-27,TOR,DET,L,2,7,HOME
1980,1980-06-27,CHN,SLN,L,2,3,HOME
1980,1980-06-27,HOU,CIN,W,5,4,HOME
1980,1980-06-27,MON,PIT,L,4,6,HOME
1980,1980-06-27,PHI,NYN,L,2,3,HOME
1980,1980-06-27,SDN,ATL,L,3,5,HOME
1980,1980-06-27,SFN,LAN,L,0,8,HOME
1980,1980-06-28,BOS,BAL,L,4,8,HOME
1980,1980-06-28,CAL,MIL,L,5,11,HOME
1980,1980-06-28,NYA,CLE,W,11,10,HOME
1980,1980-06-28,OAK,CHA,L,0,3,HOME
1980,1980-06-28,SEA,KCA,L,2,4,HOME
1980,1980-06-28,TEX,MIN,W,11,3,HOME
1980,1980-06-28,TOR,DET,L,3,8,HOME
1980,1980-06-28,CHN,SLN,L,6,8,HOME
1980,1980-06-28,CHN,SLN,W,2,1,HOME
1980,1980-06-28,HOU,CIN,L,5,8,HOME
1980,1980-06-28,MON,PIT,L,3,4,HOME
1980,1980-06-28,PHI,NYN,L,1,2,HOME
1980,1980-06-28,PHI,NYN,L,4,5,HOME
1980,1980-06-28,SDN,ATL,L,4,5,HOME
1980,1980-06-28,SDN,ATL,W,3,2,HOME
1980,1980-06-28,SFN,LAN,W,4,3,HOME
1980,1980-06-29,CAL,MIL,L,2,5,HOME
1980,1980-06-29,NYA,CLE,W,7,2,HOME
1980,1980-06-29,OAK,CHA,L,0,3,HOME
1980,1980-06-29,SEA,KCA,W,7,2,HOME
1980,1980-06-29,TEX,MIN,L,3,5,HOME
1980,1980-06-29,TOR,DET,W,2,0,HOME
1980,1980-06-29,CHN,SLN,L,7,9,HOME
1980,1980-06-29,HOU,CIN,W,12,10,HOME
1980,1980-06-29,MON,PIT,W,4,1,HOME
1980,1980-06-29,PHI,NYN,W,5,2,HOME
1980,1980-06-29,SDN,ATL,L,2,4,HOME
1980,1980-06-29,SFN,LAN,W,4,3,HOME
1980,1980-06-29,SFN,LAN,L,0,3,HOME
1980,1980-06-30,BOS,NYA,L,3,6,HOME
1980,1980-06-30,CHA,CAL,L,6,10,HOME
1980,1980-06-30,DET,CLE,W,9,4,HOME
1980,1980-06-30,KCA,MIN,L,3,12,HOME
1980,1980-06-30,MIL,OAK,W,5,2,HOME
1980,1980-06-30,SEA,TEX,L,5,11,HOME
1980,1980-06-30,TOR,BAL,L,7,9,HOME
1980,1980-06-30,ATL,HOU,W,5,4,HOME
1980,1980-06-30,LAN,SDN,L,3,4,HOME
1980,1980-06-30,MON,PHI,L,5,7,HOME
1980,1980-06-30,PIT,SLN,W,5,4,HOME
1980,1980-06-30,SFN,CIN,W,8,4,HOME
1980,1980-07-01,BOS,NYA,L,2,3,HOME
1980,1980-07-01,CHA,CAL,L,2,5,HOME
1980,1980-07-01,DET,CLE,L,7,8,HOME
1980,1980-07-01,KCA,MIN,L,1,2,HOME
1980,1980-07-01,MIL,OAK,W,5,2,HOME
1980,1980-07-01,SEA,TEX,W,6,5,HOME
1980,1980-07-01,TOR,BAL,L,0,2,HOME
1980,1980-07-01,ATL,HOU,W,13,4,HOME
1980,1980-07-01,LAN,SDN,L,1,4,HOME
1980,1980-07-01,MON,PHI,L,4,5,HOME
1980,1980-07-01,NYN,CHN,L,3,4,HOME
1980,1980-07-01,PIT,SLN,W,3,2,HOME
1980,1980-07-01,SFN,CIN,W,4,1,HOME
1980,1980-07-02,BOS,NYA,L,0,6,HOME
1980,1980-07-02,CHA,CAL,W,1,0,HOME
1980,1980-07-02,DET,CLE,W,7,6,HOME
1980,1980-07-02,KCA,MIN,W,4,3,HOME
1980,1980-07-02,MIL,OAK,L,3,5,HOME
1980,1980-07-02,SEA,TEX,L,3,6,HOME
1980,1980-07-02,TOR,BAL,L,2,6,HOME
1980,1980-07-02,ATL,HOU,W,14,0,HOME
1980,1980-07-02,LAN,SDN,W,10,7,HOME
1980,1980-07-02,MON,PHI,W,6,1,HOME
1980,1980-07-02,NYN,CHN,W,3,1,HOME
1980,1980-07-02,PIT,SLN,L,5,7,HOME
1980,1980-07-02,SFN,CIN,L,2,6,HOME
1980,1980-07-03,BAL,BOS,L,2,5,HOME
1980,1980-07-03,CHA,CAL,L,3,7,HOME
1980,1980-07-03,CLE,NYA,W,7,0,HOME
1980,1980-07-03,DET,TOR,W,8,5,HOME
1980,1980-07-03,KCA,SEA,L,2,13,HOME
1980,1980-07-03,MIL,OAK,L,5,7,HOME
1980,1980-07-03,MIN,TEX,W,10,3,HOME
1980,1980-07-03,ATL,HOU,L,3,5,HOME
1980,1980-07-03,LAN,SDN,W,5,4,HOME
1980,1980-07-03,NYN,MON,W,7,2,HOME
1980,1980-07-03,PIT,CHN,W,5,3,HOME
1980,1980-07-03,SFN,CIN,W,4,3,HOME
1980,1980-07-03,SLN,PHI,L,1,2,HOME
1980,1980-07-03,SLN,PHI,L,1,8,HOME
1980,1980-07-04,BAL,BOS,W,10,3,HOME
1980,1980-07-04,CHA,OAK,L,0,2,HOME
1980,1980-07-04,CLE,NYA,L,5,11,HOME
1980,1980-07-04,DET,TOR,W,4,3,HOME
1980,1980-07-04,KCA,SEA,W,5,3,HOME
1980,1980-07-04,MIL,CAL,L,0,2,HOME
1980,1980-07-04,MIN,TEX,L,3,4,HOME
1980,1980-07-04,ATL,SDN,W,9,0,HOME
1980,1980-07-04,CIN,HOU,W,8,1,HOME
1980,1980-07-04,LAN,SFN,W,4,0,HOME
1980,1980-07-04,NYN,MON,W,9,5,HOME
1980,1980-07-04,NYN,MON,L,5,6,HOME
1980,1980-07-04,PIT,CHN,L,2,4,HOME
1980,1980-07-04,PIT,CHN,L,1,2,HOME
1980,1980-07-04,SLN,PHI,W,1,0,HOME
1980,1980-07-05,BAL,BOS,L,0,1,HOME
1980,1980-07-05,CHA,OAK,L,0,5,HOME
1980,1980-07-05,CLE,NYA,L,2,3,HOME
1980,1980-07-05,DET,TOR,L,3,5,HOME
1980,1980-07-05,KCA,SEA,W,5,4,HOME
1980,1980-07-05,MIL,CAL,W,4,3,HOME
1980,1980-07-05,MIN,TEX,W,2,1,HOME
1980,1980-07-05,ATL,SDN,W,3,2,HOME
1980,1980-07-05,CIN,HOU,W,8,6,HOME
1980,1980-07-05,CIN,HOU,W,3,2,HOME
