season,date,team1,team2,result,score1,score2,home_away
1966,1966-09-02,MIA,LV,L,14,23,Home
1966,1966-09-03,TEN,DEN,W,45,7,Home
1966,1966-09-04,LAC,BUF,W,27,7,Home
1966,1966-09-09,MIA,NYJ,L,14,19,Home
1966,1966-09-10,GB,IND,W,24,3,Home
1966,1966-09-10,LAC,NE,W,24,0,Home
1966,1966-09-10,TEN,LV,W,31,0,Home
1966,1966-09-11,ARI,PHI,W,16,13,Home
1966,1966-09-11,ATL,LAR,L,14,19,Home
1966,1966-09-11,BUF,KC,L,20,42,Home
1966,1966-09-11,DET,CHI,W,14,3,Home
1966,1966-09-11,PIT,NYG,T,34,34,Home
1966,1966-09-11,SF,MIN,T,20,20,Home
1966,1966-09-11,WAS,CLE,L,14,38,Home
1966,1966-09-16,LAR,CHI,W,31,17,Home
1966,1966-09-18,ARI,WAS,W,23,7,Home
1966,1966-09-18,BUF,MIA,W,58,24,Home
1966,1966-09-18,CLE,GB,L,20,21,Home
1966,1966-09-18,DAL,NYG,W,52,7,Home
1966,1966-09-18,DEN,NE,L,10,24,Home
1966,1966-09-18,LV,KC,L,10,32,Home
1966,1966-09-18,MIN,IND,L,23,38,Home
1966,1966-09-18,NYJ,TEN,W,52,13,Home
1966,1966-09-18,PHI,ATL,W,23,10,Home
1966,1966-09-18,PIT,DET,W,17,3,Home
1966,1966-09-25,BUF,TEN,W,27,20,Home
1966,1966-09-25,CLE,ARI,L,28,34,Home
1966,1966-09-25,DAL,MIN,W,28,17,Home
1966,1966-09-25,DEN,NYJ,L,7,16,Home
1966,1966-09-25,DET,ATL,W,28,10,Home
1966,1966-09-25,GB,LAR,W,24,13,Home
1966,1966-09-25,IND,SF,W,36,14,Home
1966,1966-09-25,LV,LAC,L,20,29,Home
1966,1966-09-25,NE,KC,L,24,43,Home
1966,1966-09-25,PHI,NYG,W,35,17,Home
1966,1966-09-25,PIT,WAS,L,27,33,Home
1966,1966-09-30,LAR,SF,W,34,3,Home
1966,1966-10-02,ATL,DAL,L,14,47,Home
1966,1966-10-02,DEN,TEN,W,40,38,Home
1966,1966-10-02,GB,DET,W,23,14,Home
1966,1966-10-02,KC,BUF,L,14,29,Home
1966,1966-10-02,LAC,MIA,W,44,10,Home
1966,1966-10-02,MIN,CHI,L,10,13,Home
1966,1966-10-02,NE,NYJ,T,24,24,Home
1966,1966-10-02,NYG,CLE,L,7,28,Home
1966,1966-10-02,PHI,ARI,L,10,41,Home
1966,1966-10-02,WAS,PIT,W,24,10,Home
1966,1966-10-08,BUF,NE,L,10,20,Home
1966,1966-10-08,CLE,PIT,W,41,10,Home
1966,1966-10-08,KC,DEN,W,37,10,Home
1966,1966-10-08,NYJ,LAC,W,17,16,Home
1966,1966-10-09,ARI,NYG,W,24,19,Home
1966,1966-10-09,CHI,IND,W,27,17,Home
1966,1966-10-09,DAL,PHI,W,56,7,Home
1966,1966-10-09,DET,LAR,L,7,14,Home
1966,1966-10-09,LV,MIA,W,21,10,Home
1966,1966-10-09,SF,GB,W,21,20,Home
1966,1966-10-09,WAS,ATL,W,33,20,Home
1966,1966-10-16,ARI,DAL,T,10,10,Home
1966,1966-10-16,ATL,SF,L,7,44,Home
1966,1966-10-16,BUF,LAC,T,17,17,Home
1966,1966-10-16,CHI,GB,L,0,17,Home
1966,1966-10-16,IND,DET,W,45,14,Home
1966,1966-10-16,KC,LV,L,13,34,Home
1966,1966-10-16,MIA,DEN,W,24,7,Home
1966,1966-10-16,MIN,LAR,W,35,7,Home
1966,1966-10-16,NYG,WAS,W,13,10,Home
1966,1966-10-16,PIT,PHI,L,14,31,Home
1966,1966-10-16,TEN,NYJ,W,24,0,Home
1966,1966-10-23,CHI,LAR,W,17,10,Home
1966,1966-10-23,CLE,DAL,W,30,21,Home
1966,1966-10-23,DEN,KC,L,10,56,Home
1966,1966-10-23,GB,ATL,W,56,3,Home
1966,1966-10-23,IND,MIN,W,20,17,Home
1966,1966-10-23,NE,LAC,W,35,17,Home
1966,1966-10-23,NYG,PHI,L,3,31,Home
1966,1966-10-23,NYJ,LV,L,21,24,Home
1966,1966-10-23,SF,DET,W,27,24,Home
1966,1966-10-23,TEN,MIA,L,13,20,Home
1966,1966-10-23,WAS,ARI,W,26,20,Home
1966,1966-10-30,ATL,CLE,L,17,49,Home
1966,1966-10-30,DAL,PIT,W,52,21,Home
1966,1966-10-30,DET,GB,L,7,31,Home
1966,1966-10-30,KC,TEN,W,48,23,Home
1966,1966-10-30,LAC,DEN,W,24,17,Home
1966,1966-10-30,LAR,IND,L,3,17,Home
1966,1966-10-30,MIN,SF,W,28,3,Home
1966,1966-10-30,NE,LV,W,24,21,Home
1966,1966-10-30,NYJ,BUF,L,23,33,Home
1966,1966-10-30,PHI,WAS,L,13,27,Home
1966,1966-10-31,ARI,CHI,W,24,17,Home
1966,1966-11-06,CHI,DET,T,10,10,Home
1966,1966-11-06,GB,MIN,L,17,20,Home
1966,1966-11-06,IND,WAS,W,37,10,Home
1966,1966-11-06,KC,LAC,W,24,14,Home
1966,1966-11-06,LV,TEN,W,38,23,Home
1966,1966-11-06,MIA,BUF,L,0,29,Home
1966,1966-11-06,NE,DEN,L,10,17,Home
1966,1966-11-06,NYG,ARI,L,17,20,Home
1966,1966-11-06,PHI,DAL,W,24,23,Home
1966,1966-11-06,PIT,CLE,W,16,6,Home
1966,1966-11-06,SF,LAR,W,21,13,Home
1966,1966-11-13,ATL,IND,L,7,19,Home
1966,1966-11-13,BUF,NYJ,W,14,3,Home
1966,1966-11-13,CHI,SF,T,30,30,Home
1966,1966-11-13,CLE,PHI,W,27,7,Home
1966,1966-11-13,KC,MIA,W,34,16,Home
1966,1966-11-13,LAC,LV,L,19,41,Home
1966,1966-11-13,LAR,NYG,W,55,14,Home
1966,1966-11-13,MIN,DET,L,31,32,Home
1966,1966-11-13,NE,TEN,W,27,21,Home
1966,1966-11-13,PIT,ARI,W,30,9,Home
1966,1966-11-13,WAS,DAL,L,30,31,Home
1966,1966-11-20,CLE,WAS,W,14,3,Home
1966,1966-11-20,DEN,LV,L,3,17,Home
1966,1966-11-20,DET,IND,W,20,14,Home
1966,1966-11-20,GB,CHI,W,13,6,Home
1966,1966-11-20,KC,NE,T,27,27,Home
1966,1966-11-20,LAR,MIN,W,21,6,Home
1966,1966-11-20,NYG,ATL,L,16,27,Home
1966,1966-11-20,NYJ,MIA,W,30,13,Home
1966,1966-11-20,PIT,DAL,L,7,20,Home
1966,1966-11-20,SF,PHI,L,34,35,Home
1966,1966-11-20,TEN,BUF,L,20,42,Home
1966,1966-11-24,DAL,CLE,W,26,14,Home
1966,1966-11-24,DET,SF,L,14,41,Home
1966,1966-11-24,LV,BUF,L,10,31,Home
1966,1966-11-27,ARI,PIT,W,6,3,Home
1966,1966-11-27,CHI,ATL,W,23,6,Home
1966,1966-11-27,DEN,LAC,W,20,17,Home
1966,1966-11-27,IND,LAR,L,7,23,Home
1966,1966-11-27,MIA,NE,L,14,20,Home
1966,1966-11-27,MIN,GB,L,16,28,Home
1966,1966-11-27,NYJ,KC,L,24,32,Home
1966,1966-11-27,WAS,NYG,W,72,41,Home
1966,1966-12-03,LV,NYJ,T,28,28,Home
1966,1966-12-04,CLE,NYG,W,49,40,Home
1966,1966-12-04,DAL,ARI,W,31,17,Home
1966,1966-12-04,DEN,MIA,W,17,7,Home
1966,1966-12-04,GB,SF,W,20,7,Home
1966,1966-12-04,IND,CHI,W,21,16,Home
1966,1966-12-04,LAR,DET,W,23,3,Home
1966,1966-12-04,MIN,ATL,L,13,20,Home
1966,1966-12-04,NE,BUF,W,14,3,Home
1966,1966-12-04,PHI,PIT,W,27,23,Home
1966,1966-12-04,TEN,LAC,L,22,28,Home
1966,1966-12-10,IND,GB,L,10,14,Home
1966,1966-12-11,ATL,ARI,W,16,10,Home
1966,1966-12-11,DAL,WAS,L,31,34,Home
1966,1966-12-11,DET,MIN,L,16,28,Home
1966,1966-12-11,LAC,NYJ,W,42,27,Home
1966,1966-12-11,LV,DEN,W,28,10,Home
1966,1966-12-11,MIA,KC,L,18,19,Home
1966,1966-12-11,NYG,PIT,L,28,47,Home
1966,1966-12-11,PHI,CLE,W,33,21,Home
1966,1966-12-11,SF,CHI,W,41,14,Home
1966,1966-12-11,TEN,NE,L,14,38,Home
1966,1966-12-17,ARI,CLE,L,10,38,Home
1966,1966-12-17,NYJ,NE,W,38,28,Home
1966,1966-12-18,ATL,PIT,L,33,57,Home
1966,1966-12-18,BUF,DEN,W,38,21,Home
1966,1966-12-18,CHI,MIN,W,41,28,Home
1966,1966-12-18,LAC,KC,L,17,27,Home
1966,1966-12-18,LAR,GB,L,23,27,Home
1966,1966-12-18,MIA,TEN,W,29,28,Home
1966,1966-12-18,NYG,DAL,L,7,17,Home
1966,1966-12-18,SF,IND,L,14,30,Home
1966,1966-12-18,WAS,PHI,L,28,37,Home
1967,1967-09-03,DEN,NE,W,26,21,Home
1967,1967-09-09,LAC,NE,W,28,14,Home
1967,1967-09-09,TEN,KC,L,20,25,Home
1967,1967-09-10,BUF,NYJ,W,20,17,Home
1967,1967-09-10,LV,DEN,W,51,0,Home
1967,1967-09-17,ARI,NYG,L,20,37,Home
1967,1967-09-17,BUF,TEN,L,3,20,Home
1967,1967-09-17,CLE,DAL,L,14,21,Home
1967,1967-09-17,GB,DET,T,17,17,Home
1967,1967-09-17,IND,ATL,W,38,31,Home
1967,1967-09-17,LV,NE,W,35,7,Home
1967,1967-09-17,MIA,DEN,W,35,21,Home
1967,1967-09-17,MIN,SF,L,21,27,Home
1967,1967-09-17,NO,LAR,L,13,27,Home
1967,1967-09-17,PHI,WAS,W,35,24,Home
1967,1967-09-17,PIT,CHI,W,41,13,Home
1967,1967-09-22,LAR,MIN,W,39,3,Home
1967,1967-09-24,BUF,NE,L,0,23,Home
1967,1967-09-24,DAL,NYG,W,38,24,Home
1967,1967-09-24,DEN,NYJ,L,24,38,Home
1967,1967-09-24,DET,CLE,W,31,14,Home
1967,1967-09-24,GB,CHI,W,13,10,Home
1967,1967-09-24,LAC,TEN,W,13,3,Home
1967,1967-09-24,MIA,KC,L,0,24,Home
1967,1967-09-24,NO,WAS,L,10,30,Home
1967,1967-09-24,PHI,IND,L,6,38,Home
1967,1967-09-24,PIT,ARI,L,14,28,Home
1967,1967-09-24,SF,ATL,W,38,7,Home
1967,1967-10-01,ARI,DET,W,38,28,Home
1967,1967-10-01,BUF,LAC,L,17,37,Home
1967,1967-10-01,DAL,LAR,L,13,35,Home
1967,1967-10-01,GB,ATL,W,23,0,Home
1967,1967-10-01,IND,SF,W,41,7,Home
1967,1967-10-01,LV,KC,W,23,21,Home
1967,1967-10-01,MIN,CHI,L,7,17,Home
1967,1967-10-01,NO,CLE,L,7,42,Home
1967,1967-10-01,NYJ,MIA,W,29,7,Home
1967,1967-10-01,PHI,PIT,W,34,24,Home
1967,1967-10-01,TEN,DEN,W,10,6,Home
1967,1967-10-01,WAS,NYG,W,38,34,Home
1967,1967-10-07,CLE,PIT,W,21,10,Home
1967,1967-10-07,NYJ,LV,W,27,14,Home
1967,1967-10-08,ATL,PHI,L,7,38,Home
1967,1967-10-08,CHI,IND,L,3,24,Home
1967,1967-10-08,DEN,BUF,L,16,17,Home
1967,1967-10-08,DET,GB,L,17,27,Home
1967,1967-10-08,KC,MIA,W,41,0,Home
1967,1967-10-08,LAC,NE,T,31,31,Home
1967,1967-10-08,LAR,SF,L,24,27,Home
1967,1967-10-08,MIN,ARI,L,24,34,Home
1967,1967-10-08,NYG,NO,W,27,21,Home
1967,1967-10-08,WAS,DAL,L,14,17,Home
1967,1967-10-15,ATL,WAS,T,20,20,Home
1967,1967-10-15,BUF,LV,L,20,24,Home
1967,1967-10-15,CHI,DET,W,14,3,Home
1967,1967-10-15,CLE,ARI,W,20,16,Home
1967,1967-10-15,DAL,NO,W,14,10,Home
1967,1967-10-15,GB,MIN,L,7,10,Home
1967,1967-10-15,IND,LAR,T,24,24,Home
1967,1967-10-15,LAC,KC,W,45,31,Home
1967,1967-10-15,NE,MIA,W,41,10,Home
1967,1967-10-15,NYJ,TEN,T,28,28,Home
1967,1967-10-15,PHI,SF,L,27,28,Home
1967,1967-10-15,PIT,NYG,L,24,27,Home
1967,1967-10-22,ARI,PHI,W,48,14,Home
1967,1967-10-22,CLE,CHI,W,24,0,Home
1967,1967-10-22,DEN,LAC,L,21,38,Home
1967,1967-10-22,DET,ATL,W,24,3,Home
1967,1967-10-22,KC,TEN,L,19,24,Home
1967,1967-10-22,LAR,WAS,T,28,28,Home
1967,1967-10-22,MIA,NYJ,L,14,33,Home
1967,1967-10-22,MIN,IND,T,20,20,Home
1967,1967-10-22,NE,LV,L,14,48,Home
1967,1967-10-22,NYG,GB,L,21,48,Home
1967,1967-10-22,PIT,DAL,L,21,24,Home
1967,1967-10-22,SF,NO,W,27,13,Home
1967,1967-10-29,ATL,MIN,W,21,20,Home
1967,1967-10-29,CHI,LAR,L,17,28,Home
1967,1967-10-29,KC,DEN,W,52,9,Home
1967,1967-10-29,LV,LAC,W,51,10,Home
1967,1967-10-29,NO,PIT,L,10,14,Home
1967,1967-10-29,NYG,CLE,W,38,34,Home
1967,1967-10-29,NYJ,NE,W,30,23,Home
1967,1967-10-29,PHI,DAL,W,21,14,Home
1967,1967-10-29,SF,DET,L,3,45,Home
1967,1967-10-29,TEN,BUF,W,10,3,Home
1967,1967-10-29,WAS,IND,L,13,17,Home
1967,1967-10-30,ARI,GB,L,23,31,Home
1967,1967-11-05,BUF,MIA,W,35,13,Home
1967,1967-11-05,DAL,ATL,W,37,7,Home
1967,1967-11-05,DEN,LV,L,17,21,Home
1967,1967-11-05,DET,CHI,L,13,27,Home
1967,1967-11-05,IND,GB,W,13,10,Home
1967,1967-11-05,KC,NYJ,W,42,18,Home
1967,1967-11-05,MIN,NYG,W,27,24,Home
1967,1967-11-05,NE,TEN,W,18,7,Home
1967,1967-11-05,NO,PHI,W,31,24,Home
1967,1967-11-05,PIT,CLE,L,14,34,Home
1967,1967-11-05,SF,LAR,L,7,17,Home
1967,1967-11-05,WAS,ARI,L,21,27,Home
1967,1967-11-12,ARI,PIT,T,14,14,Home
1967,1967-11-12,ATL,IND,L,7,49,Home
1967,1967-11-12,CHI,NYG,W,34,7,Home
1967,1967-11-12,DEN,TEN,L,18,20,Home
1967,1967-11-12,GB,CLE,W,55,7,Home
1967,1967-11-12,LAC,MIA,W,24,0,Home
1967,1967-11-12,LAR,PHI,W,33,17,Home
1967,1967-11-12,MIN,DET,T,10,10,Home
1967,1967-11-12,NE,KC,L,10,33,Home
1967,1967-11-12,NO,DAL,L,10,27,Home
1967,1967-11-12,NYJ,BUF,W,20,10,Home
1967,1967-11-12,WAS,SF,W,31,28,Home
1967,1967-11-19,ATL,LAR,L,3,31,Home
1967,1967-11-19,BUF,DEN,L,20,21,Home
1967,1967-11-19,CHI,ARI,W,30,3,Home
1967,1967-11-19,CLE,MIN,W,14,10,Home
1967,1967-11-19,DAL,WAS,L,20,27,Home
1967,1967-11-19,GB,SF,W,13,0,Home
1967,1967-11-19,IND,DET,W,41,7,Home
1967,1967-11-19,KC,LAC,L,16,17,Home
1967,1967-11-19,LV,MIA,W,31,17,Home
1967,1967-11-19,NE,NYJ,L,24,29,Home
1967,1967-11-19,NYG,PIT,W,28,20,Home
1967,1967-11-19,PHI,NO,W,48,21,Home
1967,1967-11-23,DAL,ARI,W,46,21,Home
1967,1967-11-23,DET,LAR,L,7,31,Home
1967,1967-11-23,KC,LV,L,22,44,Home
1967,1967-11-23,LAC,DEN,W,24,20,Home
1967,1967-11-26,CHI,GB,L,13,17,Home
1967,1967-11-26,CLE,WAS,W,42,37,Home
1967,1967-11-26,MIA,BUF,W,17,14,Home
1967,1967-11-26,NO,ATL,W,27,24,Home
1967,1967-11-26,NYG,PHI,W,44,7,Home
1967,1967-11-26,PIT,MIN,L,27,41,Home
1967,1967-11-26,SF,IND,L,9,26,Home
1967,1967-11-26,TEN,NE,W,27,6,Home
1967,1967-12-03,ARI,NO,W,31,20,Home
1967,1967-12-03,CLE,NYG,W,24,14,Home
1967,1967-12-03,DET,PIT,L,14,24,Home
1967,1967-12-03,IND,DAL,W,23,17,Home
1967,1967-12-03,KC,BUF,W,23,13,Home
1967,1967-12-03,LAC,LV,L,21,41,Home
1967,1967-12-03,LAR,ATL,W,20,3,Home
1967,1967-12-03,MIN,GB,L,27,30,Home
1967,1967-12-03,NYJ,DEN,L,24,33,Home
1967,1967-12-03,SF,CHI,L,14,28,Home
1967,1967-12-03,TEN,MIA,W,17,14,Home
1967,1967-12-03,WAS,PHI,T,35,35,Home
1967,1967-12-09,LAR,GB,W,27,24,Home
1967,1967-12-09,NE,BUF,L,16,44,Home
1967,1967-12-10,ARI,CLE,L,16,20,Home
1967,1967-12-10,ATL,SF,L,28,34,Home
1967,1967-12-10,CHI,MIN,T,10,10,Home
1967,1967-12-10,DAL,PHI,W,38,17,Home
1967,1967-12-10,IND,NO,W,30,10,Home
1967,1967-12-10,MIA,LAC,W,41,24,Home
1967,1967-12-10,NYG,DET,L,7,30,Home
1967,1967-12-10,NYJ,KC,L,7,21,Home
1967,1967-12-10,PIT,WAS,L,10,15,Home
1967,1967-12-10,TEN,LV,L,7,19,Home
1967,1967-12-16,SF,DAL,W,24,16,Home
1967,1967-12-16,TEN,LAC,W,24,17,Home
1967,1967-12-17,ATL,CHI,L,14,23,Home
1967,1967-12-17,DEN,KC,L,24,38,Home
1967,1967-12-17,DET,MIN,W,14,3,Home
1967,1967-12-17,GB,PIT,L,17,24,Home
1967,1967-12-17,LAR,IND,W,34,10,Home
1967,1967-12-17,LV,NYJ,W,38,29,Home
1967,1967-12-17,MIA,NE,W,41,32,Home
1967,1967-12-17,NYG,ARI,W,37,14,Home
1967,1967-12-17,PHI,CLE,W,28,24,Home
1967,1967-12-17,WAS,NO,L,14,30,Home
1967,1967-12-23,MIA,TEN,L,10,41,Home
1967,1967-12-24,LAC,NYJ,L,31,42,Home
1967,1967-12-24,LV,BUF,W,28,21,Home
1968,1968-09-06,LAC,CIN,W,29,13,Home
1968,1968-09-08,BUF,NE,L,7,16,Home
1968,1968-09-09,TEN,KC,L,21,26,Home
1968,1968-09-14,MIA,TEN,L,10,24,Home
1968,1968-09-14,MIN,ATL,W,47,7,Home
1968,1968-09-15,BUF,LV,L,6,48,Home
1968,1968-09-15,CHI,WAS,L,28,38,Home
1968,1968-09-15,CIN,DEN,W,24,10,Home
1968,1968-09-15,DAL,DET,W,59,13,Home
1968,1968-09-15,GB,PHI,W,30,13,Home
1968,1968-09-15,IND,SF,W,27,10,Home
1968,1968-09-15,KC,NYJ,L,19,20,Home
1968,1968-09-15,NO,CLE,L,10,24,Home
1968,1968-09-15,PIT,NYG,L,20,34,Home
1968,1968-09-16,ARI,LAR,L,13,24,Home
1968,1968-09-21,LAC,TEN,W,30,14,Home
1968,1968-09-21,MIA,LV,L,21,47,Home
1968,1968-09-22,ATL,IND,L,20,28,Home
1968,1968-09-22,CIN,BUF,W,34,23,Home
1968,1968-09-22,DAL,CLE,W,28,7,Home
1968,1968-09-22,DET,CHI,W,42,0,Home
1968,1968-09-22,GB,MIN,L,13,26,Home
1968,1968-09-22,KC,DEN,W,34,2,Home
1968,1968-09-22,LAR,PIT,W,45,10,Home
1968,1968-09-22,NE,NYJ,L,31,47,Home
1968,1968-09-22,NO,WAS,W,37,17,Home
1968,1968-09-22,PHI,NYG,L,25,34,Home
1968,1968-09-22,SF,ARI,W,35,17,Home
1968,1968-09-28,MIA,KC,L,3,48,Home
1968,1968-09-29,BUF,NYJ,W,37,35,Home
1968,1968-09-29,CIN,LAC,L,10,31,Home
1968,1968-09-29,CLE,LAR,L,6,24,Home
1968,1968-09-29,DEN,NE,L,17,20,Home
1968,1968-09-29,GB,DET,L,17,23,Home
1968,1968-09-29,MIN,CHI,L,17,27,Home
1968,1968-09-29,NO,ARI,L,20,21,Home
1968,1968-09-29,NYG,WAS,W,48,21,Home
1968,1968-09-29,PHI,DAL,L,13,45,Home
1968,1968-09-29,PIT,IND,L,7,41,Home
1968,1968-09-29,SF,ATL,W,28,13,Home
1968,1968-09-29,TEN,LV,L,15,24,Home
1968,1968-10-05,BUF,KC,L,7,18,Home
1968,1968-10-05,CLE,PIT,W,31,24,Home
1968,1968-10-05,NYJ,LAC,W,23,20,Home
1968,1968-10-06,ARI,DAL,L,10,27,Home
1968,1968-10-06,ATL,GB,L,7,38,Home
1968,1968-10-06,DEN,CIN,W,10,7,Home
1968,1968-10-06,IND,CHI,W,28,7,Home
1968,1968-10-06,LAR,SF,W,24,10,Home
1968,1968-10-06,LV,NE,W,41,10,Home
1968,1968-10-06,MIN,DET,W,24,10,Home
1968,1968-10-06,NYG,NO,W,38,21,Home
1968,1968-10-06,TEN,MIA,L,7,24,Home
1968,1968-10-06,WAS,PHI,W,17,14,Home
1968,1968-10-12,MIA,BUF,T,14,14,Home
1968,1968-10-13,ATL,NYG,W,24,21,Home
1968,1968-10-13,CHI,DET,L,10,28,Home
1968,1968-10-13,CLE,ARI,L,21,27,Home
1968,1968-10-13,DAL,PHI,W,34,14,Home
1968,1968-10-13,GB,LAR,L,14,16,Home
1968,1968-10-13,KC,CIN,W,13,3,Home
1968,1968-10-13,LV,LAC,L,14,23,Home
1968,1968-10-13,NE,TEN,L,0,16,Home
1968,1968-10-13,NO,MIN,W,20,17,Home
1968,1968-10-13,NYJ,DEN,L,13,21,Home
1968,1968-10-13,SF,IND,L,14,42,Home
1968,1968-10-13,WAS,PIT,W,16,13,Home
1968,1968-10-20,ARI,WAS,W,41,14,Home
1968,1968-10-20,CIN,MIA,L,22,24,Home
1968,1968-10-20,DET,GB,T,14,14,Home
1968,1968-10-20,IND,CLE,L,20,30,Home
1968,1968-10-20,KC,LV,W,24,10,Home
1968,1968-10-20,LAC,DEN,W,55,24,Home
1968,1968-10-20,LAR,ATL,W,27,14,Home
1968,1968-10-20,MIN,DAL,L,7,20,Home
1968,1968-10-20,NE,BUF,W,23,6,Home
1968,1968-10-20,NYG,SF,L,10,26,Home
1968,1968-10-20,PHI,CHI,L,16,29,Home
1968,1968-10-20,PIT,NO,L,12,16,Home
1968,1968-10-20,TEN,NYJ,L,14,20,Home
1968,1968-10-27,ARI,NO,W,31,17,Home
1968,1968-10-27,BUF,TEN,L,7,30,Home
1968,1968-10-27,CHI,MIN,W,26,24,Home
1968,1968-10-27,CLE,ATL,W,30,7,Home
1968,1968-10-27,DEN,MIA,W,21,14,Home
1968,1968-10-27,DET,SF,L,7,14,Home
1968,1968-10-27,IND,LAR,W,27,10,Home
1968,1968-10-27,KC,LAC,W,27,20,Home
1968,1968-10-27,LV,CIN,W,31,10,Home
1968,1968-10-27,NYJ,NE,W,48,14,Home
1968,1968-10-27,PIT,PHI,W,6,3,Home
1968,1968-10-27,WAS,NYG,L,10,13,Home
1968,1968-10-28,DAL,GB,L,17,28,Home
1968,1968-11-03,ATL,PIT,L,21,41,Home
1968,1968-11-03,CIN,TEN,L,17,27,Home
1968,1968-11-03,GB,CHI,L,10,13,Home
1968,1968-11-03,LAC,MIA,W,34,28,Home
1968,1968-11-03,LAR,DET,W,10,7,Home
1968,1968-11-03,LV,KC,W,38,21,Home
1968,1968-11-03,MIN,WAS,W,27,14,Home
1968,1968-11-03,NE,DEN,L,14,35,Home
1968,1968-11-03,NO,DAL,L,3,17,Home
1968,1968-11-03,NYG,IND,L,0,26,Home
1968,1968-11-03,NYJ,BUF,W,25,21,Home
1968,1968-11-03,PHI,ARI,L,17,45,Home
1968,1968-11-03,SF,CLE,L,21,33,Home
1968,1968-11-10,ARI,PIT,T,28,28,Home
1968,1968-11-10,ATL,LAR,L,10,17,Home
1968,1968-11-10,BUF,MIA,L,17,21,Home
1968,1968-11-10,CHI,SF,W,27,19,Home
1968,1968-11-10,CIN,KC,L,9,16,Home
1968,1968-11-10,CLE,NO,W,35,17,Home
1968,1968-11-10,DAL,NYG,L,21,27,Home
1968,1968-11-10,DEN,LV,L,7,43,Home
1968,1968-11-10,DET,IND,L,10,27,Home
1968,1968-11-10,MIN,GB,W,14,10,Home
1968,1968-11-10,NE,LAC,L,17,27,Home
1968,1968-11-10,NYJ,TEN,W,26,7,Home
1968,1968-11-10,PHI,WAS,L,10,16,Home
1968,1968-11-17,BUF,LAC,L,6,21,Home
1968,1968-11-17,CHI,ATL,L,13,16,Home
1968,1968-11-17,DET,MIN,L,6,13,Home
1968,1968-11-17,GB,NO,W,29,7,Home
1968,1968-11-17,IND,ARI,W,27,0,Home
1968,1968-11-17,KC,NE,W,31,17,Home
1968,1968-11-17,LV,NYJ,W,43,32,Home
1968,1968-11-17,MIA,CIN,L,21,38,Home
1968,1968-11-17,NYG,PHI,W,7,6,Home
1968,1968-11-17,PIT,CLE,L,24,45,Home
1968,1968-11-17,SF,LAR,T,20,20,Home
1968,1968-11-17,TEN,DEN,W,38,17,Home
1968,1968-11-17,WAS,DAL,L,24,44,Home
1968,1968-11-24,ARI,ATL,W,17,12,Home
1968,1968-11-24,CHI,DAL,L,3,34,Home
1968,1968-11-24,CIN,LV,L,0,34,Home
1968,1968-11-24,CLE,PHI,W,47,13,Home
1968,1968-11-24,DEN,BUF,W,34,32,Home
1968,1968-11-24,DET,NO,T,20,20,Home
1968,1968-11-24,IND,MIN,W,21,9,Home
1968,1968-11-24,LAC,NYJ,L,15,37,Home
1968,1968-11-24,LAR,NYG,W,24,21,Home
1968,1968-11-24,NE,MIA,L,10,34,Home
1968,1968-11-24,PIT,SF,L,28,45,Home
1968,1968-11-24,WAS,GB,L,7,27,Home
1968,1968-11-28,DAL,WAS,W,29,20,Home
1968,1968-11-28,DET,PHI,L,0,12,Home
1968,1968-11-28,KC,TEN,W,24,10,Home
1968,1968-11-28,LV,BUF,W,13,10,Home
1968,1968-12-01,CLE,NYG,W,45,10,Home
1968,1968-12-01,DEN,LAC,L,23,47,Home
1968,1968-12-01,IND,ATL,W,44,0,Home
1968,1968-12-01,MIN,LAR,L,3,31,Home
1968,1968-12-01,NE,CIN,W,33,14,Home
1968,1968-12-01,NO,CHI,L,17,23,Home
1968,1968-12-01,NYJ,MIA,W,35,17,Home
1968,1968-12-01,PIT,ARI,L,10,20,Home
1968,1968-12-01,SF,GB,W,27,20,Home
1968,1968-12-07,GB,IND,L,3,16,Home
1968,1968-12-07,TEN,BUF,W,35,6,Home
1968,1968-12-08,ATL,DET,L,7,24,Home
1968,1968-12-08,DAL,PIT,W,28,7,Home
1968,1968-12-08,LAC,KC,L,3,40,Home
1968,1968-12-08,LAR,CHI,L,16,17,Home
1968,1968-12-08,LV,DEN,W,33,27,Home
1968,1968-12-08,MIA,NE,W,38,7,Home
1968,1968-12-08,NYG,ARI,L,21,28,Home
1968,1968-12-08,NYJ,CIN,W,27,14,Home
1968,1968-12-08,PHI,NO,W,29,17,Home
1968,1968-12-08,SF,MIN,L,20,30,Home
1968,1968-12-08,WAS,CLE,L,21,24,Home
1968,1968-12-14,ARI,CLE,W,27,16,Home
1968,1968-12-14,DEN,KC,L,7,30,Home
1968,1968-12-15,ATL,SF,L,12,14,Home
1968,1968-12-15,CHI,GB,L,27,28,Home
1968,1968-12-15,LAC,LV,L,27,34,Home
1968,1968-12-15,LAR,IND,L,24,28,Home
1968,1968-12-15,MIA,NYJ,L,7,31,Home
1968,1968-12-15,NO,PIT,W,24,14,Home
1968,1968-12-15,NYG,DAL,L,10,28,Home
1968,1968-12-15,PHI,MIN,L,17,24,Home
1968,1968-12-15,TEN,NE,W,45,17,Home
1968,1968-12-15,WAS,DET,W,14,3,Home
1969,1969-09-14,BUF,NYJ,L,19,33,Home
1969,1969-09-14,CIN,MIA,W,27,21,Home
1969,1969-09-14,DEN,NE,W,35,7,Home
