season,date,team1,team2,result,score1,score2,home_away
1984,1984-10-28,LV,DEN,L,19,22,Home
1984,1984-10-28,MIA,BUF,W,38,7,Home
1984,1984-10-28,NE,NYJ,W,30,20,Home
1984,1984-10-28,NYG,WAS,W,37,13,Home
1984,1984-10-28,PHI,ARI,L,14,34,Home
1984,1984-10-28,PIT,ATL,W,35,10,Home
1984,1984-10-28,TEN,CIN,L,13,31,Home
1984,1984-10-29,LAC,SEA,L,0,24,Home
1984,1984-11-04,ARI,LAR,L,13,16,Home
1984,1984-11-04,BUF,CLE,L,10,13,Home
1984,1984-11-04,CHI,LV,W,17,6,Home
1984,1984-11-04,DAL,NYG,L,7,19,Home
1984,1984-11-04,DEN,NE,W,26,19,Home
1984,1984-11-04,DET,PHI,T,23,23,Home
1984,1984-11-04,IND,LAC,L,10,38,Home
1984,1984-11-04,MIN,TB,W,27,24,Home
1984,1984-11-04,NO,GB,L,13,23,Home
1984,1984-11-04,NYJ,MIA,L,17,31,Home
1984,1984-11-04,PIT,TEN,W,35,7,Home
1984,1984-11-04,SEA,KC,W,45,0,Home
1984,1984-11-04,SF,CIN,W,23,17,Home
1984,1984-11-05,WAS,ATL,W,27,14,Home
1984,1984-11-11,ARI,DAL,L,17,24,Home
1984,1984-11-11,ATL,NO,L,13,17,Home
1984,1984-11-11,CIN,PIT,W,22,20,Home
1984,1984-11-11,CLE,SF,L,7,41,Home
1984,1984-11-11,GB,MIN,W,45,17,Home
1984,1984-11-11,KC,TEN,L,16,17,Home
1984,1984-11-11,LAC,DEN,L,13,16,Home
1984,1984-11-11,LAR,CHI,W,29,13,Home
1984,1984-11-11,MIA,PHI,W,24,23,Home
1984,1984-11-11,NE,BUF,W,38,10,Home
1984,1984-11-11,NYJ,IND,L,5,9,Home
1984,1984-11-11,TB,NYG,W,20,17,Home
1984,1984-11-11,WAS,DET,W,28,14,Home
1984,1984-11-12,SEA,LV,W,17,14,Home
1984,1984-11-18,ATL,CLE,L,7,23,Home
1984,1984-11-18,BUF,DAL,W,14,3,Home
1984,1984-11-18,CHI,DET,W,16,14,Home
1984,1984-11-18,CIN,SEA,L,6,26,Home
1984,1984-11-18,DEN,MIN,W,42,21,Home
1984,1984-11-18,GB,LAR,W,31,6,Home
1984,1984-11-18,IND,NE,L,17,50,Home
1984,1984-11-18,LAC,MIA,W,34,28,Home
1984,1984-11-18,LV,KC,W,17,7,Home
1984,1984-11-18,NYG,ARI,W,16,10,Home
1984,1984-11-18,PHI,WAS,W,16,10,Home
1984,1984-11-18,SF,TB,W,24,17,Home
1984,1984-11-18,TEN,NYJ,W,31,20,Home
1984,1984-11-19,NO,PIT,W,27,24,Home
1984,1984-11-22,DAL,NE,W,20,17,Home
1984,1984-11-22,DET,GB,W,31,28,Home
1984,1984-11-25,ARI,PHI,W,17,16,Home
1984,1984-11-25,CIN,ATL,W,35,14,Home
1984,1984-11-25,CLE,TEN,W,27,10,Home
1984,1984-11-25,DEN,SEA,L,24,27,Home
1984,1984-11-25,LV,IND,W,21,7,Home
1984,1984-11-25,MIN,CHI,L,3,34,Home
1984,1984-11-25,NO,SF,L,3,35,Home
1984,1984-11-25,NYG,KC,W,28,27,Home
1984,1984-11-25,PIT,LAC,W,52,24,Home
1984,1984-11-25,TB,LAR,L,33,34,Home
1984,1984-11-25,WAS,BUF,W,41,14,Home
1984,1984-11-26,MIA,NYJ,W,28,17,Home
1984,1984-11-29,MIN,WAS,L,17,31,Home
1984,1984-12-02,ATL,SF,L,17,35,Home
1984,1984-12-02,BUF,IND,W,21,15,Home
1984,1984-12-02,CLE,CIN,L,17,20,Home
1984,1984-12-02,GB,TB,W,27,14,Home
1984,1984-12-02,KC,DEN,W,16,13,Home
1984,1984-12-02,LAR,NO,W,34,21,Home
1984,1984-12-02,MIA,LV,L,34,45,Home
1984,1984-12-02,NE,ARI,L,10,33,Home
1984,1984-12-02,NYJ,NYG,L,10,20,Home
1984,1984-12-02,PHI,DAL,L,10,26,Home
1984,1984-12-02,SEA,DET,W,38,17,Home
1984,1984-12-02,TEN,PIT,W,23,20,Home
1984,1984-12-03,LAC,CHI,W,20,7,Home
1984,1984-12-08,NYJ,BUF,W,21,17,Home
1984,1984-12-08,SF,MIN,W,51,7,Home
1984,1984-12-09,ARI,NYG,W,31,21,Home
1984,1984-12-09,CHI,GB,L,14,20,Home
1984,1984-12-09,DAL,WAS,L,28,30,Home
1984,1984-12-09,DEN,LAC,W,16,13,Home
1984,1984-12-09,IND,MIA,L,17,35,Home
1984,1984-12-09,KC,SEA,W,34,7,Home
1984,1984-12-09,LAR,TEN,W,27,16,Home
1984,1984-12-09,NO,CIN,L,21,24,Home
1984,1984-12-09,PHI,NE,W,27,17,Home
1984,1984-12-09,PIT,CLE,W,23,20,Home
1984,1984-12-09,TB,ATL,W,23,6,Home
1984,1984-12-10,DET,LV,L,3,24,Home
1984,1984-12-14,SF,LAR,W,19,16,Home
1984,1984-12-15,NYG,NO,L,3,10,Home
1984,1984-12-15,SEA,DEN,L,14,31,Home
1984,1984-12-16,ATL,PHI,W,26,10,Home
1984,1984-12-16,CIN,BUF,W,52,21,Home
1984,1984-12-16,DET,CHI,L,13,30,Home
1984,1984-12-16,LAC,KC,L,21,42,Home
1984,1984-12-16,LV,PIT,L,7,13,Home
1984,1984-12-16,MIN,GB,L,14,38,Home
1984,1984-12-16,NE,IND,W,16,10,Home
1984,1984-12-16,TB,NYJ,W,41,21,Home
1984,1984-12-16,TEN,CLE,L,20,27,Home
1984,1984-12-16,WAS,ARI,W,29,27,Home
1984,1984-12-17,MIA,DAL,W,28,21,Home
1985,1985-09-08,ATL,DET,L,27,28,Home
1985,1985-09-08,BUF,LAC,L,9,14,Home
1985,1985-09-08,CHI,TB,W,38,28,Home
1985,1985-09-08,CIN,SEA,L,24,28,Home
1985,1985-09-08,CLE,ARI,L,24,27,Home
1985,1985-09-08,LAR,DEN,W,20,16,Home
1985,1985-09-08,LV,NYJ,W,31,0,Home
1985,1985-09-08,MIN,SF,W,28,21,Home
1985,1985-09-08,NE,GB,W,26,20,Home
1985,1985-09-08,NO,KC,L,27,47,Home
1985,1985-09-08,NYG,PHI,W,21,0,Home
1985,1985-09-08,PIT,IND,W,45,3,Home
1985,1985-09-08,TEN,MIA,W,26,23,Home
1985,1985-09-09,DAL,WAS,W,44,14,Home
1985,1985-09-12,KC,LV,W,36,20,Home
1985,1985-09-15,ARI,CIN,W,41,27,Home
1985,1985-09-15,CHI,NE,W,20,7,Home
1985,1985-09-15,DEN,NO,W,34,23,Home
1985,1985-09-15,DET,DAL,W,26,21,Home
1985,1985-09-15,GB,NYG,W,23,20,Home
1985,1985-09-15,LAC,SEA,L,35,49,Home
1985,1985-09-15,MIA,IND,W,30,13,Home
1985,1985-09-15,NYJ,BUF,W,42,3,Home
1985,1985-09-15,PHI,LAR,L,6,17,Home
1985,1985-09-15,SF,ATL,W,35,16,Home
1985,1985-09-15,TB,MIN,L,16,31,Home
1985,1985-09-15,WAS,TEN,W,16,13,Home
1985,1985-09-16,CLE,PIT,W,17,7,Home
1985,1985-09-19,MIN,CHI,L,24,33,Home
1985,1985-09-22,ATL,DEN,L,28,44,Home
1985,1985-09-22,BUF,NE,L,14,17,Home
1985,1985-09-22,CIN,LAC,L,41,44,Home
1985,1985-09-22,DAL,CLE,W,20,7,Home
1985,1985-09-22,GB,NYJ,L,3,24,Home
1985,1985-09-22,IND,DET,W,14,6,Home
1985,1985-09-22,LV,SF,L,10,34,Home
1985,1985-09-22,MIA,KC,W,31,0,Home
1985,1985-09-22,NO,TB,W,20,13,Home
1985,1985-09-22,NYG,ARI,W,27,17,Home
1985,1985-09-22,PIT,TEN,W,20,0,Home
1985,1985-09-22,WAS,PHI,L,6,19,Home
1985,1985-09-23,SEA,LAR,L,24,35,Home
1985,1985-09-29,ARI,GB,W,43,28,Home
1985,1985-09-29,BUF,MIN,L,20,27,Home
1985,1985-09-29,CHI,WAS,W,45,10,Home
1985,1985-09-29,DEN,MIA,L,26,30,Home
1985,1985-09-29,DET,TB,W,30,9,Home
1985,1985-09-29,KC,SEA,W,28,7,Home
1985,1985-09-29,LAC,CLE,L,7,21,Home
1985,1985-09-29,LAR,ATL,W,17,6,Home
1985,1985-09-29,NE,LV,L,20,35,Home
1985,1985-09-29,NYJ,IND,W,25,20,Home
1985,1985-09-29,PHI,NYG,L,10,16,Home
1985,1985-09-29,SF,NO,L,17,20,Home
1985,1985-09-29,TEN,DAL,L,10,17,Home
1985,1985-09-30,PIT,CIN,L,24,37,Home
1985,1985-10-06,ATL,SF,L,17,38,Home
1985,1985-10-06,CIN,NYJ,L,20,29,Home
1985,1985-10-06,CLE,NE,W,24,20,Home
1985,1985-10-06,DEN,TEN,W,31,20,Home
1985,1985-10-06,GB,DET,W,43,10,Home
1985,1985-10-06,IND,BUF,W,49,17,Home
1985,1985-10-06,LAR,MIN,W,13,10,Home
1985,1985-10-06,LV,KC,W,19,10,Home
1985,1985-10-06,MIA,PIT,W,24,20,Home
1985,1985-10-06,NO,PHI,W,23,21,Home
1985,1985-10-06,NYG,DAL,L,29,30,Home
1985,1985-10-06,SEA,LAC,W,26,21,Home
1985,1985-10-06,TB,CHI,L,19,27,Home
1985,1985-10-07,WAS,ARI,W,27,10,Home
1985,1985-10-13,CIN,NYG,W,35,30,Home
1985,1985-10-13,DAL,PIT,W,27,13,Home
1985,1985-10-13,GB,MIN,W,20,17,Home
1985,1985-10-13,IND,DEN,L,10,15,Home
1985,1985-10-13,LAC,KC,W,31,20,Home
1985,1985-10-13,LV,NO,W,23,13,Home
1985,1985-10-13,NE,BUF,W,14,3,Home
1985,1985-10-13,PHI,ARI,W,30,7,Home
1985,1985-10-13,SEA,ATL,W,30,26,Home
1985,1985-10-13,SF,CHI,L,10,26,Home
1985,1985-10-13,TB,LAR,L,27,31,Home
1985,1985-10-13,TEN,CLE,L,6,21,Home
1985,1985-10-13,WAS,DET,W,24,3,Home
1985,1985-10-14,NYJ,MIA,W,23,7,Home
1985,1985-10-20,ATL,NO,W,31,24,Home
1985,1985-10-20,BUF,IND,W,21,9,Home
1985,1985-10-20,CLE,LV,L,20,21,Home
1985,1985-10-20,DEN,SEA,W,13,10,Home
1985,1985-10-20,DET,SF,W,23,21,Home
1985,1985-10-20,KC,LAR,L,0,16,Home
1985,1985-10-20,MIA,TB,W,41,38,Home
1985,1985-10-20,MIN,LAC,W,21,17,Home
1985,1985-10-20,NE,NYJ,W,20,13,Home
1985,1985-10-20,NYG,WAS,W,17,3,Home
1985,1985-10-20,PHI,DAL,W,16,14,Home
1985,1985-10-20,PIT,ARI,W,23,10,Home
1985,1985-10-20,TEN,CIN,W,44,27,Home
1985,1985-10-21,CHI,GB,W,23,7,Home
1985,1985-10-27,ARI,TEN,L,10,20,Home
1985,1985-10-27,CHI,MIN,W,27,9,Home
1985,1985-10-27,CIN,PIT,W,26,21,Home
1985,1985-10-27,CLE,WAS,L,7,14,Home
1985,1985-10-27,DAL,ATL,W,24,10,Home
1985,1985-10-27,DET,MIA,W,31,21,Home
1985,1985-10-27,IND,GB,W,37,10,Home
1985,1985-10-27,KC,DEN,L,10,30,Home
1985,1985-10-27,LAR,SF,L,14,28,Home
1985,1985-10-27,NO,NYG,L,13,21,Home
1985,1985-10-27,NYJ,SEA,W,17,14,Home
1985,1985-10-27,PHI,BUF,W,21,17,Home
1985,1985-10-27,TB,NE,L,14,32,Home
1985,1985-10-28,LV,LAC,W,34,21,Home
1985,1985-11-03,ATL,WAS,L,10,44,Home
1985,1985-11-03,BUF,CIN,L,17,23,Home
1985,1985-11-03,GB,CHI,L,10,16,Home
1985,1985-11-03,IND,NYJ,L,17,35,Home
1985,1985-11-03,LAC,DEN,W,30,10,Home
1985,1985-11-03,LAR,NO,W,28,10,Home
1985,1985-11-03,MIN,DET,W,16,13,Home
1985,1985-11-03,NE,MIA,W,17,13,Home
1985,1985-11-03,NYG,TB,W,22,20,Home
1985,1985-11-03,PIT,CLE,W,10,9,Home
1985,1985-11-03,SEA,LV,W,33,3,Home
1985,1985-11-03,SF,PHI,W,24,13,Home
1985,1985-11-03,TEN,KC,W,23,20,Home
1985,1985-11-04,ARI,DAL,W,21,10,Home
1985,1985-11-10,BUF,TEN,W,20,0,Home
1985,1985-11-10,CHI,DET,W,24,3,Home
1985,1985-11-10,CIN,CLE,W,27,10,Home
1985,1985-11-10,KC,PIT,L,28,36,Home
1985,1985-11-10,LAC,LV,W,40,34,Home
1985,1985-11-10,MIA,NYJ,W,21,17,Home
1985,1985-11-10,MIN,GB,L,17,27,Home
1985,1985-11-10,NE,IND,W,34,15,Home
1985,1985-11-10,NO,SEA,L,3,27,Home
1985,1985-11-10,NYG,LAR,W,24,19,Home
1985,1985-11-10,PHI,ATL,W,23,17,Home
1985,1985-11-10,TB,ARI,W,16,0,Home
1985,1985-11-10,WAS,DAL,L,7,13,Home
1985,1985-11-11,DEN,SF,W,17,16,Home
1985,1985-11-17,ARI,PHI,L,14,24,Home
1985,1985-11-17,ATL,LAR,W,30,14,Home
1985,1985-11-17,CLE,BUF,W,17,7,Home
1985,1985-11-17,DAL,CHI,L,0,44,Home
1985,1985-11-17,DEN,LAC,W,30,24,Home
1985,1985-11-17,DET,MIN,W,41,21,Home
1985,1985-11-17,GB,NO,W,38,14,Home
1985,1985-11-17,IND,MIA,L,20,34,Home
1985,1985-11-17,LV,CIN,W,13,6,Home
1985,1985-11-17,NYJ,TB,W,62,28,Home
1985,1985-11-17,SEA,NE,L,13,20,Home
1985,1985-11-17,SF,KC,W,31,3,Home
1985,1985-11-17,TEN,PIT,L,7,30,Home
1985,1985-11-18,WAS,NYG,W,23,21,Home
1985,1985-11-24,ARI,NYG,L,3,34,Home
1985,1985-11-24,BUF,MIA,L,14,23,Home
1985,1985-11-24,CHI,ATL,W,36,0,Home
1985,1985-11-24,CLE,CIN,W,24,6,Home
1985,1985-11-24,DAL,PHI,W,34,17,Home
1985,1985-11-24,KC,IND,W,20,7,Home
1985,1985-11-24,LAR,GB,W,34,17,Home
1985,1985-11-24,LV,DEN,W,31,28,Home
1985,1985-11-24,MIN,NO,L,23,30,Home
1985,1985-11-24,NYJ,NE,W,16,13,Home
1985,1985-11-24,PIT,WAS,L,23,30,Home
1985,1985-11-24,TB,DET,W,19,16,Home
1985,1985-11-24,TEN,LAC,W,37,35,Home
1985,1985-11-25,SF,SEA,W,19,6,Home
1985,1985-11-28,DAL,ARI,W,35,17,Home
1985,1985-11-28,DET,NYJ,W,31,20,Home
1985,1985-12-01,ATL,LV,L,24,34,Home
1985,1985-12-01,CIN,TEN,W,45,27,Home
1985,1985-12-01,GB,TB,W,21,0,Home
1985,1985-12-01,IND,NE,L,31,38,Home
1985,1985-12-01,LAC,BUF,W,40,7,Home
1985,1985-12-01,NO,LAR,W,29,3,Home
1985,1985-12-01,NYG,CLE,L,33,35,Home
1985,1985-12-01,PHI,MIN,L,23,28,Home
1985,1985-12-01,PIT,DEN,L,23,31,Home
1985,1985-12-01,SEA,KC,W,24,6,Home
1985,1985-12-01,WAS,SF,L,8,35,Home
1985,1985-12-02,MIA,CHI,W,38,24,Home
1985,1985-12-08,ARI,NO,W,28,16,Home
1985,1985-12-08,BUF,NYJ,L,7,27,Home
1985,1985-12-08,CHI,IND,W,17,10,Home
1985,1985-12-08,CIN,DAL,W,50,24,Home
1985,1985-12-08,DEN,LV,L,14,17,Home
1985,1985-12-08,GB,MIA,L,24,34,Home
1985,1985-12-08,KC,ATL,W,38,10,Home
1985,1985-12-08,LAC,PIT,W,54,44,Home
1985,1985-12-08,MIN,TB,W,26,7,Home
1985,1985-12-08,NE,DET,W,23,6,Home
1985,1985-12-08,PHI,WAS,L,12,17,Home
1985,1985-12-08,SEA,CLE,W,31,13,Home
1985,1985-12-08,TEN,NYG,L,14,35,Home
1985,1985-12-09,SF,LAR,L,20,27,Home
1985,1985-12-14,DEN,KC,W,14,13,Home
1985,1985-12-14,NYJ,CHI,L,6,19,Home
1985,1985-12-15,ATL,MIN,W,14,13,Home
1985,1985-12-15,CLE,TEN,W,28,21,Home
1985,1985-12-15,DAL,NYG,W,28,21,Home
1985,1985-12-15,DET,GB,L,23,26,Home
1985,1985-12-15,LAC,PHI,W,20,14,Home
1985,1985-12-15,LAR,ARI,W,46,14,Home
1985,1985-12-15,LV,SEA,W,13,3,Home
1985,1985-12-15,NO,SF,L,19,31,Home
1985,1985-12-15,PIT,BUF,W,30,24,Home
1985,1985-12-15,TB,IND,L,23,31,Home
1985,1985-12-15,WAS,CIN,W,27,24,Home
1985,1985-12-16,MIA,NE,W,30,27,Home
1985,1985-12-20,SEA,DEN,L,24,27,Home
1985,1985-12-21,ARI,WAS,L,16,27,Home
1985,1985-12-21,NYG,PIT,W,28,10,Home
1985,1985-12-22,DET,CHI,L,17,37,Home
1985,1985-12-22,IND,TEN,W,34,16,Home
1985,1985-12-22,KC,LAC,W,38,34,Home
1985,1985-12-22,MIA,BUF,W,28,0,Home
1985,1985-12-22,MIN,PHI,L,35,37,Home
1985,1985-12-22,NE,CIN,W,34,23,Home
1985,1985-12-22,NO,ATL,L,10,16,Home
1985,1985-12-22,NYJ,CLE,W,37,10,Home
1985,1985-12-22,SF,DAL,W,31,16,Home
1985,1985-12-22,TB,GB,L,17,20,Home
1985,1985-12-23,LAR,LV,L,6,16,Home
1986,1986-09-07,ARI,LAR,L,10,16,Home
1986,1986-09-07,BUF,NYJ,L,24,28,Home
1986,1986-09-07,CHI,CLE,W,41,31,Home
1986,1986-09-07,DEN,LV,W,38,36,Home
1986,1986-09-07,GB,TEN,L,3,31,Home
1986,1986-09-07,KC,CIN,W,24,14,Home
1986,1986-09-07,LAC,MIA,W,50,28,Home
1986,1986-09-07,MIN,DET,L,10,13,Home
1986,1986-09-07,NE,IND,W,33,3,Home
1986,1986-09-07,NO,ATL,L,10,31,Home
1986,1986-09-07,SEA,PIT,W,30,0,Home
1986,1986-09-07,TB,SF,L,7,31,Home
1986,1986-09-07,WAS,PHI,W,41,14,Home
1986,1986-09-08,DAL,NYG,W,31,28,Home
1986,1986-09-11,NYJ,NE,L,6,20,Home
1986,1986-09-14,ATL,ARI,W,33,13,Home
1986,1986-09-14,CHI,PHI,W,13,10,Home
1986,1986-09-14,CIN,BUF,W,36,33,Home
1986,1986-09-14,DET,DAL,L,7,31,Home
1986,1986-09-14,LAR,SF,W,16,13,Home
1986,1986-09-14,MIA,IND,W,30,10,Home
1986,1986-09-14,NO,GB,W,24,10,Home
1986,1986-09-14,NYG,LAC,W,20,7,Home
1986,1986-09-14,SEA,KC,W,23,17,Home
1986,1986-09-14,TB,MIN,L,10,23,Home
1986,1986-09-14,TEN,CLE,L,20,23,Home
1986,1986-09-14,WAS,LV,W,10,6,Home
1986,1986-09-15,PIT,DEN,L,10,21,Home
1986,1986-09-18,CLE,CIN,L,13,30,Home
1986,1986-09-21,BUF,ARI,W,17,10,Home
1986,1986-09-21,DAL,ATL,L,35,37,Home
1986,1986-09-21,DET,TB,L,20,24,Home
1986,1986-09-21,IND,LAR,L,7,24,Home
1986,1986-09-21,KC,TEN,W,27,13,Home
1986,1986-09-21,LAC,WAS,L,27,30,Home
1986,1986-09-21,LV,NYG,L,9,14,Home
1986,1986-09-21,MIN,PIT,W,31,7,Home
1986,1986-09-21,NE,SEA,L,31,38,Home
1986,1986-09-21,NYJ,MIA,W,51,45,Home
1986,1986-09-21,PHI,DEN,L,7,33,Home
1986,1986-09-21,SF,NO,W,26,17,Home
1986,1986-09-22,GB,CHI,L,12,25,Home
1986,1986-09-28,BUF,KC,L,17,20,Home
1986,1986-09-28,CIN,CHI,L,7,44,Home
1986,1986-09-28,CLE,DET,W,24,21,Home
1986,1986-09-28,DEN,NE,W,27,20,Home
1986,1986-09-28,IND,NYJ,L,7,26,Home
1986,1986-09-28,LV,LAC,W,17,13,Home
1986,1986-09-28,MIA,SF,L,16,31,Home
1986,1986-09-28,MIN,GB,W,42,7,Home
1986,1986-09-28,NYG,NO,W,20,17,Home
1986,1986-09-28,PHI,LAR,W,34,20,Home
1986,1986-09-28,TB,ATL,L,20,23,Home
1986,1986-09-28,TEN,PIT,L,16,22,Home
1986,1986-09-28,WAS,SEA,W,19,14,Home
1986,1986-09-29,ARI,DAL,L,7,31,Home
1986,1986-10-05,ARI,NYG,L,6,13,Home
1986,1986-10-05,ATL,PHI,L,0,16,Home
1986,1986-10-05,CHI,MIN,W,23,0,Home
1986,1986-10-05,DEN,DAL,W,29,14,Home
1986,1986-10-05,DET,TEN,W,24,13,Home
1986,1986-10-05,GB,CIN,L,28,34,Home
1986,1986-10-05,KC,LV,L,17,24,Home
1986,1986-10-05,LAR,TB,W,26,20,Home
1986,1986-10-05,NE,MIA,W,34,7,Home
1986,1986-10-05,NO,WAS,L,6,14,Home
1986,1986-10-05,NYJ,BUF,W,14,13,Home
1986,1986-10-05,PIT,CLE,L,24,27,Home
1986,1986-10-05,SF,IND,W,35,14,Home
1986,1986-10-06,SEA,LAC,W,33,7,Home
1986,1986-10-12,ATL,LAR,W,26,14,Home
1986,1986-10-12,CLE,KC,W,20,7,Home
1986,1986-10-12,DAL,WAS,W,30,6,Home
1986,1986-10-12,GB,DET,L,14,21,Home
1986,1986-10-12,IND,NO,L,14,17,Home
1986,1986-10-12,LAC,DEN,L,14,31,Home
1986,1986-10-12,LV,SEA,W,14,10,Home
1986,1986-10-12,MIA,BUF,W,27,14,Home
1986,1986-10-12,NE,NYJ,L,24,31,Home
1986,1986-10-12,NYG,PHI,W,35,3,Home
1986,1986-10-12,SF,MIN,L,24,27,Home
1986,1986-10-12,TB,ARI,L,19,30,Home
1986,1986-10-12,TEN,CHI,L,7,20,Home
1986,1986-10-13,CIN,PIT,W,24,22,Home
1986,1986-10-19,ATL,SF,T,10,10,Home
1986,1986-10-19,BUF,IND,W,24,13,Home
1986,1986-10-19,CIN,TEN,W,31,28,Home
1986,1986-10-19,CLE,GB,L,14,17,Home
1986,1986-10-19,KC,LAC,W,42,41,Home
1986,1986-10-19,LAR,DET,W,14,10,Home
1986,1986-10-19,MIA,LV,L,28,30,Home
1986,1986-10-19,MIN,CHI,W,23,7,Home
1986,1986-10-19,NO,TB,W,38,7,Home
1986,1986-10-19,PHI,DAL,L,14,17,Home
1986,1986-10-19,PIT,NE,L,0,34,Home
1986,1986-10-19,SEA,NYG,W,17,12,Home
1986,1986-10-19,WAS,ARI,W,28,21,Home
1986,1986-10-20,NYJ,DEN,W,22,10,Home
1986,1986-10-26,BUF,NE,L,3,23,Home
1986,1986-10-26,CHI,DET,W,13,7,Home
1986,1986-10-26,DAL,ARI,W,37,6,Home
1986,1986-10-26,DEN,SEA,W,20,13,Home
1986,1986-10-26,GB,SF,L,17,31,Home
1986,1986-10-26,IND,MIA,L,13,17,Home
1986,1986-10-26,KC,TB,W,27,20,Home
1986,1986-10-26,LAR,ATL,W,14,7,Home
1986,1986-10-26,MIN,CLE,L,20,23,Home
1986,1986-10-26,NYJ,NO,W,28,23,Home
1986,1986-10-26,PHI,LAC,W,23,7,Home
1986,1986-10-26,PIT,CIN,W,30,9,Home
1986,1986-10-26,TEN,LV,L,17,28,Home
1986,1986-10-27,NYG,WAS,W,27,20,Home
1986,1986-11-02,ARI,PHI,W,13,10,Home
1986,1986-11-02,DET,CIN,L,17,24,Home
1986,1986-11-02,IND,CLE,L,9,24,Home
1986,1986-11-02,LAC,KC,L,23,24,Home
1986,1986-11-02,LV,DEN,L,10,21,Home
1986,1986-11-02,MIA,TEN,W,28,7,Home
1986,1986-11-02,NE,ATL,W,25,17,Home
1986,1986-11-02,NO,SF,W,23,10,Home
1986,1986-11-02,NYG,DAL,W,17,14,Home
1986,1986-11-02,PIT,GB,W,27,3,Home
1986,1986-11-02,SEA,NYJ,L,7,38,Home
1986,1986-11-02,TB,BUF,W,34,28,Home
1986,1986-11-02,WAS,MIN,W,44,38,Home
1986,1986-11-03,CHI,LAR,L,17,20,Home
1986,1986-11-09,ATL,NYJ,L,14,28,Home
1986,1986-11-09,BUF,PIT,W,16,12,Home
1986,1986-11-09,DAL,LV,L,13,17,Home
1986,1986-11-09,DEN,LAC,L,3,9,Home
1986,1986-11-09,DET,MIN,L,10,24,Home
1986,1986-11-09,GB,WAS,L,7,16,Home
1986,1986-11-09,IND,NE,L,21,30,Home
1986,1986-11-09,KC,SEA,W,27,7,Home
1986,1986-11-09,NO,LAR,W,6,0,Home
1986,1986-11-09,PHI,NYG,L,14,17,Home
1986,1986-11-09,SF,ARI,W,43,17,Home
1986,1986-11-09,TB,CHI,L,3,23,Home
1986,1986-11-09,TEN,CIN,W,32,28,Home
1986,1986-11-10,CLE,MIA,W,26,16,Home
1986,1986-11-16,ARI,NO,L,7,16,Home
1986,1986-11-16,ATL,CHI,L,10,13,Home
1986,1986-11-16,BUF,MIA,L,24,34,Home
1986,1986-11-16,CIN,SEA,W,34,7,Home
1986,1986-11-16,DEN,KC,W,38,17,Home
1986,1986-11-16,GB,TB,W,31,7,Home
1986,1986-11-16,LAC,DAL,L,21,24,Home
1986,1986-11-16,LAR,NE,L,28,30,Home
1986,1986-11-16,LV,CLE,W,27,14,Home
1986,1986-11-16,MIN,NYG,L,20,22,Home
1986,1986-11-16,NYJ,IND,W,31,16,Home
1986,1986-11-16,PHI,DET,L,11,13,Home
1986,1986-11-16,PIT,TEN,W,21,10,Home
1986,1986-11-17,WAS,SF,W,14,6,Home
1986,1986-11-20,LAC,LV,L,31,37,Home
1986,1986-11-23,ARI,KC,W,23,14,Home
1986,1986-11-23,CHI,GB,W,12,10,Home
1986,1986-11-23,CIN,MIN,W,24,20,Home
1986,1986-11-23,CLE,PIT,W,37,31,Home
1986,1986-11-23,LAR,NO,W,26,13,Home
1986,1986-11-23,NE,BUF,W,22,19,Home
1986,1986-11-23,NYG,DEN,W,19,16,Home
1986,1986-11-23,SEA,PHI,W,24,20,Home
1986,1986-11-23,SF,ATL,W,20,0,Home
1986,1986-11-23,TB,DET,L,17,38,Home
1986,1986-11-23,TEN,IND,W,31,17,Home
1986,1986-11-23,WAS,DAL,W,41,14,Home
1986,1986-11-24,MIA,NYJ,W,45,3,Home
1986,1986-11-27,DAL,SEA,L,14,31,Home
1986,1986-11-27,DET,GB,L,40,44,Home
1986,1986-11-30,ARI,WAS,L,17,20,Home
1986,1986-11-30,CHI,PIT,W,13,10,Home
1986,1986-11-30,CLE,TEN,W,13,10,Home
1986,1986-11-30,DEN,CIN,W,34,28,Home
1986,1986-11-30,IND,LAC,L,3,17,Home
1986,1986-11-30,KC,BUF,L,14,17,Home
1986,1986-11-30,LV,PHI,L,27,33,Home
1986,1986-11-30,MIA,ATL,L,14,20,Home
1986,1986-11-30,MIN,TB,W,45,13,Home
1986,1986-11-30,NO,NE,L,20,21,Home
1986,1986-11-30,NYJ,LAR,L,3,17,Home
1986,1986-12-01,SF,NYG,L,17,21,Home
1986,1986-12-07,ATL,IND,L,23,28,Home
1986,1986-12-07,BUF,CLE,L,17,21,Home
1986,1986-12-07,CHI,TB,W,48,14,Home
1986,1986-12-07,GB,MIN,L,6,32,Home
1986,1986-12-07,KC,DEN,W,37,10,Home
1986,1986-12-07,LAC,TEN,W,27,0,Home
1986,1986-12-07,LAR,DAL,W,29,10,Home
1986,1986-12-07,NE,CIN,L,7,31,Home
1986,1986-12-07,NO,MIA,L,27,31,Home
1986,1986-12-07,PHI,ARI,T,10,10,Home
1986,1986-12-07,PIT,DET,W,27,17,Home
1986,1986-12-07,SF,NYJ,W,24,10,Home
1986,1986-12-07,WAS,NYG,L,14,24,Home
1986,1986-12-08,SEA,LV,W,37,0,Home
1986,1986-12-13,DEN,WAS,W,31,30,Home
1986,1986-12-13,NYJ,PIT,L,24,45,Home
