season,date,team1,team2,result,score1,score2,home_away,home_rank,away_rank,is_upset
1966,1966-09-02,MIA,LV,0,14,23,1,22,9,0
1966,1966-09-03,TEN,DEN,3,45,7,1,21,20,1
1966,1966-09-04,LAC,BUF,3,27,7,1,12,4,1
1966,1966-09-09,MIA,NYJ,0,14,19,1,22,13,0
1966,1966-09-10,GB,IND,3,24,3,1,1,6,0
1966,1966-09-10,LAC,NE,3,24,0,1,12,7,1
1966,1966-09-10,TEN,LV,3,31,0,1,21,9,1
1966,1966-09-11,ARI,PHI,3,16,13,1,10,8,1
1966,1966-09-11,ATL,LAR,0,14,19,1,23,11,0
1966,1966-09-11,BUF,KC,0,20,42,1,4,2,0
1966,1966-09-11,DET,CHI,3,14,3,1,19,16,1
1966,1966-09-11,PIT,NYG,1,34,34,1,17,24,0
1966,1966-09-11,SF,MIN,1,20,20,1,15,18,0
1966,1966-09-11,WAS,CLE,0,14,38,1,14,5,0
1966,1966-09-16,LAR,CHI,3,31,17,1,11,16,0
1966,1966-09-18,ARI,WAS,3,23,7,1,10,14,0
1966,1966-09-18,BUF,MIA,3,58,24,1,4,22,0
1966,1966-09-18,CLE,GB,0,20,21,1,5,1,0
1966,1966-09-18,DAL,NYG,3,52,7,1,3,24,0
1966,1966-09-18,DEN,NE,0,10,24,1,20,7,0
1966,1966-09-18,LV,KC,0,10,32,1,9,2,0
1966,1966-09-18,MIN,IND,0,23,38,1,18,6,0
1966,1966-09-18,NYJ,TEN,3,52,13,1,13,21,0
1966,1966-09-18,PHI,ATL,3,23,10,1,8,23,0
1966,1966-09-18,PIT,DET,3,17,3,1,17,19,0
1966,1966-09-25,BUF,TEN,3,27,20,1,4,21,0
1966,1966-09-25,CLE,ARI,0,28,34,1,5,10,1
1966,1966-09-25,DAL,MIN,3,28,17,1,3,18,0
1966,1966-09-25,DEN,NYJ,0,7,16,1,20,13,0
1966,1966-09-25,DET,ATL,3,28,10,1,19,23,0
1966,1966-09-25,GB,LAR,3,24,13,1,1,11,0
1966,1966-09-25,IND,SF,3,36,14,1,6,15,0
1966,1966-09-25,LV,LAC,0,20,29,1,9,12,1
1966,1966-09-25,NE,KC,0,24,43,1,7,2,0
1966,1966-09-25,PHI,NYG,3,35,17,1,8,24,0
1966,1966-09-25,PIT,WAS,0,27,33,1,17,14,0
1966,1966-09-30,LAR,SF,3,34,3,1,11,15,0
1966,1966-10-02,ATL,DAL,0,14,47,1,23,3,0
1966,1966-10-02,DEN,TEN,3,40,38,1,20,21,0
1966,1966-10-02,GB,DET,3,23,14,1,1,19,0
1966,1966-10-02,KC,BUF,0,14,29,1,2,4,1
1966,1966-10-02,LAC,MIA,3,44,10,1,12,22,0
1966,1966-10-02,MIN,CHI,0,10,13,1,18,16,0
1966,1966-10-02,NE,NYJ,1,24,24,1,7,13,0
1966,1966-10-02,NYG,CLE,0,7,28,1,24,5,0
1966,1966-10-02,PHI,ARI,0,10,41,1,8,10,1
1966,1966-10-02,WAS,PIT,3,24,10,1,14,17,0
1966,1966-10-08,BUF,NE,0,10,20,1,4,7,1
1966,1966-10-08,CLE,PIT,3,41,10,1,5,17,0
1966,1966-10-08,KC,DEN,3,37,10,1,2,20,0
1966,1966-10-08,NYJ,LAC,3,17,16,1,13,12,1
1966,1966-10-09,ARI,NYG,3,24,19,1,10,24,0
1966,1966-10-09,CHI,IND,3,27,17,1,16,6,1
1966,1966-10-09,DAL,PHI,3,56,7,1,3,8,0
1966,1966-10-09,DET,LAR,0,7,14,1,19,11,0
1966,1966-10-09,LV,MIA,3,21,10,1,9,22,0
1966,1966-10-09,SF,GB,3,21,20,1,15,1,1
1966,1966-10-09,WAS,ATL,3,33,20,1,14,23,0
1966,1966-10-16,ARI,DAL,1,10,10,1,10,3,0
1966,1966-10-16,ATL,SF,0,7,44,1,23,15,0
1966,1966-10-16,BUF,LAC,1,17,17,1,4,12,0
1966,1966-10-16,CHI,GB,0,0,17,1,16,1,0
1966,1966-10-16,IND,DET,3,45,14,1,6,19,0
1966,1966-10-16,KC,LV,0,13,34,1,2,9,1
1966,1966-10-16,MIA,DEN,3,24,7,1,22,20,1
1966,1966-10-16,MIN,LAR,3,35,7,1,18,11,1
1966,1966-10-16,NYG,WAS,3,13,10,1,24,14,1
1966,1966-10-16,PIT,PHI,0,14,31,1,17,8,0
1966,1966-10-16,TEN,NYJ,3,24,0,1,21,13,1
1966,1966-10-23,CHI,LAR,3,17,10,1,16,11,1
1966,1966-10-23,CLE,DAL,3,30,21,1,5,3,1
1966,1966-10-23,DEN,KC,0,10,56,1,20,2,0
1966,1966-10-23,GB,ATL,3,56,3,1,1,23,0
1966,1966-10-23,IND,MIN,3,20,17,1,6,18,0
1966,1966-10-23,NE,LAC,3,35,17,1,7,12,0
1966,1966-10-23,NYG,PHI,0,3,31,1,24,8,0
1966,1966-10-23,NYJ,LV,0,21,24,1,13,9,0
1966,1966-10-23,SF,DET,3,27,24,1,15,19,0
1966,1966-10-23,TEN,MIA,0,13,20,1,21,22,1
1966,1966-10-23,WAS,ARI,3,26,20,1,14,10,1
1966,1966-10-30,ATL,CLE,0,17,49,1,23,5,0
1966,1966-10-30,DAL,PIT,3,52,21,1,3,17,0
1966,1966-10-30,DET,GB,0,7,31,1,19,1,0
1966,1966-10-30,KC,TEN,3,48,23,1,2,21,0
1966,1966-10-30,LAC,DEN,3,24,17,1,12,20,0
1966,1966-10-30,LAR,IND,0,3,17,1,11,6,0
1966,1966-10-30,MIN,SF,3,28,3,1,18,15,1
1966,1966-10-30,NE,LV,3,24,21,1,7,9,0
1966,1966-10-30,NYJ,BUF,0,23,33,1,13,4,0
1966,1966-10-30,PHI,WAS,0,13,27,1,8,14,1
1966,1966-10-31,ARI,CHI,3,24,17,1,10,16,0
1966,1966-11-06,CHI,DET,1,10,10,1,16,19,0
1966,1966-11-06,GB,MIN,0,17,20,1,1,18,1
1966,1966-11-06,IND,WAS,3,37,10,1,6,14,0
1966,1966-11-06,KC,LAC,3,24,14,1,2,12,0
1966,1966-11-06,LV,TEN,3,38,23,1,9,21,0
1966,1966-11-06,MIA,BUF,0,0,29,1,22,4,0
1966,1966-11-06,NE,DEN,0,10,17,1,7,20,1
1966,1966-11-06,NYG,ARI,0,17,20,1,24,10,0
1966,1966-11-06,PHI,DAL,3,24,23,1,8,3,1
1966,1966-11-06,PIT,CLE,3,16,6,1,17,5,1
1966,1966-11-06,SF,LAR,3,21,13,1,15,11,1
1966,1966-11-13,ATL,IND,0,7,19,1,23,6,0
1966,1966-11-13,BUF,NYJ,3,14,3,1,4,13,0
1966,1966-11-13,CHI,SF,1,30,30,1,16,15,0
1966,1966-11-13,CLE,PHI,3,27,7,1,5,8,0
1966,1966-11-13,KC,MIA,3,34,16,1,2,22,0
1966,1966-11-13,LAC,LV,0,19,41,1,12,9,0
1966,1966-11-13,LAR,NYG,3,55,14,1,11,24,0
1966,1966-11-13,MIN,DET,0,31,32,1,18,19,1
1966,1966-11-13,NE,TEN,3,27,21,1,7,21,0
1966,1966-11-13,PIT,ARI,3,30,9,1,17,10,1
1966,1966-11-13,WAS,DAL,0,30,31,1,14,3,0
1966,1966-11-20,CLE,WAS,3,14,3,1,5,14,0
1966,1966-11-20,DEN,LV,0,3,17,1,20,9,0
1966,1966-11-20,DET,IND,3,20,14,1,19,6,1
1966,1966-11-20,GB,CHI,3,13,6,1,1,16,0
1966,1966-11-20,KC,NE,1,27,27,1,2,7,0
1966,1966-11-20,LAR,MIN,3,21,6,1,11,18,0
1966,1966-11-20,NYG,ATL,0,16,27,1,24,23,0
1966,1966-11-20,NYJ,MIA,3,30,13,1,13,22,0
1966,1966-11-20,PIT,DAL,0,7,20,1,17,3,0
1966,1966-11-20,SF,PHI,0,34,35,1,15,8,0
1966,1966-11-20,TEN,BUF,0,20,42,1,21,4,0
1966,1966-11-24,DAL,CLE,3,26,14,1,3,5,0
1966,1966-11-24,DET,SF,0,14,41,1,19,15,0
1966,1966-11-24,LV,BUF,0,10,31,1,9,4,0
1966,1966-11-27,ARI,PIT,3,6,3,1,10,17,0
1966,1966-11-27,CHI,ATL,3,23,6,1,16,23,0
1966,1966-11-27,DEN,LAC,3,20,17,1,20,12,1
1966,1966-11-27,IND,LAR,0,7,23,1,6,11,1
1966,1966-11-27,MIA,NE,0,14,20,1,22,7,0
1966,1966-11-27,MIN,GB,0,16,28,1,18,1,0
1966,1966-11-27,NYJ,KC,0,24,32,1,13,2,0
1966,1966-11-27,WAS,NYG,3,72,41,1,14,24,0
1966,1966-12-03,LV,NYJ,1,28,28,1,9,13,0
1966,1966-12-04,CLE,NYG,3,49,40,1,5,24,0
1966,1966-12-04,DAL,ARI,3,31,17,1,3,10,0
1966,1966-12-04,DEN,MIA,3,17,7,1,20,22,0
1966,1966-12-04,GB,SF,3,20,7,1,1,15,0
1966,1966-12-04,IND,CHI,3,21,16,1,6,16,0
1966,1966-12-04,LAR,DET,3,23,3,1,11,19,0
1966,1966-12-04,MIN,ATL,0,13,20,1,18,23,1
1966,1966-12-04,NE,BUF,3,14,3,1,7,4,1
1966,1966-12-04,PHI,PIT,3,27,23,1,8,17,0
1966,1966-12-04,TEN,LAC,0,22,28,1,21,12,0
1966,1966-12-10,IND,GB,0,10,14,1,6,1,0
1966,1966-12-11,ATL,ARI,3,16,10,1,23,10,1
1966,1966-12-11,DAL,WAS,0,31,34,1,3,14,1
1966,1966-12-11,DET,MIN,0,16,28,1,19,18,0
1966,1966-12-11,LAC,NYJ,3,42,27,1,12,13,0
1966,1966-12-11,LV,DEN,3,28,10,1,9,20,0
1966,1966-12-11,MIA,KC,0,18,19,1,22,2,0
1966,1966-12-11,NYG,PIT,0,28,47,1,24,17,0
1966,1966-12-11,PHI,CLE,3,33,21,1,8,5,1
1966,1966-12-11,SF,CHI,3,41,14,1,15,16,0
1966,1966-12-11,TEN,NE,0,14,38,1,21,7,0
1966,1966-12-17,ARI,CLE,0,10,38,1,10,5,0
1966,1966-12-17,NYJ,NE,3,38,28,1,13,7,1
1966,1966-12-18,ATL,PIT,0,33,57,1,23,17,0
1966,1966-12-18,BUF,DEN,3,38,21,1,4,20,0
1966,1966-12-18,CHI,MIN,3,41,28,1,16,18,0
1966,1966-12-18,LAC,KC,0,17,27,1,12,2,0
1966,1966-12-18,LAR,GB,0,23,27,1,11,1,0
1966,1966-12-18,MIA,TEN,3,29,28,1,22,21,1
1966,1966-12-18,NYG,DAL,0,7,17,1,24,3,0
1966,1966-12-18,SF,IND,0,14,30,1,15,6,0
1966,1966-12-18,WAS,PHI,0,28,37,1,14,8,0
1967,1967-09-03,DEN,NE,3,26,21,1,24,22,1
1967,1967-09-09,LAC,NE,3,28,14,1,10,22,0
1967,1967-09-09,TEN,KC,0,20,25,1,5,6,1
1967,1967-09-10,BUF,NYJ,3,20,17,1,20,9,1
1967,1967-09-10,LV,DEN,3,51,0,1,1,24,0
1967,1967-09-17,ARI,NYG,0,20,37,1,15,12,0
1967,1967-09-17,BUF,TEN,0,3,20,1,20,5,0
1967,1967-09-17,CLE,DAL,0,14,21,1,8,7,0
1967,1967-09-17,GB,DET,1,17,17,1,4,17,0
1967,1967-09-17,IND,ATL,3,38,31,1,3,25,0
1967,1967-09-17,LV,NE,3,35,7,1,1,22,0
1967,1967-09-17,MIA,DEN,3,35,21,1,21,24,0
1967,1967-09-17,MIN,SF,0,21,27,1,19,13,0
1967,1967-09-17,NO,LAR,0,13,27,1,23,2,0
1967,1967-09-17,PHI,WAS,3,35,24,1,16,14,1
1967,1967-09-17,PIT,CHI,3,41,13,1,18,11,1
1967,1967-09-22,LAR,MIN,3,39,3,1,2,19,0
1967,1967-09-24,BUF,NE,0,0,23,1,20,22,1
1967,1967-09-24,DAL,NYG,3,38,24,1,7,12,0
1967,1967-09-24,DEN,NYJ,0,24,38,1,24,9,0
1967,1967-09-24,DET,CLE,3,31,14,1,17,8,1
1967,1967-09-24,GB,CHI,3,13,10,1,4,11,0
1967,1967-09-24,LAC,TEN,3,13,3,1,10,5,1
1967,1967-09-24,MIA,KC,0,0,24,1,21,6,0
1967,1967-09-24,NO,WAS,0,10,30,1,23,14,0
1967,1967-09-24,PHI,IND,0,6,38,1,16,3,0
1967,1967-09-24,PIT,ARI,0,14,28,1,18,15,0
1967,1967-09-24,SF,ATL,3,38,7,1,13,25,0
1967,1967-10-01,ARI,DET,3,38,28,1,15,17,0
1967,1967-10-01,BUF,LAC,0,17,37,1,20,10,0
1967,1967-10-01,DAL,LAR,0,13,35,1,7,2,0
1967,1967-10-01,GB,ATL,3,23,0,1,4,25,0
1967,1967-10-01,IND,SF,3,41,7,1,3,13,0
1967,1967-10-01,LV,KC,3,23,21,1,1,6,0
1967,1967-10-01,MIN,CHI,0,7,17,1,19,11,0
1967,1967-10-01,NO,CLE,0,7,42,1,23,8,0
1967,1967-10-01,NYJ,MIA,3,29,7,1,9,21,0
1967,1967-10-01,PHI,PIT,3,34,24,1,16,18,0
1967,1967-10-01,TEN,DEN,3,10,6,1,5,24,0
1967,1967-10-01,WAS,NYG,3,38,34,1,14,12,1
1967,1967-10-07,CLE,PIT,3,21,10,1,8,18,0
1967,1967-10-07,NYJ,LV,3,27,14,1,9,1,1
1967,1967-10-08,ATL,PHI,0,7,38,1,25,16,0
1967,1967-10-08,CHI,IND,0,3,24,1,11,3,0
1967,1967-10-08,DEN,BUF,0,16,17,1,24,20,0
1967,1967-10-08,DET,GB,0,17,27,1,17,4,0
1967,1967-10-08,KC,MIA,3,41,0,1,6,21,0
1967,1967-10-08,LAC,NE,1,31,31,1,10,22,0
1967,1967-10-08,LAR,SF,0,24,27,1,2,13,1
1967,1967-10-08,MIN,ARI,0,24,34,1,19,15,0
1967,1967-10-08,NYG,NO,3,27,21,1,12,23,0
1967,1967-10-08,WAS,DAL,0,14,17,1,14,7,0
1967,1967-10-15,ATL,WAS,1,20,20,1,25,14,0
1967,1967-10-15,BUF,LV,0,20,24,1,20,1,0
1967,1967-10-15,CHI,DET,3,14,3,1,11,17,0
1967,1967-10-15,CLE,ARI,3,20,16,1,8,15,0
1967,1967-10-15,DAL,NO,3,14,10,1,7,23,0
1967,1967-10-15,GB,MIN,0,7,10,1,4,19,1
1967,1967-10-15,IND,LAR,1,24,24,1,3,2,0
1967,1967-10-15,LAC,KC,3,45,31,1,10,6,1
1967,1967-10-15,NE,MIA,3,41,10,1,22,21,1
1967,1967-10-15,NYJ,TEN,1,28,28,1,9,5,0
1967,1967-10-15,PHI,SF,0,27,28,1,16,13,0
1967,1967-10-15,PIT,NYG,0,24,27,1,18,12,0
1967,1967-10-22,ARI,PHI,3,48,14,1,15,16,0
1967,1967-10-22,CLE,CHI,3,24,0,1,8,11,0
1967,1967-10-22,DEN,LAC,0,21,38,1,24,10,0
1967,1967-10-22,DET,ATL,3,24,3,1,17,25,0
1967,1967-10-22,KC,TEN,0,19,24,1,6,5,0
1967,1967-10-22,LAR,WAS,1,28,28,1,2,14,0
1967,1967-10-22,MIA,NYJ,0,14,33,1,21,9,0
1967,1967-10-22,MIN,IND,1,20,20,1,19,3,0
1967,1967-10-22,NE,LV,0,14,48,1,22,1,0
1967,1967-10-22,NYG,GB,0,21,48,1,12,4,0
1967,1967-10-22,PIT,DAL,0,21,24,1,18,7,0
1967,1967-10-22,SF,NO,3,27,13,1,13,23,0
1967,1967-10-29,ATL,MIN,3,21,20,1,25,19,1
1967,1967-10-29,CHI,LAR,0,17,28,1,11,2,0
1967,1967-10-29,KC,DEN,3,52,9,1,6,24,0
1967,1967-10-29,LV,LAC,3,51,10,1,1,10,0
1967,1967-10-29,NO,PIT,0,10,14,1,23,18,0
1967,1967-10-29,NYG,CLE,3,38,34,1,12,8,1
1967,1967-10-29,NYJ,NE,3,30,23,1,9,22,0
1967,1967-10-29,PHI,DAL,3,21,14,1,16,7,1
1967,1967-10-29,SF,DET,0,3,45,1,13,17,1
1967,1967-10-29,TEN,BUF,3,10,3,1,5,20,0
1967,1967-10-29,WAS,IND,0,13,17,1,14,3,0
1967,1967-10-30,ARI,GB,0,23,31,1,15,4,0
1967,1967-11-05,BUF,MIA,3,35,13,1,20,21,0
1967,1967-11-05,DAL,ATL,3,37,7,1,7,25,0
1967,1967-11-05,DEN,LV,0,17,21,1,24,1,0
1967,1967-11-05,DET,CHI,0,13,27,1,17,11,0
1967,1967-11-05,IND,GB,3,13,10,1,3,4,0
1967,1967-11-05,KC,NYJ,3,42,18,1,6,9,0
1967,1967-11-05,MIN,NYG,3,27,24,1,19,12,1
1967,1967-11-05,NE,TEN,3,18,7,1,22,5,1
1967,1967-11-05,NO,PHI,3,31,24,1,23,16,1
1967,1967-11-05,PIT,CLE,0,14,34,1,18,8,0
1967,1967-11-05,SF,LAR,0,7,17,1,13,2,0
1967,1967-11-05,WAS,ARI,0,21,27,1,14,15,1
1967,1967-11-12,ARI,PIT,1,14,14,1,15,18,0
1967,1967-11-12,ATL,IND,0,7,49,1,25,3,0
1967,1967-11-12,CHI,NYG,3,34,7,1,11,12,0
1967,1967-11-12,DEN,TEN,0,18,20,1,24,5,0
1967,1967-11-12,GB,CLE,3,55,7,1,4,8,0
1967,1967-11-12,LAC,MIA,3,24,0,1,10,21,0
1967,1967-11-12,LAR,PHI,3,33,17,1,2,16,0
1967,1967-11-12,MIN,DET,1,10,10,1,19,17,0
1967,1967-11-12,NE,KC,0,10,33,1,22,6,0
1967,1967-11-12,NO,DAL,0,10,27,1,23,7,0
1967,1967-11-12,NYJ,BUF,3,20,10,1,9,20,0
1967,1967-11-12,WAS,SF,3,31,28,1,14,13,1
1967,1967-11-19,ATL,LAR,0,3,31,1,25,2,0
1967,1967-11-19,BUF,DEN,0,20,21,1,20,24,1
1967,1967-11-19,CHI,ARI,3,30,3,1,11,15,0
1967,1967-11-19,CLE,MIN,3,14,10,1,8,19,0
1967,1967-11-19,DAL,WAS,0,20,27,1,7,14,1
1967,1967-11-19,GB,SF,3,13,0,1,4,13,0
1967,1967-11-19,IND,DET,3,41,7,1,3,17,0
1967,1967-11-19,KC,LAC,0,16,17,1,6,10,1
1967,1967-11-19,LV,MIA,3,31,17,1,1,21,0
1967,1967-11-19,NE,NYJ,0,24,29,1,22,9,0
1967,1967-11-19,NYG,PIT,3,28,20,1,12,18,0
1967,1967-11-19,PHI,NO,3,48,21,1,16,23,0
1967,1967-11-23,DAL,ARI,3,46,21,1,7,15,0
1967,1967-11-23,DET,LAR,0,7,31,1,17,2,0
1967,1967-11-23,KC,LV,0,22,44,1,6,1,0
1967,1967-11-23,LAC,DEN,3,24,20,1,10,24,0
1967,1967-11-26,CHI,GB,0,13,17,1,11,4,0
1967,1967-11-26,CLE,WAS,3,42,37,1,8,14,0
1967,1967-11-26,MIA,BUF,3,17,14,1,21,20,1
1967,1967-11-26,NO,ATL,3,27,24,1,23,25,0
1967,1967-11-26,NYG,PHI,3,44,7,1,12,16,0
1967,1967-11-26,PIT,MIN,0,27,41,1,18,19,1
1967,1967-11-26,SF,IND,0,9,26,1,13,3,0
1967,1967-11-26,TEN,NE,3,27,6,1,5,22,0
1967,1967-12-03,ARI,NO,3,31,20,1,15,23,0
1967,1967-12-03,CLE,NYG,3,24,14,1,8,12,0
1967,1967-12-03,DET,PIT,0,14,24,1,17,18,1
1967,1967-12-03,IND,DAL,3,23,17,1,3,7,0
1967,1967-12-03,KC,BUF,3,23,13,1,6,20,0
1967,1967-12-03,LAC,LV,0,21,41,1,10,1,0
1967,1967-12-03,LAR,ATL,3,20,3,1,2,25,0
1967,1967-12-03,MIN,GB,0,27,30,1,19,4,0
1967,1967-12-03,NYJ,DEN,0,24,33,1,9,24,1
1967,1967-12-03,SF,CHI,0,14,28,1,13,11,0
1967,1967-12-03,TEN,MIA,3,17,14,1,5,21,0
1967,1967-12-03,WAS,PHI,1,35,35,1,14,16,0
1967,1967-12-09,LAR,GB,3,27,24,1,2,4,0
1967,1967-12-09,NE,BUF,0,16,44,1,22,20,0
1967,1967-12-10,ARI,CLE,0,16,20,1,15,8,0
1967,1967-12-10,ATL,SF,0,28,34,1,25,13,0
1967,1967-12-10,CHI,MIN,1,10,10,1,11,19,0
1967,1967-12-10,DAL,PHI,3,38,17,1,7,16,0
1967,1967-12-10,IND,NO,3,30,10,1,3,23,0
1967,1967-12-10,MIA,LAC,3,41,24,1,21,10,1
1967,1967-12-10,NYG,DET,0,7,30,1,12,17,1
1967,1967-12-10,NYJ,KC,0,7,21,1,9,6,0
1967,1967-12-10,PIT,WAS,0,10,15,1,18,14,0
1967,1967-12-10,TEN,LV,0,7,19,1,5,1,0
1967,1967-12-16,SF,DAL,3,24,16,1,13,7,1
1967,1967-12-16,TEN,LAC,3,24,17,1,5,10,0
1967,1967-12-17,ATL,CHI,0,14,23,1,25,11,0
1967,1967-12-17,DEN,KC,0,24,38,1,24,6,0
1967,1967-12-17,DET,MIN,3,14,3,1,17,19,0
1967,1967-12-17,GB,PIT,0,17,24,1,4,18,1
1967,1967-12-17,LAR,IND,3,34,10,1,2,3,0
1967,1967-12-17,LV,NYJ,3,38,29,1,1,9,0
1967,1967-12-17,MIA,NE,3,41,32,1,21,22,0
1967,1967-12-17,NYG,ARI,3,37,14,1,12,15,0
1967,1967-12-17,PHI,CLE,3,28,24,1,16,8,1
1967,1967-12-17,WAS,NO,0,14,30,1,14,23,1
1967,1967-12-23,MIA,TEN,0,10,41,1,21,5,0
1967,1967-12-24,LAC,NYJ,0,31,42,1,10,9,0
1967,1967-12-24,LV,BUF,3,28,21,1,1,20,0
1968,1968-09-06,LAC,CIN,3,29,13,1,9,22,0
1968,1968-09-08,BUF,NE,0,7,16,1,26,21,0
1968,1968-09-09,TEN,KC,0,21,26,1,12,4,0
1968,1968-09-14,MIA,TEN,0,10,24,1,16,12,0
1968,1968-09-14,MIN,ATL,3,47,7,1,10,25,0
1968,1968-09-15,BUF,LV,0,6,48,1,26,3,0
1968,1968-09-15,CHI,WAS,0,28,38,1,14,18,1
1968,1968-09-15,CIN,DEN,3,24,10,1,22,19,1
1968,1968-09-15,DAL,DET,3,59,13,1,2,17,0
1968,1968-09-15,GB,PHI,3,30,13,1,15,24,0
1968,1968-09-15,IND,SF,3,27,10,1,1,11,0
1968,1968-09-15,KC,NYJ,0,19,20,1,4,5,1
1968,1968-09-15,NO,CLE,0,10,24,1,20,7,0
1968,1968-09-15,PIT,NYG,0,20,34,1,23,13,0
1968,1968-09-16,ARI,LAR,0,13,24,1,8,6,0
1968,1968-09-21,LAC,TEN,3,30,14,1,9,12,0
1968,1968-09-21,MIA,LV,0,21,47,1,16,3,0
1968,1968-09-22,ATL,IND,0,20,28,1,25,1,0
1968,1968-09-22,CIN,BUF,3,34,23,1,22,26,0
1968,1968-09-22,DAL,CLE,3,28,7,1,2,7,0
1968,1968-09-22,DET,CHI,3,42,0,1,17,14,1
1968,1968-09-22,GB,MIN,0,13,26,1,15,10,0
1968,1968-09-22,KC,DEN,3,34,2,1,4,19,0
1968,1968-09-22,LAR,PIT,3,45,10,1,6,23,0
1968,1968-09-22,NE,NYJ,0,31,47,1,21,5,0
1968,1968-09-22,NO,WAS,3,37,17,1,20,18,1
1968,1968-09-22,PHI,NYG,0,25,34,1,24,13,0
1968,1968-09-22,SF,ARI,3,35,17,1,11,8,1
1968,1968-09-28,MIA,KC,0,3,48,1,16,4,0
1968,1968-09-29,BUF,NYJ,3,37,35,1,26,5,1
1968,1968-09-29,CIN,LAC,0,10,31,1,22,9,0
1968,1968-09-29,CLE,LAR,0,6,24,1,7,6,0
1968,1968-09-29,DEN,NE,0,17,20,1,19,21,1
1968,1968-09-29,GB,DET,0,17,23,1,15,17,1
1968,1968-09-29,MIN,CHI,0,17,27,1,10,14,1
1968,1968-09-29,NO,ARI,0,20,21,1,20,8,0
1968,1968-09-29,NYG,WAS,3,48,21,1,13,18,0
1968,1968-09-29,PHI,DAL,0,13,45,1,24,2,0
1968,1968-09-29,PIT,IND,0,7,41,1,23,1,0
1968,1968-09-29,SF,ATL,3,28,13,1,11,25,0
1968,1968-09-29,TEN,LV,0,15,24,1,12,3,0
1968,1968-10-05,BUF,KC,0,7,18,1,26,4,0
1968,1968-10-05,CLE,PIT,3,31,24,1,7,23,0
1968,1968-10-05,NYJ,LAC,3,23,20,1,5,9,0
1968,1968-10-06,ARI,DAL,0,10,27,1,8,2,0
1968,1968-10-06,ATL,GB,0,7,38,1,25,15,0
1968,1968-10-06,DEN,CIN,3,10,7,1,19,22,0
1968,1968-10-06,IND,CHI,3,28,7,1,1,14,0
1968,1968-10-06,LAR,SF,3,24,10,1,6,11,0
1968,1968-10-06,LV,NE,3,41,10,1,3,21,0
1968,1968-10-06,MIN,DET,3,24,10,1,10,17,0
1968,1968-10-06,NYG,NO,3,38,21,1,13,20,0
1968,1968-10-06,TEN,MIA,0,7,24,1,12,16,1
1968,1968-10-06,WAS,PHI,3,17,14,1,18,24,0
1968,1968-10-12,MIA,BUF,1,14,14,1,16,26,0
1968,1968-10-13,ATL,NYG,3,24,21,1,25,13,1
1968,1968-10-13,CHI,DET,0,10,28,1,14,17,1
1968,1968-10-13,CLE,ARI,0,21,27,1,7,8,1
1968,1968-10-13,DAL,PHI,3,34,14,1,2,24,0
1968,1968-10-13,GB,LAR,0,14,16,1,15,6,0
1968,1968-10-13,KC,CIN,3,13,3,1,4,22,0
1968,1968-10-13,LV,LAC,0,14,23,1,3,9,1
1968,1968-10-13,NE,TEN,0,0,16,1,21,12,0
1968,1968-10-13,NO,MIN,3,20,17,1,20,10,1
1968,1968-10-13,NYJ,DEN,0,13,21,1,5,19,1
1968,1968-10-13,SF,IND,0,14,42,1,11,1,0
1968,1968-10-13,WAS,PIT,3,16,13,1,18,23,0
1968,1968-10-20,ARI,WAS,3,41,14,1,8,18,0
1968,1968-10-20,CIN,MIA,0,22,24,1,22,16,0
1968,1968-10-20,DET,GB,1,14,14,1,17,15,0
1968,1968-10-20,IND,CLE,0,20,30,1,1,7,1
1968,1968-10-20,KC,LV,3,24,10,1,4,3,1
1968,1968-10-20,LAC,DEN,3,55,24,1,9,19,0
1968,1968-10-20,LAR,ATL,3,27,14,1,6,25,0
1968,1968-10-20,MIN,DAL,0,7,20,1,10,2,0
1968,1968-10-20,NE,BUF,3,23,6,1,21,26,0
1968,1968-10-20,NYG,SF,0,10,26,1,13,11,0
1968,1968-10-20,PHI,CHI,0,16,29,1,24,14,0
1968,1968-10-20,PIT,NO,0,12,16,1,23,20,0
1968,1968-10-20,TEN,NYJ,0,14,20,1,12,5,0
1968,1968-10-27,ARI,NO,3,31,17,1,8,20,0
1968,1968-10-27,BUF,TEN,0,7,30,1,26,12,0
1968,1968-10-27,CHI,MIN,3,26,24,1,14,10,1
1968,1968-10-27,CLE,ATL,3,30,7,1,7,25,0
1968,1968-10-27,DEN,MIA,3,21,14,1,19,16,1
1968,1968-10-27,DET,SF,0,7,14,1,17,11,0
1968,1968-10-27,IND,LAR,3,27,10,1,1,6,0
1968,1968-10-27,KC,LAC,3,27,20,1,4,9,0
1968,1968-10-27,LV,CIN,3,31,10,1,3,22,0
1968,1968-10-27,NYJ,NE,3,48,14,1,5,21,0
1968,1968-10-27,PIT,PHI,3,6,3,1,23,24,0
1968,1968-10-27,WAS,NYG,0,10,13,1,18,13,0
1968,1968-10-28,DAL,GB,0,17,28,1,2,15,1
1968,1968-11-03,ATL,PIT,0,21,41,1,25,23,0
1968,1968-11-03,CIN,TEN,0,17,27,1,22,12,0
1968,1968-11-03,GB,CHI,0,10,13,1,15,14,0
1968,1968-11-03,LAC,MIA,3,34,28,1,9,16,0
1968,1968-11-03,LAR,DET,3,10,7,1,6,17,0
1968,1968-11-03,LV,KC,3,38,21,1,3,4,0
1968,1968-11-03,MIN,WAS,3,27,14,1,10,18,0
