league,season,n_teams,spearman_r_seed_1,spearman_p_seed_1,spearman_r_seed_2,spearman_p_seed_2,spearman_r_seed_3,spearman_p_seed_3,spearman_r_seed_4,spearman_p_seed_4,spearman_r_seed_5,spearman_p_seed_5,spearman_r_seed_6,spearman_p_seed_6,spearman_r_seed_7,spearman_p_seed_7,spearman_r_seed_8,spearman_p_seed_8,spearman_r_seed_9,spearman_p_seed_9,spearman_r_seed_10,spearman_p_seed_10,spearman_r_avg,spearman_p_avg
Premier League,2008,20,-0.4011584820322732,0.07959942178337334,0.11393895427718882,0.6324341382224805,-0.04020108011048831,0.8663663246720881,-0.29528918289817907,0.20624540743231537,-0.17857813882775547,0.45127605594560516,-0.40209459049628543,0.07883433391617774,0.11890046248540996,0.6175835541225742,0.018984891002641256,0.9366803734291089,0.05864099337649045,0.8060111058395025,0.14165329366626267,0.5513627808112337,-0.08652028795569881,0.522639349617446
Premier League,2009,20,0.13787786418271056,0.5621266817512327,0.09764576209547562,0.6821372978799868,0.15869744912031242,0.503959130183432,0.10234956955687634,0.6676470867410563,0.17413620244149536,0.4627931160548273,-0.23122813179004928,0.3266527056488777,0.04010914374581064,0.8666693145881226,-0.40930343240666806,0.07312434795186445,-0.24980453479280687,0.2881526224396997,-0.19658639025845764,0.40614076504577645,-0.0376106498105301,0.4839403068284877
Premier League,2010,20,-0.13647461545064007,0.5661508928571166,-0.255442481673018,0.27704686974158377,-0.026205657421922112,0.9126731703757627,0.34043494661120544,0.14190598273448388,0.1731741940614315,0.4653069746535615,0.08043748247097095,0.7360327779815605,0.3094685517693956,0.18426243700460151,-0.2777969129858025,0.23567300564918892,0.18867028281624126,0.4256697447439165,0.048361949190263286,0.8395471275729163,0.04446277393881253,0.4784268983314693
Premier League,2011,20,0.3716507376648336,0.10664470323773127,-0.05596766279669321,0.8147041204378849,0.1554356668629433,0.5128760214227361,0.10078567915548844,0.6724524441653759,0.37677841286658326,0.10152412120953816,0.010933670149114463,0.9635098985584505,-0.04880148857704398,0.8381072171606105,0.15032961180148474,0.5269837580933135,0.014417301917070408,0.9518949307299305,-0.25248960533186415,0.2828297962940763,0.08230723237119168,0.5771527011309648
Premier League,2012,20,-0.04910894555284116,0.8371002966649005,-0.2778211507871824,0.2356304472964371,-0.297508600211644,0.2026947532178762,-0.03877789354308026,0.8710586335436391,0.26417373546244177,0.26038152712345397,0.3102659608708242,0.18307527994884856,-0.14983954033580824,0.5283472445377597,-0.36368347498235337,0.11496792246110094,-0.29675859252829523,0.20389004313615536,0.2743671689422432,0.24174530816530793,-0.06246913326656954,0.367889145609548
Premier League,2013,20,-0.16100688109181208,0.49769128141775876,-0.06602835044020464,0.7821057429733665,0.2049321830087004,0.3860925875692408,-0.33592337486479146,0.1476065540691223,0.24021665730318897,0.3076590728283504,0.2500107838931822,0.28774158547360845,0.20664450629164627,0.3820487689805211,0.280824773055403,0.2303949201559627,0.22664100519941172,0.33660783168689956,-0.0206572255182555,0.9311148677287524,0.08256540768364688,0.4289063212883583
Premier League,2014,20,0.1627113086661171,0.49308988616326477,0.009227220981846756,0.9692021881380815,0.03032701561249772,0.8990019916305643,-0.2805977017131026,0.23078805888819348,0.0515587534434475,0.8290860178105919,0.2416092965518888,0.30477736973479913,-0.11762968544214103,0.6213739010048028,-0.04163425385221885,0.8616454337696705,-0.09432366918428545,0.6924363836226173,-0.26067009405810787,0.2669910111788325,-0.02994218089940579,0.6168392241941417
Premier League,2015,20,-0.2707442441059564,0.24826789277962658,0.15494041898684346,0.5142364382895541,0.06704296810556447,0.7788365950092302,0.0015331545779303792,0.9948816408153003,-0.04973668671850746,0.8350452052627937,-0.16400478671742105,0.48961187808919493,0.06132134794894446,0.7973171899790652,0.3209212301387654,0.16770723871635934,-0.07319486517768314,0.7590931933239602,-0.2000833235527435,0.39767233595970364,-0.015200478651426336,0.5982669608224789
Premier League,2016,20,0.38461586837241973,0.0940465033971195,0.5107022617618289,0.021391470186493875,0.344323878138309,0.13711761423125873,-0.2815317037482803,0.2291737657934328,0.1423080712350137,0.5495054561452082,0.41433258643243015,0.06932785680006805,-0.24704402351434954,0.2936888822536132,-0.2451459004677584,0.2975331539765564,-0.18547140649149918,0.43370090294636465,0.03269796633481779,0.8911493354922647,0.0869787598052932,0.30166349412223803
Premier League,2017,20,-0.25527227264480257,0.2773781932814559,0.17684075956858245,0.45576298656125647,-0.07146064469983086,0.7646449179678666,-0.1731741940614315,0.4653069746535615,-0.057154812506064114,0.8108411645206037,0.14485490416841681,0.5423081173779675,-0.09498114807531013,0.6903938842047457,0.04886810917153863,0.8378890143350923,0.22527534985452294,0.33960567658329965,0.06573322250188794,0.7830573230651741,0.000952927327750959,0.5967188252551023
Premier League,2018,20,0.3728656446249285,0.1054149265124335,0.39366110263676846,0.08592725847713309,-0.42807944003659965,0.059704346667099756,0.029954235112172097,0.9002374921897566,-0.1441753278413556,0.5442243872364645,-0.1348577931459335,0.5708031834297742,-0.15534417155655605,0.5131272245424954,0.16198490012398942,0.4950484001679213,0.1319263376566215,0.57928036691544,0.34916882662695314,0.13131284488498307,0.05771043142009884,0.3985080431023501
Premier League,2019,20,-0.040324019791560396,0.865961186782689,-0.32382767475939744,0.16367389656998846,-0.22361794795335155,0.34326488815313017,0.14019279440609533,0.5555157221839285,-0.23050448694368392,0.3282114494392695,-0.6102739637687236,0.0042690116920381625,-0.11937984496124034,0.6161561071996935,0.22946600614574486,0.33045604202681234,-0.03223593217391195,0.8926788630409934,-0.16511672557314447,0.4866316850029623,-0.13756217953731734,0.4586818852091505
Premier League,2020,20,0.1630452473563751,0.49219080849038865,-0.387259726403069,0.09161744498856382,0.46923757183659315,0.03686703905027473,0.2431915687681055,0.3015232079678437,-0.0019670288221434644,0.993433200140859,0.1971908116670817,0.4046700670647778,-0.0268097006319,0.9106678983233418,-0.05861817142840819,0.8060852260816052,0.09973265608736456,0.6756949782782635,0.30671878519485346,0.18839608685054163,0.10044620136248528,0.490114595723646
